Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
1,7:47,1,9,TAM 9,10,0,Ben Roethlisberger pass complete short middle to Dri Archer for 1 yard (tackle by Lavonte David),5.140,4.570
1,7:07,2,8,TAM 8,10,0,Ben Roethlisberger pass complete short left to Heath Miller for 1 yard (tackle by Major Wright),4.570,3.810
1,6:26,3,7,TAM 7,10,0,Ben Roethlisberger pass incomplete short left intended for Justin Brown,3.810,2.970
1,6:22,4,7,TAM 7,10,3,Shaun Suisham 25 yard field goal good,2.970,3.000
1,6:22,,,PIT 35,10,3,"Shaun Suisham kicks off 65 yards, touchback. Penalty on Darrius Heyward-Bey: Offside on Free Kick, 5 yards",0.000,-0.610
1,6:19,1,10,TAM 25,10,3,Doug Martin left guard for -4 yards (tackle by Cameron Heyward). Penalty on Demar Dotson: Illegal Formation (Declined),0.610,-0.480
1,5:53,2,14,TAM 21,10,3,Mike Glennon pass incomplete short right intended for Mike Evans,-0.480,-1.150
1,5:50,3,14,TAM 21,10,3,Doug Martin up the middle for 2 yards (tackle by Michael Mitchell),-1.150,-1.830
1,5:05,4,12,TAM 23,10,3,"Michael Koenen punts 36 yards, fair catch by Antonio Brown. Penalty on William Gay: Illegal Formation, 5 yards (no play)",-1.830,-1.500
1,5:05,4,7,TAM 28,10,3,"Michael Koenen punts 32 yards, fair catch by Antonio Brown",-1.500,-1.600
1,4:58,1,10,PIT 40,10,3,Le'Veon Bell up the middle for no gain (tackle by Clinton McDonald),1.600,1.050
1,4:33,2,10,PIT 40,10,3,"Le'Veon Bell right tackle for 16 yards (tackle by Mark Barron and Dane Fletcher). Penalty on Le'Veon Bell: Taunting, 15 yards",1.050,1.660
1,4:04,1,10,PIT 41,10,3,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Alterraun Verner and Leonard Johnson),1.660,1.660
1,3:39,2,6,PIT 45,10,3,Ben Roethlisberger pass complete short right to Heath Miller for 7 yards (tackle by Leonard Johnson),1.660,2.390
1,3:11,1,10,TAM 48,10,3,Le'Veon Bell up the middle for 13 yards (tackle by Major Wright),2.390,3.250
1,2:40,1,10,TAM 35,10,3,Ben Roethlisberger pass complete deep left to Antonio Brown for 27 yards (tackle by Mark Barron),3.250,5.370
1,1:58,1,8,TAM 8,10,3,Ben Roethlisberger pass complete short middle to Justin Brown for 5 yards (tackle by Dane Fletcher and Leonard Johnson),5.370,5.530
1,1:58,2,3,TAM 3,10,3,"Penalty on David DeCastro: False Start, 5 yards (no play)",5.530,4.570
1,0:58,2,8,TAM 8,10,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for -3 yards (tackle by Lavonte David),4.570,3.120
1,0:20,3,11,TAM 11,10,9,"Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards, touchdown. Penalty on Antonio Brown: Unsportsmanlike Conduct, 15 yards",3.120,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
1,0:20,,,TAM 2,10,10,Shaun Suisham kicks extra point good,0.000,0.000
1,0:20,,,PIT 20,10,10,"Shaun Suisham kicks off 72 yards, returned by Solomon Patton for 23 yards (tackle by Antwon Blake)",0.000,-1.000
1,0:10,1,10,TAM 31,10,10,Mike Glennon pass complete deep left to Austin Seferian-Jenkins for 16 yards (tackle by Michael Mitchell),1.000,2.060
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 47,10,10,Doug Martin left guard for 9 yards (tackle by William Gay),2.060,2.730
2,14:25,2,1,PIT 44,10,10,Doug Martin up the middle for 3 yards (tackle by Lawrence Timmons),2.730,2.850
2,13:48,1,10,PIT 41,10,10,Mike Glennon sacked by Cameron Heyward for -15 yards. Penalty on Anthony Collins: Offensive Holding (Declined),2.850,0.280
2,13:24,2,25,TAM 44,10,10,Mike Glennon pass complete short left to Doug Martin for 9 yards (tackle by Lawrence Timmons),0.280,0.830
2,12:38,3,16,PIT 47,10,10,Mike Glennon pass incomplete short right intended for Louis Murphy (defended by Brice McCain),0.830,0.130
2,12:33,4,16,PIT 47,10,10,Michael Koenen punts 40 yards,0.130,0.380
2,12:23,1,10,PIT 7,10,10,LeGarrette Blount up the middle for 11 yards (tackle by Major Wright),-0.380,0.040
2,11:55,1,10,PIT 18,10,10,LeGarrette Blount up the middle for 2 yards (tackle by Lavonte David and William Gholston),0.040,-0.130
2,11:23,2,8,PIT 20,10,10,Ben Roethlisberger pass complete short left to Markus Wheaton for 14 yards (tackle by Johnthan Banks),-0.130,1.200
2,10:58,1,10,PIT 34,10,10,LeGarrette Blount up the middle for 7 yards (tackle by Major Wright),1.200,1.600
2,10:26,2,3,PIT 41,10,10,"Ben Roethlisberger pass incomplete short right intended for Markus Wheaton. Penalty on William Gholston: Illegal Use of Hands, 5 yards (no play)",1.600,1.990
2,10:18,1,10,PIT 46,10,10,Le'Veon Bell left guard for 3 yards (tackle by Da'Quan Bowers),1.990,1.860
2,9:48,2,7,PIT 49,10,10,Ben Roethlisberger sacked by Scott Solomon for -6 yards,1.860,0.370
2,9:03,3,13,PIT 43,10,10,Ben Roethlisberger pass complete short middle to Lance Moore for 12 yards (tackle by Leonard Johnson and Lavonte David),0.370,0.270
2,8:04,4,1,TAM 45,10,10,Ben Roethlisberger up the middle for 2 yards (tackle by Jacquies Smith and Lavonte David),0.270,2.720
2,7:25,1,10,TAM 43,10,10,Le'Veon Bell right guard for 1 yard (tackle by William Gholston),2.720,2.310
2,6:53,2,9,TAM 42,10,10,"Ben Roethlisberger pass incomplete short right intended for Markus Wheaton. Penalty on Leonard Johnson: Defensive Holding, 5 yards (no play)",2.310,3.120
2,6:48,1,10,TAM 37,10,10,Le'Veon Bell up the middle for 6 yards (tackle by Lavonte David),3.120,3.380
2,6:17,2,4,TAM 31,10,10,Le'Veon Bell right end for 7 yards (tackle by Dane Fletcher),3.380,3.970
2,5:40,1,10,TAM 24,10,10,Ben Roethlisberger sacked by Michael Johnson for -3 yards,3.970,3.030
2,5:05,2,13,TAM 27,10,16,"Ben Roethlisberger pass complete deep right to Antonio Brown for 27 yards, touchdown. Penalty on Alterraun Verner: Defensive Holding (Declined)",3.030,7.000
2,5:05,,,TAM 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
2,5:05,,,PIT 35,10,17,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
2,4:58,1,10,TAM 20,10,17,Mike Glennon pass complete short right to Vincent Jackson for 9 yards (tackle by Cortez Allen and Troy Polamalu),0.280,0.950
2,4:21,2,1,TAM 29,10,17,Bobby Rainey left tackle for 3 yards (tackle by Steve McLendon and Lawrence Timmons),0.950,1.070
2,3:43,1,10,TAM 32,10,17,"Mike Glennon pass incomplete deep left intended for Vincent Jackson. Penalty on Anthony Collins: Offensive Holding, 10 yards (no play)",1.070,0.410
2,3:36,1,20,TAM 22,10,17,Mike Glennon pass incomplete short left intended for Vincent Jackson,0.410,-0.820
2,3:31,2,20,TAM 22,10,17,"Penalty on Mike Glennon: Delay of Game, 5 yards (no play)",-0.820,-1.640
2,3:29,2,25,TAM 17,10,17,"Penalty on Mike Glennon: Delay of Game, 5 yards (no play)",-1.640,-2.240
2,3:28,2,30,TAM 12,10,17,Bobby Rainey up the middle for -1 yards (tackle by Brett Keisel and Lawrence Timmons),-2.240,-3.880
2,2:44,3,31,TAM 11,10,17,Mike Glennon pass complete short middle to Bobby Rainey for 16 yards (tackle by Lawrence Timmons),-3.880,-1.570
2,2:00,4,15,TAM 27,10,17,"Michael Koenen punts 34 yards, fair catch by Antonio Brown",-1.570,-1.530
2,1:53,1,10,PIT 39,10,17,Ben Roethlisberger pass complete short right to Le'Veon Bell for 7 yards (tackle by Michael Johnson),1.530,1.930
2,1:28,2,3,PIT 46,10,17,Ben Roethlisberger pass complete short right to Le'Veon Bell for 7 yards (tackle by Dane Fletcher),1.930,1.930
2,1:23,2,3,PIT 46,10,17,Timeout #1 by Pittsburgh Steelers,1.930,2.460
2,1:23,1,10,TAM 47,10,17,Ben Roethlisberger pass complete short left to Heath Miller for 9 yards (tackle by Lavonte David),2.460,3.130
2,0:59,2,1,TAM 38,10,17,Ben Roethlisberger pass complete short middle to Heath Miller for 8 yards (tackle by Major Wright),3.130,3.130
2,0:55,2,1,TAM 38,10,17,Timeout #2 by Pittsburgh Steelers,3.130,3.580
2,0:55,1,10,TAM 30,10,17,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 4 yards (tackle by Leonard Johnson),3.580,3.570
2,0:32,2,6,TAM 26,10,17,Ben Roethlisberger spiked the ball,3.570,2.870
2,0:32,3,6,TAM 26,10,17,Ben Roethlisberger sacked by Da'Quan Bowers for -6 yards,2.870,2.870
2,0:04,3,6,TAM 26,10,17,Timeout #3 by Pittsburgh Steelers,2.870,2.870
2,0:04,3,6,TAM 26,10,17,Timeout #2 by Tampa Bay Buccaneers,2.870,1.240
2,0:04,4,12,TAM 32,10,17,Shaun Suisham 50 yard field goal no good,1.240,1.530
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,17,"Shaun Suisham kicks off 67 yards, returned by Solomon Patton for 22 yards (tackle by Terence Garvin)",0.000,-0.280
3,14:55,1,10,TAM 20,10,17,Mike Glennon pass complete short right to Austin Seferian-Jenkins for 7 yards (tackle by Michael Mitchell),0.280,0.680
3,14:20,2,3,TAM 27,10,17,Doug Martin right guard for 7 yards (tackle by Sean Spence),0.680,1.200
3,13:47,1,10,TAM 34,10,17,Mike Glennon pass incomplete short right intended for Brandon Myers (defended by Cortez Allen),1.200,0.660
3,13:41,2,10,TAM 34,10,17,Mike Glennon pass incomplete short left intended for Louis Murphy,0.660,-0.030
3,13:37,3,10,TAM 34,10,17,Mike Glennon pass complete deep middle to Vincent Jackson for 18 yards (tackle by Cortez Allen),-0.030,2.390
3,13:06,1,10,PIT 48,10,17,"Penalty on PIT: Defensive 12 On-field (Declined), Penalty on Troy Polamalu: Defensive Offside, 5 yards (no play)",2.390,3.120
3,12:43,1,5,PIT 43,10,17,Mike Glennon pass complete deep left to Mike Evans for 40 yards,3.120,6.510
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
3,12:35,1,3,PIT 3,10,17,Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by William Gay),6.510,5.530
3,12:31,2,3,PIT 3,16,17,"Doug Martin left end for 3 yards, touchdown. Penalty on Cameron Heyward: Unsportsmanlike Conduct, 15 yards",5.530,7.000
3,12:31,,,PIT 2,17,17,Patrick Murray kicks extra point good,0.000,0.000
3,12:31,,,TAM 50,17,17,"Michael Koenen kicks off 50 yards, touchback",0.000,-0.280
3,12:27,1,10,PIT 20,17,17,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,0.280,-0.270
3,12:20,2,10,PIT 20,17,17,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Major Wright),-0.270,1.330
3,11:45,1,10,PIT 36,17,17,Le'Veon Bell up the middle for 2 yards (tackle by Michael Johnson),1.330,1.060
3,11:10,2,8,PIT 38,17,17,Le'Veon Bell up the middle for -2 yards (tackle by Alterraun Verner),1.060,0.100
3,10:29,3,10,PIT 36,17,17,Ben Roethlisberger pass complete deep left to Antonio Brown for 27 yards,0.100,3.120
,,,,,,,"PIT challenged the incomplete pass ruling, and the original play was overturned.",,
3,10:07,1,10,TAM 37,17,17,Antonio Brown pass complete short left to Le'Veon Bell for 17 yards (tackle by Johnthan Banks and Da'Quan Bowers),3.120,4.240
3,9:28,1,10,TAM 20,17,17,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Mark Barron and Major Wright),4.240,5.140
3,8:46,1,9,TAM 9,17,17,"Ben Roethlisberger pass complete short right to Heath Miller for 9 yards. Penalty on Major Wright: Unnecessary Roughness (Offsetting), Penalty on Kelvin Beachum: Offensive Holding (Offsetting) (no play)",5.140,5.140
3,8:41,1,9,TAM 9,17,17,Le'Veon Bell up the middle for 4 yards (tackle by Clinton McDonald and Dane Fletcher),5.140,5.150
3,8:00,2,5,TAM 5,17,17,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell (defended by Leonard Johnson),5.150,4.260
3,7:54,3,5,TAM 5,17,23,"Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards, touchdown",4.260,7.000
3,7:54,,,TAM 2,17,24,Shaun Suisham kicks extra point good,0.000,0.000
3,7:54,,,PIT 35,17,24,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,7:50,1,10,TAM 20,17,24,Mike Glennon pass incomplete deep middle intended for Austin Seferian-Jenkins,0.280,-0.270
3,7:46,2,10,TAM 20,17,24,Doug Martin up the middle for 2 yards (tackle by Brice McCain),-0.270,-0.690
3,7:06,3,8,TAM 22,17,24,Mike Glennon pass complete short right to Mike Evans for 17 yards (tackle by Brice McCain and Cortez Allen). Penalty on Cortez Allen: Illegal Use of Hands (Declined),-0.690,1.530
3,6:39,1,10,TAM 39,17,24,Doug Martin left guard for 4 yards (tackle by Cam Thomas),1.530,1.530
3,5:58,2,6,TAM 43,17,24,Mike Glennon pass complete short right to Mike Evans for 1 yard (tackle by Lawrence Timmons),1.530,0.960
3,5:17,3,5,TAM 44,17,24,Mike Glennon pass complete short middle to Louis Murphy for 7 yards (tackle by Cortez Allen). Penalty on Brett Keisel: Illegal Use of Hands (Declined),0.960,2.320
3,4:54,1,10,PIT 49,17,24,Mike Glennon pass incomplete deep right intended for Mike Evans is intercepted by Cortez Allen at PIT-11 and returned for 27 yards,2.320,-1.470
3,4:38,1,10,PIT 38,17,24,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Danny Lansanah),1.470,1.870
3,4:04,2,3,PIT 45,17,24,Le'Veon Bell up the middle for 1 yard (tackle by William Gholston),1.870,1.290
3,3:27,3,2,PIT 46,17,24,Le'Veon Bell left guard for 10 yards (tackle by Mark Barron),1.290,2.650
3,2:47,1,10,TAM 44,17,24,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,2.650,2.110
3,2:42,2,10,TAM 44,17,24,LeGarrette Blount left guard for 5 yards (tackle by Leonard Johnson and Clinton McDonald),2.110,2.080
3,1:59,3,5,TAM 39,17,24,Ben Roethlisberger right guard for 2 yards (tackle by Lavonte David),2.080,2.080
3,1:28,3,5,TAM 39,17,24,Timeout #1 by Tampa Bay Buccaneers,2.080,0.790
3,1:28,4,3,TAM 37,17,24,"Penalty on Marcus Gilbert: False Start, 5 yards (no play)",0.790,0.460
3,1:28,4,8,TAM 42,17,24,"Brad Wing punts 34 yards, fair catch by Solomon Patton",0.460,0.380
3,1:16,1,10,TAM 8,17,24,Mike Glennon pass complete short middle to Doug Martin for 7 yards (tackle by Lawrence Timmons),-0.380,-0.210
3,0:42,2,3,TAM 15,17,24,Jorvorskie Lane left guard for 2 yards (tackle by Lawrence Timmons and Steve McLendon),-0.210,-0.370
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 17,17,24,Doug Martin up the middle for 3 yards (tackle by Jason Worilds),-0.370,0.280
4,14:30,1,10,TAM 20,17,24,Solomon Patton left end for 19 yards (tackle by Michael Mitchell),0.280,1.530
4,14:01,1,10,TAM 39,17,24,"Doug Martin up the middle for no gain (tackle by Lawrence Timmons). Penalty on Troy Polamalu: Face Mask (15 Yards), 15 yards (no play)",1.530,2.520
4,13:36,1,10,PIT 46,17,24,Mike Glennon pass incomplete deep left intended for Austin Seferian-Jenkins,2.520,1.980
4,13:29,2,10,PIT 46,17,24,Mike Glennon pass complete short right to Louis Murphy for 5 yards (tackle by Michael Mitchell),1.980,1.950
4,12:53,3,5,PIT 41,17,24,Mike Glennon pass complete deep middle to Louis Murphy for 31 yards (tackle by William Gay). Penalty on Brice McCain: Illegal Use of Hands (Declined),1.950,4.910
4,12:29,1,10,PIT 10,17,24,Doug Martin left guard for 1 yard (tackle by Arthur Moats),4.910,4.380
4,11:50,2,9,PIT 9,17,24,Mike Glennon pass incomplete short right intended for Louis Murphy,4.380,3.360
4,11:45,3,9,PIT 9,17,24,Mike Glennon pass incomplete short middle intended for Louis Murphy (defended by Troy Polamalu),3.360,2.830
4,11:41,4,9,PIT 9,20,24,Patrick Murray 27 yard field goal good,2.830,3.000
4,11:41,,,TAM 35,20,24,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
4,11:37,1,10,PIT 20,20,24,Markus Wheaton left end for -7 yards (tackle by Michael Johnson and Danny Lansanah),0.280,-1.280
4,10:58,2,17,PIT 13,20,24,Ben Roethlisberger pass complete short middle to Heath Miller for 19 yards (tackle by Leonard Johnson and Major Wright),-1.280,1.070
4,10:22,1,10,PIT 32,20,24,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,1.070,0.530
4,10:14,2,10,PIT 32,20,24,Le'Veon Bell up the middle for -3 yards (tackle by Lavonte David),0.530,-0.560
4,9:31,3,13,PIT 29,20,24,Ben Roethlisberger pass complete short left to Le'Veon Bell for 14 yards (tackle by Gerald McCoy and Mark Barron),-0.560,1.800
4,8:23,1,10,PIT 43,20,24,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by Da'Quan Bowers and Alterraun Verner),1.800,2.650
4,8:03,1,10,TAM 44,20,24,Le'Veon Bell up the middle for -1 yards (tackle by Leonard Johnson and Da'Quan Bowers),2.650,1.980
4,7:26,2,11,TAM 45,20,24,Ben Roethlisberger pass incomplete short left intended for Will Johnson,1.980,1.290
4,7:22,3,11,TAM 45,20,24,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.290,0.270
4,7:15,4,11,TAM 45,20,24,"Brad Wing punts 39 yards, returned by Solomon Patton for 4 yards (tackle by Robert Golden). Penalty on Robert Golden: Face Mask (15 Yards), 15 yards",0.270,-0.610
4,7:06,1,10,TAM 25,20,24,Mike Glennon pass complete short left to Louis Murphy for 5 yards (tackle by William Gay),0.610,0.740
4,6:23,2,5,TAM 30,20,24,Mike Glennon pass incomplete short left intended for Austin Seferian-Jenkins,0.740,0.040
4,6:18,3,5,TAM 30,20,24,Mike Glennon pass complete short right to Russell Shepard for 22 yards (tackle by Sean Spence and Troy Polamalu),0.040,2.390
4,5:38,1,10,PIT 48,20,24,Bobby Rainey up the middle for -3 yards (tackle by Troy Polamalu),2.390,1.440
4,5:38,2,13,TAM 49,20,24,"Penalty on Mike Glennon: Delay of Game, 5 yards (no play)",1.440,0.770
4,4:53,2,18,TAM 44,20,24,"Penalty on Louis Murphy: False Start, 5 yards (no play)",0.770,0.090
4,4:53,2,23,TAM 39,20,24,Mike Glennon pass complete deep right to Austin Seferian-Jenkins for 21 yards (tackle by Cortez Allen),0.090,2.210
4,4:09,3,2,PIT 40,20,24,"Penalty on Arthur Moats: Neutral Zone Infraction, 5 yards (no play)",2.210,3.250
4,4:09,1,10,PIT 35,20,24,Mike Glennon pass complete short left to Louis Murphy for 10 yards (tackle by William Gay),3.250,3.910
4,3:24,1,10,PIT 25,20,24,Mike Glennon pass complete short right to Russell Shepard for 8 yards (tackle by Cortez Allen),3.910,4.550
4,2:49,2,2,PIT 17,20,24,Bobby Rainey right end for 3 yards (tackle by Troy Polamalu),4.550,4.650
4,2:03,1,10,PIT 14,20,24,Bobby Rainey pass incomplete short left intended for Vincent Jackson,4.650,4.000
4,1:58,2,10,PIT 14,20,24,Mike Glennon pass incomplete short middle intended for Austin Seferian-Jenkins,4.000,3.110
4,1:53,3,10,PIT 14,20,24,Mike Glennon pass incomplete short left intended for Louis Murphy,3.110,2.510
4,1:49,4,10,PIT 14,20,24,Mike Glennon pass incomplete short middle intended for Vincent Jackson,2.510,0.280
4,1:44,1,10,PIT 14,20,24,Le'Veon Bell up the middle for 2 yards (tackle by Mark Barron),-0.280,-0.280
4,1:40,1,10,PIT 14,20,24,Timeout #2 by Tampa Bay Buccaneers,-0.280,-0.510
4,1:40,2,8,PIT 16,20,24,"Penalty on Maurkice Pouncey: False Start, 5 yards (no play)",-0.510,-1.000
4,1:40,2,13,PIT 11,20,24,Ben Roethlisberger pass complete short right to Markus Wheaton for 8 yards (tackle by Alterraun Verner),-1.000,-1.000
4,1:35,2,13,PIT 11,20,24,Timeout #3 by Tampa Bay Buccaneers,-1.000,-0.800
4,1:35,3,5,PIT 19,20,24,Le'Veon Bell right guard for -2 yards (tackle by Clinton McDonald and William Gholston),-0.800,-0.800
4,0:50,3,5,PIT 19,20,24,Timeout #2 by Pittsburgh Steelers,-0.800,-2.320
4,0:50,4,7,PIT 17,20,24,Brad Wing punts 29 yards,-2.320,-2.520
4,0:40,1,10,PIT 46,20,24,Mike Glennon pass incomplete short left intended for Bobby Rainey,2.520,1.980
4,0:35,2,10,PIT 46,20,24,Mike Glennon pass complete deep middle to Louis Murphy for 41 yards (tackle by Troy Polamalu and Cortez Allen),1.980,6.060
4,0:35,1,5,PIT 5,20,24,Mike Glennon spiked the ball,6.060,5.150
4,0:15,2,5,PIT 5,20,24,Mike Glennon pass incomplete short left intended for Vincent Jackson (defended by William Gay),5.150,4.260
4,0:12,3,5,PIT 5,26,24,"Mike Glennon pass complete short left to Vincent Jackson for 5 yards, touchdown",4.260,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:12,,,PIT 2,27,24,Patrick Murray kicks extra point good,0.000,0.000
4,0:12,,,TAM 35,27,24,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
4,0:07,1,10,PIT 20,27,24,"Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards, lateral to Markus Wheaton for -10 yards, lateral to Ben Roethlisberger for -6 yards (tackle by Lavonte David). Ben Roethlisberger fumbles (forced by Lavonte David), recovered by Marcus Gilbert at PIT-9",0.280,0.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
