Quarter,Time,Tm,Detail,MIA,NYJ
1.0,7:45,Jets,Greg Salas 20 yard rush (Nick Folk kick),0,7
2.0,12:01,Jets,Nick Folk 40 yard field goal,0,10
,0:00,Dolphins,Caleb Sturgis 43 yard field goal,3,10
3.0,10:56,Dolphins,Caleb Sturgis 44 yard field goal,6,10
,7:17,Jets,Nick Folk 45 yard field goal,6,13
4.0,10:24,Dolphins,Lamar Miller 4 yard rush (Caleb Sturgis kick),13,13
,1:57,Dolphins,Caleb Sturgis 26 yard field goal,16,13
