Quarter,Time,Down,ToGo,Location,DAL,BAL,Detail,EPB,EPA
1,4:23,2,6,BAL 40,0,3,DeMarco Murray left end for 28 yards (tackle by Albert McClellan),2.650,4.780
1,3:47,1,10,BAL 12,0,3,"DeMarco Murray right tackle for 5 yards (tackle by Dannell Ellerbe). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",4.780,4.110
1,3:26,1,20,BAL 22,6,3,"Felix Jones left tackle for 22 yards, touchdown",4.110,7.000
,,,,,,,"DAL challenged the runner broke the plane ruling, and the original play was overturned.",,
1,3:26,,,BAL 2,7,3,Dan Bailey kicks extra point good,0.000,0.000
1,3:18,,,DAL 35,7,3,"Dan Bailey kicks off 73 yards, touchback",0.000,0.280
1,3:18,1,10,BAL 20,7,3,Joe Flacco pass incomplete short left intended for Ray Rice,0.280,-0.270
1,3:13,2,10,BAL 20,7,3,Joe Flacco pass complete short right to Ed Dickson for 8 yards (tackle by Dan Connor),-0.270,0.100
1,2:45,3,2,BAL 28,7,3,Joe Flacco pass incomplete deep left intended for Dennis Pitta (defended by Sean Lee),0.100,-1.500
1,2:38,4,2,BAL 28,7,3,"Sam Koch punts 52 yards, fair catch by Dez Bryant",-1.500,-0.280
1,2:31,1,10,DAL 20,7,3,Tony Romo pass complete deep right to Dez Bryant for 18 yards,0.280,1.470
1,2:11,1,10,DAL 38,7,3,DeMarco Murray left tackle for 5 yards (tackle by Ray Lewis),1.470,1.600
1,1:38,2,5,DAL 43,7,3,DeMarco Murray right guard for 13 yards (tackle by Haloti Ngata and Bernard Pollard),1.600,0.000
1,0:48,,,,7,3,Timeout #1 by Dallas Cowboys,0.000,2.650
1,0:48,1,10,BAL 44,7,3,DeMarco Murray left guard for 6 yards (tackle by Ray Lewis and Terrence Cody),2.650,2.920
1,0:07,2,4,BAL 38,7,3,DeMarco Murray left end for 9 yards (tackle by Bernard Pollard),2.920,3.640
Quarter,Time,Down,ToGo,Location,DAL,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 29,7,3,Felix Jones right guard for 4 yards (tackle by Ma'ake Kemoeatu),3.640,3.640
2,14:28,2,6,BAL 25,7,3,Felix Jones right guard for 4 yards (tackle by Haloti Ngata and Ma'ake Kemoeatu),3.640,3.470
2,13:48,3,2,BAL 21,7,3,DeMarco Murray right tackle for 3 yards (tackle by Arthur Jones),3.470,4.370
2,13:05,1,10,BAL 18,7,3,DeMarco Murray left guard for 6 yards (tackle by Corey Graham and Bernard Pollard),4.370,4.810
2,12:29,2,4,BAL 12,7,3,Tony Romo pass incomplete short right intended for Jason Witten,4.810,0.000
2,12:24,,,,7,3,Timeout #1 by Baltimore Ravens,0.000,4.030
2,12:24,3,4,BAL 12,7,3,"Felix Jones left guard for 6 yards (tackle by Haloti Ngata and Pernell McPhee). Penalty on DAL: Illegal Shift, 5 yards (no play)",4.030,3.170
2,11:58,3,9,BAL 17,7,3,Tony Romo pass complete short right to Dez Bryant for -7 yards (tackle by Jimmy Smith). Penalty on DAL: Illegal Shift (Declined),3.170,1.870
2,11:33,4,16,BAL 24,10,3,Dan Bailey 42 yard field goal good,1.870,3.000
2,11:29,,,DAL 35,10,3,"Dan Bailey kicks off 74 yards, touchback",0.000,0.280
2,11:29,1,10,BAL 20,10,3,Ray Rice left guard for 12 yards (tackle by Danny McCray),0.280,1.070
2,10:56,1,10,BAL 32,10,3,Ray Rice left tackle for 3 yards (tackle by Kenyon Coleman and Dan Connor),1.070,0.930
2,10:17,2,7,BAL 35,10,3,Joe Flacco pass incomplete short right intended for Torrey Smith (defended by Mike Jenkins),0.930,0.230
2,10:12,3,7,BAL 35,10,3,Joe Flacco pass complete short middle to Ray Rice for 43 yards (tackle by Danny McCray),0.230,4.110
2,9:30,1,10,DAL 22,10,3,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",4.110,3.780
2,9:30,1,15,DAL 27,10,3,"Penalty on Jason Hatcher: Neutral Zone Infraction, 5 yards (no play)",3.780,4.110
2,8:53,1,10,DAL 22,10,3,Bernard Pierce left guard for 16 yards (tackle by Alex Albright),4.110,5.830
2,8:22,1,6,DAL 6,10,3,Ray Rice left tackle for 4 yards (tackle by Jay Ratliff),5.830,5.720
2,7:44,2,2,DAL 2,10,3,Joe Flacco pass incomplete short right intended for Ed Dickson,5.720,4.950
2,7:37,3,2,DAL 2,10,3,"Joe Flacco pass incomplete short left intended for Ray Rice. Penalty on Kenyon Coleman: Illegal Use of Hands, 1 yards (no play)",4.950,6.970
2,7:33,1,1,DAL 1,10,9,"Ray Rice right guard for 1 yard, touchdown",6.970,7.000
2,7:33,,,DAL 2,10,10,Justin Tucker kicks extra point good,0.000,0.000
2,7:29,,,BAL 35,10,10,"Justin Tucker kicks off 73 yards, touchback",0.000,0.280
2,7:29,1,10,DAL 20,10,10,DeMarco Murray right guard for 2 yards (tackle by Terrence Cody),0.280,0.000
2,6:48,2,8,DAL 22,10,10,Tony Romo pass complete short left to Miles Austin for 12 yards (tackle by Cary Williams),0.000,1.200
2,6:20,1,10,DAL 34,10,10,Tony Romo pass complete deep middle to Miles Austin for 19 yards (tackle by Jimmy Smith),1.200,2.460
2,5:41,1,10,BAL 47,10,10,DeMarco Murray left end for 2 yards (tackle by Ma'ake Kemoeatu and Terrence Cody),2.460,2.180
2,4:59,2,8,BAL 45,10,10,Tony Romo pass complete short left to Dez Bryant for 6 yards (tackle by Cary Williams),2.180,2.280
2,4:18,3,2,BAL 39,10,10,Tony Romo pass complete short left to Dez Bryant for 4 yards (tackle by Cary Williams),2.280,3.250
2,3:41,1,10,BAL 35,10,10,DeMarco Murray left tackle for 5 yards (tackle by Bernard Pollard and Ray Lewis),3.250,3.380
2,2:56,2,5,BAL 30,10,10,"DeMarco Murray right guard for 6 yards (tackle by Jameel McClain and Bernard Pollard). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",3.380,2.030
2,2:31,2,15,BAL 40,10,10,Tony Romo pass incomplete short left intended for Kevin Ogletree,2.030,1.350
2,2:27,3,15,BAL 40,10,10,"Penalty on Jameel McClain: Neutral Zone Infraction, 5 yards (no play)",1.350,2.010
2,2:27,3,10,BAL 35,10,10,Tony Romo pass incomplete short middle intended for Kevin Ogletree is intercepted by Cary Williams at BAL-20,2.010,-0.280
2,2:15,1,10,BAL 20,10,10,Joe Flacco pass incomplete short right intended for Jacoby Jones,0.280,-0.270
2,2:11,2,10,BAL 20,10,10,Ray Rice right guard for 1 yard (tackle by Victor Butler),-0.270,-0.820
2,2:00,3,9,BAL 21,10,10,"Penalty on Anquan Boldin: False Start, 5 yards (no play)",-0.820,-1.690
2,2:00,3,14,BAL 16,10,10,Joe Flacco pass complete deep left to Anquan Boldin for 20 yards (tackle by Bruce Carter),-1.690,1.330
2,1:54,1,10,BAL 36,10,10,Joe Flacco pass complete short middle to Anquan Boldin for 14 yards (tackle by Orlando Scandrick),1.330,2.260
2,1:48,1,10,BAL 50,10,10,Joe Flacco pass complete short middle to Anquan Boldin for 20 yards (tackle by Danny McCray),2.260,3.580
2,1:21,1,10,DAL 30,10,10,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by Danny McCray),3.580,4.110
2,1:16,2,2,DAL 22,10,10,"Penalty on Marshall Yanda: False Start, 5 yards (no play)",4.110,3.440
2,1:05,2,7,DAL 27,10,10,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by Sean Lee and Bruce Carter),3.440,4.310
2,1:05,1,10,DAL 19,10,16,"Joe Flacco pass complete deep left to Torrey Smith for 19 yards, touchdown. Penalty on Morris Claiborne: Defensive Pass Interference (Declined)",4.310,7.000
2,0:41,,,,10,16,Timeout #2 by Dallas Cowboys,0.000,0.000
2,1:05,,,DAL 2,10,17,Justin Tucker kicks extra point good,0.000,0.000
2,0:41,,,BAL 35,10,17,"Justin Tucker kicks off 49 yards, returned by Lawrence Vickers for 14 yards (tackle by Sean Considine)",0.000,0.940
2,0:35,1,10,DAL 30,10,17,Felix Jones right tackle for 1 yard (tackle by Pernell McPhee),0.940,0.530
Quarter,Time,Down,ToGo,Location,DAL,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,17,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,10,17,Felix Jones left guard for 11 yards (tackle by Ma'ake Kemoeatu),0.280,1.000
3,14:34,1,10,DAL 31,10,17,Felix Jones right guard for 3 yards (tackle by Pernell McPhee and Ray Lewis),1.000,0.870
3,13:54,2,7,DAL 34,10,17,Tony Romo pass complete short left to Jason Witten for 35 yards (tackle by Ed Reed),0.870,3.510
3,13:28,1,10,BAL 31,10,17,"Penalty on Doug Free: False Start, 5 yards (no play)",3.510,3.180
3,13:09,1,15,BAL 36,10,17,Tony Romo pass complete short right to Dez Bryant for 5 yards (tackle by Ed Reed),3.180,2.970
3,12:29,2,10,BAL 31,10,17,Felix Jones up the middle for 6 yards (tackle by Ray Lewis and Bernard Pollard),2.970,3.070
3,11:46,3,4,BAL 25,10,17,Tony Romo pass incomplete short right intended for Miles Austin,3.070,1.880
3,11:42,4,4,BAL 25,13,17,Dan Bailey 43 yard field goal good,1.880,3.000
3,11:37,,,DAL 35,13,23,"Dan Bailey kicks off 73 yards, returned by Jacoby Jones for 108 yards, touchdown",0.000,7.000
3,11:37,,,DAL 2,13,24,Justin Tucker kicks extra point good,0.000,0.000
3,11:24,,,BAL 35,13,24,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
3,11:24,1,10,DAL 20,13,24,DeMarco Murray right end for 3 yards (tackle by Pernell McPhee and Bernard Pollard),0.280,0.140
3,10:41,2,7,DAL 23,13,24,Tony Romo pass complete deep middle to John Phillips for 19 yards (tackle by Ed Reed),0.140,1.730
3,10:04,1,10,DAL 42,13,24,Felix Jones left tackle for 6 yards (tackle by Jimmy Smith and Ray Lewis),1.730,2.000
3,9:24,2,4,DAL 48,13,24,Felix Jones left guard for 5 yards (tackle by Jameel McClain and Paul Kruger),2.000,2.460
3,8:43,1,10,BAL 47,13,24,Felix Jones right end for -1 yards (tackle by Bernard Pollard),2.460,1.780
3,7:59,2,11,BAL 48,13,24,Tony Romo pass incomplete short right intended for John Phillips,1.780,1.090
3,7:53,3,11,BAL 48,13,24,Tony Romo pass complete short middle to Dez Bryant for 13 yards (tackle by Cary Williams),1.090,3.250
3,7:17,1,10,BAL 35,13,24,Felix Jones right tackle for 4 yards (tackle by Courtney Upshaw and Haloti Ngata),3.250,3.240
3,6:46,2,6,BAL 31,13,24,Felix Jones right guard for 4 yards (tackle by Jimmy Smith and Ray Lewis),3.240,3.070
3,6:10,3,2,BAL 27,13,24,Felix Jones left end for 9 yards (tackle by Jameel McClain),3.070,4.370
3,5:48,1,10,BAL 18,13,24,Phillip Tanner left guard for 4 yards (tackle by Jameel McClain),4.370,4.430
3,5:11,2,6,BAL 14,13,24,Phillip Tanner right guard for -1 yards (tackle by Courtney Upshaw),4.430,3.460
3,4:26,3,7,BAL 15,13,24,"Penalty on Jimmy Smith: Encroachment, 5 yards (no play)",3.460,4.510
3,4:03,3,2,BAL 10,13,24,Felix Jones right tackle for 3 yards (tackle by Jameel McClain),4.510,5.600
3,3:24,1,7,BAL 7,19,24,"Tony Romo pass complete short left to Dez Bryant for 7 yards, touchdown",5.600,7.000
3,3:24,,,BAL 2,20,24,Dan Bailey kicks extra point good,0.000,0.000
3,3:19,,,DAL 35,20,24,"Dan Bailey kicks off 74 yards, returned by Jacoby Jones for 25 yards (tackle by Danny McCray). Penalty on Sean Considine: Offensive Holding, 8 yards",0.000,-0.380
3,3:13,1,10,BAL 8,20,24,Joe Flacco pass incomplete deep middle intended for Torrey Smith,-0.380,-0.780
3,3:06,2,10,BAL 8,20,24,Ray Rice right guard for 1 yard (tackle by Jay Ratliff and Jason Hatcher),-0.780,-1.300
3,2:35,3,9,BAL 9,20,24,Joe Flacco pass incomplete short right intended for Ray Rice (defended by Victor Butler),-1.300,-2.490
3,2:29,4,9,BAL 9,20,24,"Sam Koch punts 46 yards, returned by Dwayne Harris for no gain",-2.490,-1.930
3,2:20,1,10,DAL 45,20,24,Felix Jones left guard for 2 yards (tackle by Courtney Upshaw and Ma'ake Kemoeatu),1.930,1.650
3,1:39,2,8,DAL 47,20,24,"Tony Romo pass incomplete deep right intended for Miles Austin. Penalty on Jimmy Smith: Defensive Pass Interference, 13 yards (no play)",1.650,2.920
3,1:33,1,10,BAL 40,20,24,Phillip Tanner right guard for 4 yards (tackle by Jimmy Smith and Ray Lewis),2.920,2.910
3,0:56,2,6,BAL 36,20,24,Phillip Tanner right guard for 1 yard (tackle by Ray Lewis),2.910,2.340
3,0:13,3,5,BAL 35,20,24,Tony Romo pass incomplete deep right intended for Miles Austin (defended by Jimmy Smith),2.340,0.980
3,0:13,4,5,BAL 35,20,24,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",0.980,0.590
3,0:08,4,10,BAL 40,20,24,"Chris Jones punts 32 yards, fair catch by Ed Reed",0.590,0.380
Quarter,Time,Down,ToGo,Location,DAL,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 8,20,24,Bernard Pierce left guard for 4 yards (tackle by Kenyon Coleman),-0.380,-0.490
4,14:24,2,6,BAL 12,20,24,Bernard Pierce left end for 2 yards (tackle by Alex Albright),-0.490,-0.720
4,14:07,3,4,BAL 14,20,24,Joe Flacco sacked by DeMarcus Ware for -4 yards,-0.720,-2.490
4,13:40,4,8,BAL 10,20,24,"Sam Koch punts 37 yards, returned by Dez Bryant for 10 yards (tackle by Anthony Allen)",-2.490,-3.120
4,13:29,1,10,BAL 37,20,24,Phillip Tanner right tackle for 6 yards (tackle by Jameel McClain),3.120,3.380
4,12:52,2,4,BAL 31,20,24,Phillip Tanner left tackle for 9 yards (tackle by Ray Lewis),3.380,4.110
4,12:20,1,10,BAL 22,20,24,Phillip Tanner right tackle for 1 yard (tackle by Haloti Ngata and Jameel McClain),4.110,3.700
4,11:40,2,9,BAL 21,20,24,Lance Dunbar right tackle for 11 yards (tackle by Bernard Pollard),3.700,4.910
4,10:56,1,10,BAL 10,20,24,"Lance Dunbar left guard for 1 yard (tackle by Ma'ake Kemoeatu). Penalty on DAL: Illegal Shift, 5 yards (no play)",4.910,4.370
4,10:31,1,15,BAL 15,20,24,Phillip Tanner left tackle for 1 yard (tackle by Paul Kruger and Courtney Upshaw),4.370,3.580
4,9:46,2,14,BAL 14,20,24,Tony Romo pass complete short middle to Dez Bryant for 5 yards (tackle by Jimmy Smith),3.580,3.360
4,9:03,3,9,BAL 9,20,24,Tony Romo sacked by Haloti Ngata for -7 yards,3.360,2.380
4,8:26,4,16,BAL 16,23,24,Dan Bailey 34 yard field goal good,2.380,3.000
4,8:22,,,DAL 35,23,24,"Dan Bailey kicks off 64 yards, returned by Jacoby Jones for 26 yards (tackle by Danny McCray)",0.000,0.740
4,8:16,1,10,BAL 27,23,24,Ray Rice right guard for 9 yards (tackle by Victor Butler),0.740,1.410
4,7:52,2,1,BAL 36,23,24,Joe Flacco right guard for 3 yards (tackle by Victor Butler and Danny McCray),1.410,1.530
4,7:27,1,10,BAL 39,23,24,Joe Flacco pass incomplete short right intended for Anquan Boldin,1.530,0.990
4,7:22,2,10,BAL 39,23,24,Joe Flacco pass complete short middle to Dennis Pitta for 9 yards (tackle by Orlando Scandrick),0.990,1.490
4,7:00,3,1,BAL 48,23,24,Ray Rice right tackle for 4 yards (tackle by Victor Butler and Bruce Carter),1.490,2.390
4,6:34,1,10,DAL 48,23,24,Joe Flacco pass complete short right to Anquan Boldin for 13 yards (tackle by Brandon Carr),2.390,3.250
4,6:01,1,10,DAL 35,23,24,Joe Flacco pass complete deep right to Anquan Boldin for 31 yards (tackle by Gerald Sensabaugh),3.250,6.280
4,5:30,1,4,DAL 4,23,24,"Penalty on Michael Oher: False Start, 5 yards (no play)",6.280,5.140
4,5:08,1,9,DAL 9,23,24,Joe Flacco pass complete short right to Vonta Leach for 7 yards (tackle by Sean Lee and Dan Connor),5.140,5.720
4,4:49,2,2,DAL 2,23,24,"Ray Rice left guard for -2 yards (tackle by Kenyon Coleman). Penalty on DAL: Defensive Offside, 1 yards (no play)",5.720,5.910
4,4:49,2,1,DAL 1,23,24,Joe Flacco pass incomplete short right intended for Ray Rice,5.910,5.170
4,4:49,3,1,DAL 1,23,30,"Ray Rice right tackle for 1 yard, touchdown",5.170,7.000
4,4:49,,,DAL 2,23,31,Justin Tucker kicks extra point good,0.000,0.000
4,4:41,,,BAL 35,23,31,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
4,4:41,1,10,DAL 20,23,31,Felix Jones right tackle for 3 yards (tackle by Ray Lewis and Courtney Upshaw),0.280,0.140
4,4:09,2,7,DAL 23,23,31,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by Jameel McClain and Ray Lewis),0.140,0.230
4,3:32,3,1,DAL 29,23,31,"Felix Jones right guard for 2 yards. Penalty on Jermey Parnell: False Start, 5 yards (no play)",0.230,-0.430
4,3:31,3,6,DAL 24,23,31,Tony Romo pass complete short left to Jason Witten for 11 yards (tackle by Bernard Pollard),-0.430,1.270
4,3:25,1,10,DAL 35,23,31,"Tony Romo up the middle for 12 yards (tackle by Cary Williams). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",1.270,0.610
4,3:16,1,20,DAL 25,23,31,Tony Romo pass complete short middle to Dez Bryant for 8 yards (tackle by Brendon Ayanbadejo and James Ihedigbo),0.610,0.450
4,2:32,2,12,DAL 33,23,31,Tony Romo pass complete short right to Felix Jones for 13 yards (tackle by Bernard Pollard),0.450,1.990
4,2:24,1,10,DAL 46,23,31,Tony Romo pass incomplete short left intended for Kevin Ogletree (defended by Cary Williams),1.990,1.450
4,2:18,2,10,DAL 46,23,31,Tony Romo pass incomplete short right intended for Kevin Ogletree,1.450,0.760
4,2:13,3,10,DAL 46,23,31,Tony Romo pass incomplete short right intended for Dez Bryant,0.760,-0.320
4,2:08,4,10,DAL 46,23,31,Tony Romo pass complete short left to Jason Witten for 11 yards (tackle by Dannell Ellerbe),-0.320,2.720
4,2:01,1,10,BAL 43,23,31,Phillip Tanner left guard for 6 yards (tackle by Ray Lewis),2.720,2.990
4,1:57,2,4,BAL 37,23,31,"Tony Romo pass complete short right to Felix Jones for no gain. Penalty on Jimmy Smith: Defensive Holding, 5 yards (no play)",2.990,3.450
4,1:49,1,10,BAL 32,23,31,Felix Jones left guard for 3 yards (tackle by Dannell Ellerbe),3.450,3.310
4,1:17,2,7,BAL 29,23,31,"Tony Romo pass incomplete deep right intended for Kevin Ogletree (defended by Jimmy Smith). Penalty on Felix Jones: Chop Block, 15 yards (no play)",3.310,1.280
4,1:11,2,22,BAL 44,23,31,Tony Romo pass incomplete short middle intended for Miles Austin,1.280,0.630
4,1:07,3,22,BAL 44,23,31,"Penalty on Kevin Ogletree: False Start, 5 yards (no play)",0.630,-0.030
4,1:07,3,27,BAL 49,23,31,Tony Romo pass complete short right to Dez Bryant for 17 yards (tackle by Bernard Pollard),-0.030,1.240
4,0:58,4,10,BAL 32,23,31,Tony Romo pass complete deep right to Jason Witten for 16 yards (tackle by Bernard Pollard),1.240,0.000
4,0:51,,,,23,31,Timeout #1 by Dallas Cowboys,0.000,4.510
4,0:51,1,10,BAL 16,23,31,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Dannell Ellerbe),4.510,5.540
4,0:46,2,1,BAL 7,23,31,Tony Romo pass incomplete short right intended for Dez Bryant (defended by Chykie Brown),5.540,4.850
4,0:42,3,1,BAL 7,23,31,Felix Jones up the middle for 3 yards (tackle by Jameel McClain and Bernard Pollard),4.850,0.000
4,0:36,,,,23,31,Timeout #2 by Dallas Cowboys,0.000,0.000
4,0:36,,,,23,31,Timeout #1 by Baltimore Ravens,0.000,6.280
4,0:36,1,4,BAL 4,29,31,"Tony Romo pass complete short left to Dez Bryant for 4 yards, touchdown",6.280,7.000
4,0:36,,,,29,31,"Two Point Attempt: Tony Romo pass incomplete intended for Dez Bryant, conversion fails",0.000,-1.000
4,0:32,,,DAL 35,29,31,"Dan Bailey kicks onside 11 yards, recovered by Andre Holmes (onside kick successful)",0.000,1.990
4,0:30,1,10,DAL 46,29,31,"Tony Romo pass incomplete deep right intended for Kevin Ogletree. Penalty on Chykie Brown: Defensive Pass Interference, 20 yards (no play)",1.990,3.310
4,0:26,1,10,BAL 34,29,31,Tony Romo pass complete short left to Dez Bryant for 1 yard (tackle by Cary Williams),3.310,0.000
4,0:06,,,,29,31,Timeout #3 by Dallas Cowboys,0.000,2.910
4,0:06,2,9,BAL 33,29,31,Dan Bailey 51 yard field goal no good,2.910,-1.660
4,0:02,1,10,BAL 41,29,31,Joe Flacco kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
