#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 20,9,4:31,44,Field Goal
2,1,9:12,SFO 21,3,1:27,9,Punt
3,1,5:32,SFO 3,3,1:08,-3,Safety
4,1,3:01,STL 47,3,0:23,-5,Punt
5,1,1:29,SFO 11,3,1:42,3,Punt
6,2,12:39,SFO 32,4,2:04,9,Punt
7,2,10:25,SFO 8,3,1:20,-1,Punt
8,2,6:52,SFO 20,12,4:59,73,Field Goal
9,2,0:18,SFO 22,1,0:18,-1,End of Half
10,3,13:06,SFO 17,3,1:13,9,Punt
11,3,7:42,SFO 2,3,1:31,3,Punt
12,3,1:14,SFO 30,5,2:01,17,Punt
13,4,12:32,SFO 20,6,2:23,14,Punt
14,4,8:34,SFO 20,3,2:06,8,Punt
15,4,3:59,STL 49,6,0:56,25,Downs
