Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1,7:57,3,1,SFO 30,3,0,Colin Kaepernick pass incomplete short middle intended for Reggie Bush. Penalty on SFO: Illegal Formation (Declined),0.300,-1.370
1,7:52,4,1,SFO 30,3,0,"Bradley Pinion punts 52 yards, out of bounds",-1.370,-0.040
1,7:45,1,10,STL 18,3,0,Todd Gurley left tackle for 2 yards (tackle by Quinton Dial),0.040,-0.130
1,7:19,2,8,STL 20,3,0,"Nick Foles pass incomplete deep right intended for Kenny Britt (defended by Tramaine Brock). Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",-0.130,0.550
1,7:13,2,3,STL 25,3,0,Nick Foles pass complete short right to Lance Kendricks for 4 yards (tackle by Jimmie Ward),0.550,0.870
1,6:51,1,10,STL 29,3,0,Todd Gurley middle for no gain (tackle by Glenn Dorsey and Michael Wilhoite),0.870,0.330
1,6:24,2,10,STL 29,3,0,Nick Foles pass complete short right to Bradley Marquez for 5 yards (tackle by Jaquiski Tartt),0.330,0.300
1,5:50,3,5,STL 34,3,0,Nick Foles pass incomplete short middle intended for Stedman Bailey (defended by Eric Reid),0.300,-1.110
1,5:45,4,5,STL 34,3,0,"Johnny Hekker punts 54 yards, returned by Reggie Bush for 5 yards (tackle by Benny Cunningham). Penalty on Jimmie Ward: Illegal Block Above the Waist, 5 yards, Penalty on Bruce Miller: Illegal Block Above the Waist (Declined), Penalty on SFO: Unsportsmanlike Conduct, 2 yards",-1.110,0.380
1,5:32,1,10,SFO 3,3,0,Mike Davis right tackle for -1 yards (tackle by Mark Barron),-0.380,-0.850
1,5:03,2,11,SFO 2,3,0,Mike Davis left tackle for -1 yards (tackle by Mark Barron and Michael Brockers),-0.850,-1.650
1,4:29,3,12,SFO 1,3,2,"Mike Davis for -1 yards, safety",-1.650,-2.000
1,4:29,,,SFO 20,3,2,"Bradley Pinion kicks off 48 yards, returned by Tavon Austin for 6 yards (tackle by Jimmie Ward)",0.000,-1.470
1,4:18,1,10,STL 38,3,2,Todd Gurley right guard for 3 yards (tackle by Quinton Dial),1.470,1.330
1,3:44,2,7,STL 41,3,2,Nick Foles pass complete short right to Tavon Austin for 9 yards,1.330,2.260
1,3:16,1,10,,3,2,"Nick Foles pass complete deep left to Tavon Austin for 20 yards (tackle by Jaquiski Tartt). Tavon Austin fumbles (forced by Jaquiski Tartt), recovered by Eli Harold at SFO-30 and returned for 8 yards (tackle by Tim Barnes). Penalty on Tim Barnes: Unnecessary Roughness, 15 yards",2.260,2.260
1,3:16,1,10,,3,2,--,2.260,-2.460
1,3:01,1,10,STL 47,3,2,"Penalty on Andrew Tiller: False Start, 5 yards (no play)",2.460,2.130
1,3:01,1,15,SFO 48,3,2,Colin Kaepernick pass incomplete short left intended for Bruce Ellington,2.130,1.240
,,,,,,,"STL challenged the incomplete pass ruling, and the play was upheld.",,
1,2:59,2,15,SFO 48,3,2,Colin Kaepernick pass incomplete deep middle intended for Jerome Simpson (defended by Akeem Ayers),1.240,0.560
1,2:54,3,15,SFO 48,3,2,Colin Kaepernick pass incomplete deep right intended for Jerome Simpson,0.560,-0.190
1,2:48,4,15,SFO 48,3,2,"Bradley Pinion punts 52 yards, touchback. Penalty on Eric Reid: Offensive Holding, 10 yards, Penalty on Eric Reid: Offensive Holding (Declined)",-0.190,-0.940
1,2:38,1,10,STL 30,3,2,Nick Foles pass incomplete deep right intended for Tavon Austin,0.940,0.390
1,2:30,2,10,STL 30,3,2,Todd Gurley left tackle for 4 yards (tackle by NaVorro Bowman and Corey Lemonier),0.390,0.230
1,1:44,3,6,STL 34,3,2,Nick Foles pass incomplete short right intended for Jared Cook,0.230,-1.110
1,1:38,4,6,STL 34,3,2,"Johnny Hekker punts 57 yards, returned by Bruce Ellington for 2 yards (tackle by Chase Reynolds)",-1.110,0.370
1,1:29,1,10,SFO 11,3,2,Mike Davis middle for -3 yards (tackle by William Hayes),-0.370,-1.000
1,0:51,2,13,SFO 8,3,2,Colin Kaepernick pass incomplete short right intended for Mike Davis,-1.000,-1.770
1,0:47,3,13,SFO 8,3,2,Colin Kaepernick middle for 6 yards (tackle by James Laurinaitis),-1.770,-2.470
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,SFO 14,3,2,Bradley Pinion punts 52 yards,-2.470,-1.200
2,14:47,1,10,STL 34,3,2,Tre Mason left tackle for 1 yard (tackle by Ahmad Brooks and Kenneth Acker),1.200,0.790
2,14:23,2,9,STL 35,3,2,"Penalty on Tre Mason: Illegal Substitution, 5 yards (no play)",0.790,0.120
2,14:07,2,14,STL 30,3,2,"Nick Foles pass complete short right to Tavon Austin for 3 yards (tackle by Michael Wilhoite). Penalty on Tim Barnes: Illegal Block Above the Waist, 10 yards",0.120,-0.830
2,13:41,2,21,STL 23,3,2,Nick Foles pass complete short left to Tre Mason for 6 yards (tackle by NaVorro Bowman and Jimmie Ward),-0.830,-0.690
2,12:58,3,15,STL 29,3,2,Nick Foles pass incomplete short right intended for Stedman Bailey,-0.690,-1.440
2,12:52,4,15,STL 29,3,2,"Johnny Hekker punts 48 yards, returned by Bruce Ellington for 9 yards (tackle by Cory Harkey)",-1.440,-1.070
2,12:39,1,10,SFO 32,3,2,Colin Kaepernick pass complete short left to Quinton Patton for no gain,1.070,0.530
2,12:01,2,10,SFO 32,3,2,"Colin Kaepernick pass incomplete deep right intended for Torrey Smith. Penalty on Lamarcus Joyner: Defensive Holding, 5 yards (no play)",0.530,1.400
2,11:51,1,10,SFO 37,3,2,Colin Kaepernick pass incomplete deep left intended for Vernon Davis (defended by Mark Barron),1.400,0.860
2,11:46,2,10,SFO 37,3,2,Mike Davis right guard for -1 yards (tackle by Mark Barron),0.860,0.040
2,11:15,3,11,SFO 36,3,2,"Penalty on Aaron Donald: Neutral Zone Infraction, 5 yards (no play)",0.040,0.700
2,10:58,3,6,SFO 41,3,2,Colin Kaepernick pass incomplete deep right intended for Jerome Simpson (defended by Trumaine Johnson),0.700,-0.650
2,10:45,4,6,SFO 41,3,2,Bradley Pinion punts 30 yards,-0.650,-0.870
2,10:35,1,10,STL 29,3,8,"Todd Gurley middle for 71 yards, touchdown",0.870,7.000
2,10:35,1,,STL 29,3,10,"Two Point Attempt: Nick Foles pass complete to Jared Cook, conversion succeeds",0.870,1.000
2,10:35,,,STL 35,3,10,"Greg Zuerlein kicks off 68 yards, returned by Bruce Ellington for 19 yards (tackle by Mark Barron). Penalty on Bruce Miller: Offensive Holding, 8 yards",0.000,0.380
2,10:19,1,10,SFO 8,3,10,Colin Kaepernick pass incomplete short middle intended for Garrett Celek (defended by Akeem Ayers),-0.380,-0.780
2,10:16,2,10,SFO 8,3,10,Colin Kaepernick sacked by Michael Brockers for -3 yards,-0.780,-1.770
2,9:39,3,13,SFO 5,3,10,Colin Kaepernick pass complete short right to Vernon Davis for 2 yards (tackle by Mark Barron),-1.770,-2.490
2,9:17,4,11,SFO 7,3,10,"Bradley Pinion punts 37 yards. Penalty on Bruce Miller: Ineligible Downfield Kick, 5 yards",-2.490,-2.980
2,9:05,1,10,SFO 39,3,10,Todd Gurley middle for 3 yards (tackle by NaVorro Bowman),2.980,2.850
2,8:39,2,7,SFO 36,3,10,Nick Foles pass complete short right to Todd Gurley for 15 yards (tackle by Tramaine Brock),2.850,4.170
2,8:08,1,10,SFO 21,3,10,Nick Foles pass complete short right to Todd Gurley for no gain,4.170,3.630
2,7:37,2,10,SFO 21,3,10,Tre Mason left tackle for 1 yard (tackle by Quinton Dial),3.630,3.070
2,7:07,3,9,SFO 20,3,10,Nick Foles pass incomplete deep middle intended for Kenny Britt (defended by Tramaine Brock),3.070,2.120
2,6:56,4,9,SFO 20,3,13,Greg Zuerlein 38 yard field goal good,2.120,3.000
2,6:56,,,STL 35,3,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,6:52,1,10,SFO 20,3,13,Mike Davis middle for 2 yards (tackle by Aaron Donald),0.280,0.000
2,6:18,2,8,SFO 22,3,13,Mike Davis middle for 1 yard (tackle by Nick Fairley),0.000,-0.560
2,5:34,3,7,SFO 23,3,13,Colin Kaepernick pass complete short right to Vernon Davis for 11 yards (tackle by Trumaine Johnson and Nick Fairley),-0.560,1.200
2,4:52,1,10,SFO 34,3,13,Colin Kaepernick pass complete deep right to Quinton Patton for 33 yards,1.200,3.380
2,4:35,1,10,STL 33,3,13,Mike Davis middle for 3 yards (tackle by James Laurinaitis),3.380,3.240
2,3:57,2,7,STL 30,3,13,Colin Kaepernick pass complete short right to Vernon Davis for 8 yards (tackle by James Laurinaitis),3.240,4.110
2,3:32,1,10,STL 22,3,13,Colin Kaepernick pass incomplete deep middle intended for Vance McDonald (defended by Akeem Ayers),4.110,3.560
2,3:26,2,10,STL 22,3,13,"Colin Kaepernick pass complete short right to Mike Davis for 3 yards (tackle by Janoris Jenkins). Penalty on Akeem Ayers: Unnecessary Roughness, 10 yards",3.560,5.140
2,3:11,1,9,STL 9,3,13,Colin Kaepernick pass complete short left to Vernon Davis for 3 yards (tackle by Maurice Alexander and Marcus Roberson),5.140,4.950
2,2:37,2,6,STL 6,3,13,Colin Kaepernick pass complete short right to Vernon Davis for -1 yards (tackle by Maurice Alexander),4.950,3.810
2,2:00,3,7,STL 7,3,13,Colin Kaepernick pass incomplete short middle intended for Bruce Miller,3.810,2.970
2,1:56,4,7,STL 7,6,13,Phil Dawson 26 yard field goal good,2.970,3.000
2,1:56,,,SFO 35,6,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,1:53,1,10,STL 20,6,13,"Tavon Austin right end for 6 yards (tackle by Tramaine Brock). Penalty on Tramaine Brock: Unnecessary Roughness, 15 yards",0.280,1.660
2,1:46,1,10,STL 41,6,13,Todd Gurley right tackle for 4 yards (tackle by Eli Harold and Michael Wilhoite),1.660,1.660
2,1:19,2,6,STL 45,6,13,"Todd Gurley middle for 5 yards (tackle by Glenn Dorsey). Penalty on Eli Harold: Illegal Use of Hands, 5 yards",1.660,2.590
2,1:10,1,10,SFO 45,6,13,"Todd Gurley left guard for no gain (tackle by Quinton Dial). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",2.590,1.930
2,1:05,1,20,STL 45,6,13,Nick Foles pass complete short left to Jared Cook for 8 yards (tackle by Kenneth Acker),1.930,1.770
2,0:44,2,12,SFO 47,6,13,"Nick Foles pass incomplete deep left intended for Tavon Austin. Penalty on STL: Illegal Formation, 5 yards (no play)",1.770,1.100
2,0:39,2,17,STL 48,6,13,Nick Foles pass complete deep left to Jared Cook for 49 yards (tackle by Jaquiski Tartt),1.100,1.100
2,0:39,2,17,STL 48,6,13,Timeout #1 by San Francisco 49ers,1.100,6.510
2,0:28,1,3,SFO 3,6,13,"Nick Foles pass complete short right to Todd Gurley for -2 yards (tackle by Ahmad Brooks). Penalty on Ahmad Brooks: Face Mask (15 Yards), 3 yards",6.510,6.740
2,0:23,1,2,SFO 2,6,19,"Tavon Austin right end for 2 yards, touchdown",6.740,7.000
2,0:23,,,SFO 2,6,20,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:23,,,STL 35,6,20,"Greg Zuerlein kicks off 73 yards, returned by Bruce Ellington for 30 yards (tackle by T.J. McDonald)",0.000,-0.410
2,0:13,1,10,SFO 22,6,20,Colin Kaepernick kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,6,20,"Bradley Pinion kicks off 61 yards, returned by Benny Cunningham for 13 yards (tackle by Gerald Hodges)",0.000,0.060
3,14:55,1,10,STL 17,6,20,Todd Gurley right guard for 8 yards (tackle by Eric Reid),-0.060,0.620
3,14:25,2,2,STL 25,6,20,Todd Gurley right tackle for 4 yards (tackle by Ian Williams and Aaron Lynch),0.620,0.870
3,13:54,1,10,STL 29,6,20,Todd Gurley left tackle for 3 yards (tackle by Quinton Dial and NaVorro Bowman),0.870,0.730
3,13:25,2,7,STL 32,6,20,Nick Foles pass incomplete deep right intended for Tavon Austin,0.730,0.040
3,13:17,3,7,STL 32,6,20,Nick Foles pass incomplete short right intended for Tavon Austin,0.040,-1.240
3,13:13,4,7,STL 32,6,20,"Johnny Hekker punts 51 yards, fair catch by Bruce Ellington",-1.240,0.060
3,13:06,1,10,SFO 17,6,20,Colin Kaepernick pass incomplete short right intended for Quinton Patton (defended by Janoris Jenkins),-0.060,-0.580
3,13:01,2,10,SFO 17,6,20,Colin Kaepernick pass complete short right to Vernon Davis for 1 yard (tackle by Akeem Ayers),-0.580,-1.130
3,12:26,3,9,SFO 18,6,20,Colin Kaepernick pass complete short right to Jerome Simpson for 8 yards,-1.130,-1.630
,,,,,,,"STL challenged the first down ruling, and the original play was overturned.",,
3,12:15,4,1,SFO 26,6,20,"Bradley Pinion punts 60 yards, returned by Tavon Austin for 10 yards (tackle by Vance McDonald). Penalty on Cameron Lynch: Illegal Block Above the Waist, 8 yards",-1.630,0.380
3,11:53,1,10,STL 8,6,20,Todd Gurley right tackle for 2 yards (tackle by Quinton Dial and Jaquiski Tartt),-0.380,-0.630
3,11:11,2,8,STL 10,6,20,Tavon Austin middle for 13 yards (tackle by Jaquiski Tartt),-0.630,0.480
3,10:27,1,10,STL 23,6,20,Todd Gurley middle for 7 yards (tackle by NaVorro Bowman),0.480,0.880
3,9:46,2,3,STL 30,6,20,Todd Gurley right guard for 8 yards (tackle by Michael Wilhoite and NaVorro Bowman),0.880,1.470
3,9:07,1,10,STL 38,6,20,Nick Foles pass complete short right to Brian Quick for 5 yards (tackle by Tramaine Brock),1.470,1.600
3,8:43,2,5,STL 43,6,20,Todd Gurley left end for -5 yards (tackle by Kenneth Acker),1.600,0.230
3,8:05,3,10,STL 38,6,20,Nick Foles pass incomplete short right intended for Stedman Bailey,0.230,-0.850
3,7:52,4,10,STL 38,6,20,Johnny Hekker punts 60 yards,-0.850,0.380
3,7:42,1,10,SFO 2,6,20,Kendall Gaskins middle for 1 yard (tackle by Robert Quinn),-0.380,-0.710
3,7:12,2,9,SFO 3,6,20,Kendall Gaskins middle for 2 yards (tackle by T.J. McDonald),-0.710,-1.070
3,6:31,3,7,SFO 5,6,20,Colin Kaepernick pass incomplete short right intended for Torrey Smith (defended by Robert Quinn),-1.070,-2.490
3,6:26,4,7,SFO 5,6,20,"Bradley Pinion punts 47 yards, returned by Tavon Austin for -4 yards (tackle by Shayne Skov)",-2.490,-1.860
3,6:11,1,10,STL 44,6,20,Nick Foles pass complete short right to Lance Kendricks for 3 yards (tackle by NaVorro Bowman),1.860,1.720
3,5:34,2,7,STL 47,6,20,Tre Mason left tackle for 3 yards (tackle by Michael Wilhoite),1.720,1.420
3,4:58,3,4,,6,20,"Benny Cunningham right end for -9 yards (tackle by Arik Armstead). Benny Cunningham fumbles (forced by Arik Armstead), recovered by Ahmad Brooks at STL-41 and returned for 41 yards. Penalty on Ahmad Brooks: Face Mask (15 Yards), 15 yards (no play)",1.420,3.250
3,4:45,1,10,SFO 35,6,20,Tre Mason left tackle for 6 yards (tackle by NaVorro Bowman),3.250,3.510
3,4:08,2,4,SFO 29,6,20,Tre Mason right tackle for 4 yards (tackle by Michael Wilhoite),3.510,3.910
3,3:21,1,10,SFO 25,6,20,Tre Mason left end for -2 yards (tackle by Quinton Dial and Eli Harold),3.910,3.090
3,2:43,2,12,SFO 27,6,20,Tre Mason right tackle for 4 yards (tackle by NaVorro Bowman),3.090,2.940
3,2:03,3,8,SFO 23,6,20,Tre Mason right tackle for 1 yard (tackle by NaVorro Bowman),2.940,1.990
3,1:19,4,7,SFO 22,6,20,"Greg Zuerlein 40 yard field goal no good, blocked",1.990,-0.940
3,1:14,1,10,SFO 30,6,20,Colin Kaepernick sacked by Robert Quinn for -5 yards,0.940,-0.280
3,0:38,2,15,SFO 25,6,20,Colin Kaepernick pass complete short right to Jerome Simpson for 16 yards (tackle by Trumaine Johnson),-0.280,1.660
3,0:03,1,10,SFO 41,6,20,Colin Kaepernick pass incomplete deep left intended for Jerome Simpson,1.660,1.120
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 41,6,20,Colin Kaepernick for 6 yards (tackle by Mark Barron),1.120,1.220
4,14:24,3,4,SFO 47,6,20,Colin Kaepernick pass incomplete short right intended for Jerome Simpson,1.220,-0.260
4,14:20,4,4,SFO 47,6,20,"Bradley Pinion punts 43 yards, fair catch by Tavon Austin. Penalty on Janoris Jenkins: Face Mask (15 Yards), 5 yards",-0.260,0.380
4,14:13,1,10,STL 5,6,20,Todd Gurley right tackle for 3 yards (tackle by Eric Reid),-0.380,-0.560
4,13:35,2,7,STL 8,6,20,Todd Gurley right tackle for 3 yards (tackle by Glenn Dorsey),-0.560,-0.720
4,12:54,3,4,STL 11,6,20,Todd Gurley middle for 2 yards (tackle by Ian Williams),-0.720,-2.490
4,12:46,4,2,STL 13,6,20,"Johnny Hekker punts 57 yards, returned by Bruce Ellington for 5 yards (tackle by Bryce Hager). Penalty on Eli Harold: Offensive Holding, 10 yards",-2.490,-0.280
4,12:32,1,10,SFO 20,6,20,"Penalty on Michael Brockers: Encroachment, 5 yards (no play)",0.280,1.010
4,12:32,1,5,SFO 25,6,20,Kendall Gaskins left end for 2 yards (tackle by Michael Brockers),1.010,0.680
4,11:57,2,3,SFO 27,6,20,Colin Kaepernick pass incomplete short right intended for Torrey Smith,0.680,-0.030
4,11:50,3,3,SFO 27,6,20,Colin Kaepernick pass complete short left to Jerome Simpson for 10 yards (tackle by Lamarcus Joyner),-0.030,1.400
4,11:20,1,10,SFO 37,6,20,Colin Kaepernick sacked by Ethan Westbrooks for -3 yards,1.400,0.450
4,10:34,2,13,SFO 34,6,20,Colin Kaepernick pass incomplete short left intended for Kendall Gaskins,0.450,-0.230
4,10:29,3,13,SFO 34,6,20,Colin Kaepernick pass incomplete short right intended for Torrey Smith,-0.230,-1.110
4,10:23,4,13,SFO 34,6,20,Bradley Pinion punts 39 yards,-1.110,-0.740
4,10:09,1,10,STL 27,6,20,Tre Mason right tackle for 4 yards (tackle by Ian Williams),0.740,0.740
4,9:31,2,6,STL 31,6,20,Tre Mason right end for 3 yards (tackle by Ian Williams),0.740,0.430
4,8:49,3,3,STL 34,6,26,"Nick Foles pass complete short left to Tavon Austin for 66 yards, touchdown",0.430,7.000
4,8:49,,,SFO 34,6,27,Greg Zuerlein kicks extra point good,0.000,0.000
4,8:49,,,STL 35,6,27,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,8:34,1,10,SFO 20,6,27,Kendall Gaskins middle for 3 yards (tackle by Nick Fairley),0.280,0.140
4,8:04,2,7,SFO 23,6,27,"Colin Kaepernick pass incomplete short left intended for Jerome Simpson (defended by Robert Quinn). Penalty on Jerome Simpson: Illegal Motion, 5 yards (no play)",0.140,-0.630
4,8:01,2,12,SFO 18,6,27,Colin Kaepernick for 6 yards (tackle by Mark Barron),-0.630,-0.430
4,7:25,3,6,SFO 24,6,27,Colin Kaepernick pass complete short right to Bruce Ellington for 4 yards (tackle by Lamarcus Joyner and Maurice Alexander),-0.430,-1.500
4,6:42,4,2,SFO 28,6,27,"Phil Dawson punts 48 yards, returned by Tavon Austin for 19 yards (tackle by Dontae Johnson). Penalty on Stedman Bailey: Offensive Holding, 10 yards",-1.500,0.220
4,6:28,1,10,STL 15,6,27,Tre Mason right end for 2 yards (tackle by Tony Jerod-Eddie),-0.220,-0.440
4,5:48,2,8,STL 17,6,27,Tre Mason left tackle for -1 yards (tackle by Eli Harold),-0.440,-1.250
4,4:57,3,9,STL 16,6,27,Tre Mason right guard for 4 yards (tackle by Tony Jerod-Eddie),-1.250,-2.030
4,4:13,4,5,STL 20,6,27,"Johnny Hekker punts 56 yards, returned by Bruce Ellington for 27 yards (tackle by Cameron Lynch)",-2.030,-2.320
4,3:59,1,10,STL 49,6,27,Colin Kaepernick pass complete short right to Kendall Gaskins for 8 yards (tackle by Mark Barron),2.320,2.860
4,3:54,2,2,STL 41,6,27,Colin Kaepernick pass complete short middle to Kendall Gaskins for 9 yards (tackle by Mark Barron and Eugene Sims),2.860,3.450
4,3:18,1,10,STL 32,6,27,Colin Kaepernick pass complete short right to Torrey Smith for 8 yards (tackle by Trumaine Johnson),3.450,3.980
4,3:14,2,2,STL 24,6,27,Colin Kaepernick pass incomplete deep middle intended for Vernon Davis,3.980,3.270
4,3:10,3,2,STL 24,6,27,Colin Kaepernick pass incomplete short left intended for Jerome Simpson,3.270,1.990
4,3:07,4,2,STL 24,6,27,Colin Kaepernick pass incomplete short left intended for Jerome Simpson (defended by Janoris Jenkins),1.990,-0.540
4,3:03,1,10,STL 24,6,27,Tre Mason middle for 9 yards (tackle by Eric Reid),0.540,1.210
4,2:22,2,1,STL 33,6,27,Tre Mason left tackle for 7 yards (tackle by Gerald Hodges),1.210,1.600
4,2:00,1,10,STL 40,6,27,Nick Foles kneels for -1 yards,1.600,0.920
4,1:19,2,11,STL 39,6,27,Nick Foles kneels for -1 yards,0.920,0.100
4,0:38,3,12,STL 38,6,27,Nick Foles kneels for -1 yards,0.100,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
