Quarter,Time,Down,ToGo,Location,SFO,MIA,Detail,EPB,EPA
1,9:46,,,SFO 35,7,0,"Phil Dawson kicks off 65 yards, returned by Kenyan Drake for 21 yards (tackle by Rod Streater)",0.000,-0.340
1,9:40,1,10,MIA 21,7,0,"Ryan Tannehill left end for 6 yards (tackle by DeForest Buckner). Penalty on Tramaine Brock: Defensive Holding, 5 yards",0.340,1.070
1,9:17,1,10,MIA 32,7,0,Ryan Tannehill pass incomplete deep left intended for DeVante Parker (defended by Rashard Robinson),1.070,0.530
1,9:09,2,10,MIA 32,7,0,Jay Ajayi middle for 5 yards (tackle by Antoine Bethea),0.530,0.500
1,8:35,3,5,MIA 37,7,0,Jay Ajayi left guard for 8 yards (tackle by Michael Wilhoite),0.500,1.930
1,7:53,1,10,MIA 45,7,0,Jay Ajayi right end for -5 yards (tackle by Nick Bellore),1.930,0.710
1,7:08,2,15,MIA 40,7,0,Ryan Tannehill pass incomplete short left intended for Jarvis Landry,0.710,0.040
1,7:02,3,15,MIA 40,7,0,Ryan Tannehill pass complete short left to Damien Williams for 6 yards (tackle by Dontae Johnson and Nick Bellore),0.040,-0.320
1,6:30,4,9,MIA 46,7,0,"Matt Darr punts 35 yards, fair catch by Jeremy Kerley",-0.320,-0.150
1,6:11,1,10,SFO 19,7,0,Colin Kaepernick pass incomplete deep right intended for Torrey Smith,0.150,-0.390
1,6:05,2,10,SFO 19,7,0,Carlos Hyde middle for 5 yards (tackle by Mario Williams and Donald Butler),-0.390,-0.420
1,5:29,3,5,SFO 24,7,0,Colin Kaepernick right tackle for 12 yards (tackle by Isa Abdul-Quddus),-0.420,1.330
1,4:57,1,10,SFO 36,7,0,Colin Kaepernick pass incomplete short middle intended for Jeremy Kerley (defended by Bobby McCain),1.330,0.790
1,4:46,2,10,SFO 36,7,0,"Colin Kaepernick pass complete short left to Torrey Smith for 2 yards (tackle by Tony Lippett). Penalty on Aaron Burbridge: Offensive Holding, 10 yards (no play)",0.790,-0.560
1,4:30,2,20,SFO 26,7,0,Carlos Hyde middle for 4 yards (tackle by Ndamukong Suh),-0.560,-0.690
1,4:05,3,16,SFO 30,7,0,"Penalty on Joe Staley: False Start, 5 yards (no play)",-0.690,-1.350
1,3:35,3,21,SFO 25,7,0,Carlos Hyde right tackle for 6 yards (tackle by Cameron Wake),-1.350,-1.310
1,3:04,4,15,SFO 31,7,0,"Bradley Pinion punts 59 yards, muffed catch by Jakeem Grant, recovered by Jakeem Grant and returned for -1 yards (tackle by Aaron Burbridge)",-1.310,0.380
1,2:50,1,10,MIA 9,7,0,Jay Ajayi left tackle for 3 yards (tackle by Tony Jerod-Eddie and Gerald Hodges),-0.380,-0.560
1,2:13,2,7,MIA 12,7,0,Jay Ajayi right end for no gain (tackle by Nick Bellore and Ahmad Brooks),-0.560,-1.070
1,1:23,3,7,MIA 12,7,0,Ryan Tannehill pass complete deep middle to DeVante Parker for 46 yards (tackle by Tramaine Brock),-1.070,2.790
1,0:36,1,10,SFO 42,7,0,Ryan Tannehill pass incomplete deep left intended for Kenny Stills,2.790,2.240
1,0:28,2,10,SFO 42,7,0,Jay Ajayi right tackle for -1 yards (tackle by Jaquiski Tartt and Chris Jones),2.240,1.420
Quarter,Time,Down,ToGo,Location,SFO,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,SFO 43,7,0,Ryan Tannehill pass complete short left to Jarvis Landry for 17 yards (tackle by Antoine Bethea),1.420,3.840
2,14:24,1,10,SFO 26,7,0,Jay Ajayi left end for 2 yards (tackle by Rashard Robinson),3.840,3.570
2,13:41,2,8,SFO 24,7,0,Ryan Tannehill pass complete short right to Kenny Stills for 14 yards (tackle by Tramaine Brock). Penalty on Rashard Robinson: Defensive Holding (Declined),3.570,4.910
2,13:18,1,10,SFO 10,7,0,Ryan Tannehill pass incomplete short right intended for DeVante Parker,4.910,4.190
2,13:10,2,10,SFO 10,7,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 8 yards (tackle by Gerald Hodges),4.190,4.950
2,12:28,3,2,SFO 2,7,6,"Jay Ajayi left end for 2 yards, touchdown",4.950,7.000
2,12:22,,,SFO 15,7,7,Andrew Franks kicks extra point good,0.000,0.000
2,12:22,,,MIA 35,7,7,"Andrew Franks kicks off 65 yards, returned by JaCorey Shepherd for 25 yards (tackle by Bacarri Rambo)",0.000,-0.610
2,12:15,1,10,SFO 25,7,7,Colin Kaepernick pass complete short right to Carlos Hyde for 3 yards (tackle by Earl Mitchell and Kiko Alonso),0.610,0.470
2,11:42,2,7,SFO 28,7,7,Carlos Hyde left tackle for -2 yards (tackle by Donald Butler and Neville Hewitt),0.470,-0.490
2,10:56,3,9,SFO 26,7,7,Colin Kaepernick left tackle for 30 yards (tackle by Tony Lippett),-0.490,2.650
2,10:26,1,10,MIA 44,7,7,Carlos Hyde middle for 5 yards (tackle by Kiko Alonso and Andre Branch),2.650,2.780
2,9:57,2,5,MIA 39,7,7,DuJuan Harris middle for 8 yards (tackle by Neville Hewitt and Kiko Alonso),2.780,3.510
2,9:22,1,10,MIA 31,7,7,"Colin Kaepernick pass complete short middle to Garrett Celek for 15 yards (tackle by Byron Maxwell and Bacarri Rambo). Garrett Celek fumbles (forced by Byron Maxwell), recovered by Kiko Alonso at MIA-16 (tackle by Daniel Kilgore)",3.510,0.140
2,9:07,1,10,MIA 16,7,7,Jay Ajayi left tackle for -1 yards (tackle by Keith Reaser),-0.140,-0.780
2,8:39,2,11,MIA 15,7,7,Jay Ajayi right end for 10 yards (tackle by Jimmie Ward and Tramaine Brock),-0.780,-0.200
2,7:57,3,1,MIA 25,7,7,Damien Williams right guard for 7 yards (tackle by Antoine Bethea),-0.200,1.070
2,7:20,1,10,MIA 32,7,7,Ryan Tannehill pass complete short middle to Jay Ajayi for 11 yards (tackle by Antoine Bethea and Dontae Johnson),1.070,1.800
2,6:27,1,10,MIA 43,7,7,Ryan Tannehill left end for 17 yards (tackle by Antoine Bethea and Jimmie Ward),1.800,2.920
2,5:47,1,10,SFO 40,7,7,Ryan Tannehill left end for 1 yard (tackle by DeForest Buckner and Shayne Skov),2.920,2.510
2,5:03,2,9,SFO 39,7,7,Ryan Tannehill pass complete short left to Jarvis Landry for 10 yards (tackle by Keith Reaser),2.510,3.640
2,4:32,1,10,SFO 29,7,7,Kenyan Drake left guard for 9 yards (tackle by Keith Reaser and DeForest Buckner),3.640,4.320
2,3:55,2,1,SFO 20,7,7,Ryan Tannehill pass complete short right to MarQueis Gray for 7 yards (tackle by Tramaine Brock),4.320,4.710
2,3:15,1,10,SFO 13,7,7,"Ryan Tannehill pass incomplete short right intended for Jay Ajayi (defended by Nick Bellore). Penalty on Jermon Bushrod: Offensive Holding, 10 yards, Penalty on Jay Ajayi: Illegal Touch Pass (Declined) (no play)",4.710,4.040
2,3:03,1,20,SFO 23,7,7,Ryan Tannehill pass complete short right to DeVante Parker for 7 yards (tackle by Jimmie Ward),4.040,3.620
2,2:26,2,13,SFO 16,7,13,"Ryan Tannehill pass complete short middle to Dion Sims for 16 yards, touchdown",3.620,7.000
2,2:17,,,SFO 15,7,14,Andrew Franks kicks extra point good,0.000,0.000
2,2:17,,,MIA 35,7,14,"Andrew Franks kicks off 61 yards, returned by JaCorey Shepherd for 14 yards (tackle by Mike Hull)",0.000,-0.040
2,2:11,1,10,SFO 18,7,14,Colin Kaepernick pass complete short right to Shaun Draughn for 7 yards (tackle by Jelani Jenkins),0.040,0.550
2,2:00,2,3,SFO 25,7,14,Colin Kaepernick pass complete short right to Torrey Smith for 6 yards (tackle by Jelani Jenkins),0.550,1.000
2,1:38,1,10,SFO 31,7,14,Colin Kaepernick pass complete short right to Shaun Draughn for 1 yard (tackle by Kiko Alonso),1.000,0.600
2,1:07,2,9,SFO 32,7,14,Colin Kaepernick pass incomplete short right intended for Vance McDonald,0.600,-0.100
2,1:01,3,9,SFO 32,7,14,Colin Kaepernick pass incomplete short left intended for Chris Harper (defended by Bacarri Rambo),-0.100,-1.240
2,0:58,4,9,SFO 32,7,14,"Bradley Pinion punts 44 yards, returned by Jarvis Landry for 6 yards (tackle by Kyle Nelson)",-1.240,-0.940
2,0:47,1,10,MIA 30,7,14,Ryan Tannehill pass complete short right to Dion Sims for 7 yards (tackle by Jaquiski Tartt),0.940,1.340
2,0:40,2,3,MIA 37,7,14,Ryan Tannehill sacked by Nick Bellore and Ahmad Brooks for -13 yards,1.340,-1.090
Quarter,Time,Down,ToGo,Location,SFO,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,14,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,SFO 25,7,14,Colin Kaepernick pass incomplete short right intended for Torrey Smith is intercepted by Kiko Alonso at SFO-36 and returned for 10 yards,0.610,-3.840
3,14:49,1,10,SFO 26,7,14,Ryan Tannehill pass complete short right to Kenny Stills for 15 yards (tackle by Jimmie Ward),3.840,4.840
3,14:06,1,10,SFO 11,7,14,Jay Ajayi right end for -6 yards (tackle by Ahmad Brooks),4.840,3.330
3,13:27,2,16,SFO 17,7,14,Ryan Tannehill pass incomplete short left intended for Kenny Stills,3.330,2.790
3,13:18,3,16,SFO 17,7,14,Ryan Tannehill pass complete short right to DeVante Parker for 11 yards (tackle by Rashard Robinson),2.790,2.990
3,12:34,4,5,SFO 6,7,17,Andrew Franks 24 yard field goal good,2.990,3.000
3,12:31,,,MIA 35,7,17,"Andrew Franks kicks off 67 yards, returned by JaCorey Shepherd for 11 yards (tackle by Kenyan Drake)",0.000,0.380
3,12:26,1,10,SFO 9,7,17,Colin Kaepernick left end for 10 yards (tackle by Kiko Alonso),-0.380,0.150
3,12:01,1,10,SFO 19,7,17,Carlos Hyde left tackle for 24 yards (tackle by Isa Abdul-Quddus),0.150,1.800
3,11:26,1,10,SFO 43,7,17,Carlos Hyde left guard for -1 yards (tackle by Andre Branch and Cameron Wake),1.800,1.120
3,10:38,2,11,SFO 42,7,17,Colin Kaepernick pass complete short middle to Jeremy Kerley for 6 yards (tackle by Bobby McCain),1.120,1.220
3,10:07,3,5,SFO 48,7,17,Colin Kaepernick pass complete short right to Rod Streater for 25 yards (tackle by Byron Maxwell),1.220,3.780
3,9:42,1,10,MIA 27,7,17,Colin Kaepernick pass complete short middle to Shaun Draughn for 16 yards (tackle by Bobby McCain and Kiko Alonso),3.780,4.840
3,9:06,1,10,MIA 11,7,17,Carlos Hyde left tackle for 3 yards (tackle by Terrence Fede and Neville Hewitt),4.840,4.700
3,8:22,2,7,MIA 8,7,17,Carlos Hyde left guard for 4 yards (tackle by Donald Butler and Tony Lippett),4.700,4.670
3,7:39,3,3,MIA 4,13,17,"Colin Kaepernick pass complete short left to Garrett Celek for 4 yards, touchdown",4.670,7.000
3,7:34,,,MIA 15,14,17,Phil Dawson kicks extra point good,0.000,0.000
3,7:34,,,SFO 35,14,17,"Phil Dawson kicks off 67 yards, returned by Kenyan Drake for 78 yards (tackle by Jaquiski Tartt)",0.000,-3.970
3,7:22,1,10,SFO 24,14,17,Ryan Tannehill right end for -2 yards (tackle by Ahmad Brooks and Gerald Hodges),3.970,3.160
3,6:45,2,12,SFO 26,14,17,Ryan Tannehill pass incomplete short right intended for Kenny Stills,3.160,2.480
3,6:38,3,12,SFO 26,14,17,Ryan Tannehill sacked by Ronald Blair and Eli Harold for -9 yards,2.480,0.970
3,6:05,4,21,SFO 35,14,17,"Penalty on Ryan Tannehill: Delay of Game, 5 yards (no play)",0.970,0.590
3,5:30,4,26,SFO 40,14,17,"Matt Darr punts 40 yards, touchback",0.590,-0.280
3,5:19,1,10,SFO 20,14,17,"Carlos Hyde middle for 5 yards (tackle by Kiko Alonso and Donald Butler). Penalty on Joe Staley: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,5:05,1,20,SFO 10,14,17,Colin Kaepernick pass incomplete short middle intended for Torrey Smith (defended by Byron Maxwell),-0.760,-1.510
3,4:52,2,20,SFO 10,14,17,DuJuan Harris left guard for 7 yards (tackle by Terrence Fede),-1.510,-1.510
3,4:11,3,13,SFO 17,14,17,Colin Kaepernick pass complete short left to Rod Streater for 2 yards (tackle by Bobby McCain),-1.510,-2.140
3,3:36,4,11,SFO 19,14,17,"Bradley Pinion punts 42 yards, returned by Jarvis Landry for 1 yard (tackle by Michael Wilhoite)",-2.140,-1.600
3,3:23,1,10,MIA 40,14,17,Jay Ajayi right tackle for no gain (tackle by Gerald Hodges),1.600,1.050
3,2:51,2,10,MIA 40,14,17,Ryan Tannehill for 10 yards,1.050,2.260
3,2:21,1,10,,14,17,Ryan Tannehill pass complete short right to Dion Sims for 7 yards (tackle by Michael Wilhoite),2.260,2.660
3,1:56,2,3,SFO 43,14,17,Ryan Tannehill pass incomplete deep left intended for DeVante Parker (defended by Tramaine Brock),2.660,1.950
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
3,1:40,3,3,SFO 43,14,23,"Ryan Tannehill pass complete deep left to Kenny Stills for 43 yards, touchdown",1.950,7.000
3,1:33,,,SFO 15,14,24,Andrew Franks kicks extra point good,0.000,0.000
3,1:33,,,MIA 35,14,24,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
3,1:33,1,10,SFO 25,14,24,Colin Kaepernick pass complete short left to Vance McDonald for 9 yards (tackle by Kiko Alonso and Isa Abdul-Quddus),0.610,1.280
3,1:09,2,1,SFO 34,14,24,Carlos Hyde left guard for -2 yards (tackle by Ndamukong Suh and Kiko Alonso),1.280,0.300
3,0:35,3,3,SFO 32,14,24,Colin Kaepernick sacked by Cameron Wake for -9 yards,0.300,-1.830
Quarter,Time,Down,ToGo,Location,SFO,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,SFO 23,14,24,"Bradley Pinion punts 44 yards, fair catch by Jarvis Landry",-1.830,-1.140
4,14:54,1,10,MIA 33,14,24,Jay Ajayi right guard for 18 yards (tackle by Antoine Bethea),1.140,2.320
4,14:17,1,10,SFO 49,14,24,Ryan Tannehill pass complete short left to Dion Sims for 23 yards (tackle by Tramaine Brock),2.320,3.840
4,13:31,1,10,SFO 26,14,24,Jay Ajayi middle for 1 yard (tackle by Glenn Dorsey and Gerald Hodges),3.840,3.430
4,12:57,2,9,SFO 25,14,24,Ryan Tannehill pass complete short middle to Jarvis Landry for 12 yards (tackle by Antoine Bethea),3.430,4.710
4,12:18,1,10,SFO 13,14,24,Jay Ajayi left guard for -2 yards (tackle by DeForest Buckner),4.710,3.760
4,11:41,2,12,SFO 15,14,30,"Ryan Tannehill pass complete short right to Leonte Carroo for 15 yards, touchdown",3.760,7.000
4,11:31,,,SFO 15,14,31,Andrew Franks kicks extra point good,0.000,0.000
4,11:31,,,MIA 35,14,31,"Andrew Franks kicks off 66 yards, muffed catch by JaCorey Shepherd, recovered by JaCorey Shepherd and returned for no gain",0.000,-0.610
4,11:31,1,10,SFO 25,14,31,Colin Kaepernick pass incomplete short middle intended for Garrett Celek,0.610,0.060
4,11:27,2,10,SFO 25,14,31,"Colin Kaepernick pass incomplete deep right intended for Chris Harper. Penalty on Byron Maxwell: Defensive Pass Interference, 17 yards (no play)",0.060,1.730
4,11:22,1,10,SFO 42,14,31,Colin Kaepernick pass incomplete short right intended for Vance McDonald,1.730,1.190
4,11:18,2,10,SFO 42,14,31,Colin Kaepernick for 3 yards,1.190,0.890
4,10:42,3,7,SFO 45,14,31,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",0.890,0.230
4,10:24,3,12,SFO 40,14,31,Colin Kaepernick pass complete short middle to Chris Harper for 16 yards (tackle by Bacarri Rambo),0.230,2.650
4,9:42,1,10,MIA 44,14,31,Colin Kaepernick pass complete deep middle to Vance McDonald for 35 yards (tackle by Isa Abdul-Quddus and Bacarri Rambo),2.650,5.140
4,8:57,1,9,MIA 9,14,31,Carlos Hyde middle for 8 yards (tackle by Isa Abdul-Quddus and Kiko Alonso),5.140,5.910
4,8:29,2,1,MIA 1,14,31,Carlos Hyde right guard for no gain (tackle by Donald Butler and Terrence Fede),5.910,5.170
4,7:52,3,1,MIA 1,20,31,"Colin Kaepernick pass complete short left to Torrey Smith for 1 yard, touchdown",5.170,7.000
4,7:42,,,MIA 15,21,31,Phil Dawson kicks extra point good,0.000,0.000
4,7:42,,,SFO 35,21,31,"Phil Dawson kicks off 45 yards, muffed catch by Kenyan Drake, recovered by Damien Williams and returned for no gain",0.000,-0.410
4,7:38,1,10,MIA 22,21,31,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,0.410,-0.130
4,7:32,2,10,MIA 22,21,31,Ryan Tannehill left tackle for 2 yards (tackle by Nick Bellore),-0.130,-0.560
4,7:00,3,8,MIA 24,21,31,Ryan Tannehill pass complete short middle to Damien Williams for 5 yards (tackle by Ronald Blair),-0.560,-1.440
4,6:14,4,3,MIA 29,21,31,"Matt Darr punts 53 yards, returned by Jeremy Kerley for 2 yards (tackle by Mike Hull)",-1.440,-0.280
4,5:51,1,10,SFO 20,21,31,Colin Kaepernick middle for 6 yards (tackle by Isa Abdul-Quddus),0.280,0.540
4,5:19,2,4,SFO 26,21,31,Colin Kaepernick pass complete short middle to Rod Streater for 12 yards (tackle by Neville Hewitt),0.540,1.470
4,4:48,1,10,SFO 38,21,31,Colin Kaepernick pass complete short left to Rod Streater for 7 yards (tackle by Jelani Jenkins),1.470,0.000
4,4:40,,,,21,31,Timeout #1 by San Francisco 49ers,0.000,-1.870
4,4:40,2,3,SFO 45,21,31,Colin Kaepernick pass complete short middle to Vance McDonald for 10 yards (tackle by Bacarri Rambo),1.870,2.590
4,4:25,1,10,MIA 45,21,31,Colin Kaepernick pass incomplete short right intended for Jeremy Kerley,2.590,2.040
4,4:25,2,10,MIA 45,21,31,Colin Kaepernick sacked by Andre Branch for -5 yards. Penalty on Zane Beadles: Offensive Holding (Declined),2.040,0.700
4,4:10,3,15,,21,31,Colin Kaepernick pass incomplete short middle intended for Rod Streater,0.700,-0.060
4,4:06,4,15,,21,31,Colin Kaepernick pass complete deep right to Chris Harper for 16 yards,-0.060,3.310
4,4:00,1,10,MIA 34,21,31,Colin Kaepernick pass incomplete deep right intended for Blake Bell,3.310,2.770
4,3:55,2,10,MIA 34,21,31,Colin Kaepernick pass complete short middle to Shaun Draughn for 16 yards (tackle by Kiko Alonso and Bacarri Rambo),2.770,4.370
4,3:27,1,10,MIA 18,21,31,Colin Kaepernick middle for 8 yards (tackle by Bacarri Rambo),4.370,5.230
4,3:09,2,2,MIA 10,21,31,"Colin Kaepernick pass incomplete short middle intended for Torrey Smith. Penalty on Trenton Brown: Face Mask (15 Yards), 15 yards (no play)",5.230,2.880
4,3:04,2,17,MIA 25,21,31,Colin Kaepernick pass incomplete short right intended for Chris Harper,2.880,2.210
4,2:56,3,17,MIA 25,21,31,Colin Kaepernick pass complete short right to Shaun Draughn for 7 yards (tackle by Byron Maxwell and Bobby McCain),2.210,2.250
4,2:20,4,10,MIA 18,24,31,Phil Dawson 36 yard field goal good,2.250,3.000
4,2:15,,,SFO 35,24,31,"Phil Dawson kicks off 65 yards, returned by Jakeem Grant for 14 yards (tackle by Blake Bell)",0.000,0.280
4,2:11,1,10,MIA 14,24,31,Jay Ajayi right tackle for 1 yard (tackle by Chris Jones and Eli Harold),-0.280,-0.640
4,2:00,2,9,MIA 15,24,31,Ryan Tannehill pass incomplete deep left intended for Jarvis Landry,-0.640,0.000
4,1:55,,,,24,31,Timeout #1 by Miami Dolphins,0.000,1.280
4,1:55,3,9,MIA 15,24,31,Jay Ajayi left guard for 8 yards (tackle by Jimmie Ward and Nick Bellore),-1.280,0.000
4,1:50,,,,24,31,Timeout #2 by San Francisco 49ers,0.000,1.830
4,1:50,4,1,MIA 23,24,31,"Matt Darr punts 39 yards, fair catch by Jeremy Kerley",-1.830,-1.470
4,1:44,1,10,SFO 38,24,31,Colin Kaepernick pass incomplete short left intended for Carlos Hyde,1.470,0.920
4,1:37,2,10,SFO 38,24,31,"Colin Kaepernick pass incomplete deep right intended for Torrey Smith. Penalty on Trenton Brown: Face Mask (15 Yards), 15 yards (no play)",0.920,-1.100
4,1:30,2,25,SFO 23,24,31,Colin Kaepernick pass complete short middle to Carlos Hyde for 4 yards (tackle by Andre Branch),-1.100,-1.220
4,1:02,3,21,SFO 27,24,31,Colin Kaepernick pass complete short middle to Carlos Hyde for 10 yards (tackle by Andre Branch),-1.220,0.000
4,0:50,,,,24,31,Timeout #3 by San Francisco 49ers,0.000,0.910
4,0:50,4,11,SFO 37,24,31,Colin Kaepernick pass complete short middle to Torrey Smith for 17 yards,-0.910,2.520
4,0:41,1,10,MIA 46,24,31,Colin Kaepernick pass complete short left to Shaun Draughn for 2 yards (tackle by Tony Lippett),2.520,2.250
4,0:34,2,8,MIA 44,24,31,Colin Kaepernick pass incomplete deep right intended for Vance McDonald,2.250,1.550
4,0:30,3,8,MIA 44,24,31,Colin Kaepernick middle for 20 yards (tackle by Byron Maxwell),1.550,3.970
4,0:12,1,10,MIA 24,24,31,Colin Kaepernick spiked the ball,3.970,3.430
4,0:11,2,10,MIA 24,24,31,Colin Kaepernick pass complete deep right to Jeremy Kerley for 18 yards (tackle by Byron Maxwell),3.430,5.830
4,0:05,1,6,MIA 6,24,31,Colin Kaepernick pass incomplete short right intended for Torrey Smith (defended by Byron Maxwell),5.830,4.950
4,0:02,2,6,MIA 6,24,31,Colin Kaepernick right end for 4 yards (tackle by Ndamukong Suh and Kiko Alonso),4.950,4.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
