Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Eddie Drummond,DET,2,26,13.0,0,0,3,17,5.7,0,0
Jared DeVries,DET,1,7,7.0,0,0,0,0,,0,0
R.W. McQuarters,DET,0,,,0,0,0,8,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Mark Jones,TAM,0,0,,0,0,3,15,5.0,0,0
Torrie Cox,TAM,1,17,17.0,0,0,0,0,,0,0
Alex Smith,TAM,1,12,12.0,0,0,0,0,,0,0
