Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,6:46,2,10,STL 45,7,3,"Carson Palmer pass complete deep middle to Michael Floyd for 18 yards (tackle by Rodney McLeod). Penalty on Cortland Finnegan: Unnecessary Roughness, 13 yards",2.040,4.650
2,6:19,1,10,STL 14,7,3,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Janoris Jenkins),4.650,4.000
2,6:12,2,10,STL 14,7,3,Rashard Mendenhall left guard for 2 yards (tackle by Michael Brockers),4.000,3.430
2,5:34,3,8,STL 12,7,3,Carson Palmer pass incomplete short left intended for Alfonso Smith (defended by Eugene Sims),3.430,2.630
2,5:27,4,8,STL 12,10,3,Jay Feely 30 yard field goal good,2.630,3.000
2,5:27,,,ARI 35,10,3,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
2,5:23,1,10,STL 20,10,3,Sam Bradford pass complete short right to Tavon Austin for 9 yards (tackle by Karlos Dansby),0.280,0.950
2,4:46,2,1,STL 29,10,3,Daryl Richardson left tackle for 2 yards (tackle by Darnell Dockett),0.950,1.000
2,4:13,1,10,STL 31,10,3,Sam Bradford pass complete short middle to Daryl Richardson for 8 yards (tackle by Tyrann Mathieu),1.000,1.540
2,3:36,2,2,STL 39,10,3,"Zac Stacy left guard for 3 yards. Penalty on Calais Campbell: Defensive Offside, 5 yards (no play)",1.540,1.860
2,3:13,1,10,STL 44,10,3,Sam Bradford pass incomplete deep right intended for Jared Cook (defended by Karlos Dansby),1.860,1.320
2,3:07,2,10,STL 44,10,3,Zac Stacy right tackle for 4 yards (tackle by Tyrann Mathieu),1.320,1.160
2,2:25,3,6,STL 48,10,3,Sam Bradford pass complete short right to Chris Givens for 12 yards (tackle by Patrick Peterson),1.160,2.920
2,2:00,1,10,ARI 40,10,3,Sam Bradford pass complete short right to Jared Cook for 11 yards (tackle by Yeremiah Bell),2.920,3.640
2,1:23,1,10,ARI 29,10,3,Sam Bradford pass incomplete short right intended for Austin Pettis,3.640,3.100
2,1:17,2,10,ARI 29,10,3,"Penalty on Patrick Peterson: Neutral Zone Infraction, 5 yards (no play)",3.100,3.780
2,1:17,2,5,ARI 24,10,3,Sam Bradford pass incomplete short left intended for Austin Pettis,3.780,3.780
2,1:14,2,5,ARI 24,10,3,Timeout #1 by St. Louis Rams,3.780,3.070
2,1:14,3,5,ARI 24,10,3,Sam Bradford pass complete short right to Tavon Austin for 9 yards (tackle by Tyrann Mathieu),3.070,4.580
2,1:10,1,10,ARI 15,10,3,Daryl Richardson right tackle for 2 yards (tackle by Sam Acho),4.580,4.280
2,0:32,2,8,ARI 13,10,9,"Sam Bradford pass complete short right to Jared Cook for 13 yards, touchdown",4.280,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:32,,,ARI 2,10,10,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:32,,,STL 35,10,10,"Greg Zuerlein kicks off 70 yards, touchback",0.000,-0.280
2,0:26,1,10,ARI 20,10,10,Carson Palmer pass incomplete short right intended for Andre Ellington,0.280,-0.270
2,0:23,2,10,ARI 20,10,10,Carson Palmer pass complete deep middle to Andre Roberts for 19 yards (tackle by Rodney McLeod),-0.270,-0.270
2,0:15,2,10,ARI 20,10,10,Timeout #2 by Arizona Cardinals,-0.270,1.530
2,0:15,1,10,ARI 39,10,10,Carson Palmer pass complete short right to Andre Ellington for 13 yards (tackle by Trumaine Johnson),1.530,2.390
2,0:10,1,10,STL 48,10,10,Carson Palmer pass complete short middle to Larry Fitzgerald for 16 yards (tackle by T.J. McDonald),2.390,3.450
2,0:05,1,10,STL 32,10,10,Jay Feely 50 yard field goal no good,3.450,1.530
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,10,10,"Greg Zuerlein kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,ARI 20,10,10,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Janoris Jenkins),0.280,-0.270
3,14:58,2,10,ARI 20,10,10,Carson Palmer pass incomplete short right intended for Jaron Brown (defended by Chris Long),-0.270,-0.960
3,14:56,3,10,ARI 20,10,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald is intercepted by Trumaine Johnson at ARI-33 and returned for 29 yards (tackle by Eric Winston),-0.960,-6.280
3,14:47,1,4,ARI 4,10,10,Sam Bradford pass incomplete short right intended for Chris Givens (defended by Lorenzo Alexander),6.280,5.340
3,14:43,2,4,ARI 4,10,10,Daryl Richardson up the middle for -3 yards (tackle by Calais Campbell),5.340,3.810
3,14:05,3,7,ARI 7,10,10,Sam Bradford pass incomplete short right intended for Austin Pettis,3.810,2.970
3,14:00,4,7,ARI 7,10,13,Greg Zuerlein 25 yard field goal good,2.970,3.000
3,14:00,,,STL 35,10,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,13:57,1,10,ARI 20,10,13,Rashard Mendenhall left tackle for 4 yards (tackle by Matt Conrath),0.280,0.270
3,13:23,2,6,ARI 24,10,13,Rashard Mendenhall right tackle for 3 yards (tackle by Matt Conrath),0.270,-0.030
3,12:39,3,3,ARI 27,10,13,Carson Palmer pass complete short left to Larry Fitzgerald for 2 yards (tackle by Rodney McLeod),-0.030,-1.440
3,11:45,4,1,ARI 29,10,13,"Dave Zastudil punts 57 yards, returned by Tavon Austin for 1 yard (tackle by Justin Bethel). Penalty on William Hayes: Unnecessary Roughness, 8 yards",-1.440,0.380
3,11:35,1,10,STL 7,10,13,"Daryl Richardson left end for 4 yards (tackle by Matt Shaughnessy). Penalty on Jared Cook: Offensive Holding, 3 yards (no play)",-0.380,-0.490
3,11:20,1,13,STL 4,10,13,Daryl Richardson up the middle for 3 yards (tackle by Calais Campbell),-0.490,-0.780
3,10:42,2,10,STL 7,16,13,"Sam Bradford pass incomplete short right intended for Lance Kendricks is intercepted by Dan Williams at STL-2 and returned for 2 yards, touchdown",-0.780,-7.000
3,10:34,,,STL 2,17,13,Jay Feely kicks extra point good,0.000,0.000
3,10:34,,,ARI 35,17,13,"Jay Feely kicks off 71 yards, returned by Benny Cunningham for 25 yards (tackle by Lorenzo Alexander)",0.000,-0.150
3,10:29,1,10,STL 19,17,13,Sam Bradford pass complete short left to Tavon Austin for 2 yards (tackle by Yeremiah Bell),0.150,-0.060
3,9:55,2,8,STL 21,17,13,Sam Bradford pass complete short left to Tavon Austin for 5 yards (tackle by Rashad Johnson),-0.060,-0.160
3,9:18,3,3,STL 26,17,13,Sam Bradford pass complete short right to Austin Pettis for 5 yards (tackle by Tyrann Mathieu),-0.160,1.000
3,8:42,1,10,STL 31,17,13,Daryl Richardson right guard for 9 yards (tackle by Jerraud Powers),1.000,1.680
3,8:08,2,1,STL 40,17,13,Daryl Richardson right tackle for no gain (tackle by Jasper Brinkley),1.680,0.960
3,7:34,3,1,STL 40,17,13,Sam Bradford up the middle for no gain (tackle by Karlos Dansby),0.960,-0.720
3,7:13,4,1,STL 40,17,13,"Johnny Hekker punts 43 yards, out of bounds",-0.720,0.060
3,7:03,1,10,ARI 17,17,13,Rashard Mendenhall right tackle for 9 yards (tackle by T.J. McDonald),-0.060,0.750
3,6:26,2,1,ARI 26,17,13,Carson Palmer pass incomplete short right intended for Michael Floyd,0.750,-0.120
3,6:23,3,1,ARI 26,17,13,"Carson Palmer pass complete short left to Larry Fitzgerald for 4 yards (tackle by Cortland Finnegan). Penalty on Cortland Finnegan: Unnecessary Roughness, 15 yards",-0.120,1.930
3,6:03,1,10,ARI 45,17,13,"Carson Palmer pass complete short left to Rashard Mendenhall for 8 yards (tackle by Janoris Jenkins). Penalty on Levi Brown: Offensive Holding, 10 yards (no play)",1.930,1.270
3,5:34,1,20,ARI 35,17,13,Carson Palmer pass complete deep right to Andre Roberts for 16 yards (tackle by T.J. McDonald),1.270,2.190
3,5:15,2,4,STL 49,17,13,Alfonso Smith right tackle for 5 yards (tackle by James Laurinaitis),2.190,2.650
3,4:39,1,10,STL 44,17,13,Alfonso Smith up the middle for 5 yards (tackle by James Laurinaitis),2.650,2.780
3,4:02,2,5,STL 39,17,13,Alfonso Smith left tackle for -1 yards (tackle by Jermelle Cudjo),2.780,1.950
3,3:20,3,6,STL 40,17,13,Carson Palmer pass complete short right to Andre Roberts for 11 yards (tackle by Alec Ogletree),1.950,3.640
3,2:42,1,10,STL 29,17,13,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Janoris Jenkins),3.640,3.100
3,2:31,2,10,STL 29,17,13,Carson Palmer pass complete short right to Andre Roberts for 5 yards (tackle by Trumaine Johnson),3.100,3.070
3,1:53,3,5,STL 24,23,13,"Carson Palmer pass complete deep right to Larry Fitzgerald for 24 yards, touchdown",3.070,7.000
3,1:53,,,STL 2,24,13,Jay Feely kicks extra point good,0.000,0.000
3,1:53,,,ARI 35,24,13,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,1:47,1,10,STL 20,24,13,Sam Bradford pass complete short middle to Jared Cook for 8 yards (tackle by Karlos Dansby),0.280,0.810
3,1:18,2,2,STL 28,24,13,Daryl Richardson right tackle for 3 yards (tackle by Calais Campbell),0.810,1.000
3,0:41,1,10,STL 31,24,13,Sam Bradford pass complete short left to Daryl Richardson for 1 yard (tackle by Yeremiah Bell),1.000,0.600
3,0:01,2,9,STL 32,24,13,Sam Bradford pass complete deep middle to Jared Cook for 36 yards (tackle by Patrick Peterson),0.600,3.450
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 32,24,13,Sam Bradford pass complete short middle to Tavon Austin for 14 yards (tackle by Rashad Johnson),3.450,4.370
4,14:28,1,10,ARI 18,24,13,Daryl Richardson up the middle for 1 yard (tackle by Karlos Dansby),4.370,3.940
4,13:45,2,9,ARI 17,24,13,Sam Bradford pass complete short right to Brian Quick for 16 yards (tackle by Rashad Johnson),3.940,6.970
,,,,,,,"STL challenged the runner broke the plane ruling, and the play was upheld.",,
4,13:01,1,1,ARI 1,24,19,"Sam Bradford pass complete short left to Jared Cook for 1 yard, touchdown",6.970,7.000
4,13:01,,,,24,21,"Two Point Attempt: Sam Bradford up the middle, conversion succeeds",0.000,1.000
4,13:01,,,STL 35,24,21,"Greg Zuerlein kicks off 73 yards, returned by Javier Arenas for 18 yards (tackle by Matt Giordano). Javier Arenas fumbles, recovered by Tony Jefferson at ARI-12 (tackle by Chase Reynolds)",0.000,0.350
4,12:51,1,10,ARI 12,24,21,Carson Palmer pass complete short left to Michael Floyd for 9 yards (tackle by Janoris Jenkins),-0.350,0.420
4,12:26,2,1,ARI 21,24,21,Rashard Mendenhall right tackle for 9 yards (tackle by Alec Ogletree),0.420,0.940
4,11:46,1,10,ARI 30,24,21,Alfonso Smith right tackle for 1 yard (tackle by Will Witherspoon),0.940,0.530
4,11:04,2,9,ARI 31,24,21,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,0.530,-0.160
4,10:59,3,9,ARI 31,24,21,"Carson Palmer sacked by Robert Quinn for -8 yards. Carson Palmer fumbles (forced by Robert Quinn), recovered by Chris Long at ARI-22 (tackle by Paul Fanaika)",-0.160,-4.110
4,10:38,1,10,ARI 22,24,21,Tavon Austin right end for -1 yards (tackle by Jasper Brinkley),4.110,3.430
4,9:57,2,11,ARI 23,24,21,Sam Bradford pass incomplete short right intended for Tavon Austin,3.430,2.740
4,9:50,3,11,ARI 23,24,21,Sam Bradford pass complete short left to Austin Pettis for 3 yards (tackle by Antoine Cason),2.740,2.120
4,9:07,4,8,ARI 20,24,24,Greg Zuerlein 38 yard field goal good,2.120,3.000
4,9:07,,,STL 35,24,24,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,9:04,1,10,ARI 20,24,24,Carson Palmer pass complete short right to Rashard Mendenhall for 4 yards (tackle by Alec Ogletree),0.280,0.270
4,8:28,2,6,ARI 24,24,24,Rashard Mendenhall right guard for 1 yard (tackle by James Laurinaitis),0.270,-0.300
4,7:48,3,5,ARI 25,24,24,Carson Palmer pass complete short left to Andre Roberts for 8 yards (tackle by Cortland Finnegan). Penalty on Cortland Finnegan: Illegal Contact (Declined),-0.300,1.140
4,7:27,1,10,ARI 33,24,24,Alfonso Smith up the middle for 7 yards (tackle by Michael Brockers),1.140,1.540
4,6:48,2,3,ARI 40,24,24,"Alfonso Smith left end for 4 yards (tackle by Alec Ogletree). Alfonso Smith fumbles (forced by Alec Ogletree), ball out of bounds at ARI-44",1.540,1.860
4,6:15,1,10,ARI 44,24,24,Rashard Mendenhall right tackle for 2 yards (tackle by Michael Brockers),1.860,1.590
4,5:37,2,8,ARI 46,24,24,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald,1.590,0.890
4,5:30,3,8,ARI 46,24,24,Carson Palmer pass incomplete short right intended for Andre Roberts,0.890,-0.320
4,5:25,4,8,ARI 46,24,24,"Dave Zastudil punts 44 yards. Penalty on Eugene Sims: Taunting, 5 yards",-0.320,0.380
4,5:15,1,10,STL 5,24,24,Daryl Richardson up the middle for 2 yards (tackle by Jasper Brinkley),-0.380,-0.630
4,4:36,2,8,STL 7,24,24,Sam Bradford pass complete short left to Lance Kendricks for 5 yards (tackle by Jasper Brinkley),-0.630,-0.600
4,3:58,3,3,STL 12,24,24,"Sam Bradford up the middle for 1 yard (tackle by Sam Acho). Sam Bradford fumbles (forced by Sam Acho), recovered by Daryl Richardson at STL-13",-0.600,-2.490
4,3:13,4,2,STL 13,24,24,"Johnny Hekker punts 55 yards, returned by Patrick Peterson for 1 yard (tackle by Ray Ray Armstrong)",-2.490,-1.140
4,3:10,1,10,ARI 33,24,24,Rashard Mendenhall right tackle for -3 yards (tackle by Kendall Langford),1.140,0.190
4,2:26,2,13,ARI 30,24,24,Carson Palmer pass complete short left to Jim Dray for 11 yards (tackle by Cortland Finnegan),0.190,0.960
4,2:00,3,2,ARI 41,24,24,Carson Palmer pass incomplete short left intended for Andre Ellington,0.960,-0.650
4,1:56,4,2,ARI 41,24,24,"Dave Zastudil punts 59 yards, touchback",-0.650,-0.280
4,1:45,1,10,STL 20,24,24,Sam Bradford pass complete short right to Austin Pettis for 8 yards (tackle by Tyrann Mathieu),0.280,0.810
4,1:40,2,2,STL 28,24,24,Daryl Richardson left guard for 5 yards (tackle by Jerraud Powers),0.810,1.140
4,1:24,1,10,STL 33,24,24,Sam Bradford pass incomplete short right intended for Daryl Richardson (defended by Jasper Brinkley),1.140,0.590
4,1:19,2,10,STL 33,24,24,"Penalty on Yeremiah Bell: Encroachment, 5 yards (no play)",0.590,1.270
4,1:19,2,5,STL 38,24,24,Sam Bradford pass complete short right to Jared Cook for 25 yards (tackle by Jerraud Powers),1.270,3.120
4,1:12,1,10,ARI 37,24,24,Daryl Richardson left guard for 5 yards (tackle by Lorenzo Alexander),3.120,3.120
4,1:05,1,10,ARI 37,24,24,Timeout #1 by Arizona Cardinals,3.120,3.250
4,1:05,2,5,ARI 32,24,24,Sam Bradford pass complete short right to Daryl Richardson for 4 yards (tackle by Jasper Brinkley),3.250,3.250
4,0:51,2,5,ARI 32,24,24,Timeout #2 by Arizona Cardinals,3.250,3.070
4,0:51,3,1,ARI 28,24,24,Daryl Richardson left end for -2 yards (tackle by Matt Shaughnessy),3.070,3.070
4,0:45,3,1,ARI 28,24,24,Timeout #3 by Arizona Cardinals,3.070,1.480
4,0:45,4,3,ARI 30,24,27,Greg Zuerlein 48 yard field goal good,1.480,3.000
4,0:45,,,STL 35,24,27,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,0:40,1,10,ARI 20,24,27,Carson Palmer pass complete short middle to Andre Roberts for 15 yards (tackle by James Laurinaitis),0.280,1.270
4,0:24,1,10,ARI 35,24,27,Carson Palmer sacked by William Hayes for -6 yards,1.270,-0.090
4,0:24,2,16,ARI 29,24,27,Carson Palmer pass complete short right to Jaron Brown for 14 yards (tackle by James Laurinaitis),-0.090,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
