Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,8:28,1,10,LAR 45,3,0,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 4 yards (tackle by Troy Hill),2.590,2.580
1,7:49,2,6,LAR 41,3,0,Matt Breida left end for 11 yards (tackle by Cory Littleton and Kevin Peterson),2.580,3.580
1,7:11,1,10,LAR 30,3,0,Matt Breida right tackle for 3 yards (tackle by Tanzel Smart),3.580,3.440
1,6:32,2,7,LAR 27,3,0,Carlos Hyde left end for 12 yards (tackle by Bryce Hager),3.440,4.580
1,6:04,1,10,LAR 15,3,0,Jimmy Garoppolo pass complete short left to Carlos Hyde for 7 yards (tackle by Troy Hill),4.580,5.220
1,5:23,2,3,LAR 8,9,0,"Jimmy Garoppolo pass complete short right to Marquise Goodwin for 8 yards, touchdown",5.220,7.000
1,5:14,,,LAR 15,10,0,Robbie Gould kicks extra point good,0.000,0.000
1,5:14,,,SFO 35,10,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,5:14,1,10,LAR 25,10,0,Sean Mannion pass complete short right to Malcolm Brown for 2 yards (tackle by Eric Reid),0.610,0.330
1,4:32,2,8,LAR 27,10,0,Sean Mannion pass incomplete short right intended for Mike Thomas (defended by Eric Reid),0.330,-0.360
1,4:27,3,8,LAR 27,10,0,Sean Mannion pass incomplete short right intended for Josh Reynolds,-0.360,-1.570
1,4:23,4,8,LAR 27,10,0,"Johnny Hekker punts 46 yards, out of bounds",-1.570,-0.740
1,4:14,1,10,SFO 27,10,0,Jimmy Garoppolo pass complete short middle to Trent Taylor for 14 yards (tackle by Samson Ebukam),0.740,1.660
1,3:39,1,10,SFO 41,10,0,Jimmy Garoppolo pass incomplete deep middle intended for Marquise Goodwin is intercepted by Kevin Peterson at LAR-40 and returned for 38 yards,1.660,-4.110
1,3:24,1,10,SFO 22,10,0,Sean Mannion pass complete short right to Tavon Austin for 2 yards,4.110,3.830
1,2:53,2,8,SFO 20,10,0,Tavon Austin left end for 4 yards (tackle by Brock Coyle),3.830,3.740
1,2:08,3,4,SFO 16,10,0,"Sean Mannion pass incomplete deep left intended for Gerald Everett. Penalty on DeForest Buckner: Roughing the Passer, 8 yards (no play)",3.740,5.370
1,2:01,1,8,SFO 8,10,0,Lance Dunbar right end for 3 yards (tackle by Reuben Foster),5.370,5.150
1,1:24,2,5,SFO 5,10,0,Sean Mannion pass incomplete short right intended for Josh Reynolds,5.150,4.260
1,1:20,3,5,SFO 5,10,0,Sean Mannion pass incomplete short left intended for Josh Reynolds (defended by Adrian Colbert),4.260,3.010
1,1:15,4,5,SFO 5,10,3,Sam Ficken 23 yard field goal good,3.010,3.000
1,1:11,,,LAR 35,10,3,"Sam Ficken kicks off 65 yards, touchback",0.000,-0.610
1,1:11,1,10,SFO 25,10,3,Matt Breida left tackle for 3 yards (tackle by Bryce Hager),0.610,0.470
1,0:37,2,7,SFO 28,10,3,Matt Breida middle for 2 yards (tackle by Cory Littleton),0.470,0.040
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,SFO 30,10,3,Jimmy Garoppolo pass incomplete short left intended for Carlos Hyde,0.040,-1.370
2,14:55,4,5,SFO 30,10,3,"Bradley Pinion punts 51 yards, returned by Pharoh Cooper for 6 yards (tackle by Tyvis Powell)",-1.370,-0.610
2,14:43,1,10,LAR 25,10,3,Malcolm Brown middle for 4 yards (tackle by Tank Carradine),0.610,0.600
2,14:09,2,6,LAR 29,10,3,Malcolm Brown left guard for 5 yards (tackle by Sheldon Day and Brock Coyle),0.600,0.560
2,13:32,3,1,LAR 34,10,3,Sean Mannion middle for 2 yards (tackle by DeForest Buckner and Tank Carradine),0.560,1.330
2,12:54,1,10,LAR 36,10,3,Sean Mannion pass incomplete deep left intended for Tavon Austin,1.330,0.790
2,12:47,2,10,LAR 36,10,3,"Penalty on Earl Mitchell: Neutral Zone Infraction, 5 yards (no play)",0.790,1.470
2,12:47,2,5,LAR 41,10,3,Sean Mannion pass incomplete deep left intended for Gerald Everett,1.470,0.760
2,12:40,3,5,LAR 41,10,3,Sean Mannion pass complete short left to Mike Thomas for 6 yards (tackle by Ahkello Witherspoon),0.760,2.060
2,12:02,1,10,LAR 47,10,3,Sean Mannion pass complete short right to Malcolm Brown for -4 yards (tackle by K'Waun Williams),2.060,0.980
2,11:25,2,14,LAR 43,10,3,Malcolm Brown middle for 2 yards (tackle by Earl Mitchell),0.980,0.560
2,10:44,3,12,LAR 45,10,3,Sean Mannion pass complete short right to Tavon Austin for 3 yards (tackle by Cassius Marsh),0.560,-0.190
2,10:01,4,9,LAR 48,10,3,"Johnny Hekker punts 48 yards, out of bounds",-0.190,0.380
2,9:52,1,10,SFO 4,10,3,Carlos Hyde for 6 yards (tackle by Cory Littleton),-0.380,-0.340
2,9:16,2,4,SFO 10,10,3,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 12 yards (tackle by Cory Littleton and Troy Hill),-0.340,0.410
2,8:39,1,10,SFO 22,10,3,Matt Breida left tackle for 12 yards (tackle by John Johnson),0.410,1.200
2,7:58,1,10,SFO 34,10,3,Matt Breida right guard for 15 yards (tackle by Blake Countess and Kevin Peterson),1.200,2.190
2,7:34,1,10,SFO 49,10,3,Jimmy Garoppolo pass incomplete deep left intended for Marquise Goodwin,2.190,1.650
2,7:28,2,10,SFO 49,10,3,Carlos Hyde left end for no gain (tackle by Bryce Hager and Cory Littleton),1.650,0.960
2,6:57,3,10,SFO 49,10,3,Jimmy Garoppolo pass complete short middle to Trent Taylor for 15 yards (tackle by Blake Countess),0.960,3.180
2,6:25,1,10,LAR 36,10,3,Carlos Hyde middle for 3 yards (tackle by Morgan Fox and Samson Ebukam),3.180,3.040
2,6:03,2,7,LAR 33,10,3,Jimmy Garoppolo pass complete short left to George Kittle for 4 yards (tackle by Cory Littleton),3.040,0.000
2,5:16,,,,,,Timeout #1 by Los Angeles Rams,0.000,-2.870
2,5:16,3,3,LAR 29,10,3,Jimmy Garoppolo pass incomplete short left intended for Aldrick Robinson (defended by Kevin Peterson),2.870,1.580
2,5:05,4,3,LAR 29,13,3,Robbie Gould 48 yard field goal good,1.580,3.000
2,5:00,,,SFO 35,13,3,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,5:00,1,10,LAR 25,13,3,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
2,5:00,1,5,LAR 30,13,3,Lance Dunbar left end for 4 yards (tackle by Eric Reid),1.340,1.280
2,4:28,2,1,LAR 34,13,3,Lance Dunbar middle for 3 yards (tackle by Sheldon Day and Reuben Foster),1.280,1.400
2,3:50,1,10,LAR 37,13,3,Sean Mannion pass incomplete deep right intended for Tavon Austin,1.400,0.860
2,3:43,2,10,LAR 37,13,3,Sean Mannion pass complete short right to Lance Dunbar for 1 yard (tackle by Eric Reid),0.860,0.300
2,3:00,3,9,LAR 38,13,3,Sean Mannion sacked by Sheldon Day for -9 yards,0.300,-1.440
2,2:24,4,18,LAR 29,13,3,"Johnny Hekker punts 41 yards, returned by Trent Taylor for 13 yards (tackle by Derek Carrier)",-1.440,-1.800
2,2:13,1,10,SFO 43,13,3,Jimmy Garoppolo pass complete short right to George Kittle for 35 yards (tackle by John Johnson),1.800,4.110
2,1:59,1,10,LAR 22,13,3,Jimmy Garoppolo pass complete short left to Louis Murphy for 6 yards (tackle by Nickell Robey-Coleman),4.110,4.460
2,1:28,2,4,LAR 16,13,3,"Jimmy Garoppolo pass incomplete short middle intended for Marquise Goodwin (defended by Blake Countess). Penalty on Blake Countess: Unnecessary Roughness, 8 yards (no play)",4.460,5.370
2,1:23,1,8,LAR 8,19,3,"Carlos Hyde middle for 8 yards, touchdown",5.370,7.000
2,1:13,,,LAR 15,20,3,Robbie Gould kicks extra point good,0.000,0.000
2,1:13,,,SFO 35,20,3,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,1:13,1,10,LAR 25,20,3,Sean Mannion pass incomplete short middle intended for Gerald Everett,0.610,0.060
2,1:09,2,10,LAR 25,20,3,Sean Mannion pass incomplete short right intended for Josh Reynolds,0.060,-0.620
2,1:04,3,10,LAR 25,20,3,Sean Mannion pass complete deep middle to Pharoh Cooper for 26 yards (tackle by Ahkello Witherspoon). Penalty on Leon Hall: Defensive 12 On-field (Declined),-0.620,2.320
2,0:57,1,10,SFO 49,20,3,Sean Mannion pass complete short middle to Malcolm Brown for 5 yards (tackle by K'Waun Williams and Brock Coyle),2.320,2.460
2,0:39,2,5,SFO 44,20,3,Sean Mannion pass complete short left to Mike Thomas for 19 yards (tackle by Ahkello Witherspoon),2.460,3.910
2,0:32,1,10,SFO 25,20,3,Sean Mannion pass incomplete deep left intended for Gerald Everett (defended by Ahkello Witherspoon),3.910,0.000
2,0:32,,,,,,Timeout #2 by Los Angeles Rams,0.000,-3.360
2,0:27,2,10,SFO 25,20,3,"Sean Mannion sacked by Cassius Marsh for -9 yards. Sean Mannion fumbles (forced by Cassius Marsh), recovered by Solomon Thomas at SFO-31 (tackle by Aaron Neary)",3.360,-1.000
2,0:16,1,10,SFO 31,20,3,"Jimmy Garoppolo pass incomplete deep right intended for Kendrick Bourne is intercepted by Kevin Peterson at LAR-43 and returned for 2 yards. Kevin Peterson fumbles (forced by Kendrick Bourne), recovered by Kevin Peterson at LAR-47",1.000,-2.060
2,0:09,1,10,LAR 47,20,3,"Sean Mannion pass complete deep left to Mike Thomas for 50 yards (tackle by Adrian Colbert). Mike Thomas fumbles (forced by Adrian Colbert), ball out of bounds at SFO-3",2.060,6.510
2,0:01,1,3,SFO 3,20,6,Sam Ficken 21 yard field goal good,6.510,3.000
2,0:01,,,,,,Timeout #2 by Los Angeles Rams,0.000,0.000
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,20,6,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,LAR 25,20,6,Malcolm Brown middle for no gain (tackle by Earl Mitchell and Brock Coyle),0.610,0.060
3,14:18,2,10,LAR 25,20,6,Sean Mannion pass incomplete deep middle intended for Pharoh Cooper,0.060,-0.620
3,14:11,3,10,LAR 25,20,6,Sean Mannion pass complete short middle to Malcolm Brown for 4 yards (tackle by Brock Coyle),-0.620,-1.440
3,13:44,4,6,LAR 29,20,6,"Johnny Hekker punts 58 yards, returned by Trent Taylor for 16 yards (tackle by Carlos Thompson)",-1.440,-0.870
3,13:31,1,10,SFO 29,20,6,Jimmy Garoppolo pass complete short left to Carlos Hyde for 3 yards (tackle by Cory Littleton),0.870,0.730
3,13:31,2,7,SFO 32,20,6,Carlos Hyde left tackle for 7 yards (tackle by Kevin Peterson),0.730,1.530
3,12:23,1,10,SFO 39,20,6,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 1 yard (tackle by Isaiah Johnson),1.530,1.120
3,11:51,2,9,SFO 40,20,6,Matt Breida left end for 4 yards (tackle by Kevin Peterson and Isaiah Johnson),1.120,0.960
3,11:11,3,5,SFO 44,20,6,Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Kevin Peterson),0.960,-0.460
3,11:04,4,5,SFO 44,20,6,"Bradley Pinion punts 36 yards, returned by Pharoh Cooper for 16 yards (tackle by Kyle Juszczyk). Penalty on Mike Thomas: Illegal Block Above the Waist, 10 yards",-0.460,0.380
3,10:53,1,10,LAR 10,20,6,Malcolm Brown middle for -3 yards (tackle by Sheldon Day),-0.380,-1.000
3,10:27,2,13,LAR 7,20,6,"Penalty on Sean Mannion: False Start, 3 yards (no play)",-1.000,-1.220
3,10:07,2,16,LAR 4,20,6,Malcolm Brown middle for 4 yards (tackle by Reuben Foster and Earl Mitchell),-1.220,-1.650
3,9:24,3,12,LAR 8,20,6,Sean Mannion pass complete short left to Gerald Everett for 6 yards (tackle by Dontae Johnson),-1.650,-2.470
3,8:57,4,6,LAR 14,20,6,"Johnny Hekker punts 49 yards, returned by Trent Taylor for 3 yards (tackle by Kevin Peterson)",-2.470,-1.600
3,8:45,1,10,SFO 40,20,6,Matt Breida left tackle for 11 yards (tackle by Cody Davis and Isaiah Johnson),1.600,2.320
3,8:22,1,10,LAR 49,20,6,Matt Breida middle for no gain (tackle by Morgan Fox),2.320,1.780
3,7:50,2,10,LAR 49,20,6,Jimmy Garoppolo pass incomplete deep left intended for Louis Murphy,1.780,1.090
3,7:43,3,10,LAR 49,20,6,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 16 yards (tackle by John Johnson),1.090,3.380
3,6:55,1,10,LAR 33,20,6,Jimmy Garoppolo pass incomplete short middle intended for George Kittle,3.380,2.840
3,6:50,2,10,LAR 33,20,6,Jimmy Garoppolo pass complete deep left to Garrett Celek for 28 yards (tackle by Cory Littleton and Isaiah Johnson),2.840,6.060
3,6:19,1,5,LAR 5,26,6,"Carlos Hyde left end for 5 yards, touchdown",6.060,7.000
3,6:12,,,LAR 15,27,6,Robbie Gould kicks extra point good,0.000,0.000
3,6:12,,,SFO 35,27,6,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,6:12,1,10,LAR 25,27,6,Malcolm Brown left end for 20 yards (tackle by Greg Mabin and Brock Coyle),0.610,1.930
3,5:32,1,10,LAR 45,27,6,Malcolm Brown middle for 5 yards (tackle by Eli Harold),1.930,2.060
3,4:54,2,5,,27,6,Malcolm Brown left guard for 5 yards (tackle by Tank Carradine),2.060,2.590
3,4:22,1,10,SFO 45,27,6,Sean Mannion pass incomplete short left intended for Malcolm Brown,2.590,2.040
3,4:17,2,10,SFO 45,27,6,"Sean Mannion pass incomplete deep right intended for Lance Dunbar (defended by Reuben Foster). Penalty on Darrell Williams: Face Mask (15 Yards), 15 yards (no play)",2.040,0.020
3,3:46,2,25,LAR 40,27,6,Malcolm Brown right tackle for 5 yards (tackle by Elvis Dumervil),0.020,0.040
3,3:33,3,20,LAR 45,27,6,"Sean Mannion pass complete short right to Gerald Everett for 6 yards (tackle by Ahkello Witherspoon). Gerald Everett fumbles (forced by Ahkello Witherspoon), recovered by K'Waun Williams at SFO-47 (tackle by Gerald Everett)",0.040,-2.060
3,3:33,1,10,SFO 47,27,6,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 14 yards (tackle by Kevin Peterson),2.060,2.980
3,3:00,1,10,LAR 39,27,6,Matt Breida left guard for 7 yards (tackle by Morgan Fox),2.980,3.390
3,2:24,2,3,LAR 32,27,6,Matt Breida middle for 2 yards (tackle by Tanzel Smart),3.390,2.940
3,1:40,3,1,LAR 30,27,6,Carlos Hyde left tackle for 16 yards (tackle by Cody Davis),2.940,4.650
3,1:03,1,10,LAR 14,27,6,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for no gain,4.650,4.000
3,0:22,2,10,LAR 14,27,6,Matt Breida left end for 2 yards (tackle by Kevin Peterson and Isaiah Johnson),4.000,3.430
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,LAR 12,33,6,"Jimmy Garoppolo pass complete short middle to Aldrick Robinson for 12 yards, touchdown",3.430,7.000
4,14:54,,,LAR 15,34,6,Robbie Gould kicks extra point good,0.000,0.000
4,14:54,,,SFO 35,34,6,"Bradley Pinion kicks off 50 yards, returned by Derek Carrier for 13 yards (tackle by Tyvis Powell)",0.000,-0.810
4,14:47,1,10,LAR 28,34,6,Tavon Austin left end for 8 yards (tackle by Adrian Colbert),0.810,1.340
4,14:20,2,2,LAR 36,34,6,Sean Mannion pass incomplete short left intended for Pharoh Cooper (defended by K'Waun Williams),1.340,0.630
4,14:13,3,2,LAR 36,34,6,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (no play)",0.630,1.660
4,14:13,1,10,LAR 41,34,6,Lance Dunbar right end for -2 yards (tackle by Eric Reid),1.660,0.850
4,13:25,2,12,LAR 39,34,6,Lance Dunbar middle for 4 yards (tackle by K'Waun Williams),0.850,0.700
4,12:42,3,8,LAR 43,34,6,Sean Mannion pass complete short left to Josh Reynolds for 11 yards (tackle by Dontae Johnson),0.700,2.520
4,12:04,1,10,SFO 46,34,6,Tavon Austin right end for 6 yards (tackle by Brock Coyle),2.520,2.790
4,11:18,2,4,SFO 40,34,6,Sean Mannion pass complete short right to Derek Carrier for 3 yards (tackle by Eric Reid),2.790,2.480
4,10:31,3,1,SFO 37,34,6,Malcolm Brown middle for no gain (tackle by Cassius Marsh and Brock Coyle),2.480,0.790
4,9:43,4,1,SFO 37,34,6,Sean Mannion middle for 2 yards (tackle by Reuben Foster and Sheldon Day),0.790,3.250
4,9:04,1,10,SFO 35,34,6,Sean Mannion pass complete short middle to Derek Carrier for 7 yards (tackle by K'Waun Williams and Reuben Foster),3.250,3.650
4,8:32,2,3,SFO 28,34,6,Sean Mannion pass complete short middle to Tavon Austin for 9 yards (tackle by Dontae Johnson),3.650,4.310
4,7:58,1,10,SFO 19,34,6,Tavon Austin for 6 yards (tackle by Adrian Colbert),4.310,4.720
4,7:34,2,4,SFO 13,34,6,Sean Mannion pass incomplete short left intended for Lance Dunbar,4.720,3.960
4,7:30,3,4,SFO 13,34,6,Sean Mannion pass complete short left to Josh Reynolds for 5 yards (tackle by Dontae Johnson),3.960,5.370
4,6:47,1,8,SFO 8,34,12,"Lance Dunbar left tackle for 8 yards, touchdown",5.370,7.000
4,6:40,,,SFO 15,34,13,Sam Ficken kicks extra point good,0.000,0.000
4,6:40,,,LAR 35,34,13,"Sam Ficken kicks off 65 yards, touchback",0.000,-0.610
4,6:40,1,10,SFO 25,34,13,Jimmy Garoppolo pass incomplete short middle intended for Kendrick Bourne (defended by Cody Davis),0.610,0.060
4,6:33,2,10,SFO 25,34,13,Carlos Hyde for 5 yards (tackle by Nickell Robey-Coleman),0.060,0.040
4,5:56,3,5,SFO 30,34,13,Jimmy Garoppolo pass incomplete short left intended for Carlos Hyde,0.040,-1.370
4,5:49,4,5,SFO 30,34,13,"Bradley Pinion punts 42 yards, returned by Pharoh Cooper for -1 yards (tackle by Adrian Colbert). Penalty on Gerald Everett: Running Into the Kicker, 5 yards (no play)",-1.370,1.270
4,5:35,1,10,SFO 35,34,13,Carlos Hyde left tackle for 4 yards (tackle by Morgan Fox),1.270,1.260
4,4:56,2,6,SFO 39,34,13,Carlos Hyde middle for 4 yards (tackle by Cameron Lynch),1.260,1.090
4,4:12,3,2,SFO 43,34,13,Jimmy Garoppolo pass complete short right to Matt Breida for 32 yards (tackle by Cody Davis),1.090,3.910
4,4:02,1,10,LAR 25,34,13,"Carlos Hyde middle for 6 yards (tackle by Bryce Hager). Carlos Hyde fumbles (forced by Bryce Hager), recovered by Bryce Hager at LAR-16 (tackle by Carlos Hyde)",3.910,0.140
4,3:48,1,10,LAR 16,34,13,Malcolm Brown middle for 3 yards (tackle by Leon Hall),-0.140,-0.180
4,3:07,2,7,LAR 19,34,13,Malcolm Brown left guard for 3 yards (tackle by Ronald Blair),-0.180,-0.570
4,2:28,3,4,LAR 22,34,13,Sean Mannion sacked by Elvis Dumervil for -5 yards,-0.570,-2.320
4,2:00,4,9,LAR 17,34,13,"Johnny Hekker punts 46 yards, fair catch by Trent Taylor",-2.320,-1.400
4,1:51,1,10,SFO 37,34,13,Carlos Hyde middle for 6 yards (tackle by Cameron Lynch),1.400,1.670
4,1:03,2,4,SFO 43,34,13,Jimmy Garoppolo kneels for no gain,1.670,0.960
4,0:25,3,4,SFO 43,34,13,Jimmy Garoppolo kneels for -1 yards,0.960,-0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
