Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
1,6:49,1,15,NOR 15,0,0,Aaron Brooks pass incomplete intended for Aaron Stecker,-0.310,-1.070
1,6:46,2,15,NOR 15,0,0,Ki-Jana Carter left tackle for 3 yards (tackle by James Darling),-1.070,-1.330
1,6:11,3,12,NOR 18,0,0,"Aaron Brooks sacked by Calvin Pace for -6 yards. Aaron Brooks fumbles (forced by Calvin Pace), recovered by Aaron Brooks at NOR-14",-1.330,-2.470
1,5:49,4,16,NOR 14,0,0,"Mitch Berger punts 54 yards, returned by Karl Williams for 7 yards (tackle by Mel Mitchell)",-2.470,-1.530
1,5:38,1,10,ARI 39,0,0,Josh McCown pass incomplete intended for Emmitt Smith (defended by Charles Grant),1.530,0.990
1,5:34,2,10,ARI 39,0,0,Emmitt Smith left tackle for no gain (tackle by Brian Young),0.990,0.300
1,4:53,3,10,ARI 39,0,0,Josh McCown sacked by Darren Howard for -5 yards,0.300,-1.110
1,4:36,4,15,ARI 34,0,0,Scott Player punts 17 yards,-1.110,-2.190
1,4:26,1,10,NOR 49,0,6,"Aaron Stecker for no gain. Aaron Stecker fumbles, recovered by Adrian Wilson at NOR-35 and returned for 35 yards, touchdown. Penalty on Adrian Wilson: Taunting, 15 yards",2.190,-7.000
1,,,,NOR 2,0,7,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 15,0,7,"Neil Rackers kicks off 76 yards, returned by Michael Lewis for 30 yards (tackle by Gerald Hayes)",0.000,1.530
1,4:10,1,10,NOR 39,0,7,Aaron Brooks pass complete to Michael Lewis for 12 yards (tackle by James Darling),1.530,2.320
1,3:34,1,10,ARI 49,0,7,Aaron Brooks pass complete to Boo Williams for 15 yards (tackle by Ronald McKinnon),2.320,3.310
1,2:49,1,10,ARI 34,0,7,Aaron Stecker right end for 7 yards (tackle by Raynoch Thompson and Ronald McKinnon),3.310,3.720
1,2:07,2,3,ARI 27,0,7,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by Duane Starks),3.720,4.510
1,1:30,1,10,ARI 16,0,7,"Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Adrian Wilson: Defensive Pass Interference, 15 yards (no play)",4.510,6.970
1,1:24,1,1,ARI 1,0,7,Ki-Jana Carter right tackle for no gain (tackle by Adrian Wilson),6.970,5.910
1,0:41,2,1,ARI 1,0,7,Aaron Brooks pass incomplete intended for Aaron Stecker,5.910,5.170
1,0:37,3,1,ARI 1,0,7,"Ki-Jana Carter right end for 1 yard. Penalty on Montrae Holland: Offensive Holding, 10 yards (no play)",5.170,3.120
1,0:32,,,,0,7,Timeout #1 by New Orleans Saints,0.000,3.120
1,0:32,3,11,ARI 11,0,7,Aaron Brooks pass complete to Boo Williams for 9 yards (tackle by Duane Starks),3.120,3.250
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,ARI 2,3,7,John Carney 20 yard field goal good,3.250,3.000
2,,,,NOR 30,3,7,"John Carney kicks off 72 yards, returned by Josh Scobey for 23 yards (tackle by Orlando Ruff)",0.000,0.340
2,14:50,1,10,ARI 21,3,7,"Josh McCown pass incomplete intended for Larry Fitzgerald. Penalty on NOR: Defensive 12 On-field, 5 yards (no play)",0.340,1.070
2,14:44,1,5,ARI 26,3,7,"Josh McCown pass incomplete intended for Lorenzo Diamond. Penalty on Freddie Jones: Offensive Holding, 10 yards (no play)",1.070,-0.220
2,14:39,1,15,ARI 16,3,7,Josh McCown pass complete to Bryant Johnson for 7 yards (tackle by Derrick Rodgers),-0.220,0.070
2,14:04,2,8,ARI 23,3,7,Troy Hambrick up the middle for no gain (tackle by Charles Grant),0.070,-0.630
2,13:21,3,8,ARI 23,3,7,Josh McCown pass incomplete intended for Larry Fitzgerald,-0.630,-1.830
2,13:16,4,8,ARI 23,3,7,"Scott Player punts 53 yards, returned by Michael Lewis for 7 yards (tackle by Adrian Wilson)",-1.830,-1.000
2,13:06,1,10,NOR 31,3,7,Aaron Stecker left tackle for 2 yards (tackle by Russell Davis),1.000,0.730
2,12:38,2,8,NOR 33,3,7,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by David Macklin),0.730,0.830
2,11:55,3,2,NOR 39,3,7,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",0.830,0.170
2,11:29,3,7,NOR 34,3,7,Aaron Brooks pass incomplete intended for Joe Horn,0.170,-1.110
2,11:23,4,7,NOR 34,3,7,"Mitch Berger punts 53 yards, returned by Karl Williams for 3 yards (tackle by Roger Knight)",-1.110,0.140
2,11:10,1,10,ARI 16,3,7,Emmitt Smith up the middle for 5 yards (tackle by Courtney Watson),-0.140,0.150
2,10:31,2,5,ARI 21,3,7,Emmitt Smith up the middle for 9 yards (tackle by Tebucky Jones),0.150,0.940
2,9:52,1,10,ARI 30,3,7,Josh McCown pass complete to Nate Poole for 8 yards (tackle by Fakhir Brown),0.940,1.470
2,9:22,2,2,ARI 38,3,7,Emmitt Smith up the middle for 6 yards (tackle by Jay Bellamy and Brian Young),1.470,1.860
2,8:47,1,10,ARI 44,3,7,Josh McCown pass complete to Freddie Jones for 2 yards (tackle by Courtney Watson),1.860,1.590
2,8:11,2,8,ARI 46,3,7,Emmitt Smith left tackle for 7 yards (tackle by Fakhir Brown and Derrick Rodgers),1.590,1.820
2,7:30,3,1,NOR 47,3,7,Troy Hambrick left tackle for no gain (tackle by Orlando Ruff),1.820,0.130
2,7:02,4,1,NOR 47,3,7,Emmitt Smith up the middle for 6 yards (tackle by Charles Grant),0.130,2.850
2,6:20,1,10,NOR 41,3,7,"Josh McCown pass incomplete intended for Bryant Johnson. Penalty on Tebucky Jones: Defensive Pass Interference, 36 yards (no play)",2.850,6.060
2,6:14,,,,3,7,Timeout #1 by Arizona Cardinals,0.000,6.060
2,6:14,1,5,NOR 5,3,7,"Emmitt Smith up the middle for 3 yards (tackle by Derrick Rodgers). Emmitt Smith fumbles (forced by Derrick Rodgers), recovered by Fakhir Brown at NOR-1",6.060,0.380
2,6:02,1,10,NOR 1,3,7,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by James Darling),-0.380,-0.220
2,5:18,1,10,NOR 15,3,7,Aaron Stecker left end for 6 yards (tackle by Raynoch Thompson),-0.220,0.210
2,4:38,2,4,NOR 21,3,7,Aaron Brooks pass incomplete intended for Ernie Conwell,0.210,-0.630
2,4:35,3,4,NOR 21,3,7,Aaron Stecker up the middle for no gain (tackle by Russell Davis),-0.630,-1.960
2,3:59,4,4,NOR 21,3,7,"Mitch Berger punts 56 yards, returned by Karl Williams for 8 yards (tackle by Mel Mitchell)",-1.960,-1.000
2,3:48,1,10,ARI 31,3,7,Josh McCown pass complete to Larry Fitzgerald for 25 yards (tackle by Jay Bellamy),1.000,2.650
2,3:07,1,10,NOR 44,3,7,Emmitt Smith right tackle for 5 yards (tackle by Derrick Rodgers),2.650,2.780
2,2:20,2,5,NOR 39,3,7,Emmitt Smith left tackle for 16 yards (tackle by Tebucky Jones),2.780,4.040
2,2:00,1,10,NOR 23,3,7,Obafemi Ayanbadejo up the middle for 2 yards (tackle by Courtney Watson),4.040,3.770
2,1:19,2,8,NOR 21,3,13,"Emmitt Smith pass complete to Obafemi Ayanbadejo for 21 yards, touchdown",3.770,7.000
2,,,,NOR 2,3,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,3,14,"Neil Rackers kicks off 67 yards, returned by Michael Lewis for 12 yards (tackle by Michael Stone)",0.000,-0.220
2,1:07,1,10,NOR 15,3,14,"Penalty on Victor Riley: False Start, 5 yards (no play)",-0.220,-0.570
2,1:07,1,15,NOR 10,3,14,Aaron Brooks pass complete to Donte Stallworth for 17 yards (tackle by Duane Starks),-0.570,0.740
2,0:44,1,10,NOR 27,3,14,Aaron Brooks pass complete to Boo Williams for 7 yards (tackle by Bryant Johnson),0.740,1.140
2,0:39,2,3,NOR 34,3,14,"Penalty on Victor Riley: False Start, 5 yards (no play)",1.140,0.470
2,0:39,2,8,NOR 29,3,14,Aaron Brooks pass incomplete intended for Boo Williams,0.470,-0.230
2,0:35,3,8,NOR 29,3,14,Aaron Brooks pass incomplete intended for Boo Williams (defended by James Darling),-0.230,-1.440
2,0:30,4,8,NOR 29,3,14,"Mitch Berger punts 42 yards, returned by Karl Williams for no gain",-1.440,-0.870
2,0:19,1,10,ARI 29,3,14,Emmitt Smith right tackle for no gain (tackle by Johnathan Sullivan),0.870,0.330
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,3,14,"John Carney kicks off 71 yards, returned by Josh Scobey for 29 yards (tackle by Monty Montgomery). Penalty on Ifeanyi Ohalete: Offensive Holding, 10 yards",0.000,0.040
3,15:00,1,10,ARI 18,3,14,Emmitt Smith left tackle for no gain (tackle by James Allen and Courtney Watson),0.040,-0.490
3,14:13,2,10,ARI 18,3,14,Emmitt Smith left tackle for 3 yards (tackle by Courtney Watson),-0.490,-0.790
3,13:30,3,7,ARI 21,3,14,Josh McCown up the middle for 1 yard (tackle by Tebucky Jones),-0.790,-1.900
3,13:11,4,6,ARI 22,9,14,"Scott Player punts no gain, touchdown",-1.900,-7.000
3,,,,ARI 2,10,14,,0.000,0.000
3,,,,NOR 30,10,14,"John Carney kicks off 66 yards, returned by Obafemi Ayanbadejo for 15 yards (tackle by Steve Gleason)",0.000,0.150
3,12:58,1,10,ARI 19,10,14,Josh McCown pass complete to Freddie Jones for 8 yards (tackle by Derrick Rodgers),0.150,0.750
3,12:25,2,2,ARI 27,10,14,Emmitt Smith left tackle for 2 yards (tackle by Derrick Rodgers),0.750,0.870
3,11:40,1,10,ARI 29,10,14,Emmitt Smith up the middle for 16 yards (tackle by Tebucky Jones),0.870,1.930
3,11:00,1,10,ARI 45,10,14,Emmitt Smith left end for no gain (tackle by Derrick Rodgers),1.930,1.380
3,10:18,2,10,ARI 45,10,14,Josh McCown pass incomplete intended for Bryant Johnson,1.380,0.700
3,10:14,,,,10,14,Timeout #1 by Arizona Cardinals,0.000,0.700
3,10:14,3,10,ARI 45,10,14,Josh McCown pass complete to Karl Williams for 7 yards (tackle by Fred Thomas). Penalty on Larry Fitzgerald: Illegal Motion (Declined),0.700,0.070
3,10:06,4,3,NOR 48,10,14,"Scott Player punts 48 yards, touchback",0.070,-0.280
3,9:54,1,10,NOR 20,10,14,Aaron Brooks pass complete to Joe Horn for 7 yards (tackle by Bertrand Berry),0.280,0.680
3,9:20,2,3,NOR 27,10,14,Aaron Brooks up the middle for 5 yards (tackle by Raynoch Thompson),0.680,1.070
3,8:36,1,10,NOR 32,10,14,Aaron Brooks pass incomplete intended for Aaron Stecker,1.070,0.530
3,8:29,2,10,NOR 32,10,14,Aaron Stecker up the middle for 5 yards (tackle by Peppi Zellner),0.530,0.500
3,7:51,3,5,NOR 37,10,14,Aaron Brooks pass complete to Donte Stallworth for 3 yards (tackle by Adrian Wilson),0.500,-0.720
3,7:14,4,2,NOR 40,10,14,"Mitch Berger punts 48 yards, fair catch by Karl Williams",-0.720,0.350
3,7:07,1,10,ARI 12,10,14,Emmitt Smith right tackle for 16 yards (tackle by James Allen),-0.350,0.810
3,6:25,1,10,ARI 28,10,14,Josh McCown sacked by Charles Grant for -11 yards,0.810,-1.360
3,5:56,2,21,ARI 17,10,14,Josh McCown pass complete to Freddie Jones for 26 yards (tackle by Tebucky Jones),-1.360,1.800
3,5:12,1,10,ARI 43,10,14,Troy Hambrick left tackle for 2 yards (tackle by Brian Young),1.800,1.520
3,4:37,2,8,ARI 45,10,14,Troy Hambrick left tackle for 15 yards (tackle by Tebucky Jones),1.520,2.920
3,3:54,1,10,NOR 40,10,14,Josh McCown pass complete to Larry Fitzgerald for 29 yards (tackle by Jay Bellamy),2.920,4.840
3,3:05,1,10,NOR 11,10,14,Obafemi Ayanbadejo up the middle for 2 yards (tackle by Darren Howard),4.840,4.510
3,2:26,2,8,NOR 9,10,14,Josh McCown pass incomplete intended for Bryant Johnson,4.510,3.530
3,2:20,,,,10,14,Timeout #2 by Arizona Cardinals,0.000,3.530
3,2:20,3,8,NOR 9,10,14,Troy Hambrick left end for 1 yard (tackle by Fakhir Brown),3.530,2.960
3,1:34,4,7,NOR 8,10,17,Neil Rackers 26 yard field goal good,2.960,3.000
3,,,,ARI 30,10,17,"Neil Rackers kicks off 70 yards, returned by Michael Lewis for 12 yards (tackle by David Macklin)",0.000,-0.350
3,1:22,1,10,NOR 12,10,17,Aaron Brooks pass complete to Joe Horn for 7 yards (tackle by David Macklin),-0.350,0.100
3,0:50,2,3,NOR 19,10,17,"Aaron Stecker right tackle for 2 yards (tackle by Adrian Wilson and Russell Davis). Penalty on Michael Lewis: Illegal Crackback, 10 yards (no play)",0.100,-1.000
3,0:21,2,13,NOR 9,10,17,Aaron Brooks pass incomplete intended for Michael Lewis,-1.000,-1.770
3,0:15,3,13,NOR 9,10,17,Aaron Brooks pass complete to Aaron Stecker for 6 yards (tackle by Duane Starks),-1.770,-2.440
Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,NOR 15,10,17,Mitch Berger punts 32 yards,-2.440,-2.460
4,14:54,1,10,NOR 47,10,17,Emmitt Smith up the middle for no gain (tackle by Darren Howard),2.460,1.910
4,14:16,2,10,NOR 47,10,17,Josh McCown pass complete to Lorenzo Diamond for 6 yards (tackle by Derrick Rodgers),1.910,2.010
4,13:36,,,,10,17,Timeout #1 by New Orleans Saints,0.000,2.010
4,13:36,3,4,NOR 41,10,17,Josh McCown pass incomplete intended for Bryant Johnson,2.010,0.530
4,13:36,4,4,NOR 41,10,17,"Penalty on Mel Mitchell: Defensive Offside, 5 yards (no play)",0.530,3.180
4,13:28,1,10,NOR 36,10,17,Troy Hambrick up the middle for -2 yards (tackle by Derrick Rodgers and Darren Howard),3.180,2.370
4,12:48,2,12,NOR 38,10,17,Josh McCown pass incomplete intended for Troy Hambrick (defended by Derrick Rodgers),2.370,1.690
4,12:42,3,12,NOR 38,10,17,Josh McCown pass complete to Nate Poole for 14 yards (tackle by Fred Thomas),1.690,3.970
4,12:01,1,10,NOR 24,10,17,Troy Hambrick up the middle for 2 yards (tackle by Shaun Smith),3.970,3.700
4,11:20,2,8,NOR 22,10,17,Troy Hambrick up the middle for 5 yards (tackle by Courtney Watson),3.700,3.750
4,10:36,3,3,NOR 17,10,17,Troy Hambrick up the middle for 2 yards (tackle by Jason Craft),3.750,2.590
4,9:47,,,,10,17,Timeout #3 by Arizona Cardinals,0.000,2.590
4,9:47,4,1,NOR 15,10,20,Neil Rackers 33 yard field goal good,2.590,3.000
4,,,,ARI 30,10,20,"Neil Rackers kicks off 74 yards, returned by Michael Lewis for 25 yards (tackle by LeVar Woods). Penalty on Roger Knight: Offensive Holding, 9 yards",0.000,-0.380
4,9:39,1,10,NOR 8,10,20,"Aaron Brooks pass complete to Donte Stallworth for 12 yards (tackle by Renaldo Hill). Penalty on Montrae Holland: Offensive Holding, 4 yards (no play)",-0.380,-0.530
4,9:08,1,14,NOR 4,10,20,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by David Macklin),-0.530,-1.070
4,9:05,2,14,NOR 4,10,20,Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Wayne Gandy: Offensive Holding (Declined),-1.070,-1.890
4,9:00,3,14,NOR 4,10,20,Aaron Brooks pass complete to Donte Stallworth for 12 yards (tackle by Adrian Wilson),-1.890,-2.390
4,8:22,4,2,NOR 16,10,20,"Mitch Berger punts 48 yards, returned by Karl Williams for 8 yards (tackle by Orlando Ruff)",-2.390,-1.860
4,8:12,1,10,ARI 44,10,20,Emmitt Smith right tackle for 2 yards (tackle by Tebucky Jones),1.860,1.590
4,7:30,2,8,ARI 46,10,20,Josh McCown pass complete to Emmitt Smith for 18 yards (tackle by Courtney Watson),1.590,3.180
4,6:42,1,10,NOR 36,10,20,Troy Hambrick left tackle for 1 yard (tackle by Johnathan Sullivan),3.180,2.770
4,5:56,2,9,NOR 35,10,20,Troy Hambrick left tackle for 6 yards (tackle by Fred Thomas),2.770,2.870
4,5:10,3,3,NOR 29,10,26,"Emmitt Smith up the middle for 29 yards, touchdown",2.870,7.000
4,,,,NOR 2,10,27,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,10,27,"Neil Rackers kicks off 75 yards, touchback",0.000,0.280
4,5:02,1,10,NOR 20,10,27,Aaron Brooks pass complete to Michael Lewis for 11 yards (tackle by Raynoch Thompson),0.280,1.000
4,4:44,1,10,NOR 31,10,27,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",1.000,0.670
4,4:42,1,15,NOR 26,10,27,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by LeVar Woods),0.670,0.320
4,4:25,2,11,NOR 30,10,27,Aaron Brooks pass complete to Donte Stallworth for 7 yards (tackle by Dyshod Carter),0.320,0.560
4,4:02,3,4,NOR 37,10,27,Aaron Brooks pass incomplete intended for Joe Horn,0.560,-0.910
4,3:57,4,4,NOR 37,10,27,Aaron Brooks pass incomplete intended for Donte Stallworth,-0.910,-3.120
4,3:52,1,10,NOR 37,10,27,Troy Hambrick right tackle for 2 yards (tackle by Johnathan Sullivan),3.120,2.840
4,3:11,2,8,NOR 35,10,27,Troy Hambrick right end for 27 yards (tackle by Tebucky Jones and James Allen),2.840,5.370
4,3:03,1,8,NOR 8,10,27,Troy Hambrick up the middle for 6 yards (tackle by Tebucky Jones),5.370,5.720
4,2:20,2,2,NOR 2,10,27,Troy Hambrick left tackle for 1 yard (tackle by Courtney Watson),5.720,5.170
4,2:00,3,1,NOR 1,10,27,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",5.170,4.040
4,2:00,3,6,NOR 6,10,27,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",4.040,3.120
4,2:00,3,11,NOR 11,10,33,"Troy Hambrick left tackle for 11 yards, touchdown",3.120,7.000
4,,,,NOR 2,10,34,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,10,34,"Neil Rackers kicks off 69 yards, returned by Michael Lewis for 21 yards (tackle by Ifeanyi Ohalete)",0.000,0.410
4,1:48,1,10,NOR 22,10,34,Aaron Brooks pass complete to Aaron Stecker for 8 yards (tackle by Renaldo Hill),0.410,0.950
4,1:09,2,2,NOR 30,10,34,Aaron Brooks pass complete to Aaron Stecker for 10 yards (tackle by Ifeanyi Ohalete),0.950,1.600
4,0:43,1,10,NOR 40,10,34,Aaron Brooks pass incomplete intended for Joe Horn,1.600,1.050
4,0:39,2,10,NOR 40,10,34,Aaron Brooks pass incomplete intended for Michael Lewis (defended by Russell Davis),1.050,0.370
4,0:34,3,10,NOR 40,10,34,Aaron Brooks pass incomplete intended for Donte Stallworth,0.370,-0.720
4,0:30,4,10,NOR 40,10,34,"Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by David Macklin). Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",-0.720,-0.390
4,0:25,4,5,NOR 45,10,34,Aaron Brooks pass complete to Boo Williams for 10 yards (tackle by LeVar Woods),-0.390,2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
