Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
1,3:13,1,5,WAS 11,0,7,Shonn Greene right tackle for 2 yards (tackle by London Fletcher and Reed Doughty),5.630,5.160
1,2:29,2,3,WAS 9,0,7,Mark Sanchez pass incomplete short middle intended for Dustin Keller (defended by Barry Cofield),5.160,4.390
1,2:24,3,3,WAS 9,0,7,Mark Sanchez pass complete short right to Plaxico Burress for 8 yards (tackle by O.J. Atogwe),4.390,6.970
1,1:53,1,1,WAS 1,0,7,Shonn Greene right tackle for no gain (tackle by London Fletcher and Perry Riley),6.970,5.910
1,1:19,2,1,WAS 1,6,7,"Shonn Greene left tackle for 1 yard, touchdown",5.910,7.000
1,,,,WAS 2,7,7,Nick Folk kicks extra point good,0.000,0.000
1,,,,NYJ 35,7,7,"Nick Folk kicks off 67 yards, returned by Brandon Banks for 8 yards, lateral to Anthony Armstrong for 28 yards (tackle by Eric Smith)",0.000,1.200
1,1:05,1,10,WAS 34,7,7,Roy Helu up the middle for 2 yards (tackle by Sione Pouha and Ropati Pitoitua),1.200,0.930
1,0:27,2,8,WAS 36,7,7,Rex Grossman pass incomplete short middle intended for Fred Davis,0.930,0.230
1,0:19,3,8,WAS 36,7,7,Rex Grossman pass complete deep middle to Santana Moss for 21 yards (tackle by Jim Leonhard and Darrelle Revis),0.230,2.720
Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 43,7,7,Roy Helu left tackle for 4 yards (tackle by David Harris),2.720,2.720
2,14:22,2,6,NYJ 39,7,7,Roy Helu right end for 22 yards (tackle by Darrelle Revis),2.720,4.440
2,13:40,1,10,NYJ 17,7,7,Roy Helu left end for no gain (tackle by Calvin Pace and Muhammad Wilkerson),4.440,3.850
2,12:59,2,10,NYJ 17,7,7,Rex Grossman pass complete short left to Santana Moss for -1 yards (tackle by Bart Scott and Kyle Wilson),3.850,3.000
2,12:17,3,11,NYJ 18,7,7,Rex Grossman pass complete short middle to Evan Royster for 3 yards (tackle by Calvin Pace),3.000,2.440
2,11:37,4,8,NYJ 15,7,10,Graham Gano 33 yard field goal good,2.440,3.000
2,,,,WAS 35,7,10,"Graham Gano kicks off 65 yards, returned by Joe McKnight for 8 yards (tackle by Byron Westbrook)",0.000,-0.380
2,11:28,1,10,NYJ 8,7,10,Shonn Greene right end for -2 yards (tackle by DeAngelo Hall),-0.380,-0.930
2,10:48,2,12,NYJ 6,7,10,Shonn Greene left guard for 1 yard (tackle by Ryan Kerrigan and London Fletcher),-0.930,-1.540
2,10:04,3,11,NYJ 7,7,10,Mark Sanchez pass complete short middle to Matthew Mulligan for 5 yards (tackle by Dejon Gomes and Barry Cofield),-1.540,-2.490
2,9:41,4,6,NYJ 12,7,10,"T.J. Conley punts 39 yards, fair catch by Brandon Banks. Penalty on Rob Jackson: Offensive Holding, 10 yards",-2.490,-1.530
2,9:32,1,10,WAS 39,7,10,Rex Grossman pass incomplete deep left intended for Fred Davis,1.530,0.990
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
2,9:27,2,10,WAS 39,7,10,Roy Helu right end for 3 yards (tackle by Sione Pouha),0.990,0.700
2,8:48,3,7,WAS 42,7,10,"Rex Grossman pass incomplete deep middle intended for Fred Davis is intercepted by Brodney Pool at NYJ-38 and returned for 21 yards (tackle by Chris Chester). Penalty on Donald Strickland: Illegal Contact, 5 yards (no play)",0.700,2.060
2,8:38,1,10,WAS 47,7,10,Rex Grossman pass incomplete short right intended for Santana Moss (defended by Antonio Cromartie),2.060,1.520
2,8:31,2,10,WAS 47,7,10,Rex Grossman pass incomplete short middle intended for Fred Davis,1.520,0.830
2,8:27,3,10,WAS 47,7,10,Rex Grossman pass incomplete deep right intended for David Anderson,0.830,-0.260
2,8:20,4,10,WAS 47,7,10,"Saverio Rocca punts 37 yards, fair catch by Jeremy Kerley. Penalty on Garrett McIntyre: Running Into the Kicker (Declined)",-0.260,0.140
2,8:12,1,10,NYJ 16,7,10,Mark Sanchez pass complete short middle to Shonn Greene for 8 yards (tackle by Perry Riley and Josh Wilson),-0.140,0.550
2,7:28,2,2,NYJ 24,7,10,Mark Sanchez pass complete short right to Santonio Holmes for 12 yards (tackle by London Fletcher),0.550,1.330
2,6:59,1,10,NYJ 36,7,10,Mark Sanchez pass incomplete short left intended for Joe McKnight,1.330,0.790
2,6:52,2,10,NYJ 36,7,10,Mark Sanchez pass complete short middle to Plaxico Burress for 18 yards (tackle by DeAngelo Hall),0.790,2.520
2,6:07,1,10,WAS 46,7,10,Shonn Greene left tackle for 8 yards (tackle by DeAngelo Hall and London Fletcher),2.520,3.060
2,5:22,2,2,WAS 38,7,10,Shonn Greene right guard for 3 yards (tackle by Rob Jackson and London Fletcher),3.060,3.250
2,4:43,,,,7,10,Timeout #1 by New York Jets,0.000,3.250
2,4:43,1,10,WAS 35,7,10,Mark Sanchez pass incomplete short left intended for Santonio Holmes,3.250,2.700
2,4:38,2,10,WAS 35,7,10,Mark Sanchez pass complete short left to Dustin Keller for 1 yard (tackle by Brian Orakpo),2.700,2.150
2,3:56,3,9,WAS 34,7,10,Mark Sanchez pass complete short right to Jeremy Kerley for 7 yards (tackle by DeAngelo Hall),2.150,1.800
2,3:12,4,2,WAS 27,10,10,Nick Folk 45 yard field goal good,1.800,3.000
2,,,,NYJ 35,10,10,"Nick Folk kicks off 56 yards, returned by Brandon Banks for 11 yards (tackle by Isaiah Trufant)",0.000,0.280
2,3:00,1,10,WAS 20,10,10,Roy Helu right tackle for no gain (tackle by Calvin Pace),0.280,-0.270
2,2:21,2,10,WAS 20,10,10,Rex Grossman pass complete short middle to Fred Davis for 30 yards (tackle by Eric Smith),-0.270,2.260
2,2:00,1,10,,10,10,Rex Grossman pass complete short right to Fred Davis for -1 yards (tackle by David Harris and Antonio Cromartie),2.260,1.580
2,1:22,2,11,WAS 49,10,10,"Rex Grossman pass incomplete. Penalty on Rex Grossman: Intentional Grounding, 10 yards",1.580,-0.430
2,1:16,3,21,WAS 39,10,10,Rex Grossman pass incomplete short right intended for Roy Helu,-0.430,-0.780
2,1:09,4,21,WAS 39,10,10,"Saverio Rocca punts 43 yards, muffed catch by Jeremy Kerley, recovered by Perry Riley and returned for no gain",-0.780,4.370
2,0:59,1,10,NYJ 18,10,10,Rex Grossman pass incomplete short middle intended for David Anderson (defended by Sione Pouha),4.370,3.800
2,0:55,2,10,NYJ 18,10,10,Rex Grossman pass complete short right to Fred Davis for 11 yards (tackle by Jim Leonhard and Brodney Pool),3.800,5.600
2,0:45,,,,10,10,Timeout #1 by Washington Redskins,0.000,5.600
2,0:45,1,7,NYJ 7,10,10,"Penalty on Rex Grossman: Delay of Game, 5 yards (no play)",5.600,4.640
2,0:45,1,12,NYJ 12,10,10,Rex Grossman pass complete short right to Santana Moss for 7 yards (tackle by Josh Mauga and Darrelle Revis),4.640,5.150
2,0:34,,,,10,10,Timeout #2 by Washington Redskins,0.000,5.150
2,0:34,2,5,NYJ 5,10,10,Rex Grossman pass incomplete short middle intended for Santana Moss,5.150,4.260
2,0:28,3,5,NYJ 5,10,10,Rex Grossman pass incomplete short left intended for Roy Helu (defended by Jim Leonhard),4.260,3.010
2,0:24,4,5,NYJ 5,10,13,Graham Gano 23 yard field goal good,3.010,3.000
2,,,,WAS 35,10,13,"Graham Gano kicks off 43 yards, returned by Patrick Turner for no gain",0.000,0.340
2,0:12,1,10,NYJ 21,10,13,Mark Sanchez kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,13,"Graham Gano kicks off 67 yards, returned by Joe McKnight for 17 yards (tackle by Reed Doughty)",0.000,-0.220
3,14:55,1,10,NYJ 15,10,13,"Penalty on Matthew Mulligan: False Start, 5 yards (no play)",-0.220,-0.570
3,14:55,1,15,NYJ 10,10,13,Mark Sanchez pass incomplete short left intended for Plaxico Burress,-0.570,-1.150
3,14:51,2,15,NYJ 10,10,13,"Penalty on Mark Sanchez: Delay of Game, 5 yards (no play)",-1.150,-1.510
3,14:51,2,20,NYJ 5,10,13,Mark Sanchez pass incomplete deep left intended for Plaxico Burress (defended by Ryan Kerrigan),-1.510,-2.590
3,14:45,3,20,NYJ 5,10,13,Mark Sanchez pass complete deep left to Patrick Turner for 6 yards (tackle by O.J. Atogwe and London Fletcher),-2.590,-2.490
3,14:13,4,14,NYJ 11,10,13,T.J. Conley punts 46 yards,-2.490,-1.800
3,14:06,1,10,WAS 43,10,13,Roy Helu right end for 5 yards (tackle by Calvin Pace),1.800,1.930
3,13:28,2,5,WAS 48,10,13,Roy Helu left tackle for -4 yards (tackle by Jamaal Westerman),1.930,0.690
3,12:51,3,9,WAS 44,10,13,Rex Grossman pass incomplete short left intended for Fred Davis,0.690,-0.460
3,12:46,4,9,WAS 44,10,13,"Saverio Rocca punts 38 yards, fair catch by Jim Leonhard",-0.460,-0.040
3,12:38,1,10,NYJ 18,10,13,Shonn Greene right end for no gain (tackle by Ryan Kerrigan and Adam Carriker),0.040,-0.490
3,11:59,2,10,NYJ 18,10,13,Mark Sanchez pass complete short middle to Dustin Keller for 7 yards (tackle by London Fletcher),-0.490,-0.270
3,11:18,3,3,NYJ 25,10,13,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,-0.270,-1.700
3,11:12,4,3,NYJ 25,10,13,"T.J. Conley punts 50 yards, fair catch by Brandon Banks",-1.700,-0.610
3,11:03,1,10,WAS 25,10,13,Rex Grossman sacked by Jamaal Westerman for -6 yards,0.610,-0.810
3,10:33,2,16,WAS 19,10,13,Roy Helu right end for 3 yards (tackle by Calvin Pace and Josh Mauga),-0.810,-1.020
3,9:53,3,13,WAS 22,10,13,Rex Grossman pass incomplete deep middle intended for Jabar Gaffney,-1.020,-1.900
3,9:47,4,13,WAS 22,10,13,"Saverio Rocca punts 39 yards, returned by Jim Leonhard for 14 yards (tackle by Reed Doughty)",-1.900,-2.460
3,9:35,1,10,WAS 47,10,13,Shonn Greene right end for 8 yards (tackle by London Fletcher and Reed Doughty),2.460,2.990
3,8:57,2,2,WAS 39,10,13,Shonn Greene right tackle for 1 yard (tackle by London Fletcher and Brian Orakpo),2.990,2.410
3,8:20,3,1,WAS 38,10,13,John Conner up the middle for 1 yard (tackle by London Fletcher and Adam Carriker),2.410,3.120
3,7:36,1,10,WAS 37,10,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Josh Wilson),3.120,2.570
3,7:28,2,10,WAS 37,10,13,Mark Sanchez pass complete short right to Dustin Keller for 4 yards (tackle by London Fletcher and O.J. Atogwe),2.570,2.410
3,6:46,3,6,WAS 33,10,13,Mark Sanchez pass incomplete short left intended for Dustin Keller,2.410,1.160
3,6:41,4,6,WAS 33,13,13,Nick Folk 51 yard field goal good,1.160,3.000
3,,,,NYJ 35,13,13,"Nick Folk kicks off 65 yards, returned by Brandon Banks for 24 yards (tackle by Josh Mauga)",0.000,0.540
3,6:30,1,10,WAS 24,13,13,Rex Grossman pass incomplete short middle intended for Santana Moss (defended by David Harris),0.540,0.000
3,6:25,2,10,WAS 24,13,13,"Roy Helu left guard for 4 yards (tackle by Marcus Dixon). Roy Helu fumbles (forced by Marcus Dixon), recovered by Eric Smith at WAS-29 (tackle by Trent Williams)",0.000,-3.640
,,,,,,,"NYJ challenged the fumble ruling, and the original play was overturned.",,
3,6:22,1,10,WAS 29,13,13,Jeremy Kerley right tackle for 6 yards (tackle by Adam Carriker),3.640,3.910
3,5:46,2,4,WAS 23,13,13,Shonn Greene left end for 1 yard (tackle by Adam Carriker),3.910,3.340
3,5:07,3,3,WAS 22,13,13,Mark Sanchez pass complete short left to John Conner for no gain,3.340,2.090
3,4:24,4,3,WAS 22,13,13,Nick Folk 40 yard field goal no good,2.090,-0.940
3,4:19,1,10,WAS 30,13,13,Roy Helu left end for 8 yards (tackle by Antonio Cromartie),0.940,1.470
3,3:54,2,2,WAS 38,13,13,Roy Helu left tackle for 1 yard (tackle by Marcus Dixon),1.470,0.890
3,3:13,3,1,WAS 39,13,13,Rex Grossman pass incomplete short left intended for Jabar Gaffney (defended by Bart Scott),0.890,-0.780
3,3:06,4,1,WAS 39,13,13,"Saverio Rocca punts 38 yards, fair catch by Jim Leonhard",-0.780,-0.480
3,2:59,1,10,NYJ 23,13,13,Mark Sanchez pass incomplete deep middle intended for Plaxico Burress (defended by DeAngelo Hall),0.480,-0.070
3,2:59,2,10,NYJ 23,13,13,Shonn Greene left end for 3 yards (tackle by O.J. Atogwe). Penalty on Patrick Turner: Illegal Formation (Declined),-0.070,-0.360
3,2:23,3,7,NYJ 26,13,13,"Penalty on Kevin Barnes: Unnecessary Roughness, 15 yards (no play)",-0.360,1.660
3,2:06,1,10,NYJ 41,13,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Brian Orakpo),1.660,1.120
3,2:02,2,10,NYJ 41,13,13,"Shonn Greene left end for 4 yards (tackle by DeAngelo Hall and London Fletcher). Penalty on Dustin Keller: Illegal Crackback, 15 yards (no play)",1.120,-0.910
3,1:33,2,25,NYJ 26,13,13,Mark Sanchez pass complete short left to Joe McKnight for 2 yards (tackle by O.J. Atogwe and Ryan Kerrigan),-0.910,-1.290
3,0:45,,,,13,13,Timeout #1 by New York Jets,0.000,-1.290
3,0:45,3,23,NYJ 28,13,13,Mark Sanchez pass incomplete short middle intended for Shonn Greene,-1.290,-1.500
3,0:36,4,23,NYJ 28,13,13,"T.J. Conley punts 52 yards, returned by Brandon Banks for -6 yards (tackle by Garrett McIntyre). Brandon Banks fumbles, ball out of bounds at WAS-14",-1.500,0.280
3,0:20,1,10,WAS 14,13,13,Roy Helu right end for no gain (tackle by David Harris),-0.280,-0.750
Quarter,Time,Down,ToGo,Location,NYJ,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,WAS 14,13,13,Rex Grossman pass complete short left to David Anderson for 13 yards (tackle by David Harris),-0.750,0.740
4,14:41,1,10,WAS 27,13,13,Rex Grossman pass complete short left to Roy Helu for 12 yards (tackle by Bart Scott),0.740,1.530
4,14:12,1,10,WAS 39,13,13,Rex Grossman pass complete short left to Roy Helu for -4 yards (tackle by Bart Scott),1.530,0.450
4,13:29,2,14,WAS 35,13,13,Rex Grossman pass complete short middle to David Anderson for 8 yards (tackle by Jim Leonhard),0.450,0.830
4,12:49,3,6,WAS 43,13,13,Rex Grossman pass complete short left to Fred Davis for 12 yards (tackle by Brodney Pool),0.830,2.590
4,12:11,1,10,NYJ 45,13,13,Roy Helu right end for 5 yards (tackle by David Harris and Eric Smith),2.590,2.720
4,11:34,2,5,NYJ 40,13,13,Roy Helu left tackle for no gain (tackle by Sione Pouha and Jamaal Westerman),2.720,2.010
4,10:48,3,5,NYJ 40,13,13,Rex Grossman pass incomplete short middle intended for Logan Paulsen,2.010,0.590
4,10:40,4,5,NYJ 40,13,13,"Saverio Rocca punts 29 yards, fair catch by Jim Leonhard",0.590,0.370
4,10:30,1,10,NYJ 11,13,13,Shonn Greene right tackle for 9 yards (tackle by O.J. Atogwe and Perry Riley),-0.370,0.360
4,9:49,2,1,NYJ 20,13,13,Mark Sanchez pass incomplete short middle intended for Dustin Keller,0.360,-0.370
4,9:43,3,1,NYJ 20,13,13,Mark Sanchez pass incomplete short middle intended for Matthew Mulligan (defended by Barry Cofield),-0.370,-2.030
4,9:38,4,1,NYJ 20,13,13,"T.J. Conley punts 36 yards, returned by Brandon Banks for 20 yards (tackle by Eric Smith). Penalty on Tracy Wilson: Ineligible Downfield Kick, 5 yards",-2.030,-3.510
4,9:26,1,10,NYJ 31,13,13,Roy Helu right tackle for 2 yards (tackle by Jamaal Westerman),3.510,3.240
4,8:49,2,8,NYJ 29,13,13,Roy Helu right end for 1 yard (tackle by Bart Scott),3.240,2.680
4,8:03,3,7,NYJ 28,13,13,Rex Grossman pass incomplete deep left intended for David Anderson (defended by Antonio Cromartie),2.680,1.590
4,7:56,4,7,NYJ 28,13,16,Graham Gano 46 yard field goal good,1.590,3.000
4,,,,WAS 35,13,16,"Graham Gano kicks off 45 yards, returned by Josh Baker for 29 yards (tackle by Graham Gano)",0.000,2.190
4,7:46,1,10,NYJ 49,13,16,Mark Sanchez pass complete short middle to Shonn Greene for 8 yards (tackle by Ryan Kerrigan and Perry Riley),2.190,2.730
4,7:46,2,2,WAS 43,13,16,"Penalty on NYJ: Offensive 12 On-field, 5 yards (no play)",2.730,2.050
4,6:55,2,7,WAS 48,13,16,Mark Sanchez up the middle for 3 yards (tackle by London Fletcher),2.050,1.750
4,6:08,,,,13,16,Timeout #2 by New York Jets,0.000,1.750
4,6:08,3,4,WAS 45,13,16,Mark Sanchez pass complete short middle to Shonn Greene for 10 yards (tackle by London Fletcher),1.750,3.250
4,5:32,1,10,WAS 35,13,16,LaDainian Tomlinson right end for 5 yards (tackle by Reed Doughty),3.250,3.380
4,4:57,2,5,WAS 30,19,16,"Mark Sanchez pass complete deep left to Santonio Holmes for 30 yards, touchdown",3.380,7.000
4,,,,WAS 2,20,16,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,20,16,"Nick Folk kicks off 62 yards, returned by Brandon Banks for 17 yards (tackle by Nick Bellore)",0.000,0.280
4,4:43,1,10,WAS 20,20,16,Rex Grossman pass incomplete short middle intended for Santana Moss (defended by Muhammad Wilkerson),0.280,-0.270
4,4:38,2,10,WAS 20,20,16,Rex Grossman pass incomplete short middle intended for Santana Moss,-0.270,-0.960
4,4:33,3,10,WAS 20,20,16,"Rex Grossman sacked by Aaron Maybin for -9 yards. Rex Grossman fumbles (forced by Aaron Maybin), recovered by Calvin Pace at WAS-9 (tackle by Will Montgomery)",-0.960,-5.140
4,4:26,1,9,WAS 9,20,16,Shonn Greene right end for no gain (tackle by Ryan Kerrigan),5.140,4.380
4,3:48,2,9,WAS 9,26,16,"Shonn Greene right tackle for 9 yards, touchdown",4.380,7.000
4,,,,WAS 2,27,16,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,27,16,"Nick Folk kicks off 61 yards, returned by Brandon Banks for 41 yards (tackle by Jamaal Westerman)",0.000,1.930
4,3:31,1,10,WAS 45,27,16,Rex Grossman pass incomplete,1.930,1.380
4,3:24,2,10,WAS 45,27,16,Rex Grossman pass incomplete deep right intended for Jabar Gaffney,1.380,0.700
4,3:18,3,10,WAS 45,27,16,Rex Grossman pass complete short middle to Santana Moss for 11 yards (tackle by Jim Leonhard),0.700,2.650
4,2:47,1,10,NYJ 44,27,16,Rex Grossman pass incomplete short right intended for Fred Davis (defended by Donald Strickland),2.650,2.110
4,2:40,2,10,NYJ 44,27,16,Rex Grossman pass incomplete deep middle intended for Santana Moss,2.110,1.420
4,2:34,3,10,NYJ 44,27,16,Rex Grossman pass complete short right to Donte Stallworth for 14 yards (tackle by Darrelle Revis),1.420,3.580
4,2:24,,,,27,16,Timeout #1 by Washington Redskins,0.000,3.580
4,2:24,1,10,NYJ 30,27,16,Rex Grossman pass complete short middle to Fred Davis for 5 yards (tackle by Calvin Pace and Eric Smith),3.580,3.710
4,2:16,,,,27,16,Timeout #2 by Washington Redskins,0.000,3.710
4,2:16,2,5,NYJ 25,27,16,Rex Grossman pass incomplete deep middle intended for Donte Stallworth,3.710,3.010
4,2:09,3,5,NYJ 25,27,16,Rex Grossman pass incomplete short middle intended for Santana Moss (defended by Kyle Wilson),3.010,1.850
4,2:04,4,5,NYJ 25,27,19,Graham Gano 43 yard field goal good,1.850,3.000
4,,,,WAS 35,27,19,"Graham Gano kicks onside 12 yards, recovered by Antonio Cromartie and returned for 17 yards. Penalty on Lorenzo Alexander: Illegal Formation, 5 yards",0.000,3.910
4,1:59,1,10,WAS 25,33,19,"Shonn Greene right end for 25 yards, touchdown",3.910,7.000
4,,,,WAS 2,34,19,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,34,19,"Nick Folk kicks off 63 yards, returned by Brandon Banks for 16 yards (tackle by Nick Bellore)",0.000,0.040
4,1:41,1,10,WAS 18,34,19,Rex Grossman pass complete short left to Santana Moss for 4 yards (tackle by Kyle Wilson),0.040,0.140
4,1:15,2,6,WAS 22,34,19,Rex Grossman pass incomplete short left intended for Fred Davis,0.140,-0.660
4,1:09,3,6,WAS 22,34,19,Roy Helu left end for 12 yards (tackle by Eric Smith),-0.660,1.200
4,1:05,,,,34,19,Timeout #3 by Washington Redskins,0.000,1.200
4,1:05,1,10,WAS 34,34,19,Rex Grossman pass complete short left to Roy Helu for 26 yards (tackle by Brodney Pool),1.200,2.920
4,0:36,1,10,NYJ 40,34,19,Rex Grossman pass incomplete deep middle intended for Fred Davis is intercepted by Kyle Wilson at NYJ-13 and returned for 3 yards (tackle by Santana Moss),2.920,0.140
4,0:28,1,10,NYJ 16,34,19,Mark Sanchez kneels for -1 yards,-0.140,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
