#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,WAS 18,8,4:39,82,Touchdown
2,1,1:15,WAS 34,9,4:43,51,Field Goal
3,2,9:32,WAS 39,5,1:20,8,Punt
4,2,3:06,WAS 20,5,2:07,19,Punt
5,2,0:59,NYJ 18,6,0:40,13,Field Goal
6,3,14:06,WAS 43,3,1:28,1,Punt
7,3,11:03,WAS 25,3,1:28,-3,Punt
8,3,6:36,WAS 24,2,0:14,4,Fumble
9,3,4:19,WAS 30,3,1:20,9,Punt
10,3,0:20,WAS 14,9,4:50,46,Punt
11,4,9:26,NYJ 31,4,1:34,3,Field Goal
12,4,4:49,WAS 20,3,0:23,-11,Fumble
13,4,3:42,WAS 45,10,1:43,30,Field Goal
14,4,1:47,WAS 18,5,1:19,42,Interception
