Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
1,7:53,1,10,MIA 7,0,0,Jesse Chatman up the middle for 2 yards (tackle by Trent Cole and Quintin Mikell),-0.380,-0.630
1,7:10,2,8,MIA 9,0,0,John Beck pass complete short right to Justin Peelle for 6 yards (tackle by Chris Gocong),-0.630,-0.480
1,6:41,3,2,MIA 15,0,0,John Beck up the middle for 3 yards (tackle by Brodrick Bunkley),-0.480,0.040
1,6:00,1,10,MIA 18,0,0,"John Beck for no gain. John Beck fumbles, ball out of bounds at MIA-11",0.040,-1.290
1,5:16,2,17,MIA 11,0,0,Jesse Chatman left end for 5 yards (tackle by Sheldon Brown),-1.290,-1.500
1,4:29,3,12,MIA 16,0,0,John Beck pass complete deep left to Ted Ginn Jr. for 22 yards (tackle by Sheldon Brown),-1.500,1.470
1,3:44,1,10,MIA 38,0,0,John Beck pass complete deep right to Ted Ginn Jr. for 17 yards (tackle by Brian Dawkins),1.470,2.590
1,3:01,1,10,PHI 45,0,0,Jesse Chatman right end for 17 yards (tackle by Brian Dawkins),2.590,3.710
1,2:15,1,10,PHI 28,0,0,Jesse Chatman up the middle for 2 yards (tackle by Omar Gaither),3.710,3.440
1,1:31,2,8,PHI 26,0,0,"Patrick Cobbs up the middle for no gain (tackle by Omar Gaither and Quintin Mikell). Penalty on MIA: Illegal Shift, 5 yards (no play)",3.440,2.760
1,1:05,2,13,PHI 31,0,0,Patrick Cobbs right tackle for 2 yards (tackle by Quintin Mikell),2.760,2.340
1,0:20,3,11,PHI 29,0,0,John Beck pass incomplete short right intended for Derek Hagan (defended by Lito Sheppard),2.340,1.500
1,0:15,4,11,PHI 29,0,0,Jay Feely 47 yard field goal no good,1.500,-1.400
1,0:11,1,10,PHI 37,0,0,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,1.400,0.860
1,0:06,2,10,PHI 37,0,0,Donovan McNabb pass complete short left to Matt Schobel for 4 yards,0.860,0.700
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,PHI 41,0,0,Donovan McNabb pass incomplete short right intended for Reggie Brown,0.700,-0.650
2,14:55,4,6,PHI 41,6,0,"Saverio Rocca punts 46 yards, returned by Ted Ginn Jr. for 87 yards, touchdown",-0.650,-7.000
2,,,,PHI 2,7,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,MIA 30,7,0,"Jay Feely kicks off 65 yards, returned by J.R. Reed for 27 yards (tackle by Jason Allen)",0.000,1.070
2,14:28,1,10,PHI 32,7,0,Brian Westbrook left end for 36 yards (tackle by Michael Lehan),1.070,3.450
2,13:45,1,10,MIA 32,7,0,Donovan McNabb pass complete short middle to L.J. Smith for 7 yards (tackle by Channing Crowder),3.450,3.850
2,13:12,2,3,MIA 25,7,0,Brian Westbrook up the middle for -4 yards (tackle by Michael Lehan),3.850,2.610
2,12:34,3,7,MIA 29,7,0,Donovan McNabb pass incomplete deep left intended for Kevin Curtis is intercepted by Jason Allen at MIA-2,2.610,0.380
2,12:28,1,10,MIA 2,7,0,Jesse Chatman right guard for 2 yards (tackle by Chris Gocong),-0.380,-0.630
2,11:46,2,8,MIA 4,7,0,John Beck pass incomplete short right intended for Jesse Chatman,-0.630,-1.190
2,11:42,3,8,MIA 4,7,0,Jesse Chatman left tackle for -3 yards (tackle by Trent Cole),-1.190,-2.490
2,10:56,4,11,MIA 1,7,0,"Brandon Fields punts 35 yards, returned by Reno Mahe for no gain",-2.490,-3.180
2,10:43,1,10,MIA 36,7,0,Brian Westbrook right end for 6 yards (tackle by Channing Crowder),3.180,3.450
2,10:04,2,4,MIA 30,7,0,Donovan McNabb right end for 2 yards (tackle by Joey Porter),3.450,3.010
2,9:21,3,2,MIA 28,7,0,Brian Westbrook left end for 12 yards (tackle by Jason Allen),3.010,4.510
2,8:40,1,10,MIA 16,7,0,Brian Westbrook up the middle for no gain (tackle by Vonnie Holliday),4.510,3.900
2,8:02,2,10,MIA 16,7,0,Donovan McNabb pass incomplete short right intended for L.J. Smith,3.900,3.080
2,7:54,3,10,MIA 16,7,0,Donovan McNabb pass incomplete short right intended for Brian Westbrook,3.080,2.380
2,7:48,4,10,MIA 16,7,3,David Akers 34 yard field goal good,2.380,3.000
2,,,,PHI 30,7,3,"David Akers kicks off 45 yards, returned by Patrick Cobbs for 11 yards (tackle by Chris Gocong)",0.000,1.330
2,7:40,1,10,MIA 36,7,3,Jesse Chatman left end for 1 yard (tackle by Chris Gocong),1.330,0.930
2,7:02,2,9,MIA 37,7,3,John Beck pass incomplete,0.930,0.230
2,6:56,3,9,MIA 37,7,3,John Beck pass incomplete short left intended for Derek Hagan (defended by Sheldon Brown),0.230,-0.910
2,6:52,4,9,MIA 37,7,3,Brandon Fields punts 26 yards,-0.910,-1.400
2,6:40,1,10,PHI 37,7,3,Brian Westbrook up the middle for 4 yards (tackle by Cameron Worrell),1.400,1.400
2,6:06,2,6,PHI 41,7,3,A.J. Feeley left guard for 4 yards (tackle by Vonnie Holliday),1.400,1.220
2,5:29,3,2,PHI 45,7,3,Brian Westbrook up the middle for 4 yards (tackle by Joey Porter),1.220,2.190
2,4:51,1,10,PHI 49,7,3,"Penalty on PHI: False Start, 5 yards (no play)",2.190,1.860
2,4:26,1,15,PHI 44,7,3,A.J. Feeley pass complete short right to Greg Lewis for 3 yards (tackle by Joey Porter),1.860,1.380
2,3:51,2,12,PHI 47,7,3,Brian Westbrook left end for 1 yard (tackle by Channing Crowder),1.380,0.830
2,3:12,3,11,PHI 48,7,3,A.J. Feeley pass complete short middle to L.J. Smith for 24 yards (tackle by Joey Porter),0.830,3.710
2,2:35,1,10,MIA 28,7,3,Correll Buckhalter up the middle for 3 yards (tackle by Derreck Robinson),3.710,3.570
2,2:20,,,,7,3,Timeout #1 by Philadelphia Eagles,0.000,3.570
2,2:20,2,7,MIA 25,7,3,A.J. Feeley pass incomplete short right intended for Kevin Curtis (defended by Will Allen),3.570,2.870
2,2:16,3,7,MIA 25,7,3,A.J. Feeley pass incomplete deep right intended for Jason Avant is intercepted by Andre' Goodman at MIA-2 and returned for 5 yards (tackle by Jason Avant),2.870,0.380
2,2:08,1,10,MIA 7,7,3,Jesse Chatman up the middle for 3 yards (tackle by Omar Gaither),-0.380,-0.560
2,1:59,2,7,MIA 10,7,3,John Beck pass incomplete deep left intended for Ted Ginn Jr. (defended by Sheldon Brown),-0.560,-1.070
2,1:53,,,,7,3,Timeout #1 by Miami Dolphins,0.000,-1.070
2,1:52,3,7,MIA 10,7,3,John Beck pass incomplete deep middle intended for Derek Hagan (defended by Sheldon Brown),-1.070,-2.490
2,1:46,4,7,MIA 10,7,3,"Brandon Fields punts 50 yards, returned by Reno Mahe for 10 yards (tackle by Donnie Spragan)",-2.490,-2.260
2,1:34,1,10,,7,3,"A.J. Feeley pass incomplete short right intended for Brian Westbrook. Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",2.260,1.600
2,1:29,1,20,PHI 40,7,3,A.J. Feeley pass incomplete short right intended for Kevin Curtis,1.600,0.360
2,1:23,2,20,PHI 40,7,3,Brian Westbrook right tackle for 5 yards (tackle by Channing Crowder),0.360,0.370
2,0:47,3,15,PHI 45,7,3,A.J. Feeley pass incomplete,0.370,-0.390
2,0:41,4,15,PHI 45,7,3,Saverio Rocca punts 38 yards,-0.390,-0.480
2,0:33,1,10,MIA 23,7,3,Jesse Chatman right tackle for 2 yards (tackle by Brian Dawkins),0.480,0.200
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,3,"Jay Feely kicks off 57 yards, returned by J.R. Reed for 25 yards (tackle by Derek Hagan)",0.000,1.470
3,14:53,1,10,PHI 38,7,3,Brian Westbrook left end for 5 yards (tackle by Rodrique Wright),1.470,1.600
3,14:20,2,5,PHI 43,7,3,A.J. Feeley pass complete short left to Kevin Curtis for 14 yards (tackle by Andre' Goodman),1.600,2.720
3,13:48,1,10,MIA 43,7,3,A.J. Feeley pass complete short right to Reggie Brown for 10 yards (tackle by Michael Lehan),2.720,3.380
3,13:13,1,10,MIA 33,7,3,Brian Westbrook up the middle for no gain (tackle by Derrick Pope),3.380,2.840
3,12:40,2,10,MIA 33,7,3,Brian Westbrook up the middle for 3 yards (tackle by Channing Crowder),2.840,2.540
3,12:05,3,7,MIA 30,7,3,A.J. Feeley pass complete deep left to Kevin Curtis for 17 yards (tackle by Travis Daniels),2.540,4.710
3,11:21,1,10,MIA 13,7,3,"A.J. Feeley sacked by Will Allen for -7 yards. A.J. Feeley fumbles (forced by Will Allen), recovered by Vonnie Holliday at MIA-30. Penalty on Will Allen: Defensive Offside, 5 yards (no play)",4.710,5.860
3,11:17,1,5,MIA 8,7,9,"Correll Buckhalter up the middle for 8 yards, touchdown",5.860,7.000
3,,,,MIA 2,7,10,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,7,10,"David Akers kicks off 42 yards, returned by Patrick Cobbs for 7 yards (tackle by Akeem Jordan)",0.000,1.270
3,11:05,1,10,MIA 35,7,10,Jesse Chatman left end for 8 yards (tackle by Mike Patterson and Omar Gaither),1.270,1.800
3,10:29,2,2,MIA 43,7,10,Jesse Chatman left tackle for 4 yards (tackle by J.R. Reed and Chris Gocong),1.800,2.060
3,9:50,1,10,MIA 47,7,10,Jesse Chatman up the middle for 8 yards (tackle by Brian Dawkins),2.060,2.600
3,9:03,2,2,PHI 45,7,10,John Beck pass incomplete short left intended for Jesse Chatman,2.600,1.880
3,8:57,3,2,PHI 45,7,10,Jesse Chatman left end for no gain (tackle by Juqua Parker),1.880,0.270
3,8:13,4,2,PHI 45,7,10,"Brandon Fields punts 45 yards, touchback",0.270,-0.280
3,8:04,1,10,PHI 20,7,10,A.J. Feeley pass complete short right to Kevin Curtis for 6 yards (tackle by Will Allen),0.280,0.540
3,7:30,2,4,PHI 26,7,10,Brian Westbrook left end for 4 yards (tackle by Channing Crowder),0.540,0.940
3,6:52,1,10,PHI 30,7,10,Brian Westbrook up the middle for no gain (tackle by Cameron Worrell),0.940,0.390
3,6:19,2,10,PHI 30,7,10,A.J. Feeley pass complete short left to L.J. Smith for 9 yards (tackle by Channing Crowder),0.390,0.890
3,5:40,3,1,PHI 39,7,10,Brian Westbrook right tackle for 2 yards (tackle by Derrick Pope),0.890,1.660
3,5:00,1,10,PHI 41,7,10,A.J. Feeley pass incomplete short right intended for L.J. Smith,1.660,1.120
3,4:54,2,10,PHI 41,7,10,Brian Westbrook left end for -1 yards (tackle by Jason Taylor),1.120,0.300
3,4:13,,,,7,10,Timeout #1 by Philadelphia Eagles,0.000,0.300
3,4:13,3,11,PHI 40,7,10,A.J. Feeley pass incomplete short right intended for Reggie Brown,0.300,-0.720
3,4:09,4,11,PHI 40,7,10,Saverio Rocca punts 46 yards,-0.720,0.280
3,3:56,1,10,MIA 14,7,10,John Beck pass complete short right to David Martin for 7 yards (tackle by J.R. Reed),-0.280,0.280
3,3:16,2,3,MIA 21,7,10,Jesse Chatman right end for 17 yards (tackle by Takeo Spikes),0.280,1.470
3,2:35,1,10,MIA 38,7,10,John Beck pass incomplete short middle intended for Jesse Chatman,1.470,0.920
3,2:30,2,10,MIA 38,7,10,Jesse Chatman left end for -1 yards (tackle by Chris Gocong),0.920,0.100
3,1:42,3,11,MIA 37,7,10,John Beck pass incomplete short left intended for Aaron Halterman,0.100,-0.910
3,1:37,4,11,MIA 37,7,10,"Brandon Fields punts 57 yards, returned by Reno Mahe for 17 yards (tackle by Edmond Miles)",-0.910,-0.480
3,1:24,1,10,PHI 23,7,10,Brian Westbrook for 3 yards (tackle by Jason Allen),0.480,0.340
3,0:56,2,7,PHI 26,7,10,Brian Westbrook left end for 16 yards (tackle by Jason Allen),0.340,1.730
3,0:16,1,10,PHI 42,7,10,Brian Westbrook left tackle for 23 yards (tackle by Jason Allen),1.730,3.250
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 35,7,10,Brian Westbrook right end for 9 yards (tackle by Channing Crowder),3.250,3.920
4,14:21,2,1,MIA 26,7,10,Correll Buckhalter up the middle for 8 yards (tackle by Channing Crowder),3.920,4.370
4,13:40,1,10,MIA 18,7,10,A.J. Feeley pass complete short left to Kevin Curtis for 9 yards (tackle by Michael Lehan),4.370,5.420
4,13:04,2,1,MIA 9,7,10,Brian Westbrook right tackle for 2 yards (tackle by Cameron Worrell),5.420,5.600
4,12:24,1,7,MIA 7,7,10,Brian Westbrook up the middle for 3 yards (tackle by Channing Crowder),5.600,5.340
4,11:45,2,4,MIA 4,7,10,A.J. Feeley pass complete to Brian Westbrook for no gain,5.340,4.490
4,11:06,3,4,MIA 4,7,16,"A.J. Feeley pass complete short right to Jason Avant for 4 yards, touchdown. Penalty on L.J. Smith: Personal Foul, 15 yards",4.490,7.000
4,,,,MIA 2,7,17,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 15,7,17,"David Akers kicks off 64 yards, returned by Ted Ginn Jr. for 23 yards (tackle by Nick Graham)",0.000,1.860
4,10:54,1,10,MIA 44,7,17,John Beck pass complete short left to Ted Ginn Jr. for 3 yards (tackle by Sheldon Brown),1.860,1.720
4,10:21,2,7,MIA 47,7,17,John Beck pass complete deep middle to Marty Booker for 19 yards (tackle by Takeo Spikes),1.720,3.310
4,9:44,1,10,PHI 34,7,17,"Penalty on Vernon Carey: False Start, 5 yards (no play)",3.310,2.980
4,9:22,1,15,PHI 39,7,17,John Beck pass incomplete intended for Ted Ginn Jr.,2.980,2.090
4,9:19,2,15,PHI 39,7,17,John Beck pass complete short right to Justin Peelle for 21 yards (tackle by Omar Gaither),2.090,4.370
4,8:46,1,10,PHI 18,7,17,Jesse Chatman up the middle for 17 yards (tackle by Joselio Hanson),4.370,6.970
4,8:17,,,,7,17,Timeout #2 by Philadelphia Eagles,0.000,6.970
4,8:17,1,1,PHI 1,7,17,Jesse Chatman up the middle for -1 yards (tackle by Trent Cole),6.970,5.720
4,7:33,2,2,PHI 2,7,17,John Beck pass incomplete short right intended for Aaron Halterman (defended by Takeo Spikes),5.720,4.950
4,7:28,3,2,PHI 2,7,17,Jesse Chatman left tackle for 1 yard (tackle by Takeo Spikes),4.950,3.550
4,6:45,,,,7,17,Timeout #1 by Miami Dolphins,0.000,3.550
4,6:45,4,1,PHI 1,7,17,Jesse Chatman right end for -13 yards (tackle by Juqua Parker),3.550,0.280
4,6:40,1,10,PHI 14,7,17,Brian Westbrook right tackle for 3 yards (tackle by Derrick Pope),-0.280,-0.370
4,5:57,2,7,PHI 17,7,17,A.J. Feeley pass complete short middle to Reggie Brown for 8 yards (tackle by Cameron Worrell),-0.370,0.610
4,5:12,1,10,PHI 25,7,17,Brian Westbrook right tackle for 5 yards (tackle by Will Allen),0.610,0.740
4,4:28,2,5,PHI 30,7,17,A.J. Feeley pass complete short right to L.J. Smith for 4 yards (tackle by Jason Allen),0.740,0.560
4,3:46,3,1,PHI 34,7,17,Brian Westbrook right end for 2 yards (tackle by Joey Porter),0.560,1.330
4,3:01,1,10,PHI 36,7,17,Brian Westbrook up the middle for 3 yards (tackle by Cameron Worrell),1.330,1.200
4,2:57,,,,7,17,Timeout #2 by Miami Dolphins,0.000,1.200
4,2:57,2,7,PHI 39,7,17,Brian Westbrook right end for no gain (tackle by Rodrique Wright),1.200,0.500
4,2:51,,,,7,17,Timeout #3 by Miami Dolphins,0.000,0.500
4,2:51,3,7,PHI 39,7,17,A.J. Feeley pass complete short right to Thomas Tapeh for 8 yards (tackle by Channing Crowder),0.500,2.060
4,2:45,1,10,PHI 47,7,17,Brian Westbrook right end for -2 yards (tackle by Joey Porter),2.060,1.250
4,2:00,2,12,PHI 45,7,17,Brian Westbrook right tackle for no gain (tackle by Channing Crowder),1.250,0.560
4,1:17,3,12,PHI 45,7,17,A.J. Feeley left end for 3 yards (tackle by Derrick Pope),0.560,-0.190
4,0:26,,,,7,17,Timeout #3 by Philadelphia Eagles,0.000,-0.190
4,0:25,4,9,PHI 48,7,17,Saverio Rocca punts 39 yards,-0.190,0.320
4,0:19,1,10,MIA 13,7,17,John Beck pass complete short left to Jesse Chatman for 4 yards (tackle by Darren Howard),-0.320,-0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
