Quarter,Time,Down,ToGo,Location,WAS,LAC,Detail,EPB,EPA
1,5:21,2,10,LAC 29,0,3,Philip Rivers pass complete short middle to Hunter Henry for 14 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Pass Interference (Declined),0.330,1.800
1,4:54,1,10,LAC 43,0,3,"Melvin Gordon middle for 5 yards (tackle by Matthew Ioannidis and Zach Vigil). Penalty on Ryan Anderson: Unnecessary Roughness, 15 yards",1.800,3.120
1,4:32,1,10,WAS 37,0,3,Melvin Gordon left tackle for 4 yards (tackle by Junior Galette),3.120,3.110
1,3:51,2,6,WAS 33,0,3,"Philip Rivers pass complete short right to Travis Benjamin for 14 yards (tackle by Josh Norman). Penalty on Josh Norman: Face Mask (15 Yards), 10 yards",3.110,5.140
1,3:20,1,9,WAS 9,0,3,Melvin Gordon middle for 1 yard (tackle by Zach Vigil),5.140,4.570
1,2:40,2,8,WAS 8,0,9,"Philip Rivers pass complete short right to Hunter Henry for 8 yards, touchdown",4.570,7.000
1,2:34,,,WAS 15,0,10,Travis Coons kicks extra point good,0.000,0.000
1,2:34,,,LAC 35,0,10,"Travis Coons kicks off 65 yards, touchback",0.000,-0.610
1,2:34,1,10,WAS 25,0,10,Kirk Cousins pass incomplete deep left intended for Vernon Davis is intercepted by Kyle Emanuel at LAC-48 and returned for 23 yards,0.610,-3.640
1,2:22,1,10,WAS 29,0,10,Philip Rivers pass incomplete short right intended for Antonio Gates,3.640,3.100
1,2:17,2,10,WAS 29,0,10,Philip Rivers pass complete deep left to Keenan Allen for 21 yards (tackle by Quinton Dunbar),3.100,5.370
1,1:32,1,8,WAS 8,0,10,Melvin Gordon right tackle for 3 yards (tackle by Zach Vigil and Matthew Ioannidis),5.370,5.150
1,0:50,2,5,WAS 5,0,10,Philip Rivers pass complete short right to Keenan Allen for 2 yards,5.150,4.720
1,0:10,3,3,WAS 3,0,10,Philip Rivers pass incomplete short right intended for Keenan Allen,4.720,3.040
1,0:06,4,3,WAS 3,0,13,Travis Coons 21 yard field goal good,3.040,3.000
1,0:03,,,LAC 35,0,13,"Travis Coons kicks off 61 yards, returned by Bashaud Breeland for 19 yards (tackle by Chris McCain)",0.000,-0.480
Quarter,Time,Down,ToGo,Location,WAS,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 23,0,13,Samaje Perine right end for 4 yards (tackle by Trevor Williams),0.480,0.470
2,14:29,2,6,WAS 27,0,13,Kirk Cousins pass complete short middle to Ryan Grant for 28 yards (tackle by Jahleel Addae),0.470,2.590
2,13:51,1,10,LAC 45,0,13,Samaje Perine left guard for 8 yards (tackle by Joey Bosa),2.590,3.120
2,13:16,2,2,LAC 37,0,13,Samaje Perine left tackle for no gain (tackle by Kyle Emanuel and Melvin Ingram),3.120,2.410
2,12:32,3,2,LAC 37,0,13,Kirk Cousins pass incomplete deep left intended for Vernon Davis (defended by Rayshawn Jenkins),2.410,0.790
2,12:25,4,2,LAC 37,0,13,Kirk Cousins pass complete short right to Niles Paul for 15 yards (tackle by Desmond King and Jahleel Addae),0.790,4.110
2,11:43,1,10,LAC 22,0,13,Samaje Perine middle for 1 yard (tackle by Tenny Palepoi and Denzel Perryman),4.110,3.700
2,11:07,2,9,LAC 21,0,13,Samaje Perine middle for -2 yards (tackle by Tenny Palepoi and Desmond King),3.700,2.740
2,10:20,3,11,LAC 23,6,13,"Kirk Cousins pass complete deep right to Vernon Davis for 23 yards, touchdown",2.740,7.000
2,10:13,,,LAC 15,6,13,Nick Rose kicks extra point no good,0.000,-1.000
2,10:13,,,WAS 35,6,13,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
2,10:13,1,10,LAC 25,6,19,"Philip Rivers pass complete deep middle to Tyrell Williams for 75 yards, touchdown",0.610,7.000
2,10:02,,,WAS 15,6,20,Travis Coons kicks extra point good,0.000,0.000
2,10:02,,,LAC 35,6,20,"Travis Coons kicks off 60 yards, returned by Bashaud Breeland for 35 yards (tackle by Travis Coons)",0.000,-1.600
2,9:56,1,10,WAS 40,6,20,Samaje Perine right tackle for 6 yards (tackle by Joey Bosa),1.600,1.860
2,9:18,2,4,WAS 46,6,20,Samaje Perine middle for -2 yards (tackle by Melvin Ingram and Denzel Perryman),1.860,0.890
2,8:36,3,6,WAS 44,6,20,Kirk Cousins pass complete short middle to Josh Doctson for 13 yards (tackle by Casey Hayward),0.890,2.720
2,7:53,1,10,LAC 43,6,20,Samaje Perine right tackle for 2 yards (tackle by Trevor Williams),2.720,2.450
2,7:18,2,8,LAC 41,6,20,Kirk Cousins pass complete short right to Samaje Perine for 4 yards (tackle by Adrian Phillips),2.450,2.280
2,6:36,3,4,LAC 37,6,20,Kirk Cousins pass incomplete short right intended for Jamison Crowder,2.280,0.790
2,6:31,4,4,LAC 37,6,20,Kirk Cousins pass incomplete deep right intended for Vernon Davis,0.790,-1.400
2,6:26,1,10,LAC 37,6,20,Philip Rivers pass complete short left to Keenan Allen for 16 yards (tackle by Quinton Dunbar),1.400,2.460
2,5:50,1,10,WAS 47,6,20,Travis Benjamin for 22 yards (tackle by Deshazor Everett),2.460,3.910
2,5:09,1,10,WAS 25,6,20,Austin Ekeler right guard for 3 yards (tackle by D.J. Swearinger and Evander Hood),3.910,3.770
2,4:35,2,7,WAS 22,6,20,Austin Ekeler right tackle for 7 yards (tackle by Kendall Fuller and Zach Vigil),3.770,4.580
2,4:02,1,10,WAS 15,6,20,Melvin Gordon left end for no gain (tackle by Zach Vigil and Anthony Lanier),4.580,3.950
2,3:17,2,10,WAS 15,6,20,Philip Rivers sacked by Anthony Lanier for -3 yards,3.950,2.890
2,2:31,3,13,WAS 18,6,20,Philip Rivers pass incomplete short middle intended for Hunter Henry (defended by Quinton Dunbar),2.890,2.250
2,2:26,4,13,WAS 18,6,23,Travis Coons 36 yard field goal good,2.250,3.000
2,2:23,,,LAC 35,6,23,"Travis Coons kicks off 62 yards, returned by Bashaud Breeland for 18 yards (tackle by Nick Dzubnar)",0.000,-0.340
2,2:16,1,10,WAS 21,6,23,Samaje Perine right tackle for 10 yards (tackle by Tre Boston and Adrian Phillips),0.340,1.000
2,2:00,1,10,WAS 31,6,23,Kirk Cousins pass incomplete deep right intended for Vernon Davis,1.000,0.460
2,1:55,2,10,WAS 31,6,23,Kirk Cousins pass complete short middle to Josh Doctson for 8 yards (tackle by Denzel Perryman),0.460,0.830
2,1:36,3,2,WAS 39,6,23,Kirk Cousins pass incomplete short middle intended for Josh Doctson (defended by Casey Hayward),0.830,-0.780
2,1:33,4,2,WAS 39,6,23,"Tress Way punts 46 yards, fair catch by Travis Benjamin",-0.780,0.220
2,1:25,1,10,LAC 15,6,23,Philip Rivers pass incomplete short right intended for Melvin Gordon. Penalty on Dan Feeney: Offensive Holding (Declined),-0.220,-0.710
2,1:21,2,10,LAC 15,6,23,Philip Rivers pass complete short middle to Keenan Allen for 15 yards (tackle by Deshazor Everett),-0.710,0.940
2,1:00,1,10,LAC 30,6,23,Philip Rivers sacked by Matthew Ioannidis for -5 yards,0.940,0.000
2,0:43,,,,,,Timeout #1 by Los Angeles Chargers,0.000,0.280
2,0:43,2,15,LAC 25,6,23,Melvin Gordon middle for 10 yards (tackle by Ryan Kerrigan and Zach Brown),-0.280,0.370
2,0:21,3,5,LAC 35,6,23,Philip Rivers pass complete short left to Hunter Henry for 8 yards (tackle by Zach Vigil),0.370,0.000
2,0:19,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.800
2,0:19,1,10,LAC 43,6,23,Philip Rivers pass complete deep left to Tyrell Williams for 20 yards (tackle by Deshazor Everett). Penalty on Matthew Ioannidis: Defensive Offside (Declined),1.800,3.120
2,0:13,1,10,WAS 37,6,23,Philip Rivers pass incomplete short left intended for Austin Ekeler,3.120,0.000
2,0:08,,,,,,Timeout #1 by Washington Redskins,0.000,-2.570
2,0:08,2,10,WAS 37,6,23,Austin Ekeler middle for 33 yards (tackle by Deshazor Everett and Quinton Dunbar),2.570,0.940
Quarter,Time,Down,ToGo,Location,WAS,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,6,23,"Travis Coons kicks off 61 yards, returned by Bashaud Breeland for 16 yards (tackle by Nick Dzubnar)",0.000,-0.280
3,14:54,1,10,WAS 20,6,23,Samaje Perine middle for 2 yards (tackle by Melvin Ingram and Adrian Phillips),0.280,0.000
3,14:17,2,8,WAS 22,6,23,"Kirk Cousins for 5 yards. Penalty on Jahleel Addae: Illegal Use of Hands, 5 yards, Penalty on Desmond King: Illegal Use of Hands (Declined)",0.000,1.070
3,13:45,1,10,WAS 32,6,23,Samaje Perine middle for 5 yards (tackle by Corey Liuget and Denzel Perryman),1.070,1.200
3,13:13,2,5,WAS 37,6,23,Kirk Cousins pass incomplete deep left intended for Jamison Crowder,1.200,0.500
3,13:10,3,5,WAS 37,6,23,Kirk Cousins right guard for 3 yards (tackle by Chris McCain),0.500,-0.720
3,12:35,4,2,WAS 40,6,23,Tress Way punts 56 yards,-0.720,0.380
3,12:26,1,10,LAC 4,6,23,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by D.J. Swearinger),-0.380,-0.780
3,12:21,2,10,LAC 4,6,23,Melvin Gordon right guard for 9 yards (tackle by Zach Vigil and Evander Hood),-0.780,-0.370
3,11:39,3,1,LAC 13,6,23,Melvin Gordon middle for 2 yards (tackle by Evander Hood and Deshazor Everett),-0.370,-0.220
3,10:59,1,10,LAC 15,6,23,Melvin Gordon left end for 2 yards (tackle by Zach Brown),-0.220,-0.440
3,10:17,2,8,LAC 17,6,23,Philip Rivers pass incomplete short right intended for Jeff Cumberland,-0.440,-1.120
3,10:12,3,8,LAC 17,6,23,Philip Rivers pass complete short left to Travis Benjamin for 7 yards (tackle by Kendall Fuller),-1.120,-1.770
3,9:34,4,1,LAC 24,6,23,"Drew Kaser punts 61 yards, returned by Jamison Crowder for 1 yard (tackle by Austin Ekeler). Penalty on Josh Harvey-Clemons: Offensive Holding, 7 yards",-1.770,0.380
3,9:21,1,10,WAS 8,6,23,Samaje Perine left end for 1 yard (tackle by Trevor Williams and Darius Philon),-0.380,-0.710
3,8:50,2,9,WAS 9,6,23,Kirk Cousins pass complete short right to Samaje Perine for 1 yard (tackle by Desmond King),-0.710,-1.190
3,8:06,3,8,WAS 10,6,23,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (no play)",-1.190,-0.600
3,8:01,3,3,WAS 15,6,23,Kirk Cousins pass incomplete short right intended for Josh Doctson,-0.600,-2.440
3,7:53,4,3,WAS 15,6,23,"Tress Way punts 40 yards, fair catch by Travis Benjamin",-2.440,-1.930
3,7:46,1,10,LAC 45,6,23,Melvin Gordon middle for 3 yards (tackle by Josh Norman and Zach Brown),1.930,1.790
3,7:09,2,7,LAC 48,6,23,Philip Rivers pass complete deep right to Keenan Allen for 51 yards (tackle by Josh Norman),1.790,6.970
3,6:20,1,1,WAS 1,6,29,"Melvin Gordon middle for 1 yard, touchdown",6.970,7.000
3,6:17,,,WAS 15,6,30,Travis Coons kicks extra point good,0.000,0.000
3,6:17,,,LAC 35,6,30,"Travis Coons kicks off 63 yards, returned by Niles Paul for 18 yards (tackle by Austin Ekeler)",0.000,-0.280
3,6:11,1,10,WAS 20,6,30,Samaje Perine left end for 1 yard (tackle by Adrian Phillips and Brandon Mebane),0.280,-0.130
3,5:26,2,9,WAS 21,6,30,Kirk Cousins pass complete short middle to Samaje Perine for 6 yards (tackle by Denzel Perryman and Desmond King),-0.130,-0.030
3,4:50,3,3,WAS 27,6,30,Kirk Cousins pass incomplete deep left intended for Josh Doctson,-0.030,-1.570
3,4:43,4,3,WAS 27,6,30,"Tress Way punts 32 yards, out of bounds",-1.570,-1.660
3,4:36,1,10,LAC 41,6,30,"Philip Rivers pass incomplete deep left intended for Keenan Allen. Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",1.660,1.000
3,4:30,1,20,LAC 31,6,30,Philip Rivers pass complete short left to Melvin Gordon for 5 yards (tackle by Zach Brown),1.000,0.450
3,3:50,2,15,LAC 36,6,30,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",0.450,-0.230
3,3:26,2,20,LAC 31,6,30,Philip Rivers pass incomplete short left intended for Hunter Henry (defended by Deshazor Everett),-0.230,-0.890
3,3:20,3,20,LAC 31,6,30,Melvin Gordon middle for 2 yards (tackle by Zach Brown and Deshazor Everett),-0.890,-1.180
3,2:44,4,18,LAC 33,6,30,"Drew Kaser punts 47 yards, returned by Jamison Crowder for 2 yards (tackle by Austin Ekeler)",-1.180,-0.410
3,2:33,1,10,WAS 22,6,30,Kirk Cousins pass incomplete short right intended for Vernon Davis (defended by Desmond King),0.410,-0.130
3,2:29,2,10,WAS 22,6,30,Samaje Perine middle for 3 yards (tackle by Desmond King),-0.130,-0.430
3,1:52,3,7,WAS 25,6,30,Kirk Cousins sacked by Desmond King for -6 yards,-0.430,-2.140
3,1:07,4,13,WAS 19,6,30,"Tress Way punts 51 yards, returned by Travis Benjamin for no gain. Penalty on Korey Toomer: Face Mask (15 Yards), 15 yards, Penalty on Austin Ekeler: Illegal Block Above the Waist (Declined)",-2.140,0.220
3,0:57,1,10,LAC 15,6,30,"Melvin Gordon right guard for 6 yards (tackle by Zach Brown). Penalty on Evander Hood: Unnecessary Roughness, 15 yards",-0.220,1.330
3,0:26,1,10,LAC 36,6,30,Melvin Gordon middle for 3 yards (tackle by Anthony Lanier),1.330,1.200
Quarter,Time,Down,ToGo,Location,WAS,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,LAC 39,6,30,Philip Rivers pass incomplete short right intended for Travis Benjamin (defended by Josh Norman),1.200,0.500
4,14:55,3,7,LAC 39,6,30,Philip Rivers pass incomplete short middle intended for Travis Benjamin,0.500,-0.780
4,14:51,4,7,LAC 39,6,30,"Drew Kaser punts 49 yards, returned by Jamison Crowder for 10 yards (tackle by Nick Dzubnar)",-0.780,-0.410
4,14:38,1,10,WAS 22,6,30,Kirk Cousins pass complete short left to Josh Doctson for 13 yards (tackle by Desmond King and Casey Hayward),0.410,1.270
4,13:57,1,10,WAS 35,6,30,Kirk Cousins pass complete short right to Jamison Crowder for 5 yards (tackle by Desmond King and Denzel Perryman),1.270,1.400
4,13:45,2,5,WAS 40,6,30,Kirk Cousins pass complete short middle to Brian Quick for 7 yards (tackle by Denzel Perryman),1.400,2.060
4,13:38,1,10,WAS 47,6,30,Kirk Cousins pass complete short left to Samaje Perine for -4 yards (tackle by Adrian Phillips),2.060,0.980
4,12:33,2,14,WAS 43,6,30,Kirk Cousins sacked by Corey Liuget and Melvin Ingram for -9 yards,0.980,-0.890
4,11:55,3,23,WAS 34,6,30,Kirk Cousins pass complete short right to Jamison Crowder for 11 yards (tackle by Tre Boston),-0.890,-0.390
4,11:21,4,12,WAS 45,6,30,"Tress Way punts 27 yards, out of bounds",-0.390,-0.810
4,11:11,1,10,LAC 28,6,30,Melvin Gordon right guard for 1 yard (tackle by Stacy McGee),0.810,0.400
4,10:27,2,9,LAC 29,6,30,Melvin Gordon middle for 8 yards (tackle by Martrell Spaight and Deshazor Everett),0.400,0.760
4,9:42,3,1,LAC 37,6,30,Derek Watt middle for 2 yards (tackle by Deshazor Everett),0.760,1.530
4,8:58,1,10,LAC 39,6,30,Melvin Gordon left guard for 5 yards (tackle by Ryan Anderson),1.530,1.660
4,8:15,2,5,LAC 44,6,30,Melvin Gordon left end for 1 yard (tackle by Ryan Anderson),1.660,1.090
4,7:33,3,4,LAC 45,6,30,Kellen Clemens pass incomplete short left intended for Mike Williams,1.090,-0.390
4,7:29,4,4,LAC 45,6,30,"Drew Kaser punts 55 yards, touchback",-0.390,-0.280
4,7:20,1,10,WAS 20,6,30,LeShun Daniels right tackle for 4 yards (tackle by Tenny Palepoi),0.280,0.270
4,6:57,2,6,WAS 24,6,30,Kirk Cousins pass incomplete short right intended for Brian Quick (defended by Damion Square),0.270,-0.430
4,6:53,3,6,WAS 24,6,30,Kirk Cousins pass incomplete short middle intended for Jamison Crowder,-0.430,-1.770
4,6:45,4,6,WAS 24,6,30,"Tress Way punts 50 yards, returned by Travis Benjamin for 47 yards (tackle by Quinton Dunbar)",-1.770,-3.780
4,6:29,1,10,WAS 27,6,30,Andre Williams middle for 2 yards (tackle by Evander Hood),3.780,3.500
4,5:47,2,8,WAS 25,6,30,Andre Williams middle for 5 yards (tackle by Stacy McGee),3.500,3.470
4,5:06,3,3,WAS 20,6,30,Kellen Clemens pass complete short left to Mike Williams for 3 yards (tackle by Bashaud Breeland),3.470,4.440
4,4:25,1,10,WAS 17,6,30,Andre Williams left guard for 5 yards (tackle by Zach Vigil and Bashaud Breeland),4.440,4.690
4,3:39,2,5,WAS 12,6,30,Andre Williams right end for 3 yards (tackle by Ryan Anderson and D.J. Swearinger),4.690,4.570
4,2:55,3,2,WAS 9,12,30,"Kellen Clemens pass incomplete short left intended for Mike Williams is intercepted by Bashaud Breeland at WAS-4 and returned for 96 yards, touchdown",4.570,-7.000
4,,,,LAC 15,13,30,Nick Rose kicks extra point good,,
4,2:36,,,WAS 35,13,30,"Nick Rose kicks off 63 yards, returned by Desmond King for 20 yards (tackle by Brian Quick)",0.000,-0.410
4,2:31,1,10,LAC 22,13,30,Andre Williams left guard for -2 yards (tackle by Anthony Lanier and Stacy McGee),0.410,-0.400
4,2:00,2,12,LAC 20,13,30,Andre Williams left tackle for 7 yards (tackle by Martrell Spaight and Deshazor Everett),-0.400,-0.160
4,1:17,3,5,LAC 27,13,30,Andre Williams left end for 3 yards (tackle by A.J. Francis and Quinton Dunbar),-0.160,-1.370
4,0:32,4,2,LAC 30,13,30,"Drew Kaser punts 52 yards, fair catch by Jamison Crowder",-1.370,-0.040
4,0:25,1,10,WAS 18,13,30,LeShun Daniels right guard for 8 yards (tackle by Desmond King and Michael Davis),0.040,0.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
