#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 20,14,7:01,78,Field Goal
2,1,6:11,NYG 28,4,1:30,72,Touchdown
3,1,2:40,NYG 47,3,1:22,-19,Punt
4,2,8:46,NYG 32,16,7:08,67,Field Goal
5,2,1:10,NYG 37,8,1:03,45,Field Goal
6,3,13:27,NYG 41,3,1:21,59,Touchdown
7,3,10:00,NYG 18,3,1:24,1,Interception
8,3,8:36,NYG 17,4,2:48,22,Punt
9,3,4:43,NYG 37,8,4:10,30,Field Goal
10,4,14:11,TEN 35,7,2:49,11,Field Goal
11,4,9:30,TEN 45,3,1:01,2,Punt
12,4,5:26,NYG 29,3,2:11,7,Punt
13,4,0:55,NYG 36,2,0:55,-3,End of Game
