Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
1,8:04,4,2,TEN 2,3,0,Josh Brown 20 yard field goal good,3.250,3.000
1,8:04,,,NYG 35,3,0,"Josh Brown kicks off 53 yards, returned by Antonio Andrews for 18 yards (tackle by Nat Berhe)",0.000,-0.940
1,7:54,1,10,TEN 30,3,0,Bishop Sankey right guard for 3 yards (tackle by Jason Pierre-Paul and Cullen Jenkins),0.940,0.800
1,7:10,2,7,TEN 33,3,0,Bishop Sankey left guard for 3 yards (tackle by Charles Brown),0.800,0.500
1,6:27,3,4,TEN 36,3,0,Zach Mettenberger pass incomplete short right intended for Dexter McCluster,0.500,-0.980
1,6:23,4,4,TEN 36,3,0,"Brett Kern punts 52 yards, returned by Odell Beckham for 16 yards (tackle by George Wilson)",-0.980,-0.810
1,6:11,1,10,NYG 28,3,0,Eli Manning pass complete deep middle to Odell Beckham for 50 yards (tackle by Jason McCourty),0.810,4.110
1,5:22,1,10,TEN 22,3,0,Eli Manning pass complete short right to Odell Beckham for 7 yards (tackle by Jason McCourty),4.110,4.650
1,4:50,2,3,TEN 15,3,0,Eli Manning pass incomplete short right intended for Odell Beckham,4.650,4.650
1,4:47,2,3,TEN 15,3,0,Timeout #1 by New York Giants,4.650,3.930
1,4:47,3,3,TEN 15,9,0,"Eli Manning pass complete short left to Odell Beckham for 15 yards, touchdown",3.930,7.000
1,4:47,,,TEN 2,10,0,Josh Brown kicks extra point good,0.000,0.000
1,4:47,,,NYG 35,10,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,4:41,1,10,TEN 20,10,0,Zach Mettenberger pass complete short right to Delanie Walker for no gain,0.280,-0.270
1,4:04,2,10,TEN 20,10,0,Zach Mettenberger pass complete short right to Derek Hagan for 5 yards,-0.270,-0.300
1,3:33,3,5,TEN 25,10,0,Zach Mettenberger sacked by Jameel McClain for -6 yards,-0.300,-2.140
1,2:54,4,11,TEN 19,10,0,"Brett Kern punts 55 yards, returned by Odell Beckham for 21 yards (tackle by Avery Williamson)",-2.140,-2.060
1,2:40,1,10,NYG 47,10,0,Andre Williams right tackle for -1 yards (tackle by Quentin Groves),2.060,1.380
1,2:00,2,11,NYG 46,10,0,Eli Manning pass incomplete short left intended for Kevin Ogletree (defended by Brandon Harris),1.380,0.700
1,1:55,3,11,NYG 46,10,0,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",0.700,0.040
1,1:55,3,16,NYG 41,10,0,"Eli Manning pass complete short left to Odell Beckham for 2 yards (tackle by Brandon Harris). Penalty on Odell Beckham: Unsportsmanlike Conduct, 15 yards",0.040,-1.500
1,1:29,4,29,NYG 28,10,0,"Steve Weatherford punts 45 yards, returned by Dexter McCluster for 4 yards (tackle by Zak DeOssie)",-1.500,-1.000
1,1:18,1,10,TEN 31,16,0,"Zach Mettenberger sacked by Devon Kennard for -6 yards. Zach Mettenberger fumbles (forced by Devon Kennard), recovered by Markus Kuhn at TEN-26 and returned for 26 yards, touchdown",1.000,-7.000
1,1:07,,,TEN 2,17,0,Josh Brown kicks extra point good,0.000,0.000
1,1:07,,,NYG 35,17,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,1:07,1,10,TEN 20,17,0,Bishop Sankey up the middle for 3 yards (tackle by Devon Kennard),0.280,0.140
1,0:35,2,7,TEN 23,17,0,Bishop Sankey up the middle for 3 yards (tackle by Stevie Brown and Jason Pierre-Paul),0.140,-0.160
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,TEN 26,17,0,Zach Mettenberger pass complete short left to Dexter McCluster for 12 yards (tackle by Charles Brown),-0.160,1.470
2,14:22,1,10,TEN 38,17,0,Zach Mettenberger pass incomplete deep right intended for Delanie Walker,1.470,0.920
2,14:16,2,10,TEN 38,17,0,Zach Mettenberger pass complete short middle to Delanie Walker for 7 yards (tackle by Devon Kennard),0.920,1.160
2,13:38,3,3,TEN 45,17,0,"Zach Mettenberger pass complete short right to Nate Washington for 7 yards. Penalty on Terren Jones: Illegal Use of Hands, 10 yards (no play)",1.160,-0.160
2,13:09,3,13,TEN 35,17,0,Zach Mettenberger pass complete short middle to Kris Durham for 12 yards (tackle by Jameel McClain),-0.160,-0.160
2,12:28,3,13,TEN 35,17,0,Timeout #1 by Tennessee Titans,-0.160,-0.260
2,12:28,4,1,TEN 47,17,0,Zach Mettenberger pass complete short right to Karl Klug for 9 yards (tackle by Jameel McClain),-0.260,2.650
2,11:45,1,10,NYG 44,17,0,Zach Mettenberger pass complete short middle to Bishop Sankey for -1 yards (tackle by Devon Kennard),2.650,1.980
2,11:14,2,11,NYG 45,17,0,Zach Mettenberger pass complete short left to Nate Washington for 14 yards (tackle by Charles Brown),1.980,3.510
2,10:47,1,10,NYG 31,17,0,Zach Mettenberger pass complete short right to Bishop Sankey for 3 yards (tackle by Jameel McClain),3.510,3.370
2,10:19,2,7,NYG 28,17,0,Bishop Sankey right guard for 2 yards (tackle by Devon Kennard),3.370,2.940
2,9:37,3,5,NYG 26,17,0,Zach Mettenberger pass complete short left to Derek Hagan for 2 yards (tackle by Antrel Rolle),2.940,1.970
2,8:52,4,3,NYG 24,17,0,Ryan Succop 42 yard field goal no good,1.970,-1.070
2,8:46,1,10,NYG 32,17,0,Eli Manning pass complete short right to Larry Donnell for 11 yards (tackle by Wesley Woodyard),1.070,1.800
2,8:02,1,10,NYG 43,17,0,Andre Williams left tackle for -3 yards (tackle by Jurrell Casey and Avery Williamson),1.800,0.850
2,7:22,2,13,NYG 40,17,0,Eli Manning pass complete short middle to Larry Donnell for 9 yards (tackle by Wesley Woodyard),0.850,1.350
2,6:42,3,4,NYG 49,17,0,Eli Manning pass complete short right to Odell Beckham for 6 yards,1.350,2.590
2,6:18,1,10,TEN 45,17,0,Andre Williams left tackle for 4 yards (tackle by Brandon Harris),2.590,2.580
2,5:43,2,6,TEN 41,17,0,Eli Manning pass incomplete deep right intended for Rueben Randle,2.580,1.880
2,5:38,3,6,TEN 41,17,0,Eli Manning pass complete short left to Odell Beckham for 7 yards (tackle by Jason McCourty),1.880,3.310
2,5:07,1,10,TEN 34,17,0,Eli Manning pass incomplete,3.310,2.770
2,5:02,2,10,TEN 34,17,0,Rashad Jennings up the middle for 1 yard (tackle by George Wilson),2.770,2.210
2,4:23,3,9,TEN 33,17,0,"Penalty on Karl Klug: Neutral Zone Infraction, 5 yards (no play)",2.210,2.870
2,4:00,3,4,TEN 28,17,0,Eli Manning pass complete short left to Preston Parker for 13 yards (tackle by Brandon Harris),2.870,4.580
2,3:26,1,10,TEN 15,17,0,Eli Manning pass complete short right to Odell Beckham for 6 yards (tackle by Brandon Harris),4.580,5.030
2,2:44,2,4,TEN 9,17,0,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by Marqueston Huff),5.030,6.280
2,2:00,1,4,TEN 4,17,0,Andre Williams right guard for 3 yards (tackle by Wesley Woodyard),6.280,6.280
2,1:55,1,4,TEN 4,17,0,Timeout #2 by Tennessee Titans,6.280,5.910
2,1:55,2,1,TEN 1,17,0,Andre Williams up the middle for no gain (tackle by Avery Williamson),5.910,5.910
2,1:48,2,1,TEN 1,17,0,Timeout #3 by Tennessee Titans,5.910,5.170
2,1:48,3,1,TEN 1,17,0,Eli Manning pass incomplete short middle intended for Daniel Fells,5.170,3.550
2,1:43,4,1,TEN 1,20,0,Josh Brown 19 yard field goal good,3.550,3.000
2,1:43,,,NYG 35,20,0,"Josh Brown kicks off 65 yards, touchback. Penalty on Paul Hazel: Offside on Free Kick, 5 yards",0.000,-0.610
2,1:38,1,10,TEN 25,20,0,"Zach Mettenberger sacked by Jason Pierre-Paul for -8 yards. Zach Mettenberger fumbles (forced by Jason Pierre-Paul), recovered by Leon Washington at TEN-17. Penalty on Byron Stingily: Illegal Use of Hands (Declined)",0.610,-1.150
2,1:38,2,18,TEN 17,20,0,Leon Washington up the middle for 5 yards (tackle by Antrel Rolle),-1.150,-1.150
2,1:21,2,18,TEN 17,20,0,Timeout #2 by New York Giants,-1.150,-1.020
2,1:21,3,13,TEN 22,20,0,Zach Mettenberger pass incomplete short left intended for Delanie Walker,-1.020,-1.900
2,1:17,4,13,TEN 22,20,0,"Brett Kern punts 41 yards, fair catch by Odell Beckham",-1.900,-1.400
2,1:10,1,10,NYG 37,20,0,Eli Manning pass complete short left to Andre Williams for 7 yards (tackle by Jason McCourty),1.400,1.800
2,1:04,2,3,NYG 44,20,0,Eli Manning pass complete short left to Andre Williams for 8 yards (tackle by Jason McCourty),1.800,2.390
2,1:04,1,10,TEN 48,20,0,Andre Williams left tackle for 13 yards (tackle by Michael Griffin),2.390,3.250
2,0:34,1,10,TEN 35,20,0,Eli Manning pass complete deep right to Preston Parker for 17 yards,3.250,4.370
2,0:27,1,10,TEN 18,20,0,Eli Manning pass incomplete short right intended for Odell Beckham,4.370,3.800
2,0:21,2,10,TEN 18,20,0,Eli Manning pass incomplete short right intended for Orleans Darkwa (defended by Dontay Moch),3.800,3.050
2,0:16,3,10,TEN 18,20,0,Eli Manning pass incomplete deep middle intended for Kevin Ogletree,3.050,2.250
2,0:12,4,10,TEN 18,23,0,Josh Brown 36 yard field goal good,2.250,3.000
2,0:12,,,NYG 35,23,0,Josh Brown kicks off 39 yards,0.000,-0.670
2,0:03,1,10,TEN 26,23,0,"Zach Mettenberger kneels for no gain. Penalty on Chris Spencer: False Start, 5 yards (no play)",0.670,0.340
2,0:03,1,15,TEN 21,23,0,Zach Mettenberger kneels for -1 yards,0.340,-0.680
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,23,0,"Josh Brown kicks off 67 yards, returned by Antonio Andrews for 22 yards (tackle by Kerry Wynn)",0.000,0.280
3,14:53,1,10,TEN 20,23,0,Bishop Sankey right tackle for 7 yards (tackle by Johnathan Hankins),0.280,0.680
3,14:20,2,3,TEN 27,23,0,Bishop Sankey left guard for no gain (tackle by Jameel McClain),0.680,-0.030
3,13:43,3,3,TEN 27,23,0,Zach Mettenberger pass incomplete short right intended for Delanie Walker,-0.030,-1.570
3,13:39,4,3,TEN 27,23,0,"Brett Kern punts 51 yards, returned by Odell Beckham for 4 yards (tackle by Brandon Harris). Penalty on Marqueston Huff: Face Mask (15 Yards), 15 yards",-1.570,-1.660
3,13:27,1,10,NYG 41,23,0,Andre Williams up the middle for 4 yards (tackle by Jurrell Casey),1.660,1.660
3,12:56,2,6,NYG 45,23,0,Andre Williams up the middle for 5 yards (tackle by Ropati Pitoitua),1.660,1.620
3,12:15,3,1,,29,0,"Andre Williams left tackle for 50 yards, touchdown",1.620,7.000
3,12:15,,,TEN 2,30,0,Josh Brown kicks extra point good,0.000,0.000
3,12:15,,,NYG 35,30,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,12:06,1,10,TEN 20,30,0,Zach Mettenberger pass complete deep left to Derek Hagan for 26 yards (tackle by Jameel McClain),0.280,1.990
3,11:31,1,10,TEN 46,30,0,Bishop Sankey up the middle for 4 yards (tackle by Jason Pierre-Paul),1.990,1.990
3,10:50,2,6,,30,0,Bishop Sankey left guard for no gain (tackle by Jameel McClain),1.990,1.290
3,10:14,3,6,,30,0,Zach Mettenberger pass incomplete short right intended for Derek Hagan,1.290,-0.060
3,10:09,4,6,,30,0,"Brett Kern punts 32 yards, fair catch by Rueben Randle",-0.060,-0.040
3,10:00,1,10,NYG 18,30,0,Eli Manning pass complete short right to Andre Williams for 1 yard (tackle by George Wilson),0.040,-0.320
3,9:30,2,9,NYG 19,30,0,Andre Williams left guard for no gain (tackle by Wesley Woodyard),-0.320,-1.040
3,8:46,3,9,NYG 19,30,6,"Eli Manning pass incomplete short left intended for Larry Donnell is intercepted by Marqueston Huff at NYG-23 and returned for 23 yards, touchdown",-1.040,-7.000
3,8:36,,,NYG 2,30,7,Ryan Succop kicks extra point good,0.000,0.000
3,8:36,,,TEN 35,30,7,"Ryan Succop kicks off 68 yards, returned by Preston Parker for 20 yards (tackle by Zaviar Gooden)",0.000,0.060
3,8:29,1,10,NYG 17,30,7,Andre Williams up the middle for 13 yards (tackle by Michael Griffin and George Wilson),-0.060,0.940
3,7:53,1,10,NYG 30,30,7,Andre Williams up the middle for 2 yards (tackle by Al Woods and Jurrell Casey),0.940,0.660
3,7:21,2,8,NYG 32,30,7,Andre Williams left guard for 7 yards (tackle by Michael Griffin),0.660,0.890
3,6:46,3,1,NYG 39,30,7,Eli Manning pass complete short right to Adrien Robinson for no gain,0.890,-0.780
3,5:57,4,1,NYG 39,30,7,"Steve Weatherford punts 61 yards, touchback",-0.780,-0.280
3,5:48,1,10,TEN 20,30,7,Zach Mettenberger pass incomplete deep left intended for Dexter McCluster,0.280,-0.270
3,5:42,2,10,TEN 20,30,7,Zach Mettenberger pass complete short right to Dexter McCluster for -2 yards (tackle by Jameel McClain),-0.270,-1.330
3,5:01,3,12,TEN 18,30,7,Zach Mettenberger pass incomplete short right intended for Chase Coffman,-1.330,-2.240
3,4:54,4,12,TEN 18,30,7,"Brett Kern punts 53 yards, returned by Odell Beckham for 8 yards (tackle by Zaviar Gooden)",-2.240,-1.400
3,4:43,1,10,NYG 37,30,7,Eli Manning pass complete short left to Odell Beckham for 6 yards (tackle by Jason McCourty),1.400,1.670
3,4:02,2,4,NYG 43,30,7,Andre Williams left guard for 5 yards (tackle by George Wilson and Avery Williamson),1.670,1.670
3,3:16,2,4,NYG 43,30,7,Timeout #1 by New York Giants,1.670,2.130
3,3:16,1,10,NYG 48,30,7,Odell Beckham right end for 9 yards (tackle by Michael Griffin),2.130,2.800
3,2:42,2,1,TEN 43,30,7,Andre Williams right tackle for 6 yards (tackle by Michael Griffin),2.800,3.120
3,2:02,1,10,TEN 37,30,7,Andre Williams right guard for -3 yards (tackle by Sammie Lee Hill),3.120,2.170
3,1:24,2,13,TEN 40,30,7,Eli Manning pass complete short left to Odell Beckham for 7 yards (tackle by Jason McCourty),2.170,2.410
3,0:45,3,6,TEN 33,30,7,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Brandon Harris),2.410,1.160
3,0:38,4,6,TEN 33,33,7,Josh Brown 52 yard field goal good,1.160,3.000
3,0:38,,,NYG 35,33,7,"Josh Brown kicks off 64 yards, returned by Antonio Andrews for 23 yards (tackle by Nat Berhe)",0.000,-0.540
3,0:27,1,10,TEN 24,33,7,Zach Mettenberger sacked by Damontre Moore for -5 yards,0.540,-0.740
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,TEN 19,33,7,Zach Mettenberger pass complete short right to Delanie Walker for 8 yards (tackle by Antrel Rolle),-0.740,-0.300
4,14:19,3,7,TEN 27,33,7,"Zach Mettenberger pass incomplete short right intended for Delanie Walker is intercepted by Dominique Rodgers-Cromartie at TEN-36 and returned for 36 yards. Penalty on Damontre Moore: Unnecessary Roughness, 15 yards, Penalty on Antrel Rolle: Unsportsmanlike Conduct (Declined)",-0.300,-3.250
4,14:11,1,10,TEN 35,33,7,"Eli Manning pass complete short right to Henry Hynoski for 2 yards (tackle by Avery Williamson). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",3.250,2.590
4,13:41,1,20,TEN 45,33,7,Andre Williams up the middle for 6 yards (tackle by George Wilson),2.590,2.160
4,13:06,2,14,TEN 39,33,7,Eli Manning pass incomplete short right intended for Andre Williams. Penalty on Weston Richburg: Ineligible Downfield Pass (Declined),2.160,1.490
4,12:59,3,14,TEN 39,33,7,Eli Manning pass complete short right to Rashad Jennings for 17 yards (tackle by Michael Griffin),1.490,4.110
4,12:14,1,10,TEN 22,33,7,Eli Manning pass complete short left to Preston Parker for 3 yards (tackle by Brandon Harris),4.110,3.970
4,11:37,2,7,TEN 19,33,7,Eli Manning pass incomplete short right intended for Andre Williams,3.970,3.260
4,11:33,3,7,TEN 19,33,7,Eli Manning pass incomplete short middle intended for Larry Donnell,3.260,2.180
4,11:33,4,7,TEN 19,33,7,"Penalty on Steve Weatherford: Delay of Game, 5 yards (no play)",2.180,1.870
4,11:27,4,12,TEN 24,36,7,Josh Brown 42 yard field goal good,1.870,3.000
4,11:27,,,NYG 35,36,7,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,11:22,1,10,TEN 20,36,7,Zach Mettenberger pass incomplete short left intended for Bishop Sankey,0.280,-0.270
4,11:17,2,10,TEN 20,36,7,Zach Mettenberger pass complete deep left to Nate Washington for 30 yards (tackle by Stevie Brown),-0.270,2.260
4,10:46,1,10,,36,7,Zach Mettenberger pass incomplete short right intended for Delanie Walker,2.260,1.710
4,10:41,2,10,,36,7,Zach Mettenberger sacked by Devon Kennard for -9 yards,1.710,-0.160
4,10:13,3,19,TEN 41,36,7,Jake Locker pass complete short left to Derek Hagan for 18 yards (tackle by Quintin Demps),-0.160,0.530
,,,,,,,"TEN challenged the first down ruling, and the play was upheld.",,
4,9:34,4,1,NYG 41,36,7,"Penalty on Chris Spencer: False Start, 4 yards (no play)",0.530,0.270
4,9:34,4,5,NYG 45,36,7,Jake Locker sacked by Marcus Harris for -10 yards,0.270,-2.590
4,9:30,1,10,TEN 45,36,7,Eli Manning pass incomplete deep middle intended for Odell Beckham,2.590,2.040
4,9:22,2,10,TEN 45,36,7,Andre Williams right guard for 2 yards (tackle by Derrick Morgan and Wesley Woodyard),2.040,1.620
4,8:42,3,8,TEN 43,36,7,Eli Manning pass incomplete short right intended for Kevin Ogletree,1.620,0.400
4,8:37,4,8,TEN 43,36,7,"Steve Weatherford punts 39 yards, fair catch by Dexter McCluster",0.400,0.380
4,8:29,1,10,TEN 4,36,7,Jake Locker pass complete short left to Nate Washington for 12 yards (tackle by Charles Brown),-0.380,-0.140
4,7:59,1,10,TEN 16,36,7,Jake Locker pass complete short left to Derek Hagan for 13 yards (tackle by Charles Brown),-0.140,0.870
4,7:32,1,10,TEN 29,36,7,Leon Washington up the middle for 4 yards (tackle by Markus Kuhn),0.870,0.870
4,7:05,2,6,TEN 33,36,7,Jake Locker pass complete short right to Kris Durham for 12 yards (tackle by Quintin Demps),0.870,1.930
4,6:43,1,10,TEN 45,36,7,Jake Locker pass complete short right to Delanie Walker for 12 yards (tackle by Antrel Rolle),1.930,2.720
4,6:08,1,10,NYG 43,36,7,Jake Locker pass complete short left to Derek Hagan for -2 yards (tackle by Marcus Harris),2.720,1.910
4,5:37,2,12,NYG 45,36,7,Jake Locker pass incomplete deep middle intended for Delanie Walker is intercepted by Quintin Demps at NYG-19 and returned for 10 yards,1.910,-0.870
4,5:26,1,10,NYG 29,36,7,Andre Williams right end for 7 yards (tackle by Michael Griffin),0.870,1.270
4,4:43,2,3,NYG 36,36,7,Andre Williams right tackle for no gain (tackle by Ropati Pitoitua and Wesley Woodyard),1.270,0.560
4,4:06,3,3,NYG 36,36,7,Orleans Darkwa up the middle for no gain (tackle by George Wilson),0.560,-0.980
4,3:23,4,3,NYG 36,36,7,"Steve Weatherford punts 41 yards, fair catch by Dexter McCluster",-0.980,-0.480
4,3:15,1,10,TEN 23,36,7,Jake Locker pass complete short right to Leon Washington for 2 yards (tackle by Jason Pierre-Paul and Markus Kuhn),0.480,0.200
4,2:44,2,8,TEN 25,36,7,Jake Locker pass complete short left to Kris Durham for 6 yards (tackle by Marcus Harris),0.200,0.300
4,2:18,3,2,TEN 31,36,7,"Jake Locker up the middle for 7 yards. Penalty on Charles Brown: Unnecessary Roughness, 15 yards",0.300,2.460
4,2:09,1,10,NYG 47,36,7,Jake Locker up the middle for 21 yards (tackle by Nat Berhe),2.460,3.840
4,2:00,1,10,NYG 26,36,7,Jake Locker pass complete short right to Leon Washington for 8 yards (tackle by Quintin Demps),3.840,4.450
4,1:32,2,2,NYG 18,36,7,Jake Locker sacked by Jason Pierre-Paul for -7 yards,4.450,2.740
4,1:05,3,9,NYG 25,36,7,Jake Locker pass incomplete short right intended for Leon Washington,2.740,1.800
4,1:00,4,9,NYG 25,36,7,Jake Locker sacked by Damontre Moore for -10 yards,1.800,-1.330
4,0:55,1,10,NYG 36,36,7,Ryan Nassib kneels for -2 yards,1.330,0.520
4,0:22,2,12,NYG 34,36,7,Ryan Nassib kneels for -1 yards,0.520,-0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
