0,1
Game Info,Game Info
Won Toss,Packers (deferred)
Roof,outdoors
Surface,grass
Duration,3:14
Attendance,70464
Weather,"44 degrees, relative humidity 47%, wind 10 mph"
Vegas Line,Green Bay Packers -16.0
Over/Under,45.5 (under)
