Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
1,9:57,1,10,TEN 36,0,7,Jake Locker pass complete deep left to Damian Williams for 25 yards (tackle by Darrin Walls),1.330,2.980
1,9:16,1,10,NYJ 39,0,7,Chris Johnson right guard for 2 yards (tackle by Sheldon Richardson and Demario Davis),2.980,2.710
1,8:41,2,8,NYJ 37,0,7,Jake Locker pass complete short left to Collin Mooney for 3 yards (tackle by Demario Davis),2.710,2.410
1,8:02,3,5,NYJ 34,0,7,Jake Locker pass complete short left to Damian Williams for 12 yards (tackle by Darrin Walls),2.410,4.110
1,7:27,1,10,NYJ 22,0,7,Jake Locker sacked by Calvin Pace for -3 yards,4.110,3.160
1,6:55,2,13,NYJ 25,0,7,Jake Locker pass complete short middle to Kendall Wright for 4 yards (tackle by Kyle Wilson),3.160,3.010
1,6:09,3,9,NYJ 21,0,7,"Jake Locker pass incomplete deep left intended for Damian Williams. Penalty on Darrin Walls: Defensive Holding, 5 yards (no play)",3.010,4.510
1,6:05,1,10,NYJ 16,0,7,Chris Johnson left tackle for no gain (tackle by Demario Davis),4.510,3.900
1,5:27,2,10,NYJ 16,0,7,Chris Johnson up the middle for 3 yards (tackle by David Harris),3.900,3.540
1,4:48,3,7,NYJ 13,0,7,Jake Locker pass complete short left to Kendall Wright for 5 yards (tackle by Dawan Landry),3.540,2.990
1,4:23,4,2,NYJ 8,0,10,Rob Bironas 26 yard field goal good,2.990,3.000
1,4:23,,,TEN 35,0,10,"Rob Bironas kicks off 65 yards, touchback. Penalty on Ben Obomanu: Unnecessary Roughness, 10 yards",0.000,0.380
1,4:20,1,10,NYJ 10,0,10,Geno Smith pass complete deep right to Jeremy Kerley for 16 yards (tackle by Jason McCourty),-0.380,0.670
1,3:54,1,10,NYJ 26,0,10,Geno Smith sacked by Ropati Pitoitua for -8 yards,0.670,-1.050
1,3:15,2,18,NYJ 18,0,10,Bilal Powell left guard for 3 yards (tackle by Zach Brown),-1.050,-1.220
1,2:39,3,15,NYJ 21,0,10,"Penalty on Jurrell Casey: Neutral Zone Infraction, 5 yards (no play)",-1.220,-0.560
1,2:22,3,10,NYJ 26,0,10,Geno Smith pass complete deep middle to Santonio Holmes for 25 yards (tackle by Jason McCourty),-0.560,2.320
1,1:51,1,10,TEN 49,0,10,Bilal Powell left guard for 9 yards (tackle by Michael Griffin and Alterraun Verner),2.320,3.000
1,1:18,2,1,TEN 40,0,10,Bilal Powell left tackle for 8 yards (tackle by Michael Griffin and Akeem Ayers),3.000,3.450
1,0:45,1,10,TEN 32,0,10,Geno Smith pass incomplete short middle intended for Kellen Winslow,3.450,2.900
1,0:40,2,10,TEN 32,0,10,Geno Smith pass incomplete deep right intended for Jeremy Kerley,2.900,2.210
1,0:32,3,10,TEN 32,0,10,Geno Smith pass complete short right to Tommy Bohanon for 5 yards (tackle by Jason McCourty and Coty Sensabaugh),2.210,1.720
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,TEN 27,3,10,Nick Folk 45 yard field goal good,1.720,3.000
2,15:00,,,NYJ 35,3,10,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
2,14:55,1,10,TEN 20,3,10,"Jake Locker right end for 1 yard (tackle by Dawan Landry). Penalty on Garrett McIntyre: Unnecessary Roughness, 15 yards",0.280,1.330
2,14:29,1,10,TEN 36,3,10,"Chris Johnson left guard for no gain (tackle by Muhammad Wilkerson and Kenrick Ellis). Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",1.330,0.670
2,14:05,1,20,TEN 26,3,10,Jake Locker pass incomplete short right intended for Nate Washington,0.670,-0.560
2,14:00,2,20,TEN 26,3,10,Jake Locker pass complete short right to Delanie Walker for 6 yards (tackle by Jaiquawn Jarrett),-0.560,-0.430
2,13:26,3,14,TEN 32,3,10,Jake Locker pass incomplete deep right intended for Damian Williams,-0.430,-1.240
2,13:20,4,14,TEN 32,3,10,"Brett Kern punts 53 yards, returned by Jeremy Kerley for 5 yards (tackle by Colin McCarthy)",-1.240,-0.280
2,13:08,1,10,NYJ 20,3,10,Geno Smith sacked by Jurrell Casey for -1 yards,0.280,-0.460
2,12:43,2,11,NYJ 19,3,10,Bilal Powell up the middle for 3 yards (tackle by Jurrell Casey and Karl Klug),-0.460,-0.690
2,12:43,3,8,NYJ 22,3,10,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",-0.690,-1.510
2,11:39,3,13,NYJ 17,3,10,Geno Smith pass complete deep left to Jeremy Kerley for 23 yards (tackle by Michael Griffin),-1.510,1.600
2,11:02,1,10,NYJ 40,3,10,Bilal Powell right guard for 4 yards (tackle by Antonio Johnson),1.600,1.590
2,10:26,2,6,NYJ 44,3,10,Geno Smith pass complete short left to Clyde Gates for 3 yards (tackle by Akeem Ayers),1.590,1.290
2,9:40,3,3,NYJ 47,3,10,"Geno Smith left end for -12 yards (tackle by Zach Brown). Geno Smith fumbles (forced by Zach Brown), recovered by Alterraun Verner at NYJ-35 and returned for 9 yards (tackle by Bilal Powell). Penalty on Vlad Ducasse: Offensive Holding (Declined)",1.290,-3.840
2,9:27,1,10,NYJ 26,3,10,Chris Johnson left tackle for 2 yards (tackle by Demario Davis),3.840,3.570
2,8:50,2,8,NYJ 24,3,10,Chris Johnson right tackle for no gain (tackle by Damon Harrison),3.570,2.870
2,8:12,3,8,NYJ 24,3,10,Jake Locker pass complete short left to Nate Washington for 18 yards (tackle by David Harris),2.870,5.830
2,7:28,1,6,NYJ 6,3,10,Chris Johnson up the middle for 2 yards (tackle by David Harris),5.830,5.340
2,6:58,2,4,NYJ 4,3,10,Jake Locker pass incomplete short right intended for Kendall Wright,5.340,4.490
2,6:52,3,4,NYJ 4,3,16,"Jake Locker pass complete short right to Nate Washington for 4 yards, touchdown",4.490,7.000
2,6:52,,,NYJ 2,3,17,Rob Bironas kicks extra point good,0.000,0.000
2,6:52,,,TEN 35,3,17,"Rob Bironas kicks off 70 yards, returned by Clyde Gates for 28 yards (tackle by Coty Sensabaugh)",0.000,-0.480
2,6:41,1,10,NYJ 23,3,17,Bilal Powell right tackle for 12 yards (tackle by Moise Fokou and Jurrell Casey),0.480,1.270
2,6:05,1,10,NYJ 35,3,17,Geno Smith pass complete short right to Bilal Powell for 36 yards (tackle by Bernard Pollard),1.270,3.640
2,5:27,1,10,TEN 29,3,17,Alex Green right end for 3 yards (tackle by Bernard Pollard),3.640,3.510
2,4:48,2,7,TEN 26,3,17,Geno Smith pass complete short right to Alex Green for 1 yard (tackle by Antonio Johnson and Akeem Ayers),3.510,2.940
2,4:07,3,6,TEN 25,3,17,"Geno Smith pass complete short left to Kellen Winslow for 16 yards (tackle by Bernard Pollard). Penalty on Willie Colon: Illegal Use of Hands, 10 yards (no play)",2.940,1.620
2,3:35,3,16,TEN 35,3,17,"Geno Smith pass complete short left to Jeff Cumberland for 5 yards (tackle by Coty Sensabaugh and Zach Brown). Penalty on NYJ: Illegal Shift, 5 yards (no play)",1.620,0.960
2,3:09,3,21,TEN 40,3,17,Geno Smith pass complete short right to Clyde Gates for 11 yards (tackle by Jason McCourty),0.960,1.500
2,2:30,4,10,TEN 29,6,17,Nick Folk 47 yard field goal good,1.500,3.000
2,2:30,,,NYJ 35,6,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
2,2:25,1,10,TEN 20,6,17,Chris Johnson left guard for 4 yards (tackle by David Harris),0.280,0.270
2,2:00,2,6,TEN 24,6,17,Jake Locker sacked by Antwan Barnes for -10 yards,0.270,0.270
2,1:54,2,6,TEN 24,6,17,Timeout #1 by New York Jets,0.270,-2.030
2,1:54,3,16,TEN 14,6,17,Jake Locker up the middle for 11 yards (tackle by Jaiquawn Jarrett),-2.030,-2.030
2,1:45,3,16,TEN 14,6,17,Timeout #2 by New York Jets,-2.030,-1.700
2,1:45,4,5,TEN 25,6,17,"Brett Kern punts 39 yards, fair catch by Jeremy Kerley. Penalty on Tommie Campbell: Player Out of Bounds on Punt, 5 yards",-1.700,-1.660
2,1:37,1,10,NYJ 41,6,17,Geno Smith pass incomplete short left intended for Santonio Holmes is intercepted by Alterraun Verner at TEN-49 and returned for 5 yards (tackle by Bilal Powell),1.660,-2.520
2,1:28,1,10,NYJ 46,6,17,Jake Locker pass complete short middle to Chris Johnson for 2 yards (tackle by David Harris),2.520,2.250
2,1:06,2,8,NYJ 44,6,17,Jake Locker pass complete short right to Delanie Walker for 7 yards (tackle by Demario Davis),2.250,2.480
2,1:02,3,1,NYJ 37,6,17,Jake Locker left end for 5 yards (tackle by Darrin Walls),2.480,3.450
2,0:52,1,10,NYJ 32,6,17,Jake Locker pass complete short right to Damian Williams for 3 yards (tackle by Demario Davis),3.450,3.450
2,0:43,1,10,NYJ 32,6,17,Timeout #1 by Tennessee Titans,3.450,3.310
2,0:43,2,7,NYJ 29,6,17,Jake Locker pass complete short left to Damian Williams for 6 yards (tackle by Darrin Walls),3.310,3.310
2,0:32,2,7,NYJ 29,6,17,Timeout #2 by Tennessee Titans,3.310,3.400
2,0:32,3,1,NYJ 23,6,17,Jake Locker pass complete short right to Damian Williams for 7 yards (tackle by Antonio Cromartie),3.400,4.510
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:07,1,10,NYJ 16,6,23,"Jake Locker pass complete deep left to Justin Hunter for 16 yards, touchdown",4.510,7.000
2,0:07,,,NYJ 2,6,24,Rob Bironas kicks extra point good,0.000,0.000
2,0:07,,,TEN 35,6,24,Rob Bironas kicks off 32 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,6,24,"Nick Folk kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,TEN 20,6,24,Jake Locker pass incomplete short left intended for Kendall Wright,0.280,-0.270
3,14:55,2,10,TEN 20,6,24,Chris Johnson left tackle for no gain (tackle by Calvin Pace),-0.270,-0.960
3,14:17,3,10,TEN 20,6,24,Jake Locker pass complete short middle to Kendall Wright for 11 yards (tackle by Dawan Landry),-0.960,1.000
3,13:43,1,10,TEN 31,6,24,Chris Johnson up the middle for -1 yards (tackle by Sheldon Richardson and Muhammad Wilkerson),1.000,0.320
3,13:09,2,11,TEN 30,6,24,Jake Locker pass complete short right to Chris Johnson for 8 yards (tackle by David Harris),0.320,0.700
3,12:28,3,3,TEN 38,6,24,Jake Locker pass incomplete short right intended for Delanie Walker,0.700,-0.850
3,12:24,4,3,TEN 38,6,24,"Brett Kern punts 50 yards, returned by Jeremy Kerley for 2 yards (tackle by Beau Brinkley)",-0.850,0.280
3,12:17,1,10,NYJ 14,6,24,Geno Smith pass incomplete short right intended for Bilal Powell,-0.280,-0.750
3,12:11,2,10,NYJ 14,6,24,Bilal Powell right end for 1 yard (tackle by Jurrell Casey),-0.750,-1.280
3,11:32,3,9,NYJ 15,6,24,Geno Smith pass incomplete deep middle intended for Santonio Holmes,-1.280,-2.440
3,11:27,4,9,NYJ 15,6,24,"Ryan Quigley punts 52 yards, fair catch by Darius Reynaud. Penalty on Ellis Lankster: Player Out of Bounds on Punt, 5 yards",-2.440,-1.470
3,11:19,1,10,TEN 38,6,24,Jake Locker pass incomplete short left intended for Nate Washington,1.470,0.920
3,11:14,2,10,TEN 38,6,24,Chris Johnson left tackle for -3 yards (tackle by Muhammad Wilkerson),0.920,-0.160
3,10:31,3,13,TEN 35,6,24,Ryan Fitzpatrick pass complete deep middle to Kendall Wright for 25 yards (tackle by Antonio Cromartie),-0.160,2.920
3,9:44,1,10,NYJ 40,6,24,Ryan Fitzpatrick pass incomplete short left intended for Kendall Wright,2.920,2.370
3,9:37,2,10,NYJ 40,6,24,Chris Johnson left tackle for -3 yards (tackle by Demario Davis),2.370,1.290
3,8:57,3,13,NYJ 43,6,24,Ryan Fitzpatrick pass incomplete short right intended for Damian Williams,1.290,0.400
3,8:51,4,13,NYJ 43,6,24,"Brett Kern punts 28 yards, fair catch by Jeremy Kerley",0.400,0.220
3,8:43,1,10,NYJ 15,6,24,Geno Smith sacked by Ropati Pitoitua for -14 yards,-0.220,-1.800
3,8:07,2,24,NYJ 1,6,24,Geno Smith pass complete short middle to Jeremy Kerley for 9 yards (tackle by Coty Sensabaugh),-1.800,-2.010
3,7:35,3,15,NYJ 10,6,24,Geno Smith pass complete short right to Clyde Gates for 10 yards (tackle by Bernard Pollard). Penalty on Ben Obomanu: Offensive Holding (Declined),-2.010,-2.030
3,7:29,4,5,NYJ 20,6,24,"Ryan Quigley punts 56 yards, returned by Darius Reynaud for 35 yards (tackle by Ellis Lankster)",-2.030,-2.850
3,7:16,1,10,NYJ 41,6,24,Jackie Battle right guard for 4 yards (tackle by Damon Harrison),2.850,2.850
3,6:44,2,6,NYJ 37,6,24,Jackie Battle left end for 2 yards (tackle by Dawan Landry),2.850,2.410
3,6:01,3,4,NYJ 35,6,24,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington,2.410,0.980
3,5:57,4,4,NYJ 35,6,24,Brett Kern punts 34 yards,0.980,0.380
3,5:47,1,10,NYJ 1,6,24,Tommy Bohanon up the middle for 1 yard (tackle by Derrick Morgan),-0.380,-0.710
3,5:11,2,9,NYJ 2,6,24,Geno Smith pass incomplete short middle intended for Bilal Powell,-0.710,-1.300
3,5:05,3,9,NYJ 2,6,24,"Geno Smith pass incomplete short right intended for Jeremy Kerley (defended by Moise Fokou). Penalty on Geno Smith: Delay of Game, 1 yards (no play)",-1.300,-1.420
3,5:01,3,10,NYJ 1,6,24,Geno Smith pass complete deep middle to Kellen Winslow for 25 yards (tackle by Bernard Pollard),-1.420,0.670
3,4:29,1,10,NYJ 26,6,24,Geno Smith pass incomplete short left intended for Santonio Holmes,0.670,0.130
3,4:24,2,10,NYJ 26,6,24,Bilal Powell up the middle for 5 yards (tackle by Bernard Pollard),0.130,0.100
3,3:52,3,5,NYJ 31,6,24,Geno Smith pass incomplete short middle intended for Kellen Winslow,0.100,-1.310
3,3:47,4,5,NYJ 31,6,24,"Ryan Quigley punts 47 yards, returned by Darius Reynaud for 1 yard (tackle by Nick Bellore). Penalty on Coty Sensabaugh: Illegal Block Above the Waist, 10 yards",-1.310,0.320
3,3:36,1,10,TEN 13,6,24,Jackie Battle up the middle for 10 yards (tackle by Antonio Cromartie),-0.320,0.480
3,3:00,1,10,TEN 23,6,24,Jackie Battle up the middle for -1 yards (tackle by Leger Douzable),0.480,-0.200
3,2:20,2,11,TEN 22,6,24,Ryan Fitzpatrick pass incomplete short left intended for Kendall Wright,-0.200,-0.890
3,2:16,3,11,TEN 22,6,24,Ryan Fitzpatrick pass incomplete short left intended for Nate Washington (defended by Darrin Walls),-0.890,-1.900
3,2:10,4,11,TEN 22,6,24,"Brett Kern punts 54 yards, out of bounds",-1.900,-0.540
3,2:01,1,10,NYJ 24,6,24,Geno Smith up the middle for 16 yards (tackle by Zach Brown),0.540,1.600
3,1:30,1,10,NYJ 40,6,24,Geno Smith pass complete short middle to Kellen Winslow for 5 yards (tackle by Moise Fokou),1.600,1.730
3,1:07,2,5,NYJ 45,6,24,"Geno Smith left end for 10 yards (tackle by Akeem Ayers). Penalty on NYJ: Illegal Shift, 5 yards (no play)",1.730,1.050
3,0:44,2,10,NYJ 40,6,24,Geno Smith pass complete short right to Kellen Winslow for 11 yards (tackle by Zach Brown),1.050,2.320
3,0:15,1,10,TEN 49,6,24,Bilal Powell up the middle for -2 yards (tackle by Mike Martin),2.320,1.510
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,NYJ 49,6,24,Geno Smith pass complete short left to Ben Obomanu for 8 yards (tackle by Jason McCourty),1.510,1.880
4,14:25,3,4,TEN 43,6,24,Geno Smith right end for 3 yards (tackle by Moise Fokou),1.880,0.590
4,14:03,4,1,TEN 40,6,24,Alex Green left end for -2 yards (tackle by Derrick Morgan and Michael Griffin),0.590,-1.730
4,13:58,1,10,TEN 42,6,24,Chris Johnson right guard for 2 yards (tackle by Demario Davis),1.730,1.460
4,13:15,2,8,TEN 44,6,24,Ryan Fitzpatrick pass complete short left to Nate Washington for 6 yards (tackle by Darrin Walls),1.460,1.550
4,12:42,3,2,,6,24,Chris Johnson left end for -1 yards (tackle by Dawan Landry),1.550,-0.130
4,12:00,4,3,TEN 49,6,24,"Brett Kern punts 35 yards, fair catch by Jeremy Kerley",-0.130,0.140
4,11:51,1,10,NYJ 16,6,30,"Geno Smith sacked by Karl Klug for -14 yards. Geno Smith fumbles (forced by Karl Klug), recovered by Karl Klug at NYJ--2, touchdown",-0.140,-7.000
4,11:45,,,NYJ 2,6,31,Rob Bironas kicks extra point good,0.000,0.000
4,11:45,,,TEN 35,6,31,"Rob Bironas kicks off 65 yards, returned by Clyde Gates for 18 yards (tackle by Colin McCarthy)",0.000,-0.040
4,11:37,1,10,NYJ 18,6,31,Geno Smith pass complete short middle to Kellen Winslow for 15 yards (tackle by Michael Griffin),0.040,1.140
4,11:05,1,10,NYJ 33,6,31,Geno Smith pass incomplete short left intended for Kellen Winslow (defended by Coty Sensabaugh),1.140,0.590
4,11:00,2,10,NYJ 33,6,31,Geno Smith pass complete short right to Bilal Powell for no gain,0.590,-0.100
4,10:31,3,10,NYJ 33,6,31,Geno Smith pass complete deep left to Jeremy Kerley for 17 yards (tackle by Coty Sensabaugh),-0.100,2.260
4,10:12,1,10,,6,31,Geno Smith pass complete short middle to Tommy Bohanon for 7 yards (tackle by George Wilson),2.260,2.660
4,9:49,2,3,TEN 43,6,31,Geno Smith pass complete short left to Kellen Winslow for 5 yards (tackle by Moise Fokou),2.660,3.050
4,9:24,1,10,TEN 38,6,31,Tommy Bohanon up the middle for 4 yards (tackle by Bernard Pollard and Moise Fokou),3.050,3.050
4,8:57,2,6,TEN 34,12,31,"Geno Smith pass complete short middle to Jeff Cumberland for 34 yards, touchdown",3.050,7.000
4,8:57,,,TEN 2,13,31,Nick Folk kicks extra point good,0.000,0.000
4,8:57,,,NYJ 35,13,31,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
4,8:48,1,10,TEN 20,13,31,Jackie Battle up the middle for 2 yards (tackle by Dawan Landry),0.280,0.000
4,8:04,2,8,TEN 22,13,31,Jackie Battle right tackle for 1 yard (tackle by Muhammad Wilkerson),0.000,-0.560
4,7:19,3,7,TEN 23,13,37,"Ryan Fitzpatrick pass complete deep middle to Nate Washington for 77 yards, touchdown",-0.560,7.000
4,7:19,,,NYJ 2,13,38,Rob Bironas kicks extra point good,0.000,0.000
4,7:19,,,TEN 35,13,38,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
4,7:06,1,10,NYJ 20,13,38,Bilal Powell up the middle for 9 yards (tackle by Alterraun Verner and Moise Fokou),0.280,0.950
4,6:46,2,1,NYJ 29,13,38,Bilal Powell left end for 2 yards (tackle by Moise Fokou),0.950,1.000
4,6:20,1,10,NYJ 31,13,38,Geno Smith pass complete short left to Bilal Powell for 6 yards (tackle by Tommie Campbell),1.000,1.270
4,5:50,2,4,NYJ 37,13,38,Tommy Bohanon for 8 yards (tackle by Bernard Pollard),1.270,1.930
4,5:28,1,10,NYJ 45,13,38,Geno Smith pass complete short middle to Kellen Winslow for 12 yards (tackle by Zach Brown),1.930,2.720
4,5:04,1,10,TEN 43,13,38,Tommy Bohanon up the middle for 4 yards (tackle by Moise Fokou and Derrick Morgan),2.720,2.720
4,4:38,2,6,TEN 39,13,38,Geno Smith sacked by Zach Brown for -11 yards,2.720,0.560
4,4:11,3,17,,13,38,Geno Smith pass complete short left to Tommy Bohanon for 5 yards (tackle by Bernard Pollard and Mike Martin),0.560,0.270
4,3:26,4,12,TEN 45,13,38,"Ryan Quigley punts 37 yards, fair catch by Darius Reynaud",0.270,0.380
4,3:19,1,10,TEN 8,13,38,Jackie Battle up the middle for no gain (tackle by Kenrick Ellis and Sheldon Richardson),-0.380,-0.780
4,2:34,2,10,TEN 8,13,38,Jackie Battle left guard for 1 yard (tackle by Kenrick Ellis),-0.780,-1.300
4,2:00,3,9,TEN 9,13,38,Jackie Battle left end for 20 yards (tackle by Antonio Allen),-1.300,0.870
4,1:12,1,10,TEN 29,13,38,Ryan Fitzpatrick kneels for -1 yards,0.870,0.190
4,0:38,2,11,TEN 28,13,38,Ryan Fitzpatrick kneels for -1 yards,0.190,-0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
