Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,15,86,1,4,62,4.1,24,1.6,0,
Giovani Bernard,CIN,3,30,0,2,22,7.3,8,2.7,0,
Ryan Finley,CIN,3,47,0,2,47,15.7,0,0.0,0,
Tyler Boyd,CIN,1,10,0,1,10,10.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,OAK,23,112,0,5,50,2.2,62,2.7,3,7.7
Derek Carr,OAK,5,1,1,1,1,0.2,0,0.0,0,
Jalen Richard,OAK,2,0,0,,-1,-0.5,1,0.5,0,
DeAndre Washington,OAK,2,-1,0,,-1,-0.5,0,0.0,0,
Alec Ingold,OAK,1,3,0,1,1,1.0,2,2.0,0,
Darren Waller,OAK,1,-2,0,0,-2,-2.0,0,0.0,0,
