#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 20,3,1:38,5,Punt
2,1,12:09,DEN 47,11,4:56,44,Field Goal
3,1,6:20,DEN 48,3,1:11,9,Punt
4,1,3:27,DEN 31,3,0:57,-6,Punt
5,1,1:03,DEN 22,11,4:12,78,Touchdown
6,2,10:41,DEN 15,3,1:54,9,Punt
7,2,6:20,DEN 5,7,4:11,29,Punt
8,3,12:18,DEN 17,5,2:25,83,Touchdown
9,3,8:56,BAL 39,4,1:16,39,Touchdown
10,3,6:54,DEN 21,3,2:04,-3,Punt
11,3,1:57,DEN 23,3,1:09,5,Punt
12,4,14:31,DEN 20,15,9:59,62,Field Goal
13,4,4:08,BAL 44,3,1:11,-10,Punt
14,4,2:04,BAL 23,4,1:31,-4,Missed FG
