Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,0.280,-0.270
1,14:55,2,10,DEN 20,0,0,Knowshon Moreno left tackle for -1 yards (tackle by Cary Williams),-0.270,-1.140
1,14:10,3,11,DEN 19,0,0,Peyton Manning pass complete short right to Knowshon Moreno for 6 yards (tackle by Josh Bynes),-1.140,-1.700
1,13:35,4,5,DEN 25,0,0,"Britton Colquitt punts 40 yards, returned by Jacoby Jones for 10 yards (tackle by Aaron Brewer)",-1.700,-1.930
1,13:22,1,10,BAL 45,0,0,Joe Flacco pass complete short left to Vonta Leach for 8 yards (tackle by Champ Bailey),1.930,2.460
1,12:52,2,2,DEN 47,0,0,Ray Rice right guard for 1 yard (tackle by Champ Bailey),2.460,1.880
1,12:17,3,1,DEN 46,0,0,"Joe Flacco up the middle for -1 yards (tackle by Justin Bannan). Joe Flacco fumbles (forced by Justin Bannan), recovered by Rahim Moore at DEN-47 (tackle by Torrey Smith)",1.880,-2.060
1,12:09,1,10,DEN 47,0,0,Peyton Manning pass complete short left to Eric Decker for 5 yards (tackle by Brendon Ayanbadejo),2.060,2.190
1,11:40,2,5,BAL 48,0,0,Ronnie Hillman right end for 6 yards (tackle by Josh Bynes),2.190,2.790
1,11:07,1,10,BAL 42,0,0,Peyton Manning pass complete short left to Eric Decker for 9 yards (tackle by Cary Williams),2.790,3.460
1,10:39,2,1,BAL 33,0,0,Ronnie Hillman right guard for 2 yards (tackle by Terrell Suggs),3.460,3.510
1,10:03,1,10,BAL 31,0,0,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,3.510,2.970
1,9:56,2,10,BAL 31,0,0,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,2.970,2.280
1,9:52,3,10,BAL 31,0,0,Peyton Manning pass complete short left to Brandon Stokley for 14 yards,2.280,4.440
1,9:32,1,10,BAL 17,0,0,"Knowshon Moreno left guard for 7 yards (tackle by Haloti Ngata). Penalty on Joel Dreessen: Illegal Motion, 5 yards (no play)",4.440,4.110
1,9:11,1,15,BAL 22,0,0,Peyton Manning pass complete short left to Joel Dreessen for 8 yards (tackle by Brendon Ayanbadejo),4.110,4.320
1,8:32,2,7,BAL 14,0,0,Peyton Manning pass complete short right to Demaryius Thomas for no gain,4.320,3.500
1,7:54,3,7,BAL 14,0,0,Peyton Manning pass complete short middle to Demaryius Thomas for 5 yards (tackle by Cary Williams),3.500,2.950
1,7:16,4,2,BAL 9,3,0,Matt Prater 27 yard field goal good,2.950,3.000
1,7:13,,,DEN 35,3,0,"Matt Prater kicks off 73 yards, returned by Jacoby Jones for 41 yards (tackle by Matt Prater). Penalty on LaQuan Williams: Illegal Block Above the Waist, 6 yards",0.000,-0.380
1,7:06,1,10,BAL 6,3,0,Ray Rice right guard for 2 yards (tackle by Keith Brooking),-0.380,-0.630
1,6:38,2,8,BAL 8,3,0,Joe Flacco pass incomplete short middle intended for Ray Rice,-0.630,-1.190
1,6:33,3,8,BAL 8,3,0,Joe Flacco pass incomplete short right intended for Tandon Doss,-1.190,-2.490
1,6:28,4,8,BAL 8,3,0,Sam Koch punts 45 yards,-2.490,-2.130
1,6:20,1,10,DEN 48,3,0,Knowshon Moreno left guard for 5 yards (tackle by James Ihedigbo),2.130,2.260
1,5:57,2,5,BAL 47,3,0,Knowshon Moreno up the middle for 4 yards (tackle by Arthur Jones),2.260,2.080
1,5:20,3,1,BAL 43,3,0,Peyton Manning pass incomplete short left intended for Joel Dreessen,2.080,0.400
1,5:16,4,1,BAL 43,3,0,"Britton Colquitt punts 29 yards, fair catch by Tandon Doss",0.400,0.280
1,5:09,1,10,BAL 14,3,0,Bernard Pierce left end for no gain (tackle by Keith Brooking),-0.280,-0.750
1,4:42,2,10,BAL 14,3,0,Bernard Pierce right guard for no gain (tackle by Derek Wolfe),-0.750,-1.400
1,4:11,3,10,BAL 14,3,0,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by Mike Adams),-1.400,-1.830
1,3:34,4,1,BAL 23,3,0,Sam Koch punts 46 yards,-1.830,-1.000
1,3:27,1,10,DEN 31,3,0,Peyton Manning pass incomplete short middle intended for Knowshon Moreno (defended by Josh Bynes),1.000,0.460
1,3:21,2,10,DEN 31,3,0,Peyton Manning pass incomplete short right intended for Brandon Stokley (defended by Courtney Upshaw),0.460,-0.230
1,3:16,3,10,DEN 31,3,0,Peyton Manning sacked by Pernell McPhee for -6 yards,-0.230,-1.700
1,2:39,4,16,DEN 25,3,0,"Britton Colquitt punts 43 yards, muffed catch by Jacoby Jones, recovered by Jacoby Jones and returned for no gain",-1.700,-1.070
1,2:30,1,10,BAL 32,3,0,Joe Flacco pass complete short right to Vonta Leach for 3 yards (tackle by Champ Bailey and Wesley Woodyard),1.070,0.930
1,1:58,2,7,BAL 35,3,0,Joe Flacco pass complete short right to Ray Rice for -1 yards (tackle by Von Miller),0.930,0.100
1,1:18,3,8,BAL 34,3,0,Joe Flacco pass incomplete short left intended for Tandon Doss,0.100,-1.110
1,1:13,4,8,BAL 34,3,0,"Sam Koch punts 50 yards, returned by Trindon Holliday for 6 yards (tackle by Albert McClellan)",-1.110,-0.410
1,1:03,1,10,DEN 22,3,0,Knowshon Moreno right guard for 20 yards (tackle by James Ihedigbo and Corey Graham),0.410,1.730
1,0:39,1,10,DEN 42,3,0,Knowshon Moreno left guard for 3 yards (tackle by Josh Bynes and Paul Kruger),1.730,1.590
1,0:10,2,7,DEN 45,3,0,Peyton Manning pass complete short right to Eric Decker for 14 yards (tackle by Jimmy Smith),1.590,2.850
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 41,3,0,Knowshon Moreno left guard for 9 yards (tackle by Ed Reed and Brendon Ayanbadejo),2.850,3.520
2,14:39,2,1,BAL 32,3,0,Knowshon Moreno left guard for 3 yards (tackle by Josh Bynes),3.520,3.640
