Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2,14:01,1,10,BAL 29,3,0,Peyton Manning pass incomplete deep middle intended for Demaryius Thomas (defended by Cary Williams),3.640,3.100
2,13:54,2,10,BAL 29,3,0,Knowshon Moreno up the middle for 9 yards (tackle by Josh Bynes and Terrence Cody),3.100,3.600
2,13:17,3,1,BAL 20,3,0,Knowshon Moreno right guard for 2 yards (tackle by Brendon Ayanbadejo),3.600,4.370
2,12:45,1,10,BAL 18,3,0,Jacob Hester left guard for 3 yards (tackle by James Ihedigbo),4.370,4.250
2,12:12,2,7,BAL 15,3,0,Peyton Manning pass complete short right to Eric Decker for 14 yards (tackle by Jimmy Smith),4.250,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,11:59,1,1,BAL 1,9,0,"Jacob Hester left guard for 1 yard, touchdown",6.970,7.000
2,11:59,,,BAL 2,10,0,Matt Prater kicks extra point good,0.000,0.000
2,11:51,,,DEN 35,10,0,"Matt Prater kicks off 57 yards, returned by Anthony Allen for 20 yards (tackle by Steven Johnson)",0.000,0.810
2,11:44,1,10,BAL 28,10,0,Ray Rice right guard for 2 yards (tackle by Derek Wolfe and Von Miller),0.810,0.530
2,11:05,2,8,BAL 30,10,0,Joe Flacco pass incomplete deep middle intended for Anquan Boldin,0.530,-0.160
2,10:59,3,8,BAL 30,10,0,Joe Flacco pass incomplete short middle intended for Dennis Pitta,-0.160,-1.370
2,10:54,4,8,BAL 30,10,0,"Sam Koch punts 54 yards, returned by Trindon Holliday for -1 yards (tackle by James Ihedigbo)",-1.370,0.220
2,10:41,1,10,DEN 15,10,0,Knowshon Moreno right guard for 3 yards (tackle by Josh Bynes),-0.220,-0.280
2,10:14,2,7,DEN 18,10,0,Peyton Manning pass complete short right to Knowshon Moreno for 2 yards (tackle by Paul Kruger),-0.280,-0.760
2,9:38,3,5,DEN 20,10,0,Peyton Manning pass complete short middle to Demaryius Thomas for 4 yards (tackle by Ed Reed),-0.760,-1.770
2,8:55,4,1,DEN 24,10,0,"Britton Colquitt punts 49 yards, fair catch by Jacoby Jones",-1.770,-0.740
2,8:47,1,10,BAL 27,10,0,Bernard Pierce right guard for 4 yards (tackle by Keith Brooking and Derek Wolfe),0.740,0.740
2,8:12,2,6,BAL 31,10,0,Bernard Pierce left tackle for 14 yards (tackle by Chris Harris),0.740,1.930
2,7:38,1,10,BAL 45,10,0,"Bernard Pierce left guard for 2 yards (tackle by Rahim Moore). Penalty on Matt Birk: Offensive Holding, 10 yards",1.930,1.400
2,7:38,1,18,BAL 37,10,0,Joe Flacco pass incomplete deep middle intended for Torrey Smith,1.400,0.300
2,7:14,2,18,BAL 37,10,0,Ray Rice left end for 1 yard (tackle by Elvis Dumervil),0.300,-0.230
2,6:38,3,17,BAL 38,10,0,Joe Flacco pass incomplete short right intended for Dennis Pitta,-0.230,-0.850
2,6:30,4,17,BAL 38,10,0,Sam Koch punts 57 yards,-0.850,0.380
2,6:20,1,10,DEN 5,10,0,Knowshon Moreno left tackle for 5 yards (tackle by Albert McClellan and Deangelo Tyson),-0.380,-0.420
2,5:50,2,5,DEN 10,10,0,Peyton Manning pass complete short right to Eric Decker for 12 yards (tackle by Cary Williams),-0.420,0.410
2,5:18,1,10,DEN 22,10,0,Knowshon Moreno right guard for 7 yards (tackle by Josh Bynes and Courtney Upshaw),0.410,0.810
2,4:47,2,3,DEN 29,10,0,Knowshon Moreno right guard for 5 yards (tackle by Corey Graham),0.810,1.200
2,4:15,1,10,DEN 34,10,0,Peyton Manning sacked by Albert McClellan for -11 yards,1.200,-0.830
2,3:38,2,21,DEN 23,10,0,Jacob Hester left tackle for 7 yards (tackle by Brendon Ayanbadejo and James Ihedigbo),-0.830,-0.560
2,2:59,3,14,DEN 30,10,0,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Chykie Brown and Ed Reed),-0.560,-1.110
2,2:22,4,10,DEN 34,10,0,"Britton Colquitt punts 48 yards, returned by Jacoby Jones for 2 yards (tackle by David Bruton)",-1.110,-0.280
2,2:09,1,10,BAL 20,10,0,Ray Rice left guard for 3 yards (tackle by Wesley Woodyard),0.280,0.140
2,2:00,2,7,BAL 23,10,0,Joe Flacco pass complete deep right to Jacoby Jones for 43 yards (tackle by Tony Carter),0.140,3.310
2,1:52,1,10,DEN 34,10,0,Ray Rice left tackle for 3 yards (tackle by Danny Trevathan),3.310,3.180
2,1:23,2,7,DEN 31,10,0,Ray Rice left guard for 11 yards (tackle by Danny Trevathan and Jim Leonhard),3.180,4.240
2,0:55,1,10,DEN 20,10,0,Joe Flacco pass complete short right to Dennis Pitta for 2 yards (tackle by Danny Trevathan),4.240,3.960
2,0:50,2,8,DEN 18,10,0,Joe Flacco pass complete short left to Torrey Smith for 14 yards (tackle by Champ Bailey),3.960,6.280
2,0:30,1,4,DEN 4,16,0,"Joe Flacco pass incomplete short left intended for Anquan Boldin is intercepted by Chris Harris at DEN-2 and returned for 98 yards, touchdown",6.280,-7.000
2,,,,BAL 2,17,0,Matt Prater kicks extra point good,0.000,0.000
2,0:15,,,DEN 35,17,0,"Matt Prater kicks off 57 yards, returned by Jacoby Jones for 12 yards (tackle by Steven Johnson)",0.000,0.280
2,0:15,1,10,BAL 20,17,0,Joe Flacco kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,0,"Matt Prater kicks off 71 yards, returned by Jacoby Jones for 50 yards (tackle by Matt Prater)",0.000,1.860
3,14:52,1,10,BAL 44,17,0,Ray Rice left tackle for 2 yards (tackle by Mitch Unrein and Elvis Dumervil),1.860,1.590
3,14:28,2,8,BAL 46,17,0,Joe Flacco pass complete short right to Tandon Doss for 15 yards (tackle by Mike Adams),1.590,2.980
3,13:59,1,10,DEN 39,17,0,Ray Rice right guard for 7 yards (tackle by Mike Adams),2.980,3.390
3,13:30,2,3,DEN 32,17,0,Joe Flacco pass complete short middle to Ray Rice for 5 yards (tackle by Wesley Woodyard),3.390,3.780
3,12:59,1,10,DEN 27,17,0,Ray Rice left guard for no gain (tackle by Von Miller),3.780,3.230
3,12:36,2,10,DEN 27,17,0,Joe Flacco pass incomplete deep left intended for Anthony Allen,3.230,2.540
3,12:30,3,10,DEN 27,17,0,Joe Flacco pass incomplete deep left intended for Torrey Smith,2.540,1.670
,,,,,,,"BAL challenged the incomplete pass ruling, and the play was upheld.",,
3,12:22,4,10,DEN 27,17,3,Justin Tucker 45 yard field goal good,1.670,3.000
3,12:18,,,BAL 35,17,3,"Justin Tucker kicks off 68 yards, returned by Trindon Holliday for 20 yards (tackle by Albert McClellan). Trindon Holliday fumbles (forced by Albert McClellan), ball out of bounds at DEN-17",0.000,-0.060
3,12:10,1,10,DEN 17,17,3,Knowshon Moreno left guard for 4 yards (tackle by Courtney Upshaw),-0.060,0.080
3,11:37,2,6,DEN 21,17,3,Peyton Manning pass complete short left to Eric Decker for 15 yards (tackle by Cary Williams),0.080,1.330
3,11:13,1,10,DEN 36,17,3,Knowshon Moreno right guard for 8 yards (tackle by Ed Reed),1.330,1.870
3,10:41,2,2,DEN 44,17,3,Knowshon Moreno right guard for 5 yards (tackle by Josh Bynes and Albert McClellan),1.870,2.190
3,10:02,1,10,DEN 49,23,3,"Peyton Manning pass complete deep left to Eric Decker for 51 yards, touchdown",2.190,7.000
3,10:02,,,BAL 2,24,3,Matt Prater kicks extra point good,0.000,0.000
3,9:53,,,DEN 35,24,3,"Matt Prater kicks off 74 yards, returned by Jacoby Jones for 30 yards (tackle by Jim Leonhard)",0.000,0.340
3,9:46,1,10,BAL 21,24,3,Joe Flacco pass incomplete short right intended for Anquan Boldin,0.340,-0.200
3,9:43,2,10,BAL 21,24,3,Joe Flacco pass complete short right to Ray Rice for -1 yards (tackle by D.J. Williams),-0.200,-1.020
3,9:15,3,11,BAL 20,24,3,Joe Flacco pass incomplete short middle intended for Jacoby Jones,-1.020,-2.030
3,9:09,4,11,BAL 20,24,3,"Sam Koch punts 46 yards, returned by Trindon Holliday for 27 yards (tackle by Sam Koch)",-2.030,-2.980
3,8:56,1,10,BAL 39,24,3,Knowshon Moreno right guard for 5 yards (tackle by James Ihedigbo),2.980,3.120
3,8:19,2,5,BAL 34,24,3,Peyton Manning pass complete deep middle to Joel Dreessen for 28 yards (tackle by Ed Reed and James Ihedigbo),3.120,5.830
3,7:47,1,6,BAL 6,24,3,Peyton Manning pass incomplete short left intended for Demaryius Thomas,5.830,4.950
3,7:44,2,6,BAL 6,30,3,"Knowshon Moreno right guard for 6 yards, touchdown",4.950,7.000
3,7:44,,,BAL 2,31,3,Matt Prater kicks extra point good,0.000,0.000
3,7:40,,,DEN 35,31,3,"Matt Prater kicks off 74 yards, touchback",0.000,0.280
3,7:40,1,10,BAL 20,31,3,Joe Flacco pass incomplete short middle intended for Ray Rice,0.280,-0.270
3,7:35,2,10,BAL 20,31,3,Ray Rice left guard for 4 yards (tackle by Wesley Woodyard),-0.270,-0.430
3,7:07,3,6,BAL 24,31,3,Joe Flacco pass incomplete short middle intended for Anquan Boldin (defended by Champ Bailey),-0.430,-1.770
3,7:04,4,6,BAL 24,31,3,"Sam Koch punts 55 yards, returned by Trindon Holliday for no gain",-1.770,-0.340
3,6:54,1,10,DEN 21,31,3,"Knowshon Moreno left guard for 2 yards (tackle by Courtney Upshaw). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,6:24,1,20,DEN 11,31,3,Jacob Hester left tackle for 3 yards (tackle by Ma'ake Kemoeatu),-0.720,-1.250
3,5:49,2,17,DEN 14,31,3,Peyton Manning pass incomplete deep middle intended for Eric Decker (defended by Cary Williams),-1.250,-2.130
3,5:41,3,17,DEN 14,31,3,Jacob Hester right tackle for 4 yards (tackle by Josh Bynes and Brendon Ayanbadejo),-2.130,-2.240
3,5:04,4,13,DEN 18,31,3,Britton Colquitt punts 49 yards,-2.240,-1.140
3,4:50,1,10,BAL 33,31,3,Joe Flacco pass complete short left to Dennis Pitta for 9 yards (tackle by Rahim Moore),1.140,1.810
3,4:24,2,1,BAL 42,31,3,Joe Flacco pass complete short middle to Tandon Doss for 13 yards (tackle by D.J. Williams),1.810,2.590
3,4:00,1,10,DEN 45,31,3,Joe Flacco pass incomplete deep left intended for Anquan Boldin,2.590,2.040
3,3:54,2,10,DEN 45,31,3,Joe Flacco pass incomplete short left intended for Ray Rice,2.040,1.360
3,3:50,3,10,DEN 45,31,3,Joe Flacco pass complete short right to Dennis Pitta for 10 yards (tackle by Mike Adams),1.360,3.250
3,3:21,1,10,DEN 35,31,3,"Joe Flacco pass incomplete short left intended for Anquan Boldin. Penalty on Tony Carter: Defensive Pass Interference, 6 yards (no play)",3.250,3.640
3,3:17,1,10,DEN 29,31,3,"Joe Flacco pass complete short middle to Anquan Boldin for 10 yards (tackle by Wesley Woodyard). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",3.640,2.980
3,3:04,1,20,DEN 39,31,3,Joe Flacco pass complete short right to Jacoby Jones for 4 yards (tackle by Champ Bailey),2.980,2.290
3,2:27,2,16,DEN 35,31,3,Joe Flacco pass complete short right to David Reed for 12 yards (tackle by Mike Adams),2.290,3.200
3,2:08,3,4,DEN 23,31,3,Joe Flacco pass incomplete short left intended for Dennis Pitta,3.200,2.000
3,2:04,4,4,DEN 23,31,3,Joe Flacco pass incomplete short right intended for Ray Rice (defended by Wesley Woodyard),2.000,-0.480
3,1:57,1,10,DEN 23,31,3,Peyton Manning pass incomplete deep middle intended for Eric Decker,0.480,-0.070
3,1:50,2,10,DEN 23,31,3,Knowshon Moreno right tackle for 5 yards (tackle by Josh Bynes),-0.070,-0.100
3,1:11,3,5,DEN 28,31,3,Peyton Manning pass incomplete deep middle intended for Eric Decker,-0.100,-1.500
3,1:04,4,5,DEN 28,31,3,"Britton Colquitt punts 48 yards, returned by Tandon Doss for 40 yards (tackle by Britton Colquitt)",-1.500,-3.180
3,0:48,1,10,DEN 36,31,3,Ray Rice left guard for 2 yards (tackle by Wesley Woodyard),3.180,2.910
3,0:22,2,8,DEN 34,31,3,Joe Flacco pass complete short right to Dennis Pitta for 3 yards (tackle by Tony Carter),2.910,2.610
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,DEN 31,31,3,"Joe Flacco pass incomplete short right intended for Ray Rice. Penalty on David Bruton: Roughing the Passer, 15 yards (no play)",2.610,4.510
4,14:56,1,10,DEN 16,31,3,"Joe Flacco pass incomplete. Penalty on Anquan Boldin: Unnecessary Roughness, 15 yards",4.510,1.930
4,14:47,2,25,DEN 31,31,9,"Joe Flacco pass complete deep middle to Dennis Pitta for 31 yards, touchdown",1.930,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:47,,,DEN 2,31,10,Justin Tucker kicks extra point good,0.000,0.000
4,14:31,,,BAL 35,31,10,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
4,14:31,1,10,DEN 20,31,10,Knowshon Moreno left end for 3 yards (tackle by Ma'ake Kemoeatu and Deangelo Tyson),0.280,0.140
4,13:48,2,7,DEN 23,31,10,Knowshon Moreno right guard for 5 yards (tackle by Courtney Upshaw and Haloti Ngata),0.140,0.100
4,13:01,3,2,DEN 28,31,10,Ronnie Hillman left end for 3 yards (tackle by Cary Williams and Ma'ake Kemoeatu),0.100,1.000
4,12:15,1,10,DEN 31,31,10,Knowshon Moreno up the middle for 3 yards (tackle by Albert McClellan),1.000,0.870
4,11:33,2,7,DEN 34,31,10,Ronnie Hillman right tackle for 8 yards (tackle by Corey Graham),0.870,1.730
4,10:52,1,10,DEN 42,31,10,Ronnie Hillman left end for 3 yards (tackle by Josh Bynes),1.730,1.590
4,10:08,2,7,DEN 45,31,10,Ronnie Hillman right guard for 5 yards (tackle by Terrence Cody and Brendon Ayanbadejo),1.590,1.550
4,9:24,3,2,DEN 50,31,10,Ronnie Hillman right guard for 3 yards (tackle by Corey Graham and Josh Bynes),1.550,2.460
4,8:37,1,10,BAL 47,31,10,Jacob Hester right end for no gain (tackle by Brendon Ayanbadejo and Josh Bynes),2.460,1.910
4,7:53,2,10,BAL 47,31,10,Jacob Hester left tackle for 2 yards (tackle by Ed Reed and Terrence Cody),1.910,1.490
4,7:14,3,8,BAL 45,31,10,"Peyton Manning pass complete short left to Eric Decker for 13 yards (tackle by Cary Williams). Penalty on Cary Williams: Unnecessary Roughness, 15 yards",1.490,4.440
4,6:46,1,10,BAL 17,31,10,Ronnie Hillman right guard for 5 yards (tackle by Corey Graham),4.440,4.690
4,6:00,2,5,BAL 12,31,10,Ronnie Hillman right guard for -2 yards (tackle by Courtney Upshaw),4.690,3.500
4,5:16,3,7,BAL 14,31,10,Ronnie Hillman right end for -4 yards (tackle by Corey Graham),3.500,2.250
4,5:16,4,11,BAL 18,34,10,Matt Prater 36 yard field goal good,2.250,3.000
4,4:32,,,DEN 35,34,10,"Matt Prater kicks off 45 yards, returned by Gino Gradkowski for 14 yards (tackle by D.J. Williams). Gino Gradkowski fumbles (forced by D.J. Williams), recovered by Omar Brown at BAL-32 and returned for 38 yards. Penalty on BAL: Illegal Substitution, 5 yards",0.000,1.530
4,4:32,1,10,BAL 39,34,16,"Joe Flacco pass complete short right to Dennis Pitta for 61 yards, touchdown",1.530,7.000
4,4:32,,,DEN 2,34,17,Justin Tucker kicks extra point good,0.000,0.000
4,4:08,,,BAL 35,34,17,"Justin Tucker kicks onside 10 yards, recovered by Matt Willis and returned for 1 yard",0.000,2.650
4,4:07,1,10,BAL 44,34,17,Ronnie Hillman left tackle for 1 yard (tackle by Arthur Jones),2.650,0.000
4,4:01,,,,34,17,Timeout #2 by Baltimore Ravens,0.000,2.250
4,4:01,2,9,BAL 43,34,17,Ronnie Hillman left guard for -1 yards (tackle by Courtney Upshaw),2.250,0.000
4,3:57,,,,34,17,Timeout #3 by Baltimore Ravens,0.000,1.420
4,3:57,3,10,BAL 44,34,17,Ronnie Hillman right guard for no gain (tackle by Corey Graham and Brendon Ayanbadejo),1.420,0.330
4,3:09,4,10,BAL 44,34,17,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",0.330,0.000
4,3:09,4,15,BAL 49,34,17,"Penalty on Matt Willis: False Start, 5 yards (no play)",0.000,-0.320
4,3:09,4,20,DEN 46,34,17,"Britton Colquitt punts 38 yards, returned by Jacoby Jones for no gain",-0.320,0.140
4,2:57,1,10,BAL 16,34,17,"Penalty on Von Miller: Defensive Offside, 5 yards (no play)",-0.140,0.740
4,2:57,1,5,BAL 21,34,17,Joe Flacco pass complete short right to Jacoby Jones for 4 yards (tackle by Omar Bolden),0.740,0.690
4,2:36,2,1,BAL 25,34,17,Joe Flacco sacked by Derek Wolfe for -12 yards,0.690,-1.750
4,2:13,3,13,BAL 13,34,17,Joe Flacco pass complete short left to David Reed for 10 yards (tackle by Champ Bailey),-1.750,-1.830
4,2:08,4,3,BAL 23,34,17,Joe Flacco pass incomplete short left intended for Anquan Boldin,-1.830,-4.040
4,2:04,1,10,BAL 23,34,17,Ronnie Hillman right guard for no gain (tackle by Arthur Jones),4.040,3.500
4,1:57,2,10,BAL 23,34,17,Brock Osweiler kneels for -2 yards,3.500,2.540
4,1:20,3,12,BAL 25,34,17,Brock Osweiler kneels for -2 yards,2.540,0.000
4,0:38,,,,34,17,Timeout #1 by Denver Broncos,0.000,1.670
4,0:38,4,14,BAL 27,34,17,Matt Prater 45 yard field goal no good,1.670,-1.270
4,0:33,1,10,BAL 35,34,17,Joe Flacco sacked by Robert Ayers for -6 yards,1.270,-0.090
4,0:05,2,16,BAL 29,34,17,Joe Flacco sacked by Elvis Dumervil for -14 yards,-0.090,-3.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
