Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Will Hernandez,G,56,100%,0,0%,5,16%
Chad Wheeler,T,56,100%,0,0%,5,16%
Nate Solder,T,56,100%,0,0%,5,16%
Patrick Omameh,G,56,100%,0,0%,5,16%
Sterling Shepard,WR,56,100%,0,0%,1,3%
Eli Manning,QB,56,100%,0,0%,0,0%
John Greco,G,56,100%,0,0%,0,0%
Rhett Ellison,TE,55,98%,0,0%,13,41%
Odell Beckham Jr.,WR,52,93%,0,0%,4,12%
Saquon Barkley,RB,48,86%,0,0%,0,0%
Russell Shepard,WR,32,57%,0,0%,17,53%
Scott Simonson,TE,18,32%,0,0%,15,47%
Jawill Davis,WR,10,18%,0,0%,10,31%
Wayne Gallman,RB,8,14%,0,0%,9,28%
Garrett Dickerson,TE,1,2%,0,0%,0,0%
Eli Apple,CB,0,0%,71,100%,15,47%
Landon Collins,SS,0,0%,71,100%,9,28%
Alec Ogletree,LB,0,0%,71,100%,0,0%
Curtis Riley,FS,0,0%,70,99%,3,9%
Jackrabbit Jenkins,CB,0,0%,69,97%,9,28%
B.W. Webb,CB,0,0%,54,76%,2,6%
Kareem Martin,LB,0,0%,47,66%,8,25%
Kerry Wynn,DE,0,0%,41,58%,14,44%
Dalvin Tomlinson,DT,0,0%,38,54%,8,25%
Damon Harrison,DT,0,0%,38,54%,0,0%
Ray-Ray Armstrong,LB,0,0%,33,46%,16,50%
Lorenzo Carter,LB,0,0%,32,45%,19,59%
B.J. Hill,DT,0,0%,32,45%,8,25%
Connor Barwin,LB,0,0%,32,45%,0,0%
B.J. Goodson,LB,0,0%,22,31%,16,50%
Michael Thomas,SS,0,0%,19,27%,26,81%
Mario Edwards,DE,0,0%,19,27%,0,0%
Josh Mauro,DT,0,0%,17,24%,0,0%
Donte Deayon,CB,0,0%,4,6%,0,0%
Nathan Stupar,LB,0,0%,1,1%,18,56%
Tae Davis,LB,0,0%,0,0%,18,56%
Antonio Hamilton,CB,0,0%,0,0%,18,56%
Sean Chandler,FS,0,0%,0,0%,16,50%
Aldrick Rosas,K,0,0%,0,0%,12,38%
Zak DeOssie,LS,0,0%,0,0%,7,22%
Riley Dixon,P,0,0%,0,0%,7,22%
Spencer Pulley,G,0,0%,0,0%,5,16%
Ereck Flowers,T,0,0%,0,0%,5,16%
Elijhaa Penny,RB,0,0%,0,0%,4,12%
