Quarter,Time,Tm,Detail,SFO,SEA
1.0,8:24,Seahawks,Josh Brown 35 yard field goal,0,3
,4:37,Seahawks,Shaun Alexander 1 yard rush (Josh Brown kick),0,10
,2:28,Seahawks,Shaun Alexander 3 yard pass from Matt Hasselbeck (Josh Brown kick),0,17
2.0,1:02,Seahawks,Shaun Alexander 1 yard rush (Josh Brown kick),0,24
3.0,10:41,Seahawks,Itula Mili 1 yard pass from Matt Hasselbeck (Josh Brown kick),0,31
,2:09,Seahawks,Josh Brown 28 yard field goal,0,34
