Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
1,7:10,1,10,MIA 39,0,0,Lamar Miller left tackle for 2 yards (tackle by Paris Lenon),1.530,1.260
1,6:35,2,8,MIA 41,0,0,Ryan Tannehill sacked by Sam Acho for -6 yards,1.260,-0.230
1,5:59,3,14,MIA 35,0,0,Ryan Tannehill pass complete short middle to Daniel Thomas for 6 yards (tackle by Paris Lenon),-0.230,-0.650
1,5:13,4,8,MIA 41,0,0,"Brandon Fields punts 39 yards, returned by Patrick Peterson for 2 yards (tackle by Jimmy Wilson)",-0.650,-0.410
1,5:03,1,10,ARI 22,0,0,Kevin Kolb pass incomplete deep left intended for Michael Floyd,0.410,-0.130
1,4:56,2,10,ARI 22,0,0,Ryan Williams left tackle for 5 yards (tackle by Koa Misi),-0.130,-0.160
1,4:16,3,5,ARI 27,0,0,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald (defended by Chris Clemons),-0.160,-1.570
1,4:12,4,5,ARI 27,0,0,"Dave Zastudil punts 51 yards, out of bounds",-1.570,-0.410
1,4:04,1,10,MIA 22,0,0,Reggie Bush left tackle for -1 yards (tackle by Adrian Wilson),0.410,-0.270
1,4:04,2,11,MIA 21,0,0,Ryan Tannehill pass complete short left to Davone Bess for 21 yards (tackle by Adrian Wilson and William Gay),-0.270,1.730
1,2:49,1,10,MIA 42,0,0,Reggie Bush up the middle for 4 yards (tackle by William Gay),1.730,0.000
1,2:02,,,,0,0,Timeout #1 by Miami Dolphins,0.000,1.730
1,2:02,2,6,MIA 46,0,0,Ryan Tannehill pass incomplete deep middle intended for Charles Clay (defended by Adrian Wilson),1.730,1.030
1,1:56,3,6,MIA 46,0,0,Ryan Tannehill pass complete short left to Davone Bess for 14 yards (tackle by Jamell Fleming),1.030,2.920
1,1:08,1,10,ARI 40,0,0,Reggie Bush up the middle for 1 yard (tackle by Calais Campbell),2.920,2.510
1,0:35,2,9,ARI 39,0,0,Ryan Tannehill pass complete short right to Brian Hartline for 12 yards (tackle by Patrick Peterson),2.510,3.780
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 27,0,0,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Adrian Wilson),3.780,3.230
2,14:44,2,10,ARI 27,0,0,Ryan Tannehill pass incomplete short left intended for Davone Bess,3.230,2.540
2,14:42,3,10,ARI 27,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 13 yards (tackle by Jamell Fleming),2.540,4.650
2,14:09,1,10,ARI 14,0,0,Daniel Thomas left tackle for no gain (tackle by Kerry Rhodes),4.650,4.000
2,13:29,2,10,ARI 14,0,0,Ryan Tannehill pass incomplete short left intended for Reggie Bush,4.000,3.110
2,13:25,3,10,ARI 14,0,0,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Patrick Peterson),3.110,2.510
2,13:25,4,10,ARI 14,3,0,Dan Carpenter 32 yard field goal good,2.510,3.000
2,13:15,,,MIA 35,3,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
2,13:15,1,10,ARI 20,3,0,Kevin Kolb pass complete short right to William Powell for 2 yards (tackle by Kevin Burnett),0.280,0.000
2,12:32,2,8,ARI 22,3,0,Kevin Kolb pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Sean Smith and Karlos Dansby),0.000,1.000
2,11:53,1,10,ARI 31,3,0,Ryan Williams right tackle for 4 yards (tackle by Karlos Dansby),1.000,1.000
2,11:17,2,6,ARI 35,3,0,Kevin Kolb pass complete short right to Ryan Williams for no gain,1.000,0.300
2,10:30,3,6,ARI 35,3,0,Kevin Kolb sacked by Cameron Wake for -7 yards,0.300,-1.500
2,10:11,4,13,ARI 28,3,0,"Dave Zastudil punts 51 yards, returned by Marcus Thigpen for 18 yards (tackle by James Sanders). Penalty on Reshad Jones: Offensive Holding, 10 yards",-1.500,0.370
2,9:56,1,10,MIA 11,3,0,Ryan Tannehill pass complete short left to Davone Bess for 17 yards (tackle by Paris Lenon),-0.370,0.810
2,9:27,1,10,MIA 28,3,0,Lamar Miller left tackle for 7 yards (tackle by Paris Lenon and Adrian Wilson),0.810,1.210
2,8:51,2,3,MIA 35,3,0,Ryan Tannehill pass complete short right to Brian Hartline for 2 yards (tackle by Patrick Peterson and Adrian Wilson),1.210,0.000
2,8:22,,,,3,0,Timeout #1 by Arizona Cardinals,0.000,0.760
2,8:22,3,1,MIA 37,3,0,Daniel Thomas left tackle for no gain (tackle by Paris Lenon),0.760,-0.910
2,7:54,4,1,MIA 37,3,0,"Brandon Fields punts 42 yards, muffed catch by Patrick Peterson, recovered by Patrick Peterson and returned for no gain. Penalty on Michael Adams: Illegal Block Above the Waist, 10 yards",-0.910,0.370
2,7:45,1,10,ARI 11,3,0,"Kevin Kolb pass incomplete deep right intended for Larry Fitzgerald. Penalty on Sean Smith: Defensive Pass Interference, 20 yards (no play)",-0.370,1.000
2,7:39,1,10,ARI 31,3,0,Kevin Kolb pass complete short left to Early Doucet for 3 yards (tackle by Jimmy Wilson),1.000,0.870
2,7:06,2,7,ARI 34,3,0,William Powell up the middle for 2 yards (tackle by Kevin Burnett),0.870,0.430
2,6:27,3,5,ARI 36,3,0,Kevin Kolb sacked by Cameron Wake for -9 yards,0.430,-1.570
2,5:59,4,14,ARI 27,3,0,Dave Zastudil punts 68 yards,-1.570,0.380
2,5:45,1,10,MIA 5,3,0,Reggie Bush left tackle for 21 yards (tackle by Patrick Peterson),-0.380,0.670
2,5:09,1,10,MIA 26,3,0,Reggie Bush left tackle for 9 yards (tackle by Adrian Wilson),0.670,1.350
2,4:39,2,1,MIA 35,3,0,Jorvorskie Lane up the middle for 1 yard (tackle by Vonnie Holliday and Calais Campbell),1.350,1.330
2,4:01,1,10,MIA 36,3,0,Ryan Tannehill pass complete deep right to Brian Hartline for 57 yards (tackle by William Gay). Penalty on William Gay: Illegal Contact (Declined),1.330,5.600
2,3:32,1,7,ARI 7,3,0,Daniel Thomas left tackle for 1 yard (tackle by O'Brien Schofield),5.600,4.950
2,2:52,2,6,ARI 6,3,0,Ryan Tannehill sacked by O'Brien Schofield for -14 yards,4.950,0.000
2,2:14,,,,3,0,Timeout #2 by Miami Dolphins,0.000,2.340
2,2:14,3,20,ARI 20,3,0,Ryan Tannehill pass complete short right to Brian Hartline for 19 yards (tackle by Paris Lenon and Jamell Fleming),2.340,3.550
2,2:00,4,1,ARI 1,9,0,"Jorvorskie Lane up the middle for 1 yard, touchdown",3.550,7.000
2,2:00,,,ARI 2,10,0,Dan Carpenter kicks extra point good,0.000,0.000
2,1:56,,,MIA 35,10,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
2,1:56,1,10,ARI 20,10,0,Kevin Kolb pass complete short left to Michael Floyd for 10 yards (tackle by Nolan Carroll),0.280,0.940
2,1:34,1,10,ARI 30,10,0,Kevin Kolb pass complete short right to Michael Floyd for 10 yards (tackle by Nolan Carroll),0.940,1.600
2,1:09,1,10,ARI 40,10,0,Kevin Kolb pass complete short right to Michael Floyd for 5 yards (tackle by Nolan Carroll),1.600,1.730
2,0:48,2,5,ARI 45,10,0,Kevin Kolb pass complete short right to Andre Roberts for 7 yards (tackle by Kevin Burnett),1.730,0.000
2,0:40,,,,10,0,Timeout #2 by Arizona Cardinals,0.000,2.390
2,0:40,1,10,MIA 48,10,0,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald is intercepted by Sean Smith at MIA-35 and returned for 31 yards (tackle by Daryn Colledge),2.390,-3.310
2,0:27,1,10,ARI 34,10,0,Ryan Tannehill pass complete short left to Anthony Fasano for 7 yards (tackle by Daryl Washington),3.310,3.720
2,0:14,2,3,ARI 27,10,0,Ryan Tannehill pass complete short left to Davone Bess for 18 yards (tackle by Kerry Rhodes),3.720,5.140
2,0:06,1,9,ARI 9,13,0,Dan Carpenter 27 yard field goal good,5.140,3.000
2,0:03,,,MIA 35,13,0,"Dan Carpenter kicks off 65 yards, returned by William Powell for 25 yards (tackle by Nolan Carroll)",0.000,1.270
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,0,"Jay Feely kicks off 65 yards, touchback. Penalty on Jay Feely: Unnecessary Roughness, 15 yards",0.000,1.270
3,15:00,1,10,MIA 35,13,0,Ryan Tannehill pass complete short right to Brian Hartline for 6 yards (tackle by Gregory Toler),1.270,1.530
3,14:35,2,4,MIA 41,13,0,Reggie Bush right tackle for 1 yard (tackle by Vonnie Holliday and Paris Lenon),1.530,0.960
3,14:02,3,3,MIA 42,13,0,Ryan Tannehill pass complete deep right to Brian Hartline for 30 yards (tackle by Patrick Peterson),0.960,3.710
3,13:30,1,10,ARI 28,13,0,Reggie Bush left tackle for -5 yards (tackle by Calais Campbell),3.710,2.490
3,12:58,2,15,ARI 33,13,0,Ryan Tannehill pass incomplete deep left intended for Davone Bess,2.490,0.000
3,12:52,,,,13,0,Timeout #1 by Miami Dolphins,0.000,1.820
3,12:52,3,15,ARI 33,13,0,Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Gregory Toler),1.820,1.150
3,12:48,4,15,ARI 33,13,0,Dan Carpenter 51 yard field goal no good,1.150,-1.660
3,12:43,1,10,ARI 41,13,0,Kevin Kolb pass complete short left to Larry Fitzgerald for 12 yards (tackle by Sean Smith),1.660,2.460
3,12:05,1,10,MIA 47,13,0,Kevin Kolb pass incomplete deep middle intended for Early Doucet,2.460,1.910
3,12:01,2,10,MIA 47,13,0,Kevin Kolb pass complete short left to Rob Housler for 15 yards (tackle by Kevin Burnett),1.910,3.450
3,11:18,1,10,MIA 32,13,0,Kevin Kolb pass incomplete short right intended for Andre Roberts,3.450,2.900
3,11:14,2,10,MIA 32,13,0,Kevin Kolb pass complete deep left to Andre Roberts for 25 yards (tackle by Nolan Carroll),2.900,5.600
3,10:31,1,7,MIA 7,13,0,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald (defended by Richard Marshall),5.600,4.760
3,10:26,2,7,MIA 7,13,0,Kevin Kolb pass complete short right to Larry Fitzgerald for 4 yards (tackle by Sean Smith),4.760,4.720
3,9:50,3,3,MIA 3,13,6,"Kevin Kolb pass complete short left to Larry Fitzgerald for 3 yards, touchdown",4.720,7.000
3,9:50,,,MIA 2,13,7,Jay Feely kicks extra point good,0.000,0.000
3,9:46,,,ARI 35,13,7,"Jay Feely kicks off 72 yards, returned by Marcus Thigpen for 23 yards (tackle by Alfonso Smith)",0.000,-0.140
3,9:41,1,10,MIA 16,13,7,Ryan Tannehill pass complete deep left to Davone Bess for 17 yards (tackle by Patrick Peterson),-0.140,1.140
3,9:06,1,10,MIA 33,13,7,Reggie Bush right tackle for -4 yards (tackle by Gregory Toler),1.140,0.050
3,8:25,2,14,MIA 29,13,7,Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Adrian Wilson),0.050,-0.620
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,8:20,3,14,MIA 29,13,7,"Ryan Tannehill pass incomplete deep right intended for Brian Hartline. Penalty on Gregory Toler: Defensive Pass Interference, 17 yards (no play)",-0.620,1.990
3,8:10,1,10,MIA 46,13,7,Reggie Bush up the middle for 4 yards (tackle by Dan Williams and Daryl Washington),1.990,1.990
3,7:33,2,6,,13,7,Lamar Miller up the middle for 2 yards (tackle by Nick Eason and Sam Acho),1.990,1.550
3,6:50,3,4,ARI 48,13,7,Ryan Tannehill pass incomplete deep right intended for Legedu Naanee (defended by Kerry Rhodes). Penalty on Reggie Bush: Offensive Pass Interference (Declined),1.550,0.070
3,6:41,4,4,ARI 48,13,7,"Brandon Fields punts 45 yards, fair catch by Patrick Peterson",0.070,0.380
3,6:33,1,10,ARI 3,13,7,Ryan Williams up the middle for -2 yards (tackle by Karlos Dansby),-0.380,-0.930
3,5:51,2,12,ARI 1,13,7,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald (defended by Sean Smith),-0.930,0.000
3,5:48,,,,13,7,Timeout #2 by Miami Dolphins,0.000,-1.650
3,5:48,3,12,ARI 1,13,7,Kevin Kolb pass complete short right to Early Doucet for 9 yards (tackle by Reshad Jones),-1.650,-2.490
3,5:12,4,3,ARI 10,13,7,Dave Zastudil punts 56 yards,-2.490,-1.200
3,4:59,1,10,MIA 34,13,7,Ryan Tannehill pass complete short left to Brian Hartline for 11 yards (tackle by Gregory Toler),1.200,1.930
3,4:32,1,10,MIA 45,13,7,Daniel Thomas up the middle for 3 yards (tackle by Dan Williams),1.930,1.790
3,3:52,2,7,MIA 48,13,7,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Calais Campbell),1.790,1.090
3,3:48,3,7,MIA 48,13,7,Ryan Tannehill pass incomplete short right intended for Brian Hartline is intercepted by Gregory Toler at ARI-39,1.090,-1.530
3,3:42,1,10,ARI 39,13,7,Ryan Williams right tackle for 1 yard (tackle by Karlos Dansby),1.530,1.120
3,3:04,2,9,ARI 40,13,7,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald (defended by Sean Smith),1.120,0.430
3,2:59,3,9,ARI 40,13,7,Kevin Kolb pass complete short right to Larry Fitzgerald for 11 yards (tackle by Richard Marshall),0.430,2.320
3,2:23,1,10,MIA 49,13,7,Kevin Kolb pass complete short right to Larry Fitzgerald for 13 yards (tackle by Sean Smith),2.320,3.180
3,1:53,1,10,MIA 36,13,7,Kevin Kolb pass incomplete short right intended for Michael Floyd,3.180,2.640
3,1:53,2,10,MIA 36,13,7,"Penalty on D'Anthony Batiste: False Start, 5 yards (no play)",2.640,1.960
3,1:50,2,15,MIA 41,13,7,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald,1.960,1.290
3,1:44,3,15,MIA 41,13,7,Kevin Kolb pass incomplete short left intended for Early Doucet,1.290,0.530
3,1:41,4,15,MIA 41,13,7,"Dave Zastudil punts 24 yards, fair catch by Davone Bess",0.530,0.060
3,1:33,1,10,MIA 17,13,7,Reggie Bush up the middle for 12 yards (tackle by O'Brien Schofield),-0.060,0.870
3,1:01,1,10,MIA 29,13,7,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Gregory Toler),0.870,1.410
3,0:22,2,2,MIA 37,13,7,Reggie Bush left tackle for -9 yards (tackle by Sam Acho),1.410,-0.490
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,MIA 28,13,7,Ryan Tannehill sacked by Adrian Wilson for -9 yards,-0.490,-2.140
4,14:22,4,20,MIA 19,13,7,"Brandon Fields punts 47 yards, returned by Patrick Peterson for 8 yards (tackle by Koa Misi). Patrick Peterson fumbles (forced by Koa Misi), recovered by Patrick Peterson at ARI-42",-2.140,-1.730
4,14:11,1,10,ARI 42,13,7,Kevin Kolb pass incomplete short right intended for Rob Housler,1.730,1.190
4,14:07,2,10,ARI 42,13,7,Kevin Kolb sacked by Karlos Dansby for -9 yards,1.190,-0.690
4,13:31,3,19,ARI 33,13,7,Kevin Kolb sacked by Cameron Wake for -6 yards,-0.690,-1.570
4,13:05,4,25,ARI 27,13,7,"Dave Zastudil punts 51 yards, fair catch by Davone Bess",-1.570,-0.410
4,12:56,1,10,MIA 22,13,7,Reggie Bush right tackle for 1 yard (tackle by Calais Campbell),0.410,0.000
4,12:15,2,9,MIA 23,13,7,Ryan Tannehill pass complete short right to Anthony Fasano for 8 yards (tackle by Gregory Toler),0.000,0.370
4,11:43,3,1,MIA 31,13,7,Jorvorskie Lane right tackle for no gain (tackle by Quentin Groves),0.370,-1.310
4,11:23,4,1,MIA 31,13,7,"Brandon Fields punts 48 yards, returned by Patrick Peterson for 8 yards (tackle by Jonathan Freeny). Penalty on Alfonso Smith: Illegal Block Above the Waist, 10 yards",-1.310,-0.150
4,11:12,1,10,ARI 19,13,7,Ryan Williams right tackle for 2 yards (tackle by Kheeston Randall),0.150,-0.060
4,10:35,2,8,ARI 21,13,7,Kevin Kolb pass complete short left to Rob Housler for 33 yards (tackle by Chris Clemons),-0.060,2.520
4,9:54,1,10,MIA 46,13,13,"Kevin Kolb pass complete deep right to Andre Roberts for 46 yards, touchdown",2.520,7.000
4,9:54,,,MIA 2,13,14,Jay Feely kicks extra point good,0.000,0.000
4,9:45,,,ARI 35,13,14,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,9:45,1,10,MIA 20,13,14,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,0.280,-0.270
4,9:37,2,10,MIA 20,13,14,Lamar Miller left tackle for 2 yards (tackle by Daryl Washington),-0.270,-0.690
4,8:52,3,8,MIA 22,13,14,Ryan Tannehill pass complete short left to Davone Bess for 20 yards (tackle by Kerry Rhodes),-0.690,1.730
4,8:25,1,10,MIA 42,13,14,"Ryan Tannehill pass complete deep left to Legedu Naanee for 19 yards (tackle by Adrian Wilson). Legedu Naanee fumbles (forced by Adrian Wilson), recovered by Patrick Peterson at ARI-37 and returned for 60 yards (tackle by Legedu Naanee)",1.730,-6.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,8:05,1,3,MIA 3,13,14,Ryan Williams left tackle for 1 yard (tackle by Paul Soliai and Koa Misi),6.510,5.720
4,7:24,2,2,MIA 2,13,14,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald is intercepted by Sean Smith at MIA-0,5.720,-0.280
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,7:17,1,10,MIA 20,19,14,"Ryan Tannehill pass complete deep left to Brian Hartline for 80 yards, touchdown",0.280,7.000
4,7:17,,,,21,14,"Two Point Attempt: Ryan Tannehill pass complete to Jorvorskie Lane, conversion succeeds",0.000,1.000
4,7:05,,,MIA 35,21,14,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,7:05,1,10,ARI 20,21,14,"Penalty on Bobby Massie: False Start, 5 yards (no play)",0.280,-0.310
4,7:05,1,15,ARI 15,21,14,Kevin Kolb sacked by Jared Odrick for -9 yards,-0.310,-1.800
4,6:30,2,24,ARI 6,21,14,Kevin Kolb pass complete short left to William Powell for 4 yards (tackle by Kevin Burnett),-1.800,-2.590
4,5:56,3,20,ARI 10,21,14,Kevin Kolb pass complete short right to Early Doucet for 9 yards (tackle by Chris Clemons),-2.590,-2.140
4,5:23,4,11,ARI 19,21,14,"Dave Zastudil punts 46 yards, fair catch by Davone Bess",-2.140,-1.270
4,5:14,1,10,MIA 35,21,14,Reggie Bush up the middle for 7 yards (tackle by Gregory Toler),1.270,1.670
4,4:31,2,3,MIA 42,21,14,Reggie Bush left tackle for 15 yards (tackle by Daryl Washington),1.670,2.720
4,3:45,1,10,ARI 43,21,14,Reggie Bush up the middle for 2 yards (tackle by Kerry Rhodes),2.720,2.450
4,3:00,2,8,ARI 41,21,14,"Ryan Tannehill sacked by Daryl Washington for -7 yards. Ryan Tannehill fumbles (forced by Daryl Washington), recovered by Vonnie Holliday at ARI-49 (tackle by John Jerry)",2.450,-2.190
4,2:51,1,10,ARI 49,21,14,Kevin Kolb sacked by Koa Misi for -5 yards,2.190,0.970
4,2:18,2,15,ARI 44,21,14,Kevin Kolb sacked by Koa Misi and Cameron Wake for -3 yards,0.970,-0.100
4,1:59,3,18,ARI 41,21,14,Kevin Kolb pass complete short right to Andre Roberts for 16 yards (tackle by Richard Marshall and Karlos Dansby),-0.100,0.000
4,1:50,,,,21,14,Timeout #1 by Arizona Cardinals,0.000,0.400
4,1:50,4,2,MIA 43,21,14,Kevin Kolb pass complete short left to Andre Roberts for 9 yards (tackle by Nolan Carroll),0.400,3.310
4,1:26,1,10,MIA 34,21,14,Kevin Kolb pass complete short left to Larry Fitzgerald for 9 yards (tackle by Sean Smith),3.310,3.990
4,1:05,2,1,MIA 25,21,14,Kevin Kolb pass complete short right to Michael Floyd for 10 yards (tackle by Nolan Carroll),3.990,4.580
4,0:42,1,10,MIA 15,21,14,Kevin Kolb pass incomplete short right intended for Michael Floyd,4.580,3.950
4,0:38,2,10,MIA 15,21,14,Kevin Kolb pass incomplete short left intended for Early Doucet (defended by Karlos Dansby),3.950,3.100
4,0:34,3,10,MIA 15,21,14,Kevin Kolb pass incomplete short right intended for Michael Floyd,3.100,2.440
4,0:29,4,10,MIA 15,21,20,"Kevin Kolb pass complete short left to Andre Roberts for 15 yards, touchdown",2.440,7.000
4,0:29,,,MIA 2,21,21,Jay Feely kicks extra point good,0.000,0.000
4,0:22,,,ARI 35,21,21,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,0:22,1,10,MIA 20,21,21,Ryan Tannehill kneels for no gain,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,15:00,,,MIA 35,21,21,"Dan Carpenter kicks off 72 yards, returned by William Powell for 41 yards (tackle by Dan Carpenter)",0.000,1.200
OT,14:55,1,10,ARI 34,21,21,Ryan Williams left tackle for -3 yards (tackle by Paul Soliai),1.200,0.250
OT,14:22,2,13,ARI 31,21,21,Kevin Kolb pass incomplete short left intended for Ryan Williams,0.250,-0.430
OT,14:17,3,13,ARI 31,21,21,Kevin Kolb pass incomplete short left intended for Andre Roberts,-0.430,-1.310
OT,14:12,4,13,ARI 31,21,21,"Dave Zastudil punts 57 yards, returned by Davone Bess for 9 yards (tackle by Justin Bethel)",-1.310,-0.340
OT,14:00,1,10,MIA 21,21,21,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Gregory Toler),0.340,0.880
OT,13:26,2,2,MIA 29,21,21,Ryan Tannehill pass complete short right to Anthony Fasano for 5 yards (tackle by O'Brien Schofield),0.880,1.200
OT,12:57,1,10,MIA 34,21,21,Reggie Bush up the middle for 4 yards (tackle by Calais Campbell),1.200,1.200
OT,12:13,2,6,MIA 38,21,21,Ryan Tannehill pass incomplete short right intended for Brian Hartline,1.200,0.500
OT,12:09,3,6,MIA 38,21,21,Ryan Tannehill pass incomplete short right intended for Brian Hartline is intercepted by Kerry Rhodes at ARI-48 and returned for 5 yards (tackle by Anthony Fasano),0.500,-2.460
OT,11:59,1,10,MIA 47,21,21,Ryan Williams left tackle for 2 yards (tackle by Kevin Burnett),2.460,2.180
OT,11:15,2,8,MIA 45,21,21,Kevin Kolb pass incomplete deep right intended for Andre Roberts,2.180,1.490
OT,11:11,3,8,MIA 45,21,21,Kevin Kolb pass complete short left to Early Doucet for 10 yards (tackle by Reshad Jones),1.490,3.250
OT,10:27,1,10,MIA 35,21,21,Ryan Williams right tackle for 2 yards (tackle by Kevin Burnett),3.250,2.970
OT,9:47,2,8,MIA 33,21,21,Ryan Williams up the middle for 4 yards (tackle by Jimmy Wilson),2.970,2.810
OT,9:08,3,4,MIA 29,21,21,Ryan Williams up the middle for 1 yard (tackle by Jared Odrick),2.810,0.000
OT,8:34,,,,21,21,Timeout #1 by Miami Dolphins,0.000,1.680
OT,8:34,4,3,MIA 28,21,24,Jay Feely 46 yard field goal good,1.680,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
