Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,0:04,2,6,NYG 15,0,7,Tiki Barber left guard for 1 yard (tackle by Ryan Clark),-0.430,-0.840
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,NYG 16,0,7,Eli Manning pass complete to Amani Toomer for 11 yards (tackle by Fred Smoot). Penalty on Fred Smoot: Illegal Contact (Declined),-0.840,0.740
2,14:43,1,10,NYG 27,0,7,Tiki Barber left end for 9 yards (tackle by Shawn Springs),0.740,1.410
2,14:04,2,1,NYG 36,0,7,Tiki Barber up the middle for 6 yards (tackle by Ryan Clark and Antonio Pierce),1.410,1.730
2,13:19,1,10,NYG 42,0,7,Eli Manning pass complete to Jeremy Shockey for 5 yards (tackle by Lemar Marshall),1.730,1.860
2,12:38,2,5,NYG 47,0,7,Eli Manning pass complete to Ike Hilliard for 9 yards (tackle by Shawn Springs),1.860,2.650
2,12:01,1,10,WAS 44,0,7,Tiki Barber left end for no gain (tackle by Sean Taylor),2.650,2.110
2,11:21,2,10,WAS 44,0,7,Eli Manning pass incomplete intended for Jim Finn,2.110,1.420
2,11:11,3,10,WAS 44,0,7,Eli Manning pass incomplete (defended by Robert Royal),1.420,0.330
2,11:06,4,10,WAS 44,0,7,"Jeff Feagles punts 31 yards, fair catch by James Thrash. Penalty on Jim Maxwell: Ineligible Downfield Kick, 5 yards (no play)",0.330,0.000
2,11:00,4,15,WAS 49,0,7,"Jeff Feagles punts 40 yards, fair catch by James Thrash",0.000,0.380
2,10:52,1,10,WAS 9,0,7,Clinton Portis right end for 19 yards (tackle by Brent Alexander),-0.380,0.810
2,10:13,1,10,WAS 28,0,7,Patrick Ramsey pass complete to Laveranues Coles for 11 yards (tackle by Carlos Emmons),0.810,1.530
2,9:35,1,10,WAS 39,0,7,Ladell Betts left end for 6 yards (tackle by Carlos Emmons),1.530,1.800
2,8:58,2,4,WAS 45,0,7,Ladell Betts left end for 11 yards (tackle by Carlos Emmons),1.800,2.650
2,8:14,1,10,NYG 44,0,7,"Patrick Ramsey pass incomplete intended for Rod Gardner. Penalty on Will Allen: Illegal Contact, 5 yards (no play)",2.650,2.980
2,8:07,1,10,NYG 39,0,7,Clinton Portis up the middle for no gain (tackle by Kenderick Allen and Carlos Emmons),2.980,2.440
2,7:36,2,10,NYG 39,0,7,Patrick Ramsey pass complete to James Thrash for 13 yards (tackle by Curtis DeLoatch),2.440,3.840
2,6:55,1,10,NYG 26,0,7,Clinton Portis left tackle for 6 yards (tackle by Kevin Lewis),3.840,4.110
2,6:17,2,4,NYG 20,0,7,Patrick Ramsey pass complete to Rod Gardner for 16 yards (tackle by Curry Burns),4.110,6.280
2,5:32,1,4,NYG 4,0,7,Clinton Portis right end for no gain (tackle by Lance LeGree),6.280,5.340
2,4:48,2,4,NYG 4,0,13,"Patrick Ramsey pass complete to Clinton Portis for 4 yards, touchdown",5.340,7.000
2,,,,NYG 2,0,14,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,14,"John Hall kicks off 63 yards, returned by Derrick Ward for no gain",0.000,0.740
2,4:38,1,10,NYG 27,0,14,Tiki Barber right end for 2 yards (tackle by Renaldo Wynn and Lemar Marshall),0.740,0.470
2,3:55,2,8,NYG 29,0,14,Eli Manning pass incomplete intended for Jamaar Taylor (defended by Shawn Springs),0.470,-0.230
2,3:47,,,,0,14,Timeout #1 by New York Giants,0.000,-0.230
2,3:47,3,8,NYG 29,0,14,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",-0.230,-0.890
2,3:47,3,13,NYG 24,0,14,Eli Manning pass complete to Ron Dayne for 7 yards (tackle by Antonio Pierce),-0.890,-1.310
2,3:09,4,6,NYG 31,0,14,Jeff Feagles punts no gain,-1.310,-3.510
2,3:02,1,10,NYG 31,0,14,Clinton Portis left end for 1 yard (tackle by Osi Umenyiora),3.510,3.100
2,2:25,2,9,NYG 30,0,14,Clinton Portis right end for 5 yards (tackle by William Joseph),3.100,3.070
2,2:00,3,4,NYG 25,0,14,Patrick Ramsey pass complete to Laveranues Coles for 11 yards (tackle by Curry Burns),3.070,4.650
2,1:21,1,10,NYG 14,0,14,Clinton Portis up the middle for 5 yards (tackle by Kevin Lewis),4.650,4.900
2,0:48,2,5,NYG 9,0,20,"Patrick Ramsey pass complete to Robert Royal for 9 yards, touchdown",4.900,7.000
2,,,,NYG 2,0,21,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,21,"John Hall kicks off 69 yards, returned by Derrick Ward for 15 yards (tackle by Todd Franz)",0.000,-0.140
2,0:37,1,10,NYG 16,0,21,Tiki Barber right tackle for 1 yard (tackle by Renaldo Wynn),-0.140,-0.510
2,0:12,2,9,NYG 17,0,21,Eli Manning pass complete to Ike Hilliard for no gain,-0.510,-1.200
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,0,21,"Steve Christie kicks off 67 yards, returned by James Thrash for 31 yards (tackle by Curtis DeLoatch)",0.000,1.200
3,14:54,1,10,WAS 34,0,21,Clinton Portis left tackle for 8 yards (tackle by Kevin Lewis),1.200,1.740
3,14:18,2,2,WAS 42,0,21,Clinton Portis up the middle for 4 yards (tackle by Kevin Lewis),1.740,1.990
3,13:42,1,10,WAS 46,0,21,Clinton Portis left end for 2 yards (tackle by Carlos Emmons),1.990,1.720
3,13:04,2,8,WAS 48,0,21,Clinton Portis right guard for 4 yards (tackle by Kevin Lewis),1.720,1.550
3,12:26,3,4,NYG 48,0,21,Patrick Ramsey pass complete to Clinton Portis for no gain,1.550,0.070
3,11:49,4,4,NYG 48,0,21,"Tom Tupa punts 48 yards, touchback",0.070,-0.280
3,11:39,1,10,NYG 20,0,21,Tiki Barber up the middle for 3 yards (tackle by Renaldo Wynn),0.280,0.140
3,11:02,2,7,NYG 23,0,21,"Eli Manning pass incomplete intended for Jamaar Taylor (defended by Shawn Springs). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",0.140,-1.280
3,10:55,2,17,NYG 13,0,21,Tiki Barber left end for 3 yards (tackle by Fred Smoot and Cornelius Griffin),-1.280,-1.690
3,10:15,3,14,NYG 16,0,21,Eli Manning pass complete to Jim Finn for 3 yards (tackle by Fred Smoot),-1.690,-2.140
3,9:33,4,11,NYG 19,0,21,"Jeff Feagles punts 47 yards, returned by James Thrash for 5 yards (tackle by Ron Dayne)",-2.140,-1.530
3,9:20,1,10,WAS 39,0,21,Patrick Ramsey pass complete to Laveranues Coles for 7 yards (tackle by Will Allen),1.530,1.930
3,8:46,2,3,WAS 46,0,21,Clinton Portis left guard for 5 yards (tackle by Osi Umenyiora),1.930,2.320
3,8:08,1,10,NYG 49,0,21,Clinton Portis left tackle for no gain (tackle by Carlos Emmons),2.320,1.780
3,7:35,2,10,NYG 49,0,21,Patrick Ramsey pass complete to James Thrash for 14 yards (tackle by Will Allen),1.780,3.250
3,6:59,1,10,NYG 35,0,21,Clinton Portis left end for no gain (tackle by Nick Greisen),3.250,2.700
3,6:20,2,10,NYG 35,0,21,Clinton Portis left end for 7 yards (tackle by Terry Cousin),2.700,2.940
3,5:49,3,3,NYG 28,0,21,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Will Allen),2.940,1.680
3,5:43,4,3,NYG 28,0,24,John Hall 46 yard field goal good,1.680,3.000
3,,,,WAS 30,6,24,"John Hall kicks off 62 yards, returned by Derrick Ward for 92 yards, touchdown",0.000,7.000
3,,,,WAS 2,7,24,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,7,24,"Steve Christie kicks off 62 yards, returned by Ladell Betts for 20 yards (tackle by Marcellus Rivers)",0.000,0.810
3,5:19,1,10,WAS 28,7,24,Clinton Portis right end for 5 yards (tackle by Fred Robbins),0.810,0.940
3,4:46,2,5,WAS 33,7,24,"Clinton Portis up the middle for 2 yards (tackle by Fred Robbins). Penalty on Robert Royal: Illegal Crackback, 15 yards",0.940,-0.820
3,4:29,2,18,WAS 20,7,24,Ladell Betts left end for 10 yards (tackle by Curry Burns),-0.820,-0.160
3,3:47,,,,7,24,Timeout #1 by Washington Redskins,0.000,-0.160
3,3:47,3,8,WAS 30,7,24,Patrick Ramsey pass complete to Laveranues Coles for 20 yards (tackle by Carlos Emmons),-0.160,2.260
3,3:02,1,10,WAS 50,7,24,Clinton Portis right end for 7 yards (tackle by Kevin Lewis),2.260,2.660
3,2:24,2,3,NYG 43,7,24,Clinton Portis left end for 5 yards (tackle by Kevin Lewis),2.660,3.050
3,1:46,1,10,NYG 38,7,24,"Patrick Ramsey pass complete to Chris Cooley for 38 yards. Penalty on Cory Raymer: Offensive Holding, 10 yards (no play)",3.050,2.390
3,1:34,,,,7,24,Timeout #2 by Washington Redskins,0.000,2.390
3,1:34,1,20,NYG 48,7,24,Patrick Ramsey pass complete to Clinton Portis for 10 yards (tackle by Terry Cousin),2.390,2.510
3,0:45,2,10,NYG 38,7,24,Patrick Ramsey pass complete to Rod Gardner for 11 yards (tackle by Will Allen),2.510,3.780
3,0:00,1,10,NYG 27,7,24,"Clinton Portis left end for no gain (tackle by Nick Greisen). Penalty on Regan Upshaw: Defensive Offside, 5 yards (no play)",3.780,4.510
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,NYG 22,7,24,Clinton Portis up the middle for 1 yard (tackle by Fred Robbins),4.510,4.040
4,14:24,2,4,NYG 21,7,24,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Will Allen),4.040,3.340
4,14:20,3,4,NYG 21,7,24,Clinton Portis right tackle for 8 yards (tackle by Osi Umenyiora),3.340,4.710
4,13:39,1,10,NYG 13,7,24,"Patrick Ramsey sacked by Osi Umenyiora for 0 yards. Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",4.710,5.860
4,13:14,1,5,NYG 8,7,24,Clinton Portis left guard for no gain (tackle by Nick Greisen),5.860,4.960
4,12:32,2,5,NYG 8,7,24,Patrick Ramsey pass complete to Chris Cooley for 2 yards (tackle by Kevin Lewis),4.960,4.560
4,11:48,3,3,NYG 6,7,30,"Patrick Ramsey pass complete to Chris Cooley for 6 yards, touchdown. Penalty on Brent Alexander: Defensive Holding (Declined)",4.560,7.000
4,,,,NYG 2,7,31,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,7,31,"John Hall kicks off 56 yards, returned by Derrick Ward for 23 yards (tackle by John Hall)",0.000,1.400
4,11:35,1,10,NYG 37,7,31,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Shawn Springs),1.400,2.070
4,10:54,2,1,NYG 46,7,31,Tiki Barber left end for 2 yards (tackle by Brandon Noble),2.070,2.130
4,10:14,1,10,NYG 48,7,31,Eli Manning pass incomplete intended for Amani Toomer,2.130,1.580
4,10:10,2,10,NYG 48,7,31,"Eli Manning pass incomplete. Penalty on Marcus Washington: Illegal Contact, 5 yards (no play)",1.580,2.460
4,10:05,1,10,WAS 47,7,31,"Tiki Barber right guard for 7 yards (tackle by Sean Taylor). Tiki Barber fumbles (forced by Sean Taylor), recovered by Ike Hilliard at WAS-40",2.460,2.860
4,9:14,2,3,WAS 40,7,31,"Eli Manning pass incomplete intended for Jamaar Taylor. Penalty on Sean Taylor: Roughing the Passer, 15 yards (no play)",2.860,3.910
4,9:10,1,10,WAS 25,7,31,Tiki Barber left guard for 2 yards (tackle by Brandon Noble),3.910,3.630
4,8:30,2,8,WAS 23,7,31,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Sean Taylor),3.630,2.940
4,8:23,3,8,WAS 23,7,31,Eli Manning pass incomplete intended for Amani Toomer,2.940,1.930
4,8:18,4,8,WAS 23,7,31,Eli Manning pass incomplete intended for Amani Toomer (defended by Fred Smoot),1.930,-0.480
4,8:15,1,10,WAS 23,7,31,Ladell Betts left tackle for 11 yards (tackle by Carlos Emmons),0.480,1.200
4,7:33,1,10,WAS 34,7,31,Ladell Betts up the middle for 2 yards (tackle by Kenderick Allen),1.200,0.930
4,6:52,2,8,WAS 36,7,31,Ladell Betts right end for 14 yards (tackle by Brent Alexander),0.930,2.260
4,6:07,1,10,WAS 50,7,31,Ladell Betts left end for 1 yard (tackle by Davern Williams),2.260,1.850
4,5:25,2,9,NYG 49,7,31,Ladell Betts right end for -1 yards (tackle by William Joseph),1.850,1.030
4,4:41,3,10,WAS 50,7,31,Ladell Betts right end for -2 yards (tackle by Osi Umenyiora),1.030,-0.190
4,4:41,4,12,WAS 48,7,31,"Penalty on Tom Tupa: Delay of Game, 5 yards (no play)",-0.190,-0.520
4,3:53,4,17,WAS 43,7,31,Tom Tupa punts 43 yards,-0.520,0.280
4,3:39,1,10,NYG 14,7,31,Tiki Barber up the middle for 2 yards (tackle by Antonio Pierce and Sean Taylor),-0.280,-0.510
4,2:58,2,8,NYG 16,7,31,Eli Manning pass complete to Amani Toomer for 48 yards (tackle by Ade Jimoh),-0.510,3.180
4,2:22,1,10,WAS 36,7,31,Eli Manning pass incomplete intended for Amani Toomer,3.180,2.640
4,2:18,2,10,WAS 36,7,31,Eli Manning pass incomplete intended for Ike Hilliard,2.640,1.950
4,2:12,3,10,WAS 36,7,31,Eli Manning pass incomplete intended for Amani Toomer,1.950,0.880
4,2:09,4,10,WAS 36,7,31,Eli Manning pass incomplete intended for Jamaar Taylor (defended by Sean Taylor),0.880,-1.330
4,2:03,1,10,WAS 36,7,31,Patrick Ramsey kneels for -1 yards,1.330,0.660
4,2:00,2,11,WAS 35,7,31,Patrick Ramsey kneels for no gain,0.660,-0.030
4,1:14,3,11,WAS 35,7,31,Patrick Ramsey kneels for no gain,-0.030,-1.040
4,0:33,,,,7,31,Timeout #3 by Washington Redskins,0.000,-1.040
4,0:33,4,11,WAS 35,7,31,"Tom Tupa punts 37 yards, returned by Mark Jones for 21 yards (tackle by Lemar Marshall)",-1.040,-2.190
4,0:22,1,10,NYG 49,7,31,Eli Manning pass incomplete intended for Ike Hilliard,2.190,1.650
4,0:17,2,10,NYG 49,7,31,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Antonio Pierce),1.650,2.150
4,0:06,,,,7,31,Timeout #1 by New York Giants,0.000,2.150
4,0:06,3,1,WAS 42,7,31,Eli Manning pass incomplete intended for Amani Toomer (defended by Sean Taylor),2.150,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
