#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DAL 40,10,4:41,36,Missed FG
2,1,9:25,DAL 9,11,6:06,76,Field Goal
3,1,0:33,NOR 38,1,0:12,38,Touchdown
4,2,10:50,DAL 1,3,0:26,0,Punt
5,2,7:59,DAL 7,2,0:54,3,Interception
6,2,5:56,DAL 27,10,4:41,35,Downs
7,2,0:36,DAL 30,3,0:33,9,Punt
8,3,13:20,NOR 42,6,2:47,19,Field Goal
9,3,6:07,DAL 29,3,0:41,31,Fumble
10,3,3:08,DAL 8,5,1:56,9,Punt
11,4,13:17,DAL 17,5,2:30,21,Punt
12,4,5:21,DAL 27,3,1:38,-4,Punt
13,4,2:47,DAL 14,5,1:07,39,Fumble
14,4,0:21,DAL 19,1,0:13,0,Interception
