Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
2,10:14,2,34,NOR 30,0,10,Deuce McAllister up the middle for 3 yards (tackle by Marcellus Wiley),-1.260,-1.480
2,9:38,3,31,NOR 33,0,10,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Terence Newman: Illegal Contact, 5 yards (no play)",-1.480,1.470
2,9:35,1,10,NOR 38,0,10,Deuce McAllister up the middle for 3 yards (tackle by Marcellus Wiley and Dat Nguyen),1.470,1.330
2,8:54,2,7,NOR 41,0,10,Aaron Brooks sacked by Lynn Scott for -6 yards,1.330,-0.160
2,8:18,3,13,NOR 35,0,10,"Aaron Brooks pass complete to Donte Stallworth for 9 yards (tackle by Nate Jones). Penalty on Donte Stallworth: Offensive Pass Interference (Declined), Penalty on NOR: Illegal Shift (Declined)",-0.160,-0.460
2,8:09,4,4,NOR 44,0,10,"Mitch Berger punts 49 yards, fair catch by Lance Frazier",-0.460,0.380
2,7:59,1,10,DAL 7,0,10,Julius Jones left tackle for 3 yards (tackle by Howard Green),-0.380,-0.560
2,7:17,2,7,DAL 10,0,10,Vinny Testaverde pass incomplete intended for Terrance Copper is intercepted by Mike McKenzie at DAL-26 and returned for 5 yards (tackle by Jason Witten),-0.560,-4.170
2,7:05,1,10,DAL 21,0,10,Aaron Brooks pass complete to Aaron Stecker for 14 yards (tackle by Terence Newman),4.170,5.600
2,6:38,1,7,DAL 7,0,10,Deuce McAllister up the middle for 2 yards (tackle by Greg Ellis),5.600,5.150
2,6:00,2,5,DAL 5,6,10,"Deuce McAllister up the middle for 5 yards, touchdown",5.150,7.000
2,,,,DAL 2,7,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,7,10,"Mitch Berger kicks off 55 yards, returned by Terrance Copper for 12 yards (tackle by Steve Gleason)",0.000,0.740
2,5:51,1,10,DAL 27,7,10,Julius Jones right tackle for -2 yards (tackle by Brian Young),0.740,-0.070
2,5:15,2,12,DAL 25,7,10,Julius Jones left guard for 3 yards (tackle by Darren Howard),-0.070,-0.360
2,4:33,3,9,DAL 28,7,10,Vinny Testaverde pass complete to Jason Witten for 15 yards (tackle by Tebucky Jones),-0.360,1.800
2,3:49,1,10,DAL 43,7,10,Vinny Testaverde pass incomplete intended for Keyshawn Johnson,1.800,1.250
2,3:41,2,10,DAL 43,7,10,Julius Jones up the middle for 2 yards (tackle by Brian Young),1.250,0.830
2,3:04,3,8,DAL 45,7,10,Vinny Testaverde pass complete to Jason Witten for 11 yards (tackle by Fred Thomas),0.830,2.650
2,2:24,1,10,NOR 44,7,10,Julius Jones left tackle for 5 yards (tackle by James Allen),2.650,2.780
2,2:00,2,5,NOR 39,7,10,Julius Jones up the middle for 1 yard (tackle by Darren Howard and Willie Whitehead),2.780,2.210
2,1:26,3,4,NOR 38,7,10,Vinny Testaverde pass incomplete intended for Jason Witten,2.210,0.720
2,1:20,,,,7,10,Timeout #1 by Dallas Cowboys,0.000,0.720
2,1:20,4,4,NOR 38,7,10,Vinny Testaverde pass incomplete intended for Terrance Copper,0.720,-1.470
2,1:15,1,10,NOR 38,7,10,Aaron Brooks pass incomplete (defended by Eric Ogbogu),1.470,0.920
2,1:11,2,10,NOR 38,7,10,Deuce McAllister right tackle for 5 yards (tackle by Dat Nguyen),0.920,0.890
2,1:05,,,,7,10,Timeout #1 by New Orleans Saints,0.000,0.890
2,1:05,3,5,NOR 43,7,10,Aaron Brooks pass complete to Donte Stallworth for 33 yards (tackle by Lance Frazier). Penalty on Lance Frazier: Defensive Holding (Declined),0.890,3.970
2,0:54,1,10,DAL 24,7,10,Deuce McAllister left tackle for 3 yards (tackle by La'Roi Glover and Eric Ogbogu),3.970,3.840
2,0:52,,,,7,10,Timeout #2 by New Orleans Saints,0.000,3.840
2,0:52,2,7,DAL 21,7,10,Aaron Brooks pass incomplete intended for Donte Stallworth,3.840,3.140
2,0:47,3,7,DAL 21,7,10,Aaron Brooks pass incomplete intended for Joe Horn,3.140,2.060
2,0:41,4,7,DAL 21,10,10,John Carney 39 yard field goal good,2.060,3.000
2,,,,NOR 30,10,10,"Mitch Berger kicks off 67 yards, returned by ReShard Lee for 27 yards (tackle by Aaron Stecker)",0.000,0.940
2,0:31,1,10,DAL 30,10,10,Vinny Testaverde pass incomplete intended for Dedric Ward,0.940,0.390
2,0:26,2,10,DAL 30,10,10,Richie Anderson up the middle for 9 yards (tackle by Tebucky Jones),0.390,0.890
2,0:19,,,,10,10,Timeout #2 by Dallas Cowboys,0.000,0.890
2,0:19,3,1,DAL 39,10,10,Vinny Testaverde pass incomplete intended for Quincy Morgan,0.890,-0.780
2,0:10,4,1,DAL 39,10,10,Mat McBriar punts 44 yards,-0.780,0.060
2,0:03,1,10,NOR 17,10,10,Aaron Brooks kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,10,10,"Billy Cundiff kicks off 67 yards, returned by Aaron Stecker for 21 yards (tackle by Tony Dixon)",0.000,0.540
3,14:54,1,10,NOR 24,10,10,Deuce McAllister up the middle for 2 yards (tackle by Marcellus Wiley and Roy Williams),0.540,0.270
3,14:14,2,8,NOR 26,10,10,Aaron Brooks pass complete to Ernie Conwell for 4 yards (tackle by Lance Frazier),0.270,0.100
3,13:37,3,4,NOR 30,10,10,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Dat Nguyen: Defensive Pass Interference, 4 yards (no play)",0.100,1.200
3,13:32,1,10,NOR 34,10,10,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Roy Williams at DAL-38 and returned for 20 yards,1.200,-2.790
3,13:20,1,10,NOR 42,10,10,Julius Jones left tackle for 9 yards (tackle by Colby Bockwoldt),2.790,3.460
3,12:46,2,1,NOR 33,10,10,Julius Jones right guard for 2 yards (tackle by Courtney Watson and Tebucky Jones),3.460,3.510
3,12:06,1,10,NOR 31,10,10,Vinny Testaverde pass incomplete intended for Jason Witten,3.510,2.970
3,12:01,2,10,NOR 31,10,10,Julius Jones up the middle for 2 yards (tackle by Courtney Watson),2.970,2.540
3,11:20,3,8,NOR 29,10,10,Vinny Testaverde pass complete to Quincy Morgan for 6 yards (tackle by Mike McKenzie),2.540,2.050
3,10:38,4,2,NOR 23,10,13,Billy Cundiff 41 yard field goal good,2.050,3.000
3,,,,DAL 30,10,13,"Billy Cundiff kicks off 70 yards, returned by Aaron Stecker for 16 yards (tackle by Kalen Thornton)",0.000,-0.140
3,10:26,1,10,NOR 16,10,13,Deuce McAllister right tackle for 10 yards (tackle by Lynn Scott),-0.140,0.670
3,9:51,1,10,NOR 26,10,13,Deuce McAllister up the middle for 12 yards (tackle by Lynn Scott and Dat Nguyen),0.670,1.470
3,9:17,1,10,NOR 38,10,13,Aaron Brooks pass complete to Deuce McAllister for 18 yards (tackle by Lynn Scott),1.470,2.650
3,8:38,1,10,DAL 44,10,13,Aaron Stecker left tackle for 3 yards (tackle by Dat Nguyen),2.650,2.520
3,8:03,2,7,DAL 41,10,13,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Lynn Scott),2.520,3.510
3,7:29,1,10,DAL 31,10,13,Deuce McAllister up the middle for -3 yards (tackle by Leonardo Carson),3.510,2.560
3,6:52,2,13,DAL 34,10,13,Aaron Brooks left end for 8 yards (tackle by Lance Frazier),2.560,2.940
3,6:17,,,,10,13,Timeout #1 by New Orleans Saints,0.000,2.940
3,6:17,3,5,DAL 26,10,13,Aaron Brooks pass incomplete intended for Donte Stallworth,2.940,1.790
3,6:12,4,5,DAL 26,13,13,John Carney 44 yard field goal good,1.790,3.000
3,,,,NOR 30,13,13,"Mitch Berger kicks off 71 yards, returned by ReShard Lee for 30 yards (tackle by Roger Knight)",0.000,0.870
3,6:02,1,10,DAL 29,13,13,Vinny Testaverde pass incomplete intended for Jason Witten,0.870,0.330
3,5:57,2,10,DAL 29,13,13,"Vinny Testaverde pass complete to Julius Jones for 13 yards (tackle by James Allen). Penalty on James Allen: Unnecessary Roughness, 15 yards",0.330,2.720
3,5:28,1,10,NOR 43,13,13,"Julius Jones left tackle for 3 yards (tackle by Fakhir Brown). Julius Jones fumbles (forced by Fakhir Brown), recovered by James Allen at NOR-40 and returned for 1 yards (tackle by Darian Barnes). Penalty on Quincy Morgan: Illegal Block Above the Waist (Declined)",2.720,-1.660
3,5:26,1,10,NOR 41,13,13,"Deuce McAllister left tackle for no gain (tackle by Lance Frazier). Penalty on Victor Riley: Unnecessary Roughness, 15 yards",1.660,0.670
3,4:59,1,25,NOR 26,13,13,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Lynn Scott),0.670,-0.230
3,4:21,2,20,NOR 31,13,13,Aaron Brooks sacked by Marcellus Wiley for -7 yards,-0.230,-1.810
3,3:50,3,27,NOR 24,13,13,Aaron Brooks pass complete to Deuce McAllister for 11 yards (tackle by Dat Nguyen),-1.810,-1.040
3,3:20,4,16,NOR 35,13,13,"Mitch Berger punts 50 yards, returned by Lance Frazier for no gain. Penalty on Terence Newman: Offensive Holding, 7 yards",-1.040,0.380
3,3:08,1,10,DAL 8,13,13,Vinny Testaverde pass incomplete intended for Keyshawn Johnson (defended by Charles Grant),-0.380,-0.780
3,3:06,2,10,DAL 8,13,13,Vinny Testaverde pass complete to Keyshawn Johnson for 11 yards (tackle by Mike McKenzie),-0.780,0.150
3,2:22,1,10,DAL 19,13,13,Julius Jones right end for -2 yards (tackle by Charles Grant),0.150,-0.720
3,1:39,2,12,DAL 17,13,13,Vinny Testaverde pass incomplete intended for Jason Witten,-0.720,-1.420
3,1:34,3,12,DAL 17,13,13,Vinny Testaverde pass incomplete intended for Jason Witten,-1.420,-2.320
3,1:25,4,12,DAL 17,13,13,"Mat McBriar punts 55 yards, returned by Michael Lewis for 4 yards (tackle by Keith O'Neil). Penalty on Fred Thomas: Illegal Block Above the Waist, 10 yards",-2.320,-0.410
3,1:12,1,10,NOR 22,13,13,Deuce McAllister left end for no gain (tackle by La'Roi Glover),0.410,-0.130
3,0:36,2,10,NOR 22,13,13,Aaron Brooks pass complete to Aaron Stecker for -4 yards (tackle by Terence Newman),-0.130,-1.490
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,NOR 18,13,13,"Aaron Brooks pass incomplete intended for Joe Horn (defended by Lance Frazier). Penalty on Roy Williams: Illegal Contact, 5 yards (no play)",-1.490,0.480
4,14:54,1,10,NOR 23,13,13,Deuce McAllister up the middle for 7 yards (tackle by Dat Nguyen),0.480,0.880
4,14:15,2,3,NOR 30,13,13,Deuce McAllister left end for -3 yards (tackle by Scott Shanle),0.880,-0.230
4,13:34,3,6,NOR 27,13,13,Aaron Brooks pass incomplete intended for Joe Horn,-0.230,-1.570
4,13:27,4,6,NOR 27,13,13,"Mitch Berger punts 52 yards, returned by Lance Frazier for 6 yards (tackle by Fred McAfee). Penalty on Keith Davis: Illegal Block Above the Waist, 10 yards",-1.570,0.060
4,13:17,1,10,DAL 17,13,13,Vinny Testaverde pass complete to Jason Witten for 21 yards (tackle by Tebucky Jones),-0.060,1.470
4,12:48,1,10,DAL 38,13,13,Julius Jones right tackle for 11 yards (tackle by Tebucky Jones),1.470,2.190
4,12:06,1,10,DAL 49,13,13,Julius Jones left tackle for 4 yards (tackle by Colby Bockwoldt),2.190,2.190
4,11:24,2,6,NOR 47,13,13,"Vinny Testaverde pass incomplete intended for Richie Anderson. Penalty on Al Johnson: Offensive Holding, 10 yards (no play)",2.190,0.840
4,11:19,2,16,DAL 43,13,13,Vinny Testaverde pass incomplete intended for Quincy Morgan,0.840,0.170
4,11:12,3,16,DAL 43,13,13,Vinny Testaverde pass incomplete intended for Richie Anderson,0.170,-0.520
4,11:07,4,16,DAL 43,13,13,"Mat McBriar punts 57 yards, touchback. Penalty on Bradie James: Ineligible Downfield Kick, 5 yards (no play)",-0.520,-0.850
4,10:58,4,21,DAL 38,13,13,Mat McBriar punts 45 yards,-0.850,-0.740
4,10:47,1,10,NOR 27,13,13,Aaron Brooks up the middle for 4 yards (tackle by Dat Nguyen),0.740,0.740
4,10:13,2,6,NOR 31,13,13,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by Lance Frazier),0.740,1.730
4,9:33,1,10,NOR 42,13,13,Deuce McAllister right tackle for 5 yards (tackle by Dexter Coakley and Greg Ellis),1.730,1.860
4,8:54,2,5,NOR 47,13,13,Deuce McAllister right tackle for 8 yards (tackle by Lynn Scott and Roy Williams),1.860,2.590
4,8:15,1,10,DAL 45,13,13,Aaron Brooks pass incomplete intended for Donte Stallworth,2.590,2.040
4,8:11,,,,13,13,Timeout #2 by New Orleans Saints,0.000,2.040
4,8:11,2,10,DAL 45,13,13,Aaron Brooks pass complete to Donte Stallworth for 25 yards (tackle by Terence Newman),2.040,4.240
4,7:38,1,10,DAL 20,13,13,Deuce McAllister left tackle for no gain (tackle by Dat Nguyen),4.240,3.690
4,6:56,2,10,DAL 20,13,13,Aaron Brooks pass incomplete intended for Donte Stallworth,3.690,3.010
4,6:46,3,10,DAL 20,13,13,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Nate Jones),3.010,5.830
4,6:10,1,6,DAL 6,13,13,Deuce McAllister up the middle for 2 yards (tackle by Marcellus Wiley and Leonardo Carson),5.830,5.340
4,5:27,2,4,DAL 4,19,13,"Deuce McAllister left end for 4 yards, touchdown",5.340,7.000
4,,,,DAL 2,20,13,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,20,13,"Mitch Berger kicks off 67 yards, returned by ReShard Lee for 24 yards (tackle by Aaron Stecker)",0.000,0.740
4,5:15,1,10,DAL 27,20,13,Richie Anderson up the middle for -2 yards (tackle by Charles Grant),0.740,-0.070
4,4:52,2,12,DAL 25,20,13,"Vinny Testaverde for 2 yards (tackle by Charles Grant). Vinny Testaverde fumbles (forced by Charles Grant), recovered by Vinny Testaverde at DAL-25",-0.070,-0.490
4,3:45,3,10,DAL 27,20,13,Vinny Testaverde sacked by Charles Grant for -4 yards,-0.490,-1.830
4,3:45,4,14,DAL 23,20,13,"Mat McBriar punts 55 yards, returned by Michael Lewis for 43 yards (tackle by Mat McBriar)",-1.830,-3.250
4,3:43,1,10,DAL 35,20,13,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Scott Shanle),3.250,3.110
4,2:58,2,7,DAL 32,20,13,Deuce McAllister right tackle for 1 yard (tackle by Greg Ellis),3.110,2.540
4,2:53,,,,20,13,Timeout #1 by Dallas Cowboys,0.000,2.540
4,2:53,3,6,DAL 31,26,13,"Aaron Brooks pass complete to Joe Horn for 31 yards, touchdown",2.540,7.000
4,,,,DAL 2,27,13,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,27,13,"Mitch Berger kicks off 68 yards, returned by ReShard Lee for 22 yards (tackle by Fred Thomas). Penalty on Keith Davis: Illegal Block Above the Waist, 10 yards",0.000,-0.280
4,2:37,1,10,DAL 14,27,13,Vinny Testaverde pass complete to Quincy Morgan for 8 yards (tackle by Fakhir Brown),-0.280,0.420
4,2:17,2,2,DAL 22,27,13,Vinny Testaverde pass complete to Keyshawn Johnson for 29 yards (tackle by Jay Bellamy),0.420,2.320
4,2:00,1,10,NOR 49,27,13,Vinny Testaverde pass incomplete intended for Quincy Morgan,2.320,1.780
4,1:54,2,10,NOR 49,27,13,Vinny Testaverde pass incomplete intended for Dedric Ward,1.780,1.090
4,1:50,3,10,NOR 49,27,13,"Penalty on Will Smith: Neutral Zone Infraction, 5 yards (no play)",1.090,1.750
4,1:50,3,5,NOR 44,27,13,"Vinny Testaverde sacked by Will Smith for -5 yards. Vinny Testaverde fumbles (forced by Will Smith), recovered by Fred Thomas at NOR-47 (tackle by Torrin Tucker)",1.750,-2.060
4,1:40,1,10,NOR 47,27,13,Deuce McAllister right tackle for 5 yards (tackle by Dexter Coakley),2.060,2.190
4,1:30,,,,27,13,Timeout #2 by Dallas Cowboys,0.000,2.190
4,1:30,2,5,DAL 48,27,13,Deuce McAllister up the middle for 4 yards (tackle by Marcellus Wiley and Scott Shanle),2.190,2.020
4,1:16,,,,27,13,Timeout #3 by Dallas Cowboys,0.000,2.020
4,1:16,3,1,DAL 44,27,13,Deuce McAllister left end for -4 yards (tackle by Roy Williams),2.020,0.070
4,0:34,4,5,DAL 48,27,13,"Penalty on Mitch Berger: Delay of Game, 5 yards (no play)",0.070,-0.260
4,0:23,4,10,NOR 47,27,13,"Mitch Berger punts 34 yards, fair catch by Lance Frazier",-0.260,-0.150
4,0:21,1,10,DAL 19,27,13,Vinny Testaverde pass complete to Richie Anderson for 9 yards. Penalty on Keyshawn Johnson: Illegal Forward Pass (Declined),0.150,-2.920
4,0:08,1,10,DAL 40,27,13,Aaron Brooks kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
