Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brian Robinson Jr.,WAS,6,6,119,1,3,6,1.0,113,18.8,1.0,2,3.0,0,0.0,0,158.3
Logan Thomas,WAS,5,5,40,0,2,18,3.6,22,4.4,3.6,0,,0,0.0,0,100.0
Antonio Gibson,WAS,6,5,42,1,2,12,2.4,30,6.0,0.8,0,,0,0.0,0,135.4
Terry McLaurin,WAS,8,4,33,0,3,20,5.0,13,3.3,8.4,1,4.0,0,0.0,0,60.9
John Bates,WAS,3,3,21,0,1,0,0.0,21,7.0,0.0,1,3.0,0,0.0,0,95.8
Dyami Brown,WAS,2,2,41,1,2,24,12.0,17,8.5,12.0,0,,0,0.0,0,158.3
Curtis Samuel,WAS,6,2,6,0,,-2,-1.0,8,4.0,4.7,0,,0,0.0,0,42.4
Byron Pringle,WAS,2,1,7,0,,7,7.0,0,0.0,17.5,0,,0,0.0,0,58.3
Alex Armah,WAS,1,1,3,0,,-3,-3.0,6,6.0,-3.0,0,,0,0.0,0,79.2
Jamison Crowder,WAS,1,0,0,0,,0,,0,,10.0,0,,1,100.0,0,39.6
Jahan Dotson,WAS,2,0,0,0,,0,,0,,5.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Lockett,SEA,10,8,92,1,5,47,5.9,45,5.6,10.4,0,,0,0.0,0,138.3
D.K. Metcalf,SEA,12,7,98,0,6,56,8.0,42,6.0,11.4,3,2.3,0,0.0,0,84.7
Zach Charbonnet,SEA,5,4,18,0,0,0,0.0,18,4.5,-0.2,0,,0,0.0,0,81.7
Jaxon Smith-Njigba,SEA,5,4,53,0,2,0,0.0,53,13.3,-1.0,1,4.0,1,20.0,0,110.8
Noah Fant,SEA,3,2,6,0,,-6,-3.0,12,6.0,4.3,0,,0,0.0,0,70.1
Will Dissly,SEA,2,2,22,0,1,2,1.0,20,10.0,1.0,0,,0,0.0,0,112.5
Jake Bobo,SEA,2,2,13,0,1,10,5.0,3,1.5,5.0,0,,0,0.0,0,93.7
Colby Parkinson,SEA,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Kenneth Walker III,SEA,2,1,64,1,1,0,0.0,64,64.0,-2.5,1,1.0,0,0.0,0,135.4
