Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Phil Haynes,G,81,100%,0,0%,7,20%
Damien Lewis,G,81,100%,0,0%,7,20%
Charles Cross,T,81,100%,0,0%,7,20%
Evan Brown,C,81,100%,0,0%,0,0%
Geno Smith,QB,81,100%,0,0%,0,0%
D.K. Metcalf,WR,72,89%,0,0%,0,0%
Tyler Lockett,WR,64,79%,0,0%,0,0%
Jason Peters,T,56,69%,0,0%,0,0%
Jaxon Smith-Njigba,WR,50,62%,0,0%,0,0%
Noah Fant,TE,48,59%,0,0%,0,0%
Zach Charbonnet,RB,42,52%,0,0%,11,32%
Kenneth Walker III,RB,39,48%,0,0%,0,0%
Will Dissly,TE,33,41%,0,0%,14,41%
Colby Parkinson,TE,33,41%,0,0%,7,20%
Stone Forsythe,T,25,31%,0,0%,7,20%
Jake Bobo,WR,22,27%,0,0%,7,20%
Dareke Young,WR,2,2%,0,0%,17,49%
Riq Woolen,CB,0,0%,61,99%,9,26%
Bobby Wagner,LB,0,0%,61,99%,5,14%
Quandre Diggs,FS,0,0%,61,99%,0,0%
Jamal Adams,SS,0,0%,61,99%,0,0%
Devon Witherspoon,CB,0,0%,61,99%,0,0%
Jordyn Brooks,LB,0,0%,49,80%,0,0%
Jarran Reed,NT,0,0%,48,78%,5,14%
Tre Brown,CB,0,0%,48,78%,1,3%
Boye Mafe,LB,0,0%,46,75%,5,14%
Leonard Williams,DT,0,0%,42,68%,5,14%
Darrell Taylor,LB,0,0%,32,52%,5,14%
Dre'Mont Jones,DE,0,0%,29,47%,5,14%
Julian Love,SS,0,0%,25,41%,12,35%
Mario Edwards,DE,0,0%,19,31%,0,0%
Frank Clark,LB,0,0%,17,28%,0,0%
Derick Hall,LB,0,0%,11,18%,17,49%
Cameron Young,NT,0,0%,5,8%,0,0%
Brady Russell,TE,0,0%,0,0%,30,87%
Nick Bellore,LB,0,0%,0,0%,28,81%
Jon Rhattigan,LB,0,0%,0,0%,23,67%
DeeJay Dallas,RB,0,0%,0,0%,22,64%
Jerrick Reed,SS,0,0%,0,0%,21,61%
Artie Burns,CB,0,0%,0,0%,19,55%
Devin Bush Jr.,LB,0,0%,0,0%,18,52%
Michael Jackson,CB,0,0%,0,0%,14,41%
Jason Myers,K,0,0%,0,0%,14,41%
Chris Stoll,LS,0,0%,0,0%,12,35%
Michael Dickson,P,0,0%,0,0%,12,35%
Olusegun Oluwatimi,C,0,0%,0,0%,7,20%
Jake Curhan,T,0,0%,0,0%,7,20%
