Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
2,9:12,,,SEA 35,9,6,"Jason Myers kicks off 64 yards, returned by Antonio Gibson for 23 yards (tackle by Jerrick Reed)",0.000,0.540
2,9:07,1,10,WAS 24,9,6,Sam Howell pass incomplete short middle intended for Curtis Samuel (defended by Devon Witherspoon),0.540,0.000
2,9:03,2,10,WAS 24,9,6,Sam Howell pass complete short right to Curtis Samuel for 6 yards (tackle by Devon Witherspoon),0.000,0.100
2,8:32,3,4,WAS 30,9,6,Sam Howell sacked by Leonard Williams for -10 yards,0.100,-2.030
2,7:38,4,14,WAS 20,9,6,"Tress Way punts 49 yards, returned by DeeJay Dallas for 5 yards (tackle by Christian Holmes)",-2.030,-1.330
2,7:26,1,10,SEA 36,9,6,Geno Smith pass incomplete deep middle intended for Tyler Lockett,1.330,0.790
2,7:19,2,10,SEA 36,9,6,Kenneth Walker up the middle for 5 yards (tackle by Daron Payne and John Ridgeway),0.790,0.760
2,6:41,3,5,SEA 41,9,6,Geno Smith pass incomplete deep middle intended for D.K. Metcalf,0.760,-0.650
2,6:35,4,5,SEA 41,9,6,"Michael Dickson punts, returned by Jamison Crowder for no gain (tackle by Jon Rhattigan). Penalty on Derick Hall: Ineligible Downfield Kick, 5 yards (accepted) (no play)",-0.650,-0.980
2,6:25,4,10,SEA 36,9,6,"Michael Dickson punts 45 yards, fair catch by Jamison Crowder at WAS-19",-0.980,-0.150
2,6:18,1,10,WAS 19,9,6,Sam Howell pass complete short right to Brian Robinson for 5 yards (tackle by Devon Witherspoon),0.150,0.340
2,5:39,2,5,WAS 24,9,6,Brian Robinson up the middle for 2 yards (tackle by Boye Mafe),0.340,-0.160
2,5:05,3,3,WAS 26,9,6,Sam Howell pass incomplete short right intended for Curtis Samuel (defended by Boye Mafe),-0.160,-1.630
2,4:57,4,3,WAS 26,9,6,"Tress Way punts 43 yards, fair catch by DeeJay Dallas at SEA-31",-1.630,-1.000
2,4:49,1,10,SEA 31,9,6,Geno Smith pass incomplete deep right intended for Noah Fant,1.000,0.460
2,4:44,2,10,SEA 31,9,6,Kenneth Walker left end for 6 yards (tackle by David Mayo),0.460,0.560
2,4:06,3,4,SEA 37,9,6,Geno Smith scrambles up the middle for 13 yards (tackle by Percy Butler),0.560,2.260
2,3:30,1,10,SEA 50,9,6,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Danny Johnson),2.260,2.660
2,2:58,2,3,WAS 43,9,6,Kenneth Walker right guard for 13 yards (tackle by Benjamin St-Juste),2.660,3.580
2,2:39,1,10,WAS 30,9,6,Geno Smith pass complete short right to Jake Bobo for 11 yards (tackle by Benjamin St-Juste),3.580,4.310
2,2:05,1,10,WAS 19,9,6,Kenneth Walker up the middle for 5 yards (tackle by Jamin Davis and David Mayo),4.310,4.530
2,2:00,2,5,WAS 14,9,6,Kenneth Walker left guard for 1 yard (tackle by Percy Butler and Casey Toohill),4.530,3.960
2,1:55,,,,,,Timeout #1 by Washington Commanders,,
2,1:55,3,4,WAS 13,9,6,Geno Smith pass complete short left to Colby Parkinson for 3 yards (tackle by David Mayo),3.960,2.910
2,1:50,,,,,,Timeout #2 by Washington Commanders,,
2,1:50,4,1,WAS 10,9,6,"Penalty on Geno Smith: False Start, 5 yards (accepted) (no play)",2.910,2.470
2,1:50,4,6,WAS 15,9,9,Jason Myers 33 yard field goal good,2.470,3.000
2,1:47,,,SEA 35,9,9,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:47,1,10,WAS 25,9,9,Sam Howell pass complete short left to Logan Thomas for 3 yards (tackle by Julian Love),0.610,0.470
2,1:32,2,7,WAS 28,9,9,Sam Howell pass complete short left to Antonio Gibson for 4 yards (tackle by Julian Love),0.470,0.300
2,1:10,3,3,WAS 32,9,9,Sam Howell pass incomplete short left intended for Jahan Dotson (defended by Riq Woolen),0.300,-1.240
2,1:05,4,3,WAS 32,9,9,Tress Way punts 40 yards downed by Jartavius Martin,-1.240,-0.810
2,0:54,1,10,SEA 28,9,9,Geno Smith pass complete short right to D.K. Metcalf for 16 yards (tackle by Benjamin St-Juste and Jartavius Martin),0.810,1.860
2,0:46,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:46,1,10,SEA 44,9,9,"Geno Smith sacked by Daron Payne for no gain. Penalty on Jonathan Allen: Defensive Holding, 5 yards (accepted) (no play)",1.860,2.190
2,0:38,1,10,SEA 49,9,9,Geno Smith pass complete short middle to Zach Charbonnet for 6 yards (tackle by Jartavius Martin),2.190,2.460
2,0:31,,,,,,Timeout #3 by Washington Commanders,,
2,0:31,2,4,WAS 45,9,9,Zach Charbonnet up the middle for 12 yards (tackle by Percy Butler),2.460,3.380
2,0:26,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:26,1,10,WAS 33,9,9,"Geno Smith pass incomplete. Penalty on Phil Haynes: Offensive Holding, 10 yards (accepted) (no play)",3.380,2.720
2,0:19,1,20,WAS 43,9,9,Geno Smith pass complete short middle to D.K. Metcalf for 9 yards (tackle by Benjamin St-Juste),2.720,2.700
2,0:07,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:07,2,11,WAS 34,9,9,Geno Smith pass incomplete short middle. Penalty on Geno Smith: Intentional Grounding (accepted),2.700,2.010
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,9,9,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,9,9,Kenneth Walker up the middle for 3 yards (tackle by Kamren Curl),0.610,0.470
3,14:28,2,7,SEA 28,9,9,Kenneth Walker right guard for 3 yards (tackle by Daron Payne and Jamin Davis),0.470,0.170
3,13:47,3,4,SEA 31,9,9,Geno Smith sacked by Jonathan Allen for no gain,0.170,-1.310
3,13:02,4,4,SEA 31,9,9,"Michael Dickson punts 47 yards, returned by Jamison Crowder for 8 yards (tackle by Jerrick Reed and Nick Bellore)",-1.310,-0.940
3,12:56,1,10,WAS 30,9,9,Brian Robinson right guard for 1 yard (tackle by Bobby Wagner),0.940,0.530
3,12:13,2,9,WAS 31,9,9,Sam Howell pass complete short right to Brian Robinson for 48 yards (tackle by Riq Woolen),0.530,4.170
3,11:35,1,10,SEA 21,9,9,Sam Howell pass incomplete short left,4.170,3.630
3,11:30,2,10,SEA 21,9,9,Sam Howell pass incomplete deep left intended for Terry McLaurin,3.630,2.940
3,11:25,3,10,SEA 21,9,9,Sam Howell sacked by Boye Mafe for -8 yards,2.940,1.500
3,10:37,4,18,SEA 29,12,9,Joey Slye 47 yard field goal good,1.500,3.000
3,10:32,,,WAS 35,12,9,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,10:32,1,10,SEA 25,12,9,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by Kendall Fuller),0.610,1.330
3,9:56,1,10,SEA 36,12,15,"Geno Smith pass complete short middle to Kenneth Walker for 64 yards, touchdown",1.330,7.000
3,9:43,,,WAS 15,12,16,Jason Myers kicks extra point good,0.000,0.000
3,9:43,,,SEA 35,12,16,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:43,1,10,WAS 25,12,16,Brian Robinson up the middle for 5 yards (tackle by Bobby Wagner and Jordyn Brooks),0.610,0.740
3,9:10,2,5,WAS 30,12,16,"Sam Howell right tackle for 15 yards. Sam Howell fumbles (forced by Devon Witherspoon) (tackle by Quandre Diggs), recovered by Riq Woolen at SEA-48 (tackle by John Bates) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.740,-2.130
3,8:56,1,10,SEA 48,12,16,"Geno Smith scrambles left end for no gain (tackle by K.J. Henry). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted) (no play)",2.130,1.470
3,8:25,1,20,SEA 38,12,16,Geno Smith pass complete short left to Jaxon Smith-Njigba for 14 yards (tackle by Percy Butler),1.470,2.120
3,7:59,2,6,WAS 48,12,16,Kenneth Walker left guard for -1 yards (tackle by Jamin Davis),2.120,1.290
3,7:23,3,7,WAS 49,12,16,"Geno Smith pass incomplete short right. Penalty on Zach Charbonnet: Offensive Holding, 10 yards (declined)",1.290,0.000
3,7:18,4,7,WAS 49,12,16,"Michael Dickson punts 49 yards, touchback.",0.000,-0.280
3,7:10,1,10,WAS 20,12,16,Sam Howell pass complete short middle to Logan Thomas for 9 yards (tackle by Julian Love),0.280,0.950
3,6:40,2,1,WAS 29,12,16,Sam Howell pass complete short right to Brian Robinson for no gain (tackle by Darrell Taylor),0.950,0.230
3,6:01,3,1,WAS 29,12,16,Sam Howell right guard for 2 yards (tackle by Bobby Wagner and Derick Hall),0.230,1.000
3,5:14,1,10,WAS 31,12,16,Sam Howell pass complete short left to Curtis Samuel for no gain (tackle by Tre Brown),1.000,0.460
3,4:32,2,10,WAS 31,12,16,Sam Howell pass complete short right to Byron Pringle for 7 yards,0.460,0.700
3,3:49,3,3,WAS 38,12,16,Sam Howell pass complete short right to Dyami Brown for 6 yards (tackle by Tre Brown),0.700,1.860
3,3:09,1,10,WAS 44,12,16,Sam Howell pass incomplete short left intended for Terry McLaurin,1.860,1.320
3,3:04,2,10,WAS 44,12,16,Sam Howell sacked by and Bobby Wagner for -6 yards and Dre'Mont Jones for -6 yards,1.320,-0.160
3,2:18,3,16,WAS 38,12,16,Sam Howell pass incomplete short middle intended for Curtis Samuel (defended by Bobby Wagner),-0.160,-0.850
3,2:12,4,16,WAS 38,12,16,"Tress Way punts 52 yards, returned by DeeJay Dallas for 9 yards (tackle by John Bates and Jartavius Martin)",-0.850,-0.150
3,2:01,1,10,SEA 19,12,16,Geno Smith pass complete short left to Tyler Lockett for 15 yards,0.150,1.200
3,1:25,1,10,SEA 34,12,16,Zach Charbonnet up the middle for 11 yards (tackle by Percy Butler and Jamin Davis),1.200,1.930
3,0:51,1,10,SEA 45,12,16,Zach Charbonnet up the middle for 10 yards (tackle by Kamren Curl and Khaleke Hudson),1.930,2.590
3,0:13,1,10,WAS 45,12,16,Kenneth Walker right end for -4 yards (tackle by Jamin Davis),2.590,1.500
Quarter,Time,Down,ToGo,Location,WAS,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,WAS 49,12,16,Geno Smith pass complete short left to Noah Fant for 8 yards (tackle by Danny Johnson),1.500,1.880
4,14:16,3,6,WAS 41,12,16,Geno Smith pass complete short right to Tyler Lockett for 5 yards (tackle by Daron Payne),1.880,0.890
4,13:44,4,1,WAS 36,12,16,Zach Charbonnet right guard for 7 yards (tackle by Kamren Curl),0.890,3.640
4,13:07,1,10,WAS 29,12,16,Zach Charbonnet right guard for 3 yards (tackle by Jamin Davis and Phidarian Mathis),3.640,3.510
4,12:30,2,7,WAS 26,12,16,Geno Smith pass incomplete short left,3.510,2.810
4,12:21,3,7,WAS 26,12,16,Geno Smith pass incomplete short left intended for Tyler Lockett,2.810,1.740
4,12:19,4,7,WAS 26,12,19,Jason Myers 45 yard field goal good,1.740,3.000
4,12:14,,,SEA 35,12,19,"Jason Myers kicks off 62 yards, returned by Antonio Gibson for 24 yards (tackle by Brady Russell and Nick Bellore)",0.000,0.740
4,12:09,1,10,WAS 27,12,19,Brian Robinson left end for 15 yards (tackle by Leonard Williams),0.740,1.730
4,11:35,1,10,WAS 42,12,19,Brian Robinson left end for 12 yards (tackle by Boye Mafe and Bobby Wagner),1.730,2.520
4,10:56,1,10,SEA 46,12,19,Antonio Gibson right guard for 5 yards (tackle by Bobby Wagner and Julian Love),2.520,2.650
4,10:23,2,5,SEA 41,12,19,Antonio Gibson up the middle for 2 yards (tackle by Derick Hall),2.650,2.210
4,9:38,3,3,SEA 39,12,19,Sam Howell pass complete short right to Logan Thomas for 4 yards (tackle by Bobby Wagner),2.210,3.250
4,8:58,1,10,SEA 35,12,19,Sam Howell pass incomplete short left intended for Terry McLaurin,3.250,2.700
4,8:52,2,10,SEA 35,12,19,Sam Howell pass complete short middle to Brian Robinson for 16 yards (tackle by Bobby Wagner),2.700,4.310
4,8:06,1,10,SEA 19,18,19,"Sam Howell pass complete short right to Antonio Gibson for 19 yards, touchdown",4.310,7.000
4,8:00,,,SEA 15,19,19,Joey Slye kicks extra point good,0.000,0.000
4,8:00,,,WAS 35,19,19,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,8:00,1,10,SEA 25,19,19,"Penalty on Evan Brown: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,8:00,1,15,SEA 20,19,19,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Kendall Fuller and Kamren Curl),0.280,0.870
4,7:30,2,4,SEA 31,19,19,Kenneth Walker right end for 5 yards (tackle by Kamren Curl),0.870,1.330
4,7:07,1,10,SEA 36,19,19,Geno Smith pass complete deep right to Tyler Lockett for 20 yards (tackle by Jamin Davis),1.330,2.650
4,6:24,1,10,WAS 44,19,19,Kenneth Walker left guard for 7 yards (tackle by Jamin Davis),2.650,3.060
4,5:53,2,3,WAS 37,19,19,Kenneth Walker right guard for no gain (tackle by Daron Payne and Andre Jones),3.060,2.350
4,5:18,3,3,WAS 37,19,19,Geno Smith pass complete short right to Noah Fant for -2 yards (tackle by Percy Butler),2.350,0.660
4,4:43,4,5,WAS 39,19,19,"Geno Smith pass incomplete short middle intended for D.K. Metcalf. Penalty on Benjamin St-Juste: Defensive Pass Interference, 6 yards (accepted) (no play)",0.660,3.380
4,4:37,1,10,WAS 33,19,19,"Penalty on WAS: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",3.380,4.110
4,4:37,1,5,WAS 28,19,19,Geno Smith pass complete short right to Tyler Lockett for 16 yards (tackle by Jamin Davis),4.110,4.780
4,4:31,1,10,WAS 12,19,19,"Kenneth Walker right end for 4 yards (tackle by Benjamin St-Juste). Penalty on Benjamin St-Juste: Face Mask (15 Yards), 4 yards (accepted)",4.780,6.280
4,4:22,1,4,WAS 4,19,19,Kenneth Walker right tackle for -1 yards (tackle by Casey Toohill and Jamin Davis),6.280,5.150
4,3:50,2,5,WAS 5,19,25,"Geno Smith pass complete short right to Tyler Lockett for 5 yards, touchdown",5.150,7.000
4,3:47,,,WAS 15,19,26,Jason Myers kicks extra point good,0.000,0.000
4,3:47,,,SEA 35,19,26,"Jason Myers kicks off 62 yards, returned by Antonio Gibson for 26 yards (tackle by Julian Love and Nick Bellore)",0.000,0.870
4,3:40,1,10,WAS 29,19,26,Brian Robinson left tackle for 1 yard (tackle by Jarran Reed),0.870,0.460
4,3:04,2,9,WAS 30,19,26,Sam Howell pass complete short middle to Logan Thomas for 7 yards (tackle by Tre Brown),0.460,0.700
4,2:23,3,2,WAS 37,19,26,Sam Howell pass complete short middle to Terry McLaurin for 11 yards (tackle by Devon Witherspoon),0.700,2.130
4,2:00,1,10,WAS 48,19,26,Sam Howell pass incomplete deep right,2.130,1.580
4,1:55,2,10,WAS 48,19,26,Sam Howell pass incomplete short right intended for Jamison Crowder,1.580,0.890
4,1:48,,,,,,Timeout #1 by Washington Commanders,,
4,1:48,3,10,WAS 48,19,26,Sam Howell pass complete short right to Antonio Gibson for 9 yards (tackle by Jamal Adams),0.890,0.400
4,1:28,,,,,,Timeout #2 by Washington Commanders,,
4,1:28,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:28,4,1,SEA 43,19,26,Sam Howell pass complete short middle to Terry McLaurin for 8 yards (tackle by Tre Brown),0.400,3.250
4,1:13,1,10,SEA 35,19,26,Sam Howell pass incomplete short middle intended for Jahan Dotson (defended by Bobby Wagner),3.250,2.700
4,1:08,2,10,SEA 35,19,26,Sam Howell pass incomplete deep middle intended for Byron Pringle,2.700,2.010
4,1:02,3,10,SEA 35,25,26,"Sam Howell pass complete deep middle to Dyami Brown for 35 yards, touchdown",2.010,7.000
4,0:52,,,SEA 15,26,26,Joey Slye kicks extra point good,0.000,0.000
4,0:52,,,WAS 35,26,26,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,0:52,1,10,SEA 25,26,26,Geno Smith pass complete short left to Zach Charbonnet for 3 yards (tackle by Jartavius Martin),0.610,0.470
4,0:38,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:38,2,7,SEA 28,26,26,Geno Smith pass complete short left to Zach Charbonnet for 3 yards (tackle by Kamren Curl),0.470,0.170
4,0:33,3,4,SEA 31,26,26,Geno Smith pass complete short left to D.K. Metcalf for 17 yards (tackle by Percy Butler and Benjamin St-Juste),0.170,2.130
4,0:28,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:28,1,10,SEA 48,26,26,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Benjamin St-Juste),2.130,1.580
4,0:24,2,10,SEA 48,26,26,Geno Smith pass complete short middle to D.K. Metcalf for 27 yards (tackle by Percy Butler and Benjamin St-Juste),1.580,3.910
4,0:04,1,10,WAS 25,26,26,Geno Smith spiked the ball,3.910,3.360
4,0:03,,,,,,Timeout #3 by Washington Commanders,,
4,0:03,2,10,WAS 25,26,29,Jason Myers 43 yard field goal good,3.360,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
