Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,10,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,10,7,Saquon Barkley right tackle for 5 yards (tackle by Justin Madubuike and Brandon Stephens),0.610,0.740
3,14:21,2,5,NYG 30,10,7,Daniel Jones pass complete short left to Daniel Bellinger for 10 yards (tackle by Geno Stone),0.740,1.600
3,13:53,1,10,NYG 40,10,7,Daniel Jones sacked by Justin Madubuike for -1 yards,1.600,0.920
3,13:19,2,11,NYG 39,10,7,Daniel Jones pass incomplete short left intended for Darius Slayton,0.920,0.230
3,13:14,3,11,NYG 39,10,7,Daniel Jones pass incomplete short middle intended for Wan'Dale Robinson,0.230,-0.780
3,13:09,4,11,NYG 39,10,7,"Jamie Gillan punts, fair catch by Devin Duvernay at BAL-16. Penalty on Casey Kreiter: Offensive Holding, 10 yards (accepted) (no play)",-0.780,-1.440
3,13:01,4,21,NYG 29,10,7,"Jamie Gillan punts 40 yards, fair catch by Devin Duvernay at BAL-31",-1.440,-1.000
3,12:53,1,10,BAL 31,10,7,Kenyan Drake up the middle for 21 yards (tackle by Tae Crowder and Xavier McKinney),1.000,2.390
3,12:13,1,10,NYG 48,10,7,Lamar Jackson pass complete short right to Mark Andrews for 14 yards (tackle by Julian Love),2.390,3.310
3,11:23,1,10,NYG 34,10,7,Lamar Jackson pass complete deep right to Mark Andrews for 18 yards (tackle by Xavier McKinney and Dane Belton),3.310,4.510
3,10:41,1,10,NYG 16,10,7,Lamar Jackson right end for 11 yards (tackle by Adoree' Jackson),4.510,6.060
3,10:01,1,5,NYG 5,10,7,Lamar Jackson pass incomplete short left intended for Devin Duvernay,6.060,5.150
3,9:56,2,5,NYG 5,10,7,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Dane Belton),5.150,4.260
3,9:49,3,5,NYG 5,10,7,Lamar Jackson pass incomplete short left intended for Isaiah Likely,4.260,3.010
3,9:44,4,5,NYG 5,13,7,Justin Tucker 23 yard field goal good,3.010,3.000
3,9:41,,,BAL 35,13,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,9:41,1,10,NYG 25,13,7,Saquon Barkley right tackle for 6 yards (tackle by Patrick Queen),0.610,0.870
3,9:06,2,4,NYG 31,13,7,Saquon Barkley left end for 7 yards (tackle by Kyle Hamilton and Broderick Washington),0.870,1.470
3,8:18,1,10,NYG 38,13,7,Matt Breida left end for -2 yards (tackle by Josh Bynes),1.470,0.650
3,7:40,2,12,NYG 36,13,7,Daniel Jones pass complete short right to Richie James for 8 yards (tackle by Chuck Clark),0.650,0.960
3,7:01,3,5,NYG 44,13,7,Daniel Jones pass complete short left to Daniel Bellinger for 7 yards (tackle by Odafe Oweh),0.960,2.320
3,6:17,1,10,BAL 49,13,7,Saquon Barkley left tackle for 2 yards (tackle by Broderick Washington),2.320,2.050
3,5:43,2,8,BAL 47,13,7,Saquon Barkley right end for 3 yards (tackle by Malik Harrison and Broderick Washington),2.050,1.750
3,5:03,3,5,BAL 44,13,7,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Patrick Queen),1.750,3.910
3,5:03,1,10,BAL 25,13,7,"Penalty on Odafe Oweh: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",3.910,3.910
3,4:38,1,10,BAL 25,13,7,Saquon Barkley left end for 8 yards (tackle by Patrick Queen and Kyle Hamilton),3.910,4.550
3,4:08,2,2,BAL 17,13,7,Saquon Barkley right end for 7 yards (tackle by Chuck Clark),4.550,4.910
3,3:28,1,10,BAL 10,13,7,Saquon Barkley right guard for 5 yards (tackle by Calais Campbell),4.910,5.150
3,2:49,2,5,BAL 5,13,7,Daniel Jones pass incomplete short right,5.150,4.260
3,2:42,3,5,BAL 5,13,7,Daniel Jones sacked by Calais Campbell for -11 yards,4.260,2.380
3,2:03,4,16,BAL 16,13,10,Graham Gano 34 yard field goal good,2.380,3.000
3,2:00,,,NYG 35,13,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,2:00,1,10,BAL 25,13,10,Lamar Jackson pass incomplete short middle intended for Mark Andrews,0.610,0.060
3,1:56,2,10,BAL 25,13,10,Lamar Jackson right guard for 25 yards (tackle by Adoree' Jackson and Tomon Fox),0.060,2.260
3,1:14,1,10,BAL 50,13,10,Kenyan Drake right tackle for 3 yards (tackle by Fabian Moreau),2.260,2.120
3,0:37,2,7,NYG 47,13,10,Kenyan Drake left guard for 7 yards (tackle by Dane Belton),2.120,2.920
Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 40,13,10,Lamar Jackson pass complete short left to Isaiah Likely for 11 yards (tackle by Dane Belton),2.920,3.640
4,14:21,1,10,NYG 29,13,10,Kenyan Drake right tackle for 15 yards (tackle by Xavier McKinney),3.640,4.650
4,13:44,1,10,NYG 14,13,10,Kenyan Drake right end for 2 yards (tackle by Jaylon Smith),4.650,4.330
4,13:00,2,8,NYG 12,19,10,"Lamar Jackson pass complete short right to Mark Andrews for 12 yards, touchdown",4.330,7.000
4,12:54,,,NYG 15,20,10,Justin Tucker kicks extra point good,0.000,0.000
4,12:54,,,BAL 35,20,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,12:54,1,10,NYG 25,20,10,Saquon Barkley right tackle for no gain (tackle by Chuck Clark and Patrick Queen),0.610,0.060
4,12:32,2,10,NYG 25,20,10,Daniel Jones pass complete to Daniel Bellinger for 6 yards (tackle by Josh Bynes),0.060,0.170
4,11:56,3,4,NYG 31,20,10,Daniel Jones pass complete short right to Marcus Johnson for 18 yards (tackle by Damarion Williams),0.170,2.190
4,11:26,1,10,NYG 49,20,10,Saquon Barkley left guard for -2 yards (tackle by Jeremiah Attaochu and Justin Madubuike),2.190,1.380
4,10:50,2,12,NYG 47,20,10,Daniel Jones pass complete short middle to Wan'Dale Robinson for 17 yards (tackle by Geno Stone),1.380,3.180
4,10:11,1,10,BAL 36,20,10,Saquon Barkley left end for 5 yards (tackle by Jeremiah Attaochu),3.180,3.310
4,9:28,2,5,BAL 31,20,10,Daniel Jones pass complete short right to David Sills for 8 yards (tackle by Chuck Clark),3.310,4.040
4,8:49,1,10,BAL 23,20,10,Saquon Barkley up the middle for 8 yards (tackle by Malik Harrison),4.040,4.750
4,8:07,2,2,BAL 15,20,10,Matt Breida right tackle for 1 yard (tackle by Chuck Clark and Josh Bynes),4.750,4.280
4,7:26,3,1,BAL 14,20,10,Daniel Jones up the middle for 3 yards (tackle by Travis Jones),4.280,4.840
4,6:44,1,10,BAL 11,20,10,Saquon Barkley right tackle for 3 yards (tackle by Malik Harrison),4.840,4.700
4,6:06,2,7,BAL 8,20,16,"Daniel Jones pass complete short left to Daniel Bellinger for 8 yards, touchdown",4.700,7.000
4,6:01,,,BAL 15,20,17,Graham Gano kicks extra point good,0.000,0.000
4,6:01,,,NYG 35,20,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,6:01,1,10,BAL 25,20,17,Lamar Jackson pass complete to Josh Oliver for 9 yards (tackle by Fabian Moreau),0.610,1.280
4,5:23,2,1,BAL 34,20,17,Kenyan Drake left tackle for 1 yard (tackle by Jaylon Smith and Leonard Williams),1.280,1.270
4,4:40,1,10,BAL 35,20,17,Lamar Jackson right tackle for 5 yards (tackle by Leonard Williams),1.270,1.400
4,3:56,2,5,BAL 40,20,17,Lamar Jackson pass complete short left to Tylan Wallace for 4 yards (tackle by Adoree' Jackson),1.400,1.220
4,3:09,3,1,BAL 44,20,17,"Lamar Jackson left guard for no gain (tackle by Nick Williams and Julian Love). Penalty on Ronnie Stanley: Illegal Formation, 4 yards (accepted) (no play)",1.220,0.700
4,3:04,3,5,BAL 40,20,17,"Lamar Jackson fumbles, recovered by Lamar Jackson at BAL-27 Lamar Jackson pass short right intended for Patrick Ricard is intercepted by Julian Love at BAL-40 and returned for 27 yards (tackle by Kevin Zeitler)",0.700,-4.710
4,2:50,1,10,BAL 13,20,17,Daniel Jones pass incomplete short left intended for Darius Slayton (defended by Marlon Humphrey),4.710,4.050
4,2:45,2,10,BAL 13,20,17,Daniel Jones pass complete short right to Daniel Bellinger for 7 yards (tackle by Chuck Clark and Marlon Humphrey),4.050,4.560
4,2:00,3,3,BAL 6,20,17,"Daniel Jones pass short middle is intercepted by Marcus Peters in end zone and returned for no gain (tackle by Andrew Thomas). Penalty on Marcus Peters: Defensive Pass Interference, 5 yards (accepted) (no play)",4.560,6.970
4,1:46,1,1,BAL 1,20,23,"Saquon Barkley left guard for 1 yard, touchdown",6.970,7.000
4,1:43,,,BAL 15,20,24,Graham Gano kicks extra point good,0.000,0.000
4,1:43,,,NYG 35,20,24,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,1:43,1,10,BAL 25,20,24,Lamar Jackson pass incomplete short left intended for Demarcus Robinson,0.610,0.060
4,1:40,2,10,BAL 25,20,24,"Lamar Jackson sacked by Kayvon Thibodeaux for -8 yards. Lamar Jackson fumbles (forced by Kayvon Thibodeaux), recovered by Leonard Williams at BAL-13",0.060,-4.710
4,1:30,1,10,BAL 13,20,24,Saquon Barkley right tackle for 5 yards (tackle by Geno Stone),4.710,4.960
4,1:24,,,,,,Timeout #1 by Baltimore Ravens,,
4,1:24,2,5,BAL 8,20,24,Saquon Barkley for 6 yards (tackle by Geno Stone),4.960,6.740
4,1:17,,,,,,Timeout #2 by Baltimore Ravens,,
4,1:17,1,2,BAL 2,20,24,Daniel Jones kneels for -1 yards,6.740,5.530
4,1:13,,,,,,Timeout #3 by Baltimore Ravens,,
4,1:13,2,3,BAL 3,20,24,Daniel Jones kneels for -2 yards,5.530,4.260
4,0:33,3,5,BAL 5,20,24,Daniel Jones kneels for -1 yards,4.260,2.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
