Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Chuck Clark,BAL,0,3,3,100.0%,23,7.7,7.7,0,98.6,3.3,10,13,1,1,0,0.0,1,6,0,0.0%
Damarion Williams,BAL,0,4,3,75.0%,40,13.3,10.0,1,145.8,10.8,31,9,1,0,0,0.0,0,3,0,0.0%
Marcus Peters,BAL,0,7,3,42.9%,32,10.7,4.6,0,56.8,8.7,14,18,1,0,0,0.0,0,1,1,50.0%
Josh Bynes,BAL,0,2,2,100.0%,14,7.0,7.0,0,95.8,0.5,1,13,3,0,0,0.0,0,5,0,0.0%
Geno Stone,BAL,0,3,2,66.7%,13,6.5,4.3,0,75.7,3.0,3,10,0,0,0,0.0,0,6,0,0.0%
Malik Harrison,BAL,0,2,2,100.0%,12,6.0,6.0,0,91.7,3.5,7,5,1,0,0,0.0,0,5,0,0.0%
Marlon Humphrey,BAL,0,3,2,66.7%,26,13.0,8.7,1,133.3,12.7,25,1,0,0,0,0.0,0,1,0,0.0%
Odafe Oweh,BAL,0,2,2,100.0%,9,4.5,4.5,0,85.4,-0.5,-1,10,0,0,0,0.0,0,2,0,0.0%
Patrick Queen,BAL,0,1,1,100.0%,4,4.0,4.0,0,83.3,2.0,2,2,4,0,0,1.0,1,7,0,0.0%
Kyle Hamilton,BAL,0,1,1,100.0%,15,15.0,15.0,0,118.7,7.0,7,8,0,0,0,0.0,0,2,0,0.0%
Brandon Stephens,BAL,0,2,1,50.0%,15,15.0,7.5,0,75.0,9.5,13,2,0,0,0,0.0,0,2,0,0.0%
Calais Campbell,BAL,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Travis Jones,BAL,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Justin Madubuike,BAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Ar'Darius Washington,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Xavier McKinney,NYG,0,7,5,71.4%,72,14.4,10.3,1,144.0,11.4,53,19,2,0,0,0.0,0,9,0,0.0%
Fabian Moreau,NYG,0,8,5,62.5%,48,9.6,6.0,1,118.7,10.6,39,9,0,0,0,0.0,0,8,0,0.0%
Dane Belton,NYG,0,5,4,80.0%,49,12.3,9.8,0,107.5,15.2,36,13,2,0,0,0.0,0,6,1,14.3%
Jaylon Smith,NYG,0,4,4,100.0%,60,15.0,15.0,0,118.7,9.3,37,23,2,0,0,0.0,0,3,0,0.0%
Julian Love,NYG,1,9,3,33.3%,42,14.0,4.7,0,9.7,10.9,32,10,0,0,0,0.0,0,5,1,16.7%
Kayvon Thibodeaux,NYG,0,1,1,100.0%,15,15.0,15.0,0,118.7,11.0,11,4,2,0,0,1.0,1,3,0,0.0%
Tae Crowder,NYG,0,2,1,50.0%,19,19.0,9.5,0,83.3,3.5,7,12,1,1,0,0.0,1,3,0,0.0%
Adoree' Jackson,NYG,0,4,1,25.0%,4,4.0,1.0,0,39.6,9.3,2,2,0,0,0,0.0,0,4,1,20.0%
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Jamie Gillan,NYG,0,0,0,,,,,,,,,,2,1,0,0.0,1,0,0,
Jihad Ward,NYG,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
Oshane Ximines,NYG,0,1,0,0.0%,,,0.0,,39.6,4.0,,,1,0,0,0.0,0,1,0,0.0%
