0,1
Game Info,Game Info
Won Toss,Bills
Won OT Toss,Bills
Roof,outdoors
Surface,grass
Duration,3:29
Weather,"82 degrees, relative humidity 66%, wind 4 mph"
Vegas Line,Tampa Bay Buccaneers -3.5
Over/Under,54.5 (over)
