Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
1,8:24,1,10,BAL 36,0,7,Ryan Tannehill pass complete short left to Jarvis Landry for 5 yards (tackle by Jerraud Powers),3.180,3.310
1,7:48,2,5,BAL 31,0,7,Jay Ajayi left guard for 3 yards (tackle by Brandon Williams),3.310,3.010
1,7:48,3,2,BAL 28,0,7,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Tavon Young),3.010,1.700
1,6:59,4,2,BAL 28,0,7,Andrew Franks 46 yard field goal no good,1.700,-1.400
1,6:54,1,10,BAL 37,0,7,Joe Flacco pass complete short middle to Steve Smith for 5 yards (tackle by Bobby McCain),1.400,1.530
1,6:30,2,5,BAL 42,0,7,"Joe Flacco pass complete short left to Dennis Pitta for 27 yards (tackle by Bacarri Rambo). Penalty on Vlad Ducasse: Offensive Holding, 10 yards (no play)",1.530,0.180
1,6:03,2,15,BAL 32,0,7,Joe Flacco pass incomplete short middle intended for Dennis Pitta,0.180,-0.490
1,5:59,3,15,BAL 32,0,7,Joe Flacco pass complete short middle to Dennis Pitta for 14 yards (tackle by Spencer Paysinger and Kiko Alonso),-0.490,-0.320
1,5:16,4,1,BAL 46,0,7,Kenneth Dixon left end for 10 yards (tackle by Michael Thomas),-0.320,2.650
1,4:44,1,10,MIA 44,0,7,Joe Flacco pass complete short middle to Nick Boyle for 20 yards (tackle by Isa Abdul-Quddus),2.650,3.970
1,4:09,1,10,MIA 24,0,7,Joe Flacco pass complete short right to Kamar Aiken for 11 yards (tackle by Kiko Alonso),3.970,4.710
1,3:30,1,10,MIA 13,0,7,Joe Flacco pass incomplete,4.710,4.050
1,3:22,2,10,MIA 13,0,13,"Joe Flacco pass complete short middle to Dennis Pitta for 13 yards, touchdown",4.050,7.000
1,3:17,,,MIA 15,0,14,Justin Tucker kicks extra point good,0.000,0.000
1,3:17,,,BAL 35,0,14,"Justin Tucker kicks off 69 yards, returned by Jakeem Grant for 18 yards (tackle by Patrick Onwuasor)",0.000,0.280
1,3:14,1,10,MIA 14,0,14,Ryan Tannehill pass complete short left to Jay Ajayi for 6 yards (tackle by Eric Weddle),-0.280,0.150
1,2:42,2,4,MIA 20,0,14,Jay Ajayi right guard for no gain (tackle by Zach Orr),0.150,-0.680
1,1:58,3,4,MIA 20,0,14,Ryan Tannehill pass complete short middle to Damien Williams for 6 yards (tackle by Zach Orr),-0.680,0.670
1,1:17,1,10,MIA 26,0,14,Ryan Tannehill pass complete short left to Kenny Stills for 12 yards,0.670,1.470
1,0:47,1,10,MIA 38,0,14,"Ryan Tannehill pass complete short right to Jarvis Landry for no gain. Penalty on Timmy Jernigan: Taunting, 15 yards",1.470,2.460
1,0:17,1,10,BAL 47,0,14,Jay Ajayi right guard for 14 yards (tackle by Zach Orr and Tavon Young),2.460,3.380
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 33,0,14,Jarvis Landry left guard for -1 yards (tackle by Zach Orr),3.380,2.700
2,14:20,2,11,BAL 34,0,14,Jay Ajayi left guard for 6 yards (tackle by Jimmy Smith),2.700,2.810
2,13:32,3,5,BAL 28,0,14,Ryan Tannehill pass incomplete deep right intended for DeVante Parker is intercepted by Lardarius Webb at BAL--5,2.810,-0.280
2,13:25,1,10,BAL 20,0,14,Joe Flacco pass incomplete deep right intended for Mike Wallace is intercepted by Byron Maxwell at BAL-40 and returned for 2 yards,0.280,-3.050
2,13:16,1,10,BAL 38,0,14,Ryan Tannehill pass complete short middle to Dominique Jones for 7 yards (tackle by Albert McClellan and C.J. Mosley),3.050,3.450
2,12:36,2,3,BAL 31,0,14,"Penalty on DeVante Parker: False Start, 5 yards (no play)",3.450,2.780
2,12:10,2,8,BAL 36,0,14,Jay Ajayi right guard for -4 yards (tackle by Lardarius Webb),2.780,1.550
2,11:33,3,12,BAL 40,0,14,Ryan Tannehill pass complete short right to Damien Williams for 2 yards (tackle by Tavon Young),1.550,0.720
2,11:13,4,10,BAL 38,0,14,"Matt Darr punts 26 yards, fair catch by Devin Hester",0.720,0.350
2,11:07,1,10,BAL 12,0,14,Terrance West right guard for 1 yard (tackle by Cameron Wake and Andre Branch),-0.350,-0.700
2,10:43,2,9,BAL 13,0,14,Joe Flacco pass complete short right to Nick Boyle for 4 yards (tackle by Spencer Paysinger),-0.700,-0.840
2,10:12,3,5,BAL 17,0,14,Joe Flacco pass complete deep middle to Kamar Aiken for 18 yards (tackle by Isa Abdul-Quddus),-0.840,1.270
2,9:42,1,10,BAL 35,0,14,Terrance West right guard for no gain (tackle by Andre Branch and Bobby McCain),1.270,0.720
2,9:17,2,10,BAL 35,0,14,"Joe Flacco pass complete short left to Breshad Perriman for 9 yards (tackle by Isa Abdul-Quddus and Tony Lippett). Penalty on Steve Smith: Illegal Use of Hands, 10 yards (no play)",0.720,-0.630
2,8:45,2,20,BAL 25,0,14,Joe Flacco pass complete short middle to Mike Wallace for 16 yards (tackle by Michael Thomas),-0.630,0.830
2,8:08,3,4,BAL 41,0,14,Joe Flacco pass complete short left to Steve Smith for 8 yards (tackle by Tony Lippett),0.830,2.190
2,7:37,1,10,BAL 49,0,14,Joe Flacco pass incomplete short left intended for Dennis Pitta,2.190,1.650
2,7:33,2,10,BAL 49,0,14,Joe Flacco pass complete short right to Kenneth Dixon for 4 yards (tackle by Mike Hull),1.650,1.490
2,6:59,3,6,MIA 47,0,14,Joe Flacco pass complete short left to Mike Wallace for 4 yards (tackle by Byron Maxwell),1.490,0.000
2,6:25,,,,0,14,Timeout #1 by Baltimore Ravens,0.000,-0.400
2,6:25,4,2,MIA 43,0,14,Joe Flacco pass complete short left to Steve Smith for 8 yards,0.400,3.250
2,6:09,1,10,MIA 35,0,14,Terrance West left guard for 4 yards (tackle by Earl Mitchell),3.250,3.240
2,5:41,2,6,MIA 31,0,14,Joe Flacco pass complete short right to Breshad Perriman for 6 yards (tackle by Spencer Paysinger),3.240,3.910
2,4:58,1,10,MIA 25,0,14,Chris Moore left end for 7 yards (tackle by Mike Hull),3.910,4.370
2,4:22,2,3,MIA 18,0,14,Joe Flacco pass incomplete short middle intended for Steve Smith,4.370,3.660
2,4:18,3,3,MIA 18,0,14,Joe Flacco pass complete short left to Kyle Juszczyk for 6 yards (tackle by Michael Thomas and Bobby McCain),3.660,4.780
2,3:47,1,10,MIA 12,0,14,Joe Flacco pass complete short middle to Dennis Pitta for 3 yards (tackle by Michael Thomas),4.780,4.640
2,3:14,2,7,MIA 9,0,14,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",4.640,3.790
2,2:53,2,12,MIA 14,0,14,Joe Flacco pass complete short right to Terrance West for 5 yards (tackle by Jordan Phillips and Spencer Paysinger),3.790,3.700
2,2:17,3,7,MIA 9,0,20,"Joe Flacco pass complete short middle to Dennis Pitta for 9 yards, touchdown",3.700,7.000
2,2:10,,,MIA 15,0,21,Justin Tucker kicks extra point good,0.000,0.000
2,2:10,,,BAL 35,0,21,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
2,2:10,1,10,MIA 25,0,21,Ryan Tannehill pass incomplete short right intended for Dion Sims,0.610,0.060
2,2:06,2,10,MIA 25,0,21,Ryan Tannehill pass complete deep middle to DeVante Parker for 17 yards (tackle by Shareece Wright),0.060,1.730
2,2:00,1,10,MIA 42,0,21,Ryan Tannehill pass incomplete short middle intended for Jay Ajayi,1.730,1.190
2,1:56,2,10,MIA 42,0,21,"Ryan Tannehill for no gain. Ryan Tannehill fumbles, recovered by Ryan Tannehill at MIA-34",1.190,-0.560
2,1:12,3,18,MIA 34,0,21,Ryan Tannehill pass complete short left to Jarvis Landry for 11 yards (tackle by Jimmy Smith),-0.560,-0.390
2,1:06,4,7,MIA 45,0,21,"Matt Darr punts 40 yards, out of bounds",-0.390,0.220
2,0:59,1,10,BAL 15,0,21,Kenneth Dixon left tackle for 17 yards (tackle by Isa Abdul-Quddus),-0.220,0.000
2,0:53,,,,0,21,Timeout #2 by Baltimore Ravens,0.000,-1.070
2,0:51,1,10,BAL 32,0,21,Joe Flacco pass complete short middle to Kenneth Dixon for 3 yards (tackle by Kiko Alonso),1.070,0.930
2,0:34,2,7,BAL 35,0,21,Joe Flacco pass complete short left to Dennis Pitta for 9 yards (tackle by Bobby McCain and Tony Lippett),0.930,0.000
2,0:29,,,,0,21,Timeout #3 by Baltimore Ravens,0.000,-1.860
2,0:29,1,10,BAL 44,0,21,Joe Flacco pass complete short left to Kenneth Dixon for 3 yards (tackle by Tony Lippett),1.860,1.720
2,0:23,2,7,BAL 47,0,21,Joe Flacco pass complete deep middle to Mike Wallace for 16 yards (tackle by Isa Abdul-Quddus),1.720,3.120
2,0:04,1,10,MIA 37,0,21,Joe Flacco spiked the ball,3.120,0.000
2,0:04,,,,0,21,Timeout #1 by Miami Dolphins,0.000,-2.570
2,0:04,2,10,MIA 37,0,24,Justin Tucker 55 yard field goal good,2.570,3.000
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,0,24,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,0,24,Jay Ajayi right guard for -1 yards (tackle by Timmy Jernigan),0.610,-0.070
3,14:25,2,11,MIA 24,0,24,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",-0.070,-0.810
3,13:58,2,16,MIA 19,0,24,Jay Ajayi right guard for 9 yards (tackle by Jimmy Smith and Eric Weddle),-0.810,-0.230
3,13:11,3,7,MIA 28,0,24,Ryan Tannehill pass complete deep middle to Jarvis Landry for 26 yards (tackle by Lardarius Webb). Penalty on C.J. Mosley: Defensive Offside (Declined),-0.230,2.520
3,12:30,1,10,BAL 46,0,24,Ryan Tannehill pass complete short right to Jay Ajayi for no gain,2.520,1.980
3,12:05,2,10,BAL 46,0,24,Ryan Tannehill pass complete short left to Jarvis Landry for 5 yards (tackle by Jerraud Powers),1.980,1.950
3,11:22,3,5,BAL 41,0,24,Ryan Tannehill pass complete short middle to Dion Sims for 22 yards (tackle by C.J. Mosley),1.950,4.310
3,10:53,1,10,BAL 19,0,24,"Jay Ajayi left tackle for 14 yards (tackle by Jimmy Smith). Penalty on Laremy Tunsil: Offensive Holding, 10 yards (no play)",4.310,0.000
3,10:24,,,,0,24,Timeout #1 by Miami Dolphins,0.000,-3.640
3,10:24,1,20,BAL 29,0,24,Ryan Tannehill pass incomplete deep middle intended for Jarvis Landry is intercepted by Eric Weddle at BAL-2 and returned for 53 yards,3.640,-2.590
3,10:08,1,10,MIA 45,0,24,Joe Flacco pass complete short right to Steve Smith for 4 yards (tackle by Kiko Alonso),2.590,2.580
3,9:43,2,6,MIA 41,0,24,Joe Flacco pass incomplete short middle intended for Steve Smith,2.580,1.880
3,9:38,3,6,MIA 41,0,24,Joe Flacco pass incomplete short middle intended for Breshad Perriman (defended by Cameron Wake),1.880,0.530
3,9:33,4,6,MIA 41,0,24,"Sam Koch punts 16 yards, out of bounds",0.530,-0.610
3,9:28,1,10,MIA 25,0,24,Ryan Tannehill pass complete short right to Jarvis Landry for 9 yards (tackle by Zach Orr),0.610,1.280
3,8:54,2,1,MIA 34,0,24,Ryan Tannehill pass complete short left to Jarvis Landry for 7 yards (tackle by Jimmy Smith),1.280,1.660
3,8:21,1,10,MIA 41,0,24,Ryan Tannehill pass complete short left to Jay Ajayi for 4 yards (tackle by Jimmy Smith),1.660,1.660
3,7:35,2,6,MIA 45,0,24,Ryan Tannehill pass complete short right to Dion Sims for 2 yards (tackle by Tavon Young),1.660,1.220
3,6:51,3,4,MIA 47,0,24,Ryan Tannehill pass complete short left to Kenny Stills for 9 yards (tackle by Jimmy Smith),1.220,2.650
3,6:34,1,10,BAL 44,0,24,Kenyan Drake left end for 1 yard (tackle by Zach Orr),2.650,2.250
3,5:56,2,9,BAL 43,0,24,Ryan Tannehill sacked by Matt Judon for -9 yards,2.250,0.370
3,5:09,3,18,MIA 48,0,24,Ryan Tannehill pass incomplete deep left intended for Leonte Carroo,0.370,-0.190
3,5:03,4,18,MIA 48,0,24,"Matt Darr punts 39 yards, returned by Devin Hester for -1 yards (tackle by Lafayette Pitts). Penalty on Shareece Wright: Illegal Blindside Block, 6 yards",-0.190,0.380
3,4:54,1,10,BAL 6,0,24,Joe Flacco pass complete short left to Dennis Pitta for 2 yards (tackle by Isa Abdul-Quddus),-0.380,-0.630
3,4:30,2,8,BAL 8,0,24,Joe Flacco pass complete short middle to Dennis Pitta for 25 yards (tackle by Isa Abdul-Quddus),-0.630,1.140
3,4:14,1,10,BAL 33,0,24,Terrance West right guard for 6 yards (tackle by Spencer Paysinger),1.140,1.400
3,3:50,2,4,BAL 39,0,24,Terrance West left end for 6 yards (tackle by Tony Lippett),1.400,1.930
3,3:23,1,10,BAL 45,0,24,Joe Flacco pass complete short right to Mike Wallace for 5 yards (tackle by Byron Maxwell),1.930,2.060
3,2:57,2,5,,0,24,Joe Flacco pass incomplete short middle intended for Chris Moore (defended by Bobby McCain),2.060,1.360
3,2:52,3,5,,0,24,Joe Flacco pass incomplete short middle intended for Chris Moore,1.360,-0.060
3,2:48,4,5,,0,24,"Sam Koch punts 43 yards, fair catch by Jakeem Grant",-0.060,0.380
3,2:42,1,10,MIA 7,0,24,Ryan Tannehill pass complete short right to Jarvis Landry for 7 yards (tackle by Jerraud Powers),-0.380,-0.250
3,2:10,2,3,MIA 14,0,24,Jay Ajayi left guard for 10 yards (tackle by Zach Orr and Jerraud Powers),-0.250,0.540
3,1:40,1,10,MIA 24,0,24,Ryan Tannehill pass incomplete short left intended for Kenny Stills (defended by Jimmy Smith),0.540,0.000
3,1:35,2,10,MIA 24,0,24,"Jay Ajayi left guard for 2 yards (tackle by Brandon Williams). Penalty on Laremy Tunsil: Face Mask (15 Yards), 12 yards (no play)",0.000,-1.660
3,1:09,2,22,MIA 12,0,24,Ryan Tannehill pass complete short right to DeVante Parker for 9 yards (tackle by C.J. Mosley and Zach Orr),-1.660,-1.090
3,0:23,3,13,MIA 21,0,24,Ryan Tannehill pass incomplete. Penalty on Ja'Wuan James: Offensive Holding (Declined),-1.090,-1.960
3,0:15,4,13,MIA 21,0,24,"Matt Darr punts 48 yards, returned by Devin Hester for 14 yards (tackle by Spencer Paysinger). Penalty on Matt Judon: Illegal Block Above the Waist, 10 yards",-1.960,-0.280
3,0:06,1,10,BAL 20,0,24,Joe Flacco pass complete short left to Mike Wallace for 6 yards (tackle by Isa Abdul-Quddus),0.280,0.540
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,BAL 26,0,24,"Joe Flacco pass complete short right to Dennis Pitta for 7 yards (tackle by Byron Maxwell). Dennis Pitta fumbles (forced by Byron Maxwell), recovered by Neville Hewitt at BAL-35 (tackle by Steve Smith). Neville Hewitt fumbles (forced by Steve Smith), recovered by Michael Thomas at BAL-35 and returned for 27 yards (tackle by Steve Smith)",0.540,-5.370
4,14:47,1,8,BAL 8,6,24,"Ryan Tannehill pass complete short right to DeVante Parker for 8 yards, touchdown",5.370,7.000
4,14:42,,,BAL 2,6,24,"Two Point Attempt: Ryan Tannehill pass complete to Jarvis Landry, conversion fails",0.000,-1.000
4,14:42,,,MIA 35,6,24,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
4,14:42,1,10,BAL 25,6,24,Joe Flacco pass complete short right to Kenneth Dixon for 11 yards (tackle by Neville Hewitt),0.610,1.330
4,14:04,1,10,BAL 36,6,24,Terrance West left guard for 1 yard (tackle by Ndamukong Suh and Isa Abdul-Quddus),1.330,0.930
4,13:31,2,9,BAL 37,6,24,Joe Flacco pass complete short left to Terrance West for 10 yards (tackle by Neville Hewitt),0.930,2.060
4,12:58,1,10,BAL 47,6,30,"Joe Flacco pass complete short middle to Breshad Perriman for 53 yards, touchdown",2.060,7.000
4,12:49,,,MIA 15,6,31,Justin Tucker kicks extra point good,0.000,0.000
4,12:49,,,BAL 35,6,31,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,12:49,1,10,MIA 25,6,31,Jay Ajayi left guard for no gain (tackle by Brent Urban),0.610,0.060
4,12:21,2,10,MIA 25,6,31,Ryan Tannehill pass complete short middle to Jay Ajayi for 13 yards (tackle by Zach Orr),0.060,1.470
4,11:56,1,10,MIA 38,6,31,"Ryan Tannehill pass incomplete deep left intended for Kenny Stills. Penalty on Jimmy Smith: Defensive Pass Interference, 12 yards (no play)",1.470,2.260
4,11:34,1,10,,6,31,Ryan Tannehill sacked by Brent Urban for -2 yards,2.260,1.440
4,11:11,2,12,MIA 48,6,31,"Ryan Tannehill pass complete short right to Jay Ajayi for no gain. Penalty on Jay Ajayi: Taunting, 15 yards",1.440,-1.220
4,10:56,3,27,MIA 33,6,31,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",-1.220,-1.880
4,10:36,3,32,MIA 28,6,31,Damien Williams middle for 1 yard (tackle by Zach Orr),-1.880,-1.440
4,9:58,4,31,MIA 29,6,31,Matt Darr punts 26 yards,-1.440,-1.930
4,9:46,1,10,BAL 45,6,31,Ryan Mallett pass complete short left to Steve Smith for 5 yards (tackle by Tony Lippett),1.930,2.060
4,9:13,2,5,,6,31,Terrance West left end for 2 yards (tackle by Spencer Paysinger),2.060,1.620
4,8:36,3,3,MIA 48,6,31,Ryan Mallett pass incomplete short right intended for Steve Smith,1.620,0.070
4,8:31,4,3,MIA 48,6,31,"Sam Koch punts 34 yards, fair catch by Jarvis Landry",0.070,0.280
4,8:24,1,10,MIA 14,6,31,Ryan Tannehill pass complete short right to Kenyan Drake for 4 yards (tackle by Zach Orr),-0.280,-0.210
4,8:09,2,6,MIA 18,6,31,Ryan Tannehill pass complete short middle to Jarvis Landry for 13 yards (tackle by Shareece Wright),-0.210,1.000
4,7:36,1,10,MIA 31,6,31,Ryan Tannehill pass incomplete deep left intended for Kenny Stills (defended by Eric Weddle),1.000,0.460
4,7:31,2,10,MIA 31,6,31,Ryan Tannehill pass incomplete short left intended for Jarvis Landry,0.460,-0.230
4,7:27,3,10,MIA 31,6,31,Ryan Tannehill pass incomplete short right intended for Kenny Stills is intercepted by Jerraud Powers at MIA-41,-0.230,-2.850
4,7:21,1,10,MIA 41,6,31,Kenneth Dixon right guard for 17 yards (tackle by Michael Thomas),2.850,3.970
4,6:41,1,10,MIA 24,6,31,Ryan Mallett pass incomplete deep middle intended for Darren Waller,3.970,3.430
4,6:36,2,10,MIA 24,6,31,Terrance West middle for 15 yards (tackle by Michael Thomas and Isa Abdul-Quddus),3.430,5.140
4,6:00,1,9,MIA 9,6,37,"Terrance West right end for 9 yards, touchdown",5.140,7.000
4,5:55,,,MIA 15,6,38,"Justin Tucker kicks extra point good. Penalty on Terrence Fede: Defensive Holding, 5 yards",0.000,0.000
4,5:55,,,BAL 40,6,38,"Justin Tucker kicks off 60 yards, touchback",0.000,-0.610
4,5:55,1,10,MIA 25,6,38,Ryan Tannehill pass complete short left to Jarvis Landry for 1 yard (tackle by Shareece Wright),0.610,0.200
4,5:16,2,9,MIA 26,6,38,Ryan Tannehill pass complete short middle to Jarvis Landry for 3 yards (tackle by Matt Elam),0.200,-0.100
4,4:30,3,6,MIA 29,6,38,Ryan Tannehill pass complete short middle to Jay Ajayi for 3 yards (tackle by Anthony Levine and Patrick Onwuasor),-0.100,-1.240
4,3:48,4,3,MIA 32,6,38,"Matt Darr punts 43 yards, returned by Devin Hester for 4 yards (tackle by Mike Hull)",-1.240,-0.870
4,3:37,1,10,BAL 29,6,38,Kenneth Dixon left end for 4 yards (tackle by Mike Hull),0.870,0.870
4,2:52,2,6,BAL 33,6,38,Kenneth Dixon left guard for 5 yards (tackle by Spencer Paysinger and Isa Abdul-Quddus),0.870,0.830
4,2:08,3,1,BAL 38,6,38,Kenneth Dixon right guard for 3 yards (tackle by Mike Hull and Ndamukong Suh),0.830,1.660
4,2:00,1,10,BAL 41,6,38,Ryan Mallett kneels for -1 yards,1.660,0.990
4,1:20,2,11,BAL 40,6,38,Ryan Mallett kneels for -1 yards,0.990,0.170
4,0:40,3,12,BAL 39,6,38,Ryan Mallett kneels for -1 yards,0.170,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
