Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Matt Bryant kicks off 30 yards, out of bounds",0.000,1.600
1,15:00,1,10,DAL 40,0,0,Emmitt Smith right tackle for 1 yard (tackle by Micheal Barrow),1.600,1.190
1,14:30,2,9,DAL 41,0,0,Quincy Carter left tackle for 7 yards (tackle by Keith Hamilton),1.190,1.420
1,13:57,3,2,DAL 48,0,0,Quincy Carter pass complete to Michael Wiley for 6 yards (tackle by Daryl Jones),1.420,2.520
1,13:28,1,10,NYG 46,0,0,Quincy Carter pass complete to Emmitt Smith for 3 yards (tackle by Daryl Jones),2.520,2.380
1,12:59,2,7,NYG 43,0,0,Quincy Carter pass incomplete intended for Joey Galloway,2.380,1.680
1,12:55,3,7,NYG 43,0,0,Quincy Carter middle for 5 yards (tackle by Will Peterson),1.680,0.720
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
1,12:16,4,2,NYG 38,0,0,Quincy Carter left end for -5 yards (tackle by Brandon Short),0.720,-1.800
1,12:11,1,10,NYG 43,0,0,Tiki Barber left guard for 3 yards (tackle by Ebenezer Ekuban),1.800,1.660
1,11:36,2,7,NYG 46,0,0,Ron Dayne left guard for 6 yards (tackle by Greg Ellis),1.660,1.750
1,10:56,3,1,DAL 48,0,0,Ron Dayne middle for no gain (tackle by Keith Adams and Ebenezer Ekuban),1.750,0.070
1,10:25,4,1,DAL 48,0,0,"Penalty on Wesly Mallard: False Start, 5 yards (no play)",0.070,-0.260
1,10:08,4,6,NYG 47,0,0,Matt Allen punts 46 yards,-0.260,0.380
1,9:58,1,10,DAL 7,0,0,Quincy Carter pass complete to Tony McGee for 14 yards (tackle by Will Allen),-0.380,0.340
1,9:28,1,10,DAL 21,0,0,Quincy Carter pass complete to James Whalen for 33 yards (tackle by Shaun Williams),0.340,2.520
1,8:52,1,10,NYG 46,0,0,Emmitt Smith middle for -4 yards (tackle by Micheal Barrow),2.520,1.440
1,8:07,1,10,NYG 46,,,Timeout #2 by Dallas Cowboys,2.520,1.440
1,8:07,2,14,NYG 50,0,0,Quincy Carter pass incomplete intended for Tony McGee,1.440,0.760
1,8:03,3,14,NYG 50,0,0,Quincy Carter pass complete to Joey Galloway for 33 yards (tackle by Will Allen),0.760,4.440
1,7:38,1,10,NYG 17,0,0,Emmitt Smith middle for no gain (tackle by Cornelius Griffin),4.440,3.850
1,6:52,2,10,NYG 17,0,0,Quincy Carter pass incomplete intended for Joey Galloway (defended by Will Allen),3.850,3.070
1,6:47,3,10,NYG 17,0,0,Quincy Carter pass incomplete intended for Darnay Scott,3.070,2.310
1,6:42,4,10,NYG 17,0,0,Micah Knorr right end for -10 yards (tackle by DeWayne Patmon),2.310,-0.740
1,6:36,1,10,NYG 27,0,0,Tiki Barber left tackle for 13 yards (tackle by Randal Williams),0.740,1.600
1,6:00,1,10,NYG 40,0,0,Kerry Collins pass incomplete intended for Ron Dixon,1.600,1.050
1,5:54,2,10,NYG 40,0,0,Kerry Collins pass complete to Amani Toomer for 8 yards (tackle by Mario Edwards and Randal Williams),1.050,1.420
1,5:26,3,2,NYG 48,0,0,Kerry Collins pass complete to Amani Toomer for 6 yards (tackle by Derek Ross),1.420,2.520
1,4:45,1,10,DAL 46,0,0,Kerry Collins pass complete to Ike Hilliard for 8 yards (tackle by Darren Woodson),2.520,3.060
1,4:11,2,2,DAL 38,0,0,Kerry Collins pass complete to Jeremy Shockey for 11 yards (tackle by Mario Edwards),3.060,3.780
1,3:31,1,10,DAL 27,0,0,Tiki Barber right end for 3 yards (tackle by Keith Adams and Dexter Coakley),3.780,3.640
1,2:54,2,7,DAL 24,0,0,Tiki Barber middle for 6 yards (tackle by Kevin Hardy),3.640,3.840
1,2:16,3,1,DAL 18,0,0,Tiki Barber middle for 2 yards (tackle by Greg Ellis),3.840,4.510
1,1:29,1,10,DAL 16,0,0,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",4.510,4.170
1,1:10,1,15,DAL 21,0,0,Tiki Barber left end for no gain (tackle by Keith Adams),4.170,3.280
1,0:40,2,15,DAL 21,0,0,Kerry Collins pass complete to Tiki Barber for 9 yards (tackle by Keith Adams),3.280,3.730
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,DAL 12,6,0,"Kerry Collins pass complete to Ike Hilliard for 12 yards, touchdown",3.730,7.000
2,15:00,,,DAL 12,7,0,Matt Bryant kicks extra point good,0.000,0.000
2,15:00,,,NYG 30,7,0,"Matt Bryant kicks off 69 yards, returned by Reggie Swinton for 26 yards (tackle by Kevin Lewis)",0.000,0.740
2,14:49,1,10,DAL 27,7,0,Quincy Carter sacked by Shaun Williams for -5 yards,0.740,-0.480
2,14:25,2,15,DAL 22,7,0,"Penalty on Matt Lehr: False Start, 5 yards (no play)",-0.480,-1.290
2,14:17,2,20,DAL 17,7,0,Quincy Carter pass incomplete intended for Joey Galloway (defended by Will Peterson),-1.290,-2.100
2,14:10,3,20,DAL 17,7,0,Quincy Carter pass incomplete intended for James Whalen,-2.100,-2.320
2,14:06,4,20,DAL 17,7,0,"Micah Knorr punts 51 yards, muffed catch by Delvin Joyce, recovered by Delvin Joyce and returned for 20 yards (tackle by Tony Dixon)",-2.320,-2.390
2,13:47,1,10,DAL 48,7,0,Kerry Collins sacked by Randal Williams for -5 yards,2.390,1.170
2,13:19,2,15,NYG 47,7,0,Tiki Barber right tackle for no gain (tackle by Darren Woodson),1.170,0.500
2,12:38,3,15,NYG 47,7,0,Kerry Collins pass incomplete intended for Amani Toomer is intercepted by Derek Ross at DAL-37,0.500,-1.400
2,12:31,1,10,DAL 37,7,0,Emmitt Smith left tackle for 16 yards (tackle by Michael Strahan),1.400,2.460
2,11:58,1,10,NYG 47,7,0,Emmitt Smith left end for -4 yards (tackle by Shaun Williams),2.460,1.370
2,11:23,2,14,DAL 49,7,0,Quincy Carter pass complete to Joey Galloway for 12 yards (tackle by Will Peterson),1.370,2.280
2,10:43,3,2,NYG 39,7,0,Troy Hambrick left end for 10 yards (tackle by Omar Stoutmire),2.280,3.640
2,10:15,1,10,NYG 29,7,0,Emmitt Smith left tackle for no gain (tackle by Micheal Barrow),3.640,3.100
2,9:39,2,10,NYG 29,7,0,Quincy Carter sacked by Brandon Short for -8 yards,3.100,1.360
2,9:10,3,18,NYG 37,7,0,Quincy Carter pass complete to Darnay Scott for 10 yards (tackle by Omar Stoutmire),1.360,1.670
2,8:35,4,8,NYG 27,7,0,Billy Cundiff 45 yard field goal no good,1.670,-1.270
2,8:23,1,10,NYG 35,7,0,Ron Dayne left guard for 2 yards (tackle by Michael Myers),1.270,0.990
2,7:48,2,8,NYG 37,7,0,Kerry Collins pass incomplete intended for Ike Hilliard,0.990,0.300
