Quarter,Time,Tm,Detail,NYG,DAL
2.0,14:55,Giants,Ike Hilliard 12 yard pass from Kerry Collins (Matt Bryant kick),7,0
,5:40,Cowboys,Emmitt Smith 30 yard rush (Billy Cundiff kick),7,7
,4:11,Giants,Amani Toomer 56 yard pass from Kerry Collins (Matt Bryant kick),14,7
,0:24,Cowboys,Billy Cundiff 32 yard field goal,14,10
4.0,10:52,Cowboys,Antonio Bryant 5 yard pass from Quincy Carter (Billy Cundiff kick),14,17
,6:51,Giants,Marcellus Rivers 17 yard pass from Kerry Collins (Matt Bryant kick),21,17
