Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
1,9:56,4,8,JAX 45,0,0,Brad Nortman punts 49 yards,-0.390,0.380
1,9:45,1,10,BAL 6,0,0,Joe Flacco pass complete short right to Terrance West for 8 yards (tackle by Paul Posluszny),-0.380,-0.170
1,9:13,2,2,BAL 14,0,0,Joe Flacco pass incomplete short middle intended for Breshad Perriman (defended by Telvin Smith),-0.170,-0.480
1,9:07,3,2,BAL 14,0,0,Joe Flacco pass incomplete deep right intended for Mike Wallace,-0.480,-2.470
1,9:01,4,2,BAL 14,0,0,"Sam Koch punts 44 yards, returned by Rashad Greene for -2 yards (tackle by Tavon Young). Penalty on Davon House: Illegal Block Above the Waist, 10 yards",-2.470,-0.940
1,8:53,1,10,JAX 30,0,0,Chris Ivory middle for 2 yards (tackle by Eric Weddle),0.940,0.660
1,8:15,2,8,JAX 32,0,0,Blake Bortles pass incomplete short left intended for Julius Thomas (defended by Kamalei Correa),0.660,-0.030
1,8:09,3,8,JAX 32,0,0,Blake Bortles pass incomplete deep middle intended for Marqise Lee,-0.030,-1.240
1,8:04,4,8,JAX 32,0,0,"Brad Nortman punts 43 yards, fair catch by Devin Hester",-1.240,-0.610
1,7:55,1,10,BAL 25,0,0,Mike Wallace left end for 5 yards (tackle by Telvin Smith),0.610,0.740
1,7:27,2,5,BAL 30,0,0,Justin Forsett right end for 1 yard (tackle by Telvin Smith),0.740,0.170
1,6:52,3,4,BAL 31,0,0,Joe Flacco pass complete short middle to Mike Wallace for 12 yards (tackle by Dwayne Gratz),0.170,1.800
1,6:16,1,10,BAL 43,0,0,Joe Flacco pass complete short middle to Dennis Pitta for 13 yards (tackle by Paul Posluszny),1.800,2.650
1,5:39,1,10,JAX 44,0,0,Joe Flacco pass complete short right to Steve Smith for 23 yards (tackle by Tashaun Gipson),2.650,4.170
1,5:04,1,10,JAX 21,0,0,"Terrance West left end for 2 yards (tackle by Paul Posluszny). Penalty on Yannick Ngakoue: Unnecessary Roughness, 10 yards",4.170,5.140
1,4:40,1,9,JAX 9,0,0,Justin Forsett middle for 2 yards (tackle by Tyson Alualu),5.140,4.760
1,4:00,2,7,JAX 7,6,0,"Joe Flacco left end for 7 yards, touchdown",4.760,7.000
1,4:00,,,JAX 7,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,4:00,,,BAL 35,7,0,"Justin Tucker kicks off 61 yards, returned by Corey Grant for 18 yards (tackle by Kamalei Correa)",0.000,-0.410
1,3:47,1,10,JAX 22,7,0,Blake Bortles pass complete short right to Marqise Lee for 4 yards (tackle by Shareece Wright and Anthony Levine),0.410,0.410
1,3:15,2,6,JAX 26,7,0,T.J. Yeldon right end for 4 yards (tackle by Timmy Jernigan),0.410,0.230
1,2:35,3,2,JAX 30,7,0,Blake Bortles pass complete short right to Allen Robinson for 14 yards (tackle by Shareece Wright),0.230,1.860
1,2:06,1,10,JAX 44,7,0,"Blake Bortles pass incomplete deep left intended for Allen Robinson is intercepted by C.J. Mosley at BAL-29 and returned for 12 yards. Penalty on Eric Weddle: Illegal Block Above the Waist (Offsetting), Penalty on Luke Joeckel: Unsportsmanlike Conduct (Offsetting)",1.860,-0.870
1,1:54,1,10,BAL 29,7,0,Joe Flacco pass complete short left to Breshad Perriman for 15 yards (tackle by Davon House),0.870,1.860
1,1:08,1,10,BAL 44,7,0,Terrance West middle for 1 yard (tackle by Telvin Smith),1.860,1.450
1,0:31,2,9,BAL 45,7,0,Joe Flacco pass complete short left to Kamar Aiken for 5 yards (tackle by Paul Posluszny),1.450,1.420
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,,7,0,Joe Flacco pass complete short right to Steve Smith for 9 yards (tackle by Jalen Ramsey),1.420,2.850
2,14:37,1,10,JAX 41,7,0,Joe Flacco right end for 6 yards (tackle by Jonathan Cyprien),2.850,3.120
2,13:58,2,4,JAX 35,7,0,Terrance West middle for 5 yards (tackle by Telvin Smith),3.120,3.580
2,13:20,1,10,JAX 30,7,0,Breshad Perriman right end for 2 yards (tackle by Jonathan Cyprien),3.580,3.300
2,12:40,2,8,JAX 28,7,0,Joe Flacco pass complete short left to Dennis Pitta for 5 yards (tackle by Davon House),3.300,3.270
2,11:56,3,3,JAX 23,7,0,Joe Flacco pass complete short left to Justin Forsett for -2 yards (tackle by Telvin Smith),3.270,1.850
2,11:11,4,5,JAX 25,10,0,Justin Tucker 43 yard field goal good,1.850,3.000
2,11:11,,,BAL 35,10,0,"Justin Tucker kicks off 64 yards, returned by Corey Grant for 25 yards (tackle by Tavon Young)",0.000,-0.670
2,11:02,1,10,JAX 26,10,0,Blake Bortles pass complete short middle to Allen Hurns for 16 yards (tackle by Eric Weddle),0.670,1.730
2,10:29,1,10,JAX 42,10,0,Chris Ivory right end for 1 yard (tackle by Zach Orr),1.730,1.320
2,9:54,2,9,JAX 43,10,0,"Chris Ivory right end for 2 yards (tackle by Brandon Williams). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",1.320,2.000
2,9:28,2,4,JAX 48,10,0,"Blake Bortles pass complete short right to Marcedes Lewis for 7 yards (tackle by Albert McClellan). Penalty on Jermey Parnell: Offensive Holding, 10 yards",2.000,1.590
2,9:01,2,7,JAX 45,10,0,Blake Bortles pass incomplete deep middle intended for Allen Hurns (defended by Eric Weddle),1.590,0.890
2,8:55,3,7,JAX 45,10,0,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Zach Orr),0.890,-0.390
2,8:50,4,7,JAX 45,10,0,"Brad Nortman punts 39 yards, out of bounds. Penalty on Tavon Young: Offensive Holding, 8 yards",-0.390,0.380
2,8:40,1,10,BAL 8,10,0,Joe Flacco pass complete short middle to Mike Wallace for 15 yards (tackle by Jonathan Cyprien),-0.380,0.480
2,8:02,1,10,BAL 23,10,0,Joe Flacco sacked by Malik Jackson for -8 yards,0.480,-1.280
2,7:20,2,18,BAL 15,10,0,Joe Flacco pass complete short right to Dennis Pitta for 7 yards (tackle by Paul Posluszny),-1.280,-1.280
2,6:36,2,18,BAL 15,10,0,Timeout #1 by Baltimore Ravens,-1.280,-0.890
2,6:30,3,11,BAL 22,10,0,Joe Flacco pass complete short middle to Justin Forsett for 3 yards (tackle by Telvin Smith and Paul Posluszny),-0.890,-1.700
2,6:00,4,8,BAL 25,10,0,"Sam Koch punts 54 yards, returned by Rashad Greene for 42 yards (tackle by Anthony Levine)",-1.700,-3.120
2,5:45,1,10,BAL 37,10,0,T.J. Yeldon middle for 9 yards (tackle by Za'Darius Smith),3.120,3.790
2,5:15,2,1,BAL 28,10,0,T.J. Yeldon left end for -1 yards (tackle by Za'Darius Smith),3.790,2.940
2,4:38,3,2,BAL 29,10,0,Blake Bortles pass complete short right to Allen Robinson for 12 yards (tackle by Lardarius Webb),2.940,4.440
2,4:05,1,10,BAL 17,10,0,Blake Bortles pass incomplete deep middle intended for Allen Hurns (defended by Eric Weddle),4.440,3.850
2,4:00,2,10,BAL 17,10,0,Blake Bortles pass complete short left to Marqise Lee for 6 yards (tackle by C.J. Mosley),3.850,4.100
2,3:22,3,4,BAL 11,10,0,Blake Bortles pass complete short middle to Allen Robinson for 6 yards (tackle by Shareece Wright),4.100,6.060
2,2:44,1,5,BAL 5,10,0,Chris Ivory middle for 2 yards (tackle by Lawrence Guy),6.060,5.530
2,2:00,2,3,BAL 3,10,6,"Blake Bortles pass complete short right to Allen Robinson for 3 yards, touchdown",5.530,7.000
2,2:00,,,BAL 3,10,7,Jason Myers kicks extra point good,0.000,0.000
2,2:00,,,JAX 35,10,7,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
2,1:55,1,10,BAL 25,10,7,Joe Flacco pass complete short right to Justin Forsett for 2 yards (tackle by Jalen Ramsey),0.610,0.330
2,1:27,2,8,BAL 27,10,7,Joe Flacco pass complete short left to Dennis Pitta for 5 yards (tackle by Paul Posluszny),0.330,0.300
2,1:01,3,3,BAL 32,10,7,"Joe Flacco pass incomplete short middle intended for Breshad Perriman. Penalty on Malik Jackson: Roughing the Passer, 15 yards (no play)",0.300,2.060
2,0:56,1,10,BAL 47,10,7,Joe Flacco pass complete short right to Dennis Pitta for 4 yards (tackle by Paul Posluszny),2.060,2.060
2,0:51,1,10,BAL 47,10,7,Timeout #2 by Baltimore Ravens,2.060,2.060
2,0:51,2,6,JAX 49,10,7,Joe Flacco pass complete short left to Dennis Pitta for 8 yards (tackle by Dwayne Gratz),2.060,2.850
2,0:43,1,10,JAX 41,10,7,Joe Flacco pass complete short left to Breshad Perriman for 7 yards,2.850,3.250
2,0:39,2,3,JAX 34,10,7,"Joe Flacco sacked by Yannick Ngakoue for -7 yards. Joe Flacco fumbles (forced by Yannick Ngakoue), recovered by Joe Flacco at JAX-41",3.250,3.250
2,0:29,2,3,JAX 34,10,7,Timeout #3 by Baltimore Ravens,3.250,1.620
2,0:29,3,10,JAX 41,10,7,Joe Flacco pass complete short right to Chris Moore for 2 yards (tackle by Jalen Ramsey),1.620,0.660
2,0:05,4,8,JAX 39,10,7,"Justin Tucker 57 yard field goal no good. Penalty on Dante Fowler: Unsportsmanlike Conduct, 15 yards (no play)",0.660,3.970
2,0:00,1,10,JAX 24,13,7,Justin Tucker 42 yard field goal good,3.970,3.000
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,7,"Jason Myers kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,BAL 25,13,7,Terrance West middle for 15 yards (tackle by Tashaun Gipson),0.610,1.600
3,14:28,1,10,BAL 40,13,7,Terrance West middle for 6 yards (tackle by Dan Skuta),1.600,1.860
3,13:46,2,4,BAL 46,13,7,Terrance West middle for 2 yards (tackle by Malik Jackson),1.860,1.420
3,13:02,3,2,BAL 48,13,7,Joe Flacco pass complete short right to Mike Wallace for 7 yards (tackle by Davon House),1.420,2.590
3,12:30,1,10,JAX 45,13,7,Joe Flacco pass complete short left to Steve Smith for 21 yards (tackle by Jonathan Cyprien),2.590,3.970
3,11:56,1,10,JAX 24,13,7,Joe Flacco pass complete short right to Justin Forsett for no gain,3.970,3.430
3,11:11,2,10,JAX 24,13,7,Joe Flacco pass complete short left to Steve Smith for 5 yards (tackle by Jonathan Cyprien),3.430,3.410
3,10:30,3,5,JAX 19,13,7,Joe Flacco pass incomplete deep right intended for Mike Wallace,3.410,2.240
3,10:24,4,5,JAX 19,16,7,Justin Tucker 37 yard field goal good,2.240,3.000
3,10:24,,,BAL 35,16,7,"Justin Tucker kicks off 58 yards, returned by Corey Grant for 15 yards (tackle by Albert McClellan)",0.000,-0.410
3,10:15,1,10,JAX 22,16,7,Blake Bortles pass complete short right to Allen Hurns for 3 yards (tackle by Shareece Wright),0.410,0.270
3,9:41,2,7,JAX 25,16,7,Blake Bortles middle for 2 yards (tackle by Matt Judon),0.270,-0.160
3,9:07,3,5,JAX 27,16,7,Blake Bortles pass complete short middle to Allen Hurns for 17 yards (tackle by Zach Orr),-0.160,1.860
3,8:32,1,10,JAX 44,16,7,Blake Bortles pass incomplete deep left intended for Julius Thomas,1.860,1.320
3,8:27,2,10,JAX 44,16,7,Blake Bortles pass complete short left to Marqise Lee for 11 yards (tackle by Zach Orr),1.320,2.590
3,7:50,1,10,BAL 45,16,7,Chris Ivory left end for 3 yards (tackle by Brandon Williams),2.590,2.450
3,7:11,2,7,BAL 42,16,7,Blake Bortles pass complete short left to Marqise Lee for 20 yards (tackle by Eric Weddle),2.450,4.110
3,6:43,1,10,BAL 22,16,7,Blake Bortles middle for 9 yards,4.110,5.060
3,6:24,2,1,BAL 13,16,7,T.J. Yeldon left end for -1 yards (tackle by Brandon Williams and Albert McClellan),5.060,4.150
3,5:39,3,2,BAL 14,16,7,Blake Bortles pass complete short right to Marqise Lee for 3 yards (tackle by Jimmy Smith),4.150,4.840
3,5:09,1,10,BAL 11,16,13,"Blake Bortles pass complete short right to Allen Robinson for 11 yards, touchdown",4.840,7.000
,,,,,,,"JAX challenged the incomplete pass ruling, and the original play was overturned.",,
3,5:09,,,BAL 11,16,14,Jason Myers kicks extra point good,0.000,0.000
3,5:09,,,JAX 35,16,14,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,4:59,1,10,BAL 25,16,14,"Joe Flacco pass complete short right to Justin Forsett for 12 yards (tackle by Dan Skuta). Penalty on Marshal Yanda: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,4:26,1,20,BAL 15,16,14,Joe Flacco pass incomplete deep middle intended for Breshad Perriman,-0.410,-1.430
3,4:21,2,20,BAL 15,16,14,Justin Forsett middle for 7 yards (tackle by Jonathan Cyprien),-1.430,-1.020
3,3:38,3,13,BAL 22,16,14,Joe Flacco pass incomplete deep middle intended for Dennis Pitta,-1.020,-1.900
3,3:33,4,13,BAL 22,16,14,"Sam Koch punts 50 yards, returned by Rashad Greene for -3 yards (tackle by Maurice Canady)",-1.900,-0.610
3,3:22,1,10,JAX 25,16,14,Blake Bortles pass complete short middle to Julius Thomas for 8 yards (tackle by C.J. Mosley),0.610,1.140
3,2:43,2,2,JAX 33,16,14,Chris Ivory middle for 3 yards (tackle by C.J. Mosley and Zach Orr),1.140,1.330
3,2:04,1,10,JAX 36,16,14,Blake Bortles right end for 6 yards (tackle by Terrell Suggs),1.330,1.600
3,1:19,2,4,JAX 42,16,14,Blake Bortles pass complete short middle to Chris Ivory for 9 yards (tackle by Eric Weddle),1.600,2.320
3,0:34,1,10,BAL 49,16,14,Chris Ivory middle for no gain (tackle by Brandon Williams),2.320,1.780
3,0:11,2,10,BAL 49,16,14,Blake Bortles pass complete short right to Julius Thomas for 5 yards (tackle by C.J. Mosley),1.780,1.750
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,BAL 44,16,14,Blake Bortles pass incomplete short middle intended for Julius Thomas (defended by C.J. Mosley),1.750,0.330
4,14:57,4,5,BAL 44,16,14,"Brad Nortman punts 44 yards, touchback",0.330,-0.280
4,14:49,1,10,BAL 20,16,14,Terrance West middle for 4 yards (tackle by Davon House),0.280,0.270
4,14:11,2,6,BAL 24,16,14,"Penalty on Ronnie Stanley: False Start, 5 yards (no play)",0.270,-0.460
4,13:49,2,11,BAL 19,16,14,"Terrance West middle for 3 yards (tackle by Paul Posluszny). Penalty on Dante Fowler: Illegal Use of Hands, 5 yards",-0.460,0.740
4,13:28,1,10,BAL 27,16,14,Joe Flacco pass complete short right to Justin Forsett for 5 yards (tackle by Jonathan Cyprien),0.740,0.870
4,12:54,2,5,BAL 32,16,14,Justin Forsett middle for 2 yards (tackle by Sheldon Day),0.870,0.430
4,12:08,3,3,BAL 34,16,14,Joe Flacco pass incomplete short right intended for Steve Smith,0.430,-1.110
4,12:05,4,3,BAL 34,16,14,"Sam Koch punts 53 yards, returned by Rashad Greene for 6 yards (tackle by Tavon Young)",-1.110,-0.150
4,11:53,1,10,JAX 19,16,14,Blake Bortles pass complete short right to Allen Robinson for 7 yards (tackle by Shareece Wright),0.150,0.610
4,11:11,2,3,JAX 26,16,14,"Blake Bortles pass incomplete short left intended for Allen Robinson (defended by Jimmy Smith). Penalty on Jimmy Smith: Illegal Use of Hands, 5 yards (no play)",0.610,1.000
4,11:07,1,10,JAX 31,16,14,Blake Bortles sacked by Terrell Suggs for -2 yards,1.000,0.190
4,10:25,2,12,JAX 29,16,14,Blake Bortles sacked by Timmy Jernigan for -8 yards,0.190,-1.550
4,9:49,3,20,JAX 21,16,14,Blake Bortles pass complete short left to T.J. Yeldon for 5 yards (tackle by Jimmy Smith),-1.550,-1.630
4,9:11,4,15,JAX 26,16,14,"Brad Nortman punts 35 yards, muffed catch by Devin Hester, recovered by Denard Robinson and returned for no gain",-1.630,2.980
4,9:01,1,10,BAL 39,16,14,Chris Ivory right end for 1 yard (tackle by Shareece Wright),2.980,2.580
4,8:25,2,9,BAL 38,16,14,Blake Bortles pass complete short middle to Marcedes Lewis for 7 yards (tackle by Albert McClellan and Zach Orr),2.580,2.810
4,7:38,3,2,BAL 31,16,14,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Timmy Jernigan),2.810,1.400
4,7:29,4,2,BAL 31,16,17,Jason Myers 49 yard field goal good,1.400,3.000
4,7:29,,,JAX 35,16,17,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,7:26,1,10,BAL 25,16,17,"Joe Flacco pass incomplete short left intended for Terrance West (defended by Telvin Smith). Penalty on Ronnie Stanley: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,7:20,1,20,BAL 15,16,17,Joe Flacco pass complete short middle to Steve Smith for 15 yards (tackle by Jonathan Cyprien),-0.410,0.740
4,6:46,2,5,BAL 30,16,17,Joe Flacco pass complete short right to Steve Smith for 5 yards (tackle by Tashaun Gipson),0.740,1.270
4,6:09,1,10,BAL 35,16,17,Terrance West middle for 6 yards (tackle by Jonathan Cyprien),1.270,1.530
4,5:31,2,4,BAL 41,16,17,Joe Flacco pass incomplete deep right intended for Dennis Pitta is intercepted by Tashaun Gipson at JAX-39 and returned for 30 yards,1.530,-3.510
4,5:17,1,10,BAL 31,16,17,Chris Ivory middle for -2 yards (tackle by Zach Orr),3.510,2.700
4,4:54,2,12,BAL 33,16,17,Chris Ivory middle for 2 yards (tackle by Lawrence Guy),2.700,2.280
4,4:16,3,10,BAL 31,16,17,Blake Bortles pass incomplete short middle intended for T.J. Yeldon is intercepted by Tavon Young at BAL-23 and returned for 6 yards,2.280,-0.870
4,4:08,1,10,BAL 29,16,17,Terrance West middle for 1 yard (tackle by Paul Posluszny),0.870,0.460
4,3:27,2,9,BAL 30,16,17,"Joe Flacco pass incomplete short middle intended for Justin Forsett is intercepted by Paul Posluszny at BAL-33. Penalty on Steve Smith: Unsportsmanlike Conduct (Offsetting), Penalty on Jalen Ramsey: Unsportsmanlike Conduct (Offsetting)",0.460,-3.640
4,3:17,1,10,BAL 29,16,17,Chris Ivory middle for no gain (tackle by Zach Orr),3.640,3.640
4,3:16,1,10,BAL 29,16,17,Timeout #1 by Baltimore Ravens,3.640,3.100
4,3:16,2,10,BAL 29,16,17,Blake Bortles pass complete short right to Allen Hurns for 4 yards (tackle by Shareece Wright),3.100,3.100
4,3:10,2,10,BAL 29,16,17,Timeout #2 by Baltimore Ravens,3.100,2.940
4,3:10,3,6,BAL 25,16,17,Blake Bortles sacked by Lawrence Guy for -9 yards,2.940,2.940
4,3:06,3,6,BAL 25,16,17,Timeout #3 by Baltimore Ravens,2.940,1.060
4,3:06,4,15,BAL 34,16,17,"Jason Myers 52 yard field goal no good, blocked by Brent Urban, recovered by Zach Orr and returned for 9 yards",1.060,-1.800
4,2:59,1,10,BAL 43,16,17,Joe Flacco pass complete short left to Steve Smith for 4 yards,1.800,1.790
4,2:54,2,6,BAL 47,16,17,Joe Flacco pass complete short left to Justin Forsett for 4 yards (tackle by Davon House),1.790,1.620
4,2:18,3,2,JAX 49,16,17,Joe Flacco pass incomplete short left intended for Mike Wallace,1.620,0.000
4,2:14,4,2,JAX 49,16,17,Joe Flacco pass complete short middle to Steve Smith for 5 yards (tackle by Paul Posluszny),0.000,2.650
4,2:00,1,10,JAX 44,16,17,Justin Forsett middle for 6 yards (tackle by Telvin Smith),2.650,2.920
4,1:18,2,4,JAX 38,16,17,Justin Forsett right end for 1 yard (tackle by Dante Fowler),2.920,2.920
4,1:13,2,4,JAX 38,16,17,Timeout #1 by Jacksonville Jaguars,2.920,2.350
4,1:13,3,3,JAX 37,16,17,Joe Flacco pass complete short left to Kyle Juszczyk for 2 yards (tackle by Jalen Ramsey),2.350,2.350
4,1:07,3,3,JAX 37,16,17,Timeout #2 by Jacksonville Jaguars,2.350,1.000
4,1:07,4,1,JAX 35,19,17,Justin Tucker 53 yard field goal good,1.000,3.000
4,1:07,,,BAL 35,19,17,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,1:02,1,10,JAX 25,19,17,Blake Bortles pass complete short middle to T.J. Yeldon for 6 yards (tackle by C.J. Mosley),0.610,0.870
4,0:43,2,4,JAX 31,19,17,Blake Bortles sacked by Terrell Suggs for -7 yards,0.870,0.870
4,0:32,2,4,JAX 31,19,17,Timeout #3 by Jacksonville Jaguars,0.870,-0.760
4,0:32,3,11,JAX 24,19,17,"Blake Bortles pass complete short left to T.J. Yeldon for 4 yards. Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",-0.760,-2.550
4,0:25,3,21,JAX 14,19,17,Blake Bortles pass incomplete deep middle intended for Allen Hurns is intercepted by Zach Orr at JAX-47 and returned for 8 yards,-2.550,-2.980
4,0:15,1,10,JAX 39,19,17,Joe Flacco kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
