Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
1,4:22,2,6,NWE 26,0,7,Laurence Maroney middle for 7 yards (tackle by Stephen Tulloch and Kyle Vanden Bosch),0.410,1.140
1,3:45,1,10,NWE 33,0,7,Tom Brady pass complete deep left to Wes Welker for 48 yards (tackle by Chris Hope and Cary Williams),1.140,4.310
1,2:58,1,10,TEN 19,0,7,Laurence Maroney left guard for 3 yards (tackle by William Hayes and Keith Bulluck),4.310,4.180
1,2:17,2,7,TEN 16,0,7,Laurence Maroney left end for 1 yard (tackle by Stephen Tulloch),4.180,3.580
1,1:36,3,6,TEN 15,0,7,Tom Brady sacked by Jason Jones for 0 yards,3.580,2.470
1,0:51,4,6,TEN 15,0,10,Stephen Gostkowski 33 yard field goal good,2.470,3.000
1,,,,NWE 30,0,10,"Stephen Gostkowski kicks off 67 yards, returned by Mark Jones for 17 yards (tackle by Sam Aiken)",0.000,0.280
1,0:41,1,10,TEN 20,0,10,Chris Johnson middle for 2 yards (tackle by Mike Wright and Ty Warren),0.280,0.000
1,0:08,2,8,TEN 22,0,10,Chris Johnson middle for 5 yards (tackle by Jarvis Green and Gary Guyton),0.000,-0.030
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TEN 27,0,10,"Chris Johnson left guard for 31 yards (tackle by Brandon McGowan). Penalty on Kenny Britt: Illegal Block Above the , 10 yards",-0.030,2.130
2,14:27,1,10,TEN 48,0,10,Chris Johnson right end for 1 yard (tackle by Gary Guyton),2.130,1.720
2,13:53,2,9,TEN 49,0,10,Chris Johnson right tackle for 10 yards (tackle by Brandon McGowan),1.720,2.850
2,13:13,1,10,NWE 41,0,10,"LenDale White left guard for no gain (tackle by Brandon Meriweather). LenDale White fumbles (forced by Brandon Meriweather), recovered by Jonathan Wilhite at NWE-35 (tackle by David Stewart)",2.850,-1.270
2,13:07,1,10,NWE 35,0,10,Tom Brady pass incomplete deep right intended for Randy Moss,1.270,0.720
2,12:59,2,10,NWE 35,0,10,BenJarvus Green-Ellis right tackle for 1 yard (tackle by Kevin Vickerson and Stephen Tulloch),0.720,0.170
2,12:24,3,9,NWE 36,0,10,Tom Brady pass complete short left to Kevin Faulk for 12 yards (tackle by Jason McCourty and Stephen Tulloch),0.170,2.130
2,11:41,1,10,NWE 48,0,10,"Penalty on Steve Neal: False Start, 5 yards (no play)",2.130,1.800
2,11:26,1,15,NWE 43,0,10,"Tom Brady pass incomplete short left intended for BenJarvus Green-Ellis (defended by Stephen Tulloch). Penalty on Kyle Vanden Bosch: Defensive Offside, 5 yards (no play)",1.800,2.130
2,11:21,1,10,NWE 48,0,10,BenJarvus Green-Ellis right guard for 6 yards (tackle by William Hayes and Michael Griffin),2.130,2.390
2,10:38,2,4,TEN 46,0,10,Tom Brady pass complete short right to Randy Moss for 6 yards (tackle by Chris Hope),2.390,2.920
2,10:02,1,10,TEN 40,0,16,"Tom Brady pass complete deep middle to Randy Moss for 40 yards, touchdown",2.920,7.000
2,,,,TEN 2,0,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,17,"Stephen Gostkowski kicks off 61 yards, returned by Mark Jones for 22 yards (tackle by Eric Alexander)",0.000,1.000
2,9:50,1,10,TEN 31,0,17,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Mike Wright at TEN-31 (tackle by Kevin Mawae)",1.000,-3.510
2,9:43,1,10,TEN 31,0,17,Laurence Maroney left end for 3 yards (tackle by Stephen Tulloch and Dave Ball),3.510,3.370
2,9:07,2,7,TEN 28,0,23,"Tom Brady pass complete deep middle to Randy Moss for 28 yards, touchdown. Penalty on Chris Hope: Roughing the Passer, 15 yards",3.370,7.000
2,,,,TEN 2,0,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 45,0,24,"Stephen Gostkowski kicks off 64 yards, touchback",0.000,0.280
2,8:59,1,10,TEN 20,0,24,Kerry Collins pass complete short right to Ahmard Hall for 15 yards (tackle by Brandon McGowan),0.280,1.270
2,8:36,1,10,TEN 35,0,24,LenDale White middle for 2 yards (tackle by Brandon McGowan and Ty Warren),1.270,0.990
2,8:02,2,8,TEN 37,0,24,Kerry Collins pass incomplete deep left intended for Nate Washington is intercepted by Darius Butler at NWE-35,0.990,-1.270
2,7:54,1,10,NWE 35,0,24,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Tony Brown and Chris Hope),1.270,1.800
2,7:21,2,2,NWE 43,0,24,Laurence Maroney middle for 7 yards (tackle by Kyle Vanden Bosch),1.800,2.260
2,6:45,1,10,,0,24,Tom Brady pass complete short right to Sam Aiken for 12 yards,2.260,3.050
,,,,,,,"TEN challenged the pass completion ruling, and the play was upheld.",,
2,6:30,1,10,TEN 38,0,30,"Tom Brady pass complete short right to Kevin Faulk for 38 yards, touchdown",3.050,7.000
2,,,,TEN 2,0,31,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,31,"Stephen Gostkowski kicks off 49 yards, returned by Alge Crumpler for 15 yards (tackle by Brandon McGowan)",0.000,1.330
2,6:15,1,10,TEN 36,0,31,Chris Johnson left tackle for no gain (tackle by Jarvis Green),1.330,0.790
2,5:38,2,10,TEN 36,0,31,Chris Johnson left end for 2 yards (tackle by Tully Banta-Cain and Jerod Mayo),0.790,0.370
2,5:01,3,8,TEN 38,0,31,Kerry Collins pass incomplete deep middle intended for Justin Gage (defended by Brandon Meriweather),0.370,-0.850
2,4:53,4,8,TEN 38,0,31,"Reggie Hodges punts 41 yards, returned by Julian Edelman for 3 yards (tackle by Cary Williams)",-0.850,-0.540
2,4:42,1,10,NWE 24,0,31,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Keith Bulluck),0.540,0.810
2,3:59,2,4,NWE 30,0,31,"Kevin Faulk right guard for 3 yards (tackle by Jacob Ford and Stephen Tulloch). Penalty on William Hayes: Defensive Offside, 5 yards (no play)",0.810,1.270
2,3:41,1,10,NWE 35,0,31,Tom Brady pass complete short left to Wes Welker for 8 yards (tackle by Ryan Mouton and Jason McCourty),1.270,1.800
2,2:59,2,2,NWE 43,0,31,Tom Brady pass complete deep right to Randy Moss for 20 yards (tackle by Michael Griffin),1.800,3.120
2,2:32,1,10,TEN 37,0,31,BenJarvus Green-Ellis left tackle for 7 yards (tackle by Tony Brown and David Thornton),3.120,3.520
2,2:00,2,3,TEN 30,0,37,"Tom Brady pass complete deep right to Wes Welker for 30 yards, touchdown",3.520,7.000
2,,,,TEN 2,0,38,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,38,"Stephen Gostkowski kicks off 71 yards, touchback",0.000,0.280
2,1:53,1,10,TEN 20,0,38,Kerry Collins pass incomplete deep left intended for Kenny Britt,0.280,-0.270
2,1:49,2,10,TEN 20,0,38,Chris Johnson right guard for 8 yards (tackle by Jerod Mayo),-0.270,0.100
2,1:25,3,2,TEN 28,0,38,Kerry Collins pass incomplete short left intended for Kenny Britt,0.100,-1.500
2,1:22,4,2,TEN 28,0,38,Reggie Hodges punts 21 yards,-1.500,-2.320
2,1:16,1,10,TEN 49,0,38,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by Keith Bulluck),2.320,3.000
2,0:57,2,1,TEN 40,0,38,Tom Brady pass incomplete short right intended for Wes Welker,3.000,2.280
2,0:55,3,1,TEN 40,0,38,Kevin Faulk left tackle for 5 yards (tackle by Keith Bulluck and Ryan Mouton),2.280,3.250
2,0:49,,,,0,38,Timeout #1 by New England Patriots,0.000,3.250
2,0:49,1,10,TEN 35,0,38,Tom Brady pass incomplete short right intended for Randy Moss,3.250,2.700
2,0:44,2,10,TEN 35,0,38,Tom Brady pass complete short right to Randy Moss for 12 yards (tackle by Cary Williams),2.700,4.040
2,0:39,1,10,TEN 23,0,38,Tom Brady pass complete short right to BenJarvus Green-Ellis for 5 yards (tackle by Ryan Mouton),4.040,4.210
2,0:34,2,5,TEN 18,0,38,Tom Brady pass incomplete short right intended for BenJarvus Green-Ellis,4.210,3.490
2,0:31,3,5,TEN 18,0,38,Tom Brady pass complete short middle to Sam Aiken for 9 yards (tackle by Keith Bulluck and Cary Williams),3.490,5.140
2,0:24,,,,0,38,Timeout #2 by New England Patriots,0.000,5.140
2,0:24,1,9,TEN 9,0,38,Tom Brady pass complete short right to Wes Welker for 4 yards (tackle by Cary Williams),5.140,5.150
2,0:17,,,,0,38,Timeout #3 by New England Patriots,0.000,5.150
2,0:17,2,5,TEN 5,0,44,"Tom Brady pass complete short right to Wes Welker for 5 yards, touchdown",5.150,7.000
2,,,,TEN 2,0,45,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,45,"Stephen Gostkowski kicks off 40 yards, returned by Ahmard Hall for 12 yards (tackle by Patrick Chung)",0.000,1.730
2,0:05,1,10,TEN 42,0,45,Kerry Collins kneels for -1 yards,1.730,1.050
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,0,45,"Rob Bironas kicks off 60 yards, returned by Julian Edelman for 25 yards (tackle by Donnie Nickey)",0.000,1.270
3,14:52,1,10,NWE 35,0,45,"Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by Keith Bulluck). Penalty on Tony Brown: Roughing the Passer, 15 yards",1.270,2.980
3,14:28,1,10,TEN 39,0,45,Laurence Maroney middle for no gain (tackle by Stephen Tulloch and Tony Brown),2.980,2.440
3,13:48,2,10,TEN 39,0,45,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Keith Bulluck),2.440,2.940
3,13:06,3,1,TEN 30,0,45,Tom Brady pass complete short right to Randy Moss for 2 yards (tackle by Ryan Mouton),2.940,3.710
3,12:29,1,10,TEN 28,0,45,Tom Brady pass incomplete short middle intended for Sam Aiken,3.710,3.170
3,12:22,2,10,TEN 28,0,45,Laurence Maroney right guard for 11 yards (tackle by Kyle Vanden Bosch),3.170,4.440
3,11:43,1,10,TEN 17,0,45,Laurence Maroney left tackle for 4 yards (tackle by Kevin Vickerson and Stephen Tulloch),4.440,4.500
3,11:00,2,6,TEN 13,0,45,Tom Brady pass complete short left to Sam Aiken for 4 yards (tackle by Jason McCourty and Keith Bulluck),4.500,4.570
3,10:17,3,2,TEN 9,0,51,"Tom Brady pass complete short left to Randy Moss for 9 yards, touchdown",4.570,7.000
3,,,,TEN 2,0,52,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,0,52,"Stephen Gostkowski kicks off 56 yards, returned by Mark Jones for 21 yards (tackle by Eric Alexander)",0.000,1.270
3,10:07,1,10,TEN 35,0,52,Chris Johnson left tackle for no gain (tackle by Tully Banta-Cain),1.270,0.720
3,9:38,2,10,TEN 35,0,52,Chris Johnson right guard for 48 yards (tackle by Tully Banta-Cain),0.720,4.440
3,9:11,1,10,NWE 17,0,52,Javon Ringer left guard for 4 yards (tackle by Jerod Mayo and Ty Warren),4.440,4.500
3,8:40,2,6,NWE 13,0,52,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Kerry Collins at NWE-17",4.500,3.070
3,8:10,3,10,NWE 17,0,52,Kerry Collins pass incomplete deep middle intended for Kenny Britt,3.070,2.310
3,8:02,4,10,NWE 17,0,52,"Kerry Collins pass complete short right to Nate Washington for -22 yards (tackle by Myron Pryor). Nate Washington fumbles (forced by Myron Pryor), recovered by Nate Washington at NWE-39",2.310,-1.530
3,7:53,1,10,NWE 39,0,52,Laurence Maroney right end for 5 yards (tackle by Kyle Vanden Bosch),1.530,1.660
3,7:18,2,5,NWE 44,0,52,"Penalty on Michael Matthews: False Start, 5 yards (no play)",1.660,0.990
3,6:57,2,10,NWE 39,0,52,Brian Hoyer pass complete short left to Julian Edelman for 16 yards (tackle by Dave Ball),0.990,2.590
3,6:18,1,10,TEN 45,0,52,Laurence Maroney middle for 5 yards (tackle by Jason McCourty),2.590,2.720
3,5:37,2,5,TEN 40,0,52,Brian Hoyer pass complete short right to Sam Aiken for 5 yards (tackle by Cary Williams and Stephen Tulloch),2.720,3.250
3,4:54,1,10,TEN 35,0,52,Laurence Maroney right end for 4 yards (tackle by Stephen Tulloch),3.250,3.240
3,4:15,2,6,TEN 31,0,52,Brian Hoyer pass complete short right to Laurence Maroney for -8 yards (tackle by Jacob Ford and Stephen Tulloch),3.240,1.490
3,3:32,3,14,TEN 39,0,52,Brian Hoyer pass complete short middle to Laurence Maroney for 8 yards (tackle by Keith Bulluck and Jason Jones),1.490,1.340
3,2:53,,,,0,52,Timeout #1 by New England Patriots,0.000,1.340
3,2:53,4,6,TEN 31,0,52,Brian Hoyer pass complete short left to Wes Welker for 14 yards (tackle by Keith Bulluck and William Hayes),1.340,4.440
3,2:16,1,10,TEN 17,0,52,Laurence Maroney right guard for 2 yards (tackle by Jacob Ford),4.440,4.150
3,1:37,2,8,TEN 15,0,52,Laurence Maroney right guard for 14 yards (tackle by Chris Hope and Jacob Ford),4.150,6.970
3,0:54,,,,0,52,Timeout #1 by Tennessee Titans,0.000,6.970
3,0:54,1,1,TEN 1,0,52,Brian Hoyer middle for no gain (tackle by Gerald McRath and Jovan Haye),6.970,5.910
3,0:13,2,1,TEN 1,0,58,"Brian Hoyer middle for 1 yard, touchdown",5.910,7.000
3,,,,,0,58,"Penalty on Gerald McRath: Neutral Zone Infraction, 5 yards",0.000,0.000
3,,,,TEN 2,0,59,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,0,59,"Stephen Gostkowski kicks off 54 yards, returned by Mark Jones for 16 yards (tackle by Pierre Woods)",0.000,0.740
3,0:05,1,10,TEN 27,0,59,Chris Johnson middle for 8 yards (tackle by Patrick Chung and Brandon McGowan),0.740,1.280
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,TEN 35,0,59,Chris Johnson middle for 3 yards (tackle by Patrick Chung and Gary Guyton),1.280,1.470
4,14:25,1,10,TEN 38,0,59,Vince Young pass incomplete short right intended for Alge Crumpler is intercepted by Patrick Chung at TEN-45 and returned for 2 yards,1.470,-2.720
4,14:18,1,10,TEN 43,0,59,BenJarvus Green-Ellis left guard for 29 yards (tackle by Chris Hope),2.720,4.650
4,13:33,1,10,TEN 14,0,59,"Penalty on Steve Neal: False Start, 5 yards (no play)",4.650,4.260
4,13:11,1,15,TEN 19,0,59,Brian Hoyer pass complete short left to Chris Baker for 2 yards (tackle by Jason McCourty),4.260,3.590
4,12:30,2,13,TEN 17,0,59,Brian Hoyer pass complete short right to BenJarvus Green-Ellis for 6 yards (tackle by Jovan Haye and Cary Williams),3.590,3.620
4,11:44,3,7,TEN 11,0,59,Brian Hoyer pass incomplete short right intended for Sam Aiken (defended by Cary Williams),3.620,2.700
4,11:40,4,7,TEN 11,0,59,Brian Hoyer pass complete short left to Julian Edelman for 5 yards (tackle by Michael Griffin and Kyle Vanden Bosch),2.700,0.380
4,11:35,1,10,TEN 6,0,59,Javon Ringer middle for 3 yards (tackle by Myron Pryor and Mike Wright),-0.380,-0.560
4,11:03,2,7,TEN 9,0,59,Javon Ringer right tackle for 5 yards (tackle by Junior Seau and Patrick Chung),-0.560,-0.480
4,10:25,3,2,TEN 14,0,59,Javon Ringer right tackle for 4 yards (tackle by Jerod Mayo and Patrick Chung),-0.480,0.040
4,9:49,1,10,TEN 18,0,59,Javon Ringer left guard for 32 yards (tackle by Patrick Chung),0.040,2.260
4,9:06,1,10,,0,59,Chris Johnson right guard for 3 yards (tackle by Ty Warren and Jerod Mayo),2.260,2.120
4,8:26,2,7,NWE 47,0,59,Chris Johnson right tackle for 1 yard (tackle by Ty Warren and Rob Ninkovich),2.120,1.550
4,7:42,3,6,NWE 46,0,59,Chris Johnson right end for 5 yards (tackle by Jerod Mayo and Patrick Chung),1.550,0.530
4,7:02,,,,0,59,Timeout #2 by Tennessee Titans,0.000,0.530
4,7:02,4,1,NWE 41,0,59,"Ahmard Hall left guard for 5 yards (tackle by Brandon McGowan). Ahmard Hall fumbles (forced by Brandon McGowan), recovered by Junior Seau at NWE-30 (tackle by Justin Gage)",0.530,-0.940
4,6:56,1,10,NWE 30,0,59,BenJarvus Green-Ellis middle for 5 yards (tackle by Chris Hope and Keith Bulluck),0.940,1.070
4,6:20,2,5,NWE 35,0,59,BenJarvus Green-Ellis middle for 15 yards (tackle by Chris Hope and Jason McCourty),1.070,2.260
4,5:43,1,10,,0,59,Brian Hoyer pass incomplete short left intended for Sam Aiken,2.260,1.710
4,5:40,2,10,,0,59,Brian Hoyer left tackle for 4 yards (tackle by Stephen Tulloch),1.710,1.550
4,4:57,3,6,TEN 46,0,59,Brian Hoyer pass complete short right to Julian Edelman for 4 yards (tackle by Cary Williams),1.550,0.460
4,4:12,4,2,TEN 42,0,59,Chris Hanson punts 36 yards,0.460,0.380
4,4:04,1,10,TEN 6,0,59,"Javon Ringer middle for no gain (tackle by Junior Seau and Mike Wright). Penalty on Bret Lockett: Taunting, 15 yards",-0.380,0.340
4,3:43,1,10,TEN 21,0,59,Vince Young pass incomplete deep right intended for Nate Washington (defended by Jonathan Wilhite),0.340,-0.200
4,3:37,2,10,TEN 21,0,59,Javon Ringer right end for -1 yards (tackle by Myron Pryor and Rob Ninkovich),-0.200,-1.020
4,2:52,3,11,TEN 20,0,59,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at TEN-8",-1.020,-2.490
4,2:44,4,29,TEN 2,0,59,"Reggie Hodges punts 38 yards, muffed catch by Wes Welker, recovered by Wes Welker and returned for no gain",-2.490,-3.120
4,2:36,1,10,TEN 37,0,59,BenJarvus Green-Ellis left tackle for 4 yards (tackle by Kevin Vickerson),3.120,3.110
4,2:00,2,6,TEN 33,0,59,Brian Hoyer kneels for -4 yards,3.110,1.880
4,1:19,3,10,TEN 37,0,59,Brian Hoyer kneels for -2 yards,1.880,0.660
4,0:39,4,12,TEN 39,0,59,Brian Hoyer kneels for -1 yards,0.660,-1.600
4,0:35,1,10,TEN 40,0,59,Vince Young kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
