#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:22,TEN 29,5,2:56,8,Missed FG
2,1,8:18,NWE 21,5,2:27,79,Touchdown
3,1,4:57,NWE 22,7,4:10,63,Field Goal
4,2,13:07,NWE 35,6,3:11,65,Touchdown
5,2,9:43,TEN 31,2,0:44,31,Touchdown
6,2,7:54,NWE 35,4,1:34,65,Touchdown
7,2,4:42,NWE 24,5,2:49,76,Touchdown
8,2,1:16,TEN 49,10,1:04,49,Touchdown
9,3,15:00,NWE 35,9,4:47,65,Touchdown
10,3,7:53,NWE 39,12,7:42,61,Touchdown
11,4,14:18,TEN 43,5,2:43,37,Downs
12,4,6:56,NWE 30,5,2:52,28,Punt
13,4,2:36,TEN 37,4,2:01,-3,Downs
