Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,13,95,0,6,56,4.3,39,3.0,1,13.0
Ameer Abdullah,CAR,9,24,0,2,9,1.0,15,1.7,0,
Chuba Hubbard,CAR,9,27,1,2,5,0.6,22,2.4,1,9.0
Cam Newton,CAR,3,14,1,2,11,3.7,3,1.0,1,3.0
P.J. Walker,CAR,3,6,0,1,6,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,10,39,1,3,19,1.9,20,2.0,1,10.0
Eno Benjamin,ARI,6,22,0,,11,1.8,11,1.8,0,
Chris Streveler,ARI,2,4,0,0,1,0.5,3,1.5,0,
Colt McCoy,ARI,1,-1,0,0,-1,-1.0,0,0.0,0,
Rondale Moore,ARI,1,1,0,,0,0.0,1,1.0,0,
