Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian McCaffrey,CAR,10,10,66,0,3,28,2.8,38,3.8,2.8,0,,0,0.0,0,94.2
Ameer Abdullah,CAR,4,4,27,0,1,-5,-1.3,32,8.0,-1.3,0,,0,0.0,0,94.8
Robbie Chosen,CAR,6,4,37,1,3,17,4.3,20,5.0,3.2,0,,0,0.0,0,122.9
D.J. Moore,CAR,7,4,24,0,2,20,5.0,4,1.0,5.1,0,,0,0.0,0,64.0
Brandon Zylstra,CAR,2,2,18,0,1,8,4.0,10,5.0,4.0,0,,0,0.0,0,104.2
Tommy Tremble,CAR,1,1,3,0,,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
Terrace Marshall Jr.,CAR,2,0,0,0,,0,,0,,19.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian Kirk,ARI,8,7,58,0,3,45,6.4,13,1.9,6.5,0,,0,0.0,0,96.9
Zach Ertz,ARI,6,4,46,0,2,28,7.0,18,4.5,10.0,1,4.0,0,0.0,0,89.6
James Conner,ARI,4,3,25,0,1,1,0.3,24,8.0,1.8,0,,0,0.0,0,90.6
Rondale Moore,ARI,4,2,10,0,,2,1.0,8,4.0,9.8,0,,0,0.0,0,56.2
A.J. Green,ARI,5,1,4,0,,-2,-2.0,6,6.0,10.8,0,,0,0.0,0,39.6
Eno Benjamin,ARI,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Antoine Wesley,ARI,1,0,0,0,,0,,0,,18.0,0,,0,0.0,1,0.0
