Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,NWE,18,94,1,5,45,2.5,49,2.7,1,18.0
Rex Burkhead,NWE,7,43,0,1,16,2.3,27,3.9,0,
Tom Brady,NWE,2,-2,0,0,-2,-1.0,0,0.0,0,
Cordarrelle Patterson,NWE,2,7,0,,-7,-3.5,14,7.0,0,
James White,NWE,2,4,0,,2,1.0,2,1.0,0,
Julian Edelman,NWE,1,8,0,0,4,4.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,10,35,0,1,21,2.1,14,1.4,0,
C.J. Anderson,LAR,7,22,0,1,12,1.7,10,1.4,0,
Robert Woods,LAR,1,5,0,0,3,3.0,2,2.0,0,
