Quarter,Time,Down,ToGo,Location,NWE,LAR,Detail,EPB,EPA
1,8:52,1,10,NWE 35,0,0,Rex Burkhead right guard for 5 yards (tackle by Michael Brockers and John Johnson),1.270,1.400
1,8:14,2,5,NWE 40,0,0,Tom Brady pass complete short left to Rex Burkhead for 8 yards (tackle by John Johnson),1.400,2.130
1,7:39,,,,,,Timeout #1 by New England Patriots,,
1,7:39,1,10,NWE 48,0,0,Tom Brady pass complete short left to Rob Gronkowski for 19 yards (tackle by Marcus Peters),2.130,3.380
1,7:04,1,10,LAR 33,0,0,Rex Burkhead right guard for 2 yards (tackle by Michael Brockers),3.380,3.110
1,6:22,2,8,LAR 31,0,0,Tom Brady pass incomplete deep left intended for Chris Hogan,3.110,2.410
1,6:17,,,,,,Timeout #2 by New England Patriots,,
1,6:17,3,8,LAR 31,0,0,James White right guard for 3 yards (tackle by Dante Fowler),2.410,1.630
1,5:39,4,5,LAR 28,0,0,Stephen Gostkowski 46 yard field goal no good,1.630,-1.330
1,5:35,1,10,LAR 36,0,0,Robert Woods right end for 5 yards (tackle by Patrick Chung and Deatrich Wise),1.330,1.470
1,4:50,2,5,LAR 41,0,0,Jared Goff pass complete short left to Josh Reynolds for 10 yards (tackle by Jonathan Jones),1.470,2.320
1,4:19,1,10,NWE 49,0,0,Jared Goff pass incomplete short left intended for Robert Woods,2.320,1.780
1,4:14,2,10,NWE 49,0,0,Jared Goff pass complete short left to Robert Woods for 7 yards (tackle by Jonathan Jones),1.780,2.020
1,3:35,3,3,NWE 42,0,0,Jared Goff pass incomplete short right intended for Robert Woods (defended by Patrick Chung),2.020,0.460
1,3:32,4,3,NWE 42,0,0,"Penalty on LAR: Delay of Game, 5 yards (no play)",0.460,0.130
1,3:32,4,8,NWE 47,0,0,Johnny Hekker punts 28 yards out of bounds,0.130,-0.150
1,3:25,1,10,NWE 19,0,0,Sony Michel right guard for 4 yards (tackle by Mark Barron and Lamarcus Joyner),0.150,0.210
1,2:52,2,6,NWE 23,0,0,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Samson Ebukam),0.210,0.940
1,2:24,1,10,NWE 30,0,0,Tom Brady pass incomplete deep left intended for Chris Hogan (defended by Mark Barron),0.940,0.390
1,2:20,2,10,NWE 30,0,0,Tom Brady pass complete deep right to Julian Edelman for 25 yards (tackle by Aqib Talib),0.390,2.590
1,1:51,1,10,LAR 45,0,0,"Tom Brady sacked by John Franklin-Myers for -9 yards. Tom Brady fumbles (forced by John Franklin-Myers), recovered by David Andrews at NE-46 (tackle by Dante Fowler)",2.590,0.830
1,1:06,2,19,NWE 46,0,0,Tom Brady pass complete short right to Rob Gronkowski for 14 yards (tackle by Mark Barron),0.830,2.010
1,0:22,3,5,LAR 40,0,0,Tom Brady pass incomplete short right intended for Julian Edelman,2.010,0.590
1,0:18,4,5,LAR 40,0,0,Ryan Allen punts 34 yards out of bounds,0.590,0.380
1,0:12,1,10,LAR 6,0,0,C.J. Anderson right guard for 5 yards (tackle by Lawrence Guy),-0.380,-0.420
Quarter,Time,Down,ToGo,Location,NWE,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,LAR 11,0,0,"Penalty on Rob Havenstein: False Start, 5 yards (no play)",-0.420,-0.780
2,15:00,2,10,LAR 6,0,0,C.J. Anderson right tackle for 3 yards (tackle by Deatrich Wise),-0.780,-1.070
2,14:15,3,7,LAR 9,0,0,Jared Goff pass incomplete short middle intended for Robert Woods (defended by John Simon),-1.070,-2.490
2,14:11,4,7,LAR 9,0,0,Johnny Hekker punts 54 yards downed by Sam Shields,-2.490,-1.400
2,13:58,1,10,NWE 37,0,0,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Aqib Talib),1.400,1.670
2,13:21,2,4,NWE 43,0,0,Tom Brady pass complete short middle to Rob Gronkowski for 3 yards (tackle by Cory Littleton),1.670,1.360
2,12:39,3,1,NWE 46,0,0,Tom Brady pass complete short right to Julian Edelman for 25 yards (tackle by Nickell Robey-Coleman),1.360,3.640
2,11:55,1,10,LAR 29,0,0,Cordarrelle Patterson left end for 1 yard (tackle by Mark Barron and Ndamukong Suh),3.640,3.240
2,11:16,2,9,LAR 28,0,0,Tom Brady pass incomplete short left intended for Chris Hogan,3.240,2.540
2,11:13,3,9,LAR 28,0,0,Tom Brady pass complete short left to Rob Gronkowski for 4 yards (tackle by Mark Barron and Cory Littleton),2.540,1.920
2,10:33,4,5,LAR 24,3,0,Stephen Gostkowski 42 yard field goal good,1.920,3.000
2,10:29,,,NWE 35,3,0,"Stephen Gostkowski kicks off 64 yards, returned by Jojo Natson for no gain (tackle by Patrick Chung)",0.000,0.810
2,10:22,1,10,LAR 28,3,0,C.J. Anderson right tackle for 5 yards (tackle by Patrick Chung),0.810,0.940
2,9:48,2,5,LAR 33,3,0,Jared Goff pass complete deep left to Robert Woods for 18 yards,0.940,2.320
2,9:30,1,10,NWE 49,3,0,Jared Goff pass complete short left to Brandin Cooks for 3 yards (tackle by Stephon Gilmore),2.320,2.190
2,8:47,2,7,NWE 46,3,0,C.J. Anderson right guard for -3 yards (tackle by Danny Shelton),2.190,1.090
2,8:06,3,10,NWE 49,3,0,Jared Goff pass incomplete deep left intended for Josh Reynolds (defended by Jason McCourty),1.090,0.000
2,7:59,4,10,NWE 49,3,0,"Johnny Hekker punts 39 yards, returned by Julian Edelman for 7 yards (tackle by Johnny Mundt)",0.000,0.060
2,7:50,1,10,NWE 17,3,0,Rex Burkhead left guard for 3 yards (tackle by Michael Brockers and Cory Littleton),-0.060,-0.060
2,7:08,2,7,NWE 20,3,0,Tom Brady pass incomplete short right intended for Sony Michel,-0.060,-0.870
2,7:03,3,7,NWE 20,3,0,Tom Brady pass complete short right to James White for 5 yards (tackle by Cory Littleton),-0.870,-1.700
2,6:24,4,2,NWE 25,3,0,"Ryan Allen punts 53 yards, returned by Jojo Natson for 13 yards (tackle by Kyle Van Noy). Penalty on Albert McClellan: Offensive Holding, 10 yards",-1.700,-1.930
2,6:14,1,10,LAR 45,3,0,Todd Gurley right tackle for 5 yards (tackle by Jason McCourty),1.930,2.060
2,5:38,2,5,LAR 50,3,0,Todd Gurley right guard for 3 yards (tackle by Lawrence Guy),2.060,1.750
2,4:56,3,2,NWE 47,3,0,Jared Goff sacked by Kyle Van Noy for -14 yards,1.750,-0.780
2,4:08,4,16,LAR 39,3,0,Johnny Hekker punts 34 yards downed by Micah Kiser,-0.780,-0.740
2,3:57,1,10,NWE 27,3,0,Tom Brady pass complete short right to Julian Edelman for 10 yards (tackle by Aqib Talib),0.740,1.400
2,3:23,1,10,NWE 37,3,0,Rex Burkhead left guard for 3 yards (tackle by Aaron Donald and Mark Barron),1.400,1.260
2,2:42,2,7,NWE 40,3,0,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by John Johnson),1.260,2.190
2,2:00,1,10,NWE 49,3,0,Tom Brady pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Marcus Peters and Mark Barron),2.190,2.320
2,1:37,2,5,LAR 46,3,0,"Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Aqib Talib) Penalty on LAR: Defensive Too Many Men on Field, 5 yards (no play)",2.320,2.850
2,1:33,1,10,LAR 41,3,0,Tom Brady pass incomplete short left intended for James White,2.850,2.310
2,1:30,2,10,LAR 41,3,0,Tom Brady pass incomplete short right intended for James White,2.310,1.620
2,1:26,3,10,LAR 41,3,0,Tom Brady pass complete short left to Cordarrelle Patterson for 9 yards (tackle by Marcus Peters),1.620,1.310
2,1:16,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:16,4,1,LAR 32,3,0,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Cory Littleton),1.310,-1.070
2,1:13,1,10,LAR 32,3,0,Jared Goff sacked by Dont'a Hightower for -6 yards,1.070,-0.280
2,0:51,2,16,LAR 26,3,0,Jared Goff pass complete short left to Brandin Cooks for 14 yards (tackle by Stephon Gilmore),-0.280,0.890
2,0:32,3,2,LAR 40,3,0,Jared Goff pass incomplete short left intended for Robert Woods,0.890,-0.720
2,0:28,4,2,LAR 40,3,0,Johnny Hekker punts 58 yards downed by KhaDarel Hodge,-0.720,0.380
2,0:16,1,10,NWE 2,3,0,Tom Brady kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NWE,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,0,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,3,0,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by Dont'a Hightower),0.610,0.060
3,14:56,2,10,LAR 25,3,0,Todd Gurley right tackle for 16 yards (tackle by Jason McCourty and Devin McCourty),0.060,1.660
3,14:15,1,10,LAR 41,3,0,Todd Gurley left end for 5 yards (tackle by Patrick Chung and Jonathan Jones),1.660,1.800
3,13:54,2,5,LAR 46,3,0,Todd Gurley right tackle for no gain (tackle by Kyle Van Noy),1.800,1.090
3,13:10,3,5,LAR 46,3,0,Jared Goff pass incomplete deep left intended for Brandin Cooks (defended by Stephon Gilmore),1.090,-0.320
3,13:05,4,5,LAR 46,3,0,"Johnny Hekker punts 46 yards, fair catch by Julian Edelman at NE-8",-0.320,0.380
3,12:58,1,10,NWE 8,3,0,Sony Michel right tackle for 4 yards (tackle by John Johnson),-0.380,-0.490
3,12:23,2,6,NWE 12,3,0,Rex Burkhead left tackle for 2 yards (tackle by Michael Brockers),-0.490,-0.720
3,11:45,3,4,NWE 14,3,0,Tom Brady pass complete short left to Julian Edelman for 27 yards (tackle by Lamarcus Joyner),-0.720,1.660
3,11:02,1,10,NWE 41,3,0,Tom Brady pass incomplete deep middle intended for Chris Hogan,1.660,1.120
3,10:56,2,10,NWE 41,3,0,Julian Edelman left end for 8 yards (tackle by Mark Barron and Marcus Peters),1.120,1.490
3,10:18,3,2,NWE 49,3,0,Tom Brady pass incomplete short left intended for Julian Edelman,1.490,-0.130
3,10:14,4,2,NWE 49,3,0,Ryan Allen punts 49 yards downed by Matthew Slater,-0.130,0.380
3,10:06,1,10,LAR 2,3,0,Todd Gurley left guard for 2 yards (tackle by Danny Shelton) Penalty on LAR: Illegal Shift (Declined),-0.380,-0.630
3,9:39,2,8,LAR 4,3,0,Todd Gurley right tackle for 2 yards (tackle by Deatrich Wise),-0.630,-0.950
3,8:55,3,6,LAR 6,3,0,Jared Goff pass incomplete short right intended for Todd Gurley,-0.950,-2.490
3,8:50,4,6,LAR 6,3,0,Johnny Hekker punts 65 yards downed by Sam Shields,-2.490,-0.870
3,8:36,1,10,NWE 29,3,0,Rex Burkhead right tackle for 2 yards (tackle by Cory Littleton and John Johnson),0.870,0.600
3,7:57,2,8,NWE 31,3,0,"Tom Brady pass complete short right to James White for 9 yards (tackle by Mark Barron) Penalty on NWE: Illegal Shift, 5 yards (no play)",0.600,-0.080
3,7:28,2,13,NWE 26,3,0,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Lamarcus Joyner),-0.080,0.300
3,6:47,3,5,NWE 34,3,0,Tom Brady pass incomplete deep left intended for Chris Hogan (defended by Marcus Peters),0.300,-1.110
3,6:41,4,5,NWE 34,3,0,"Ryan Allen punts 42 yards, returned by Jojo Natson for -1 yards (tackle by Matthew Slater)",-1.110,-0.480
3,6:33,1,10,LAR 23,3,0,Jared Goff pass complete short right to Josh Reynolds for 7 yards (tackle by Jason McCourty),0.480,0.880
3,6:05,2,3,LAR 30,3,0,C.J. Anderson left guard for 4 yards (tackle by Malcom Brown and Deatrich Wise),0.880,1.200
3,5:41,1,10,LAR 34,3,0,Jared Goff pass complete short left to Brandin Cooks for 15 yards (tackle by Stephon Gilmore),1.200,2.190
3,5:00,1,10,LAR 49,3,0,C.J. Anderson right tackle for 4 yards (tackle by Deatrich Wise),2.190,2.190
3,4:30,2,6,NWE 47,3,0,Jared Goff pass incomplete short right intended for C.J. Anderson,2.190,1.490
3,4:25,3,6,NWE 47,3,0,Jared Goff pass complete deep middle to Robert Woods for 18 yards (tackle by Jonathan Jones),1.490,3.640
3,3:42,,,,,,Timeout #1 by Los Angeles Rams,,
3,3:42,1,10,NWE 29,3,0,Jared Goff pass incomplete deep middle intended for Brandin Cooks (defended by Jason McCourty),3.640,3.100
3,3:35,2,10,NWE 29,3,0,Jared Goff pass complete short right to C.J. Anderson for 3 yards (tackle by Devin McCourty),3.100,2.810
3,2:56,3,7,NWE 26,3,0,Jared Goff sacked by Dont'a Hightower for -9 yards,2.810,0.970
3,2:15,4,16,NWE 35,3,3,Greg Zuerlein 53 yard field goal good,0.970,3.000
3,2:11,,,LAR 35,3,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,2:11,1,10,NWE 25,3,3,James White left guard for 1 yard (tackle by Aaron Donald and Michael Brockers),0.610,0.200
3,1:35,2,9,NWE 26,3,3,"Tom Brady pass complete short right to James White for 5 yards (tackle by Mark Barron). Penalty on Mark Barron: Defensive Holding, 5 yards (no play)",0.200,1.000
3,1:18,1,10,NWE 31,3,3,Sony Michel right guard for 19 yards (tackle by Lamarcus Joyner),1.000,2.260
3,0:46,1,10,NWE 50,3,3,Sony Michel right guard for 5 yards (tackle by Cory Littleton),2.260,2.390
3,0:13,2,5,LAR 45,3,3,Sony Michel right tackle for 1 yard (tackle by John Johnson),2.390,1.820
Quarter,Time,Down,ToGo,Location,NWE,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,LAR 44,3,3,Tom Brady pass incomplete short right intended for James White,1.820,0.330
4,14:57,4,4,LAR 44,3,3,Ryan Allen punts 37 yards downed by Joe Cardona,0.330,0.380
4,14:47,1,10,LAR 7,3,3,Jared Goff pass complete short left to C.J. Anderson for 9 yards (tackle by Elandon Roberts),-0.380,-0.020
4,14:08,2,1,LAR 16,3,3,"Penalty on Jared Goff: False Start, 5 yards (no play)",-0.020,-0.490
4,13:55,2,6,LAR 11,3,3,"C.J. Anderson left end for 4 yards (tackle by Stephon Gilmore). C.J. Anderson fumbles, ball out of bounds at LA-16 (forced by Stephon Gilmore)",-0.490,-0.480
4,13:30,3,2,LAR 15,3,3,Jared Goff pass complete short right to Brandin Cooks for 8 yards (tackle by Kyle Van Noy),-0.480,0.480
4,12:58,1,10,LAR 23,3,3,Jared Goff pass complete short left to Todd Gurley for -1 yards (tackle by Albert McClellan),0.480,-0.200
4,12:23,,,,,,Timeout #1 by New England Patriots,,
4,12:23,2,11,LAR 22,3,3,Jared Goff pass incomplete short right intended for Gerald Everett,-0.200,-0.890
4,12:18,3,11,LAR 22,3,3,"Jared Goff pass incomplete deep right intended for Josh Reynolds. Penalty on Stephon Gilmore: Defensive Holding, 5 yards (no play)",-0.890,0.740
4,12:14,1,10,LAR 27,3,3,Jared Goff pass complete deep left to Brandin Cooks for 16 yards (tackle by Stephon Gilmore),0.740,1.800
4,11:37,1,10,LAR 43,3,3,"Todd Gurley left tackle for no gain (tackle by Elandon Roberts). Penalty on John Sullivan: Offensive Holding, 10 yards (no play)",1.800,1.140
4,11:09,1,20,LAR 33,3,3,Jared Goff sacked by Jonathan Jones for -2 yards,1.140,-0.370
4,10:36,2,22,LAR 31,3,3,Jared Goff pass incomplete deep left intended for Brandin Cooks,-0.370,-1.020
4,10:30,3,22,LAR 31,3,3,Todd Gurley right tackle for -1 yards (tackle by Trey Flowers),-1.020,-1.370
4,9:57,4,23,LAR 30,3,3,Johnny Hekker punts 39 yards out of bounds,-1.370,-1.000
4,9:49,1,10,NWE 31,3,3,Tom Brady pass complete short right to Rob Gronkowski for 18 yards (tackle by Samson Ebukam),1.000,2.190
4,8:50,1,10,NWE 49,3,3,Tom Brady pass complete short middle to Julian Edelman for 13 yards (tackle by Cory Littleton),2.190,3.050
4,8:16,1,10,LAR 38,3,3,Tom Brady pass complete short left to Rex Burkhead for 7 yards (tackle by Marcus Peters),3.050,3.450
4,7:43,2,3,LAR 31,3,3,Tom Brady pass complete deep left to Rob Gronkowski for 29 yards (tackle by Cory Littleton),3.450,6.740
4,7:03,1,2,LAR 2,9,3,"Sony Michel left tackle for 2 yards, touchdown",6.740,7.000
4,7:00,,,LAR 15,10,3,Stephen Gostkowski kicks extra point good,0.000,0.000
4,7:00,,,NWE 35,10,3,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,7:00,1,10,LAR 25,10,3,Jared Goff pass complete short left to Brandin Cooks for 19 yards (tackle by Jason McCourty),0.610,1.860
4,6:12,1,10,LAR 44,10,3,Todd Gurley left tackle for 1 yard (tackle by Trey Flowers and Malcom Brown),1.860,1.450
4,5:33,2,9,LAR 45,10,3,Jared Goff pass incomplete short right intended for Robert Woods,1.450,0.760
4,5:29,3,9,LAR 45,10,3,Jared Goff pass complete short left to Josh Reynolds for 11 yards (tackle by Jason McCourty),0.760,2.650
4,5:01,1,10,NWE 44,10,3,Jared Goff pass complete deep right to Robert Woods for 17 yards (tackle by J.C. Jackson),2.650,3.780
4,4:29,1,10,NWE 27,10,3,Jared Goff pass incomplete deep right intended for Brandin Cooks (defended by Stephon Gilmore),3.780,3.230
4,4:24,2,10,NWE 27,10,3,Jared Goff pass deep right intended for Brandin Cooks is intercepted by Stephon Gilmore at NE-4 and returned for no gain,3.230,0.380
4,4:17,1,10,NWE 4,10,3,Sony Michel left guard for 1 yard (tackle by Ndamukong Suh),-0.380,-0.710
4,3:38,2,9,NWE 5,10,3,Sony Michel right tackle for 26 yards (tackle by Samson Ebukam),-0.710,1.000
4,2:52,1,10,NWE 31,10,3,"Sony Michel left tackle for 2 yards (tackle by Aaron Donald and Cory Littleton). Penalty on Dante Fowler: Illegal Use of Hands, 5 yards",1.000,1.470
4,2:47,1,10,NWE 38,10,3,Sony Michel right tackle for 3 yards (tackle by Aaron Donald),1.470,1.330
4,2:42,,,,,,Timeout #2 by Los Angeles Rams,,
4,2:42,2,7,NWE 41,10,3,Rex Burkhead left tackle for 26 yards (tackle by Marcus Peters),1.330,3.380
4,2:30,,,,,,Timeout #3 by Los Angeles Rams,,
4,2:30,1,10,LAR 33,10,3,Sony Michel left end for 4 yards (tackle by Cory Littleton). Penalty on Trent Brown: Illegal Use of Hands (Declined),3.380,3.380
4,2:25,2,6,LAR 29,10,3,Sony Michel right end for 5 yards (tackle by Mark Barron),3.380,3.340
4,2:00,3,1,LAR 24,10,3,Sony Michel left tackle for no gain (tackle by Dante Fowler and Lamarcus Joyner),3.340,2.020
4,1:16,,,,,,Timeout #2 by New England Patriots,,
4,1:16,4,1,LAR 24,13,3,Stephen Gostkowski 41 yard field goal good,2.020,3.000
4,1:12,,,NWE 35,13,3,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,1:12,1,10,LAR 25,13,3,"Jared Goff pass incomplete deep right intended for Robert Woods. Penalty on Rob Havenstein: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,1:06,1,20,LAR 15,13,3,Jared Goff pass complete short left to Robert Woods for 10 yards (tackle by J.C. Jackson and Jonathan Jones),-0.410,0.060
4,0:45,2,10,LAR 25,13,3,Jared Goff pass complete short middle to Brandin Cooks for 24 yards (tackle by Jonathan Jones),0.060,2.190
4,0:25,1,10,LAR 49,13,3,Jared Goff pass incomplete short middle intended for Josh Reynolds,2.190,1.650
4,0:21,2,10,LAR 49,13,3,Jared Goff pass complete deep left to Brandin Cooks for 21 yards (tackle by Jonathan Jones),1.650,3.580
4,0:09,1,10,NWE 30,13,3,Jared Goff spiked the ball,3.580,3.030
4,0:08,2,10,NWE 30,13,3,Greg Zuerlein 48 yard field goal no good,3.030,-1.470
4,0:05,1,10,NWE 38,13,3,Tom Brady kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
