Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 62 yards, returned by Darius Reynaud for 18 yards (tackle by Kyle Bosworth)",0.000,-0.340
1,14:54,1,10,TEN 21,0,0,Chris Johnson left guard for 5 yards (tackle by Russell Allen),0.340,0.480
1,14:23,2,5,TEN 26,0,0,Jake Locker pass incomplete short right intended for Taylor Thompson,0.480,-0.230
1,14:18,3,5,TEN 26,0,0,Jake Locker pass complete short left to Nate Washington for 21 yards (tackle by Chris Prosinski),-0.230,2.060
1,13:39,1,10,TEN 47,0,0,Jake Locker pass complete deep right to Lavelle Hawkins for 42 yards (tackle by Mike Harris),2.060,4.840
1,12:54,1,10,JAX 11,0,0,Chris Johnson middle for 9 yards (tackle by Derek Cox and Chris Prosinski),4.840,5.850
1,12:19,2,1,JAX 2,0,0,Chris Johnson left guard for no gain (tackle by Jeremy Mincey and Tyson Alualu),5.850,5.120
1,11:38,3,1,JAX 2,0,6,"Chris Johnson right tackle for 2 yards, touchdown",5.120,7.000
1,11:38,,,JAX 2,0,7,Rob Bironas kicks extra point good,0.000,0.000
1,11:38,,,TEN 35,0,7,"Rob Bironas kicks off 65 yards, returned by Jordan Shipley for 24 yards (tackle by Alterraun Verner)",0.000,-0.540
1,11:28,1,10,JAX 24,0,7,Chad Henne pass incomplete short right intended for Mike Brown,0.540,0.000
1,11:24,2,10,JAX 24,0,7,Keith Toston right tackle for no gain (tackle by Sen'Derrick Marks),0.000,-0.690
1,10:43,3,10,JAX 24,0,7,Chad Henne pass complete deep middle to Justin Blackmon for 17 yards (tackle by Jason McCourty),-0.690,1.660
1,10:06,1,10,JAX 41,0,7,Keith Toston right end for 11 yards (tackle by Jason McCourty),1.660,2.390
1,9:23,1,10,TEN 48,0,7,Keith Toston right end for 14 yards (tackle by Tommie Campbell),2.390,3.310
1,8:37,1,10,TEN 34,0,7,Richard Murphy right guard for 9 yards (tackle by Jason McCourty and Al Afalava),3.310,3.990
1,7:55,2,1,TEN 25,0,7,Richard Murphy right tackle for 14 yards (tackle by Al Afalava),3.990,4.840
1,7:15,1,10,TEN 11,0,7,Keith Toston left tackle for 4 yards (tackle by Akeem Ayers),4.840,4.890
1,6:25,2,6,TEN 7,0,7,"Penalty on Steve Vallos: False Start, 5 yards (no play)",4.890,3.980
1,6:25,2,11,TEN 12,0,7,Chad Henne pass complete short right to Justin Blackmon for 7 yards (tackle by Coty Sensabaugh),3.980,4.440
1,5:44,3,4,TEN 5,6,7,"Chad Henne pass complete short left to Jordan Shipley for 5 yards, touchdown",4.440,7.000
1,5:44,,,TEN 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
1,5:44,,,JAX 35,7,7,"Josh Scobee kicks off 51 yards, muffed catch by Darius Reynaud, ball out of bounds at TEN-16. Penalty on Darius Reynaud: Illegal Bat (Declined)",0.000,0.140
1,5:40,1,10,TEN 16,7,7,Chris Johnson middle for -2 yards (tackle by George Selvie),-0.140,-0.890
1,5:00,2,12,TEN 14,7,7,Jake Locker middle for 2 yards (tackle by George Selvie),-0.890,-1.320
1,4:16,3,10,TEN 16,7,7,Jake Locker pass incomplete deep right intended for Nate Washington,-1.320,-2.390
1,4:10,4,10,TEN 16,7,7,"Brett Kern punts 49 yards, returned by Jordan Shipley for 4 yards (tackle by Patrick Bailey)",-2.390,-1.530
1,4:00,1,10,JAX 39,7,7,Keith Toston middle for 7 yards (tackle by Al Afalava and Alterraun Verner),1.530,1.930
1,3:23,2,3,JAX 46,7,7,Keith Toston left guard for no gain (tackle by Jurrell Casey and Zach Brown),1.930,1.220
1,2:43,3,3,JAX 46,7,7,Chad Henne pass complete short left to Marcedes Lewis for 7 yards (tackle by Alterraun Verner),1.220,2.460
1,2:11,1,10,TEN 47,7,7,Chad Henne pass complete deep left to Toney Clemons for 17 yards (tackle by Alterraun Verner),2.460,3.580
1,1:31,1,10,TEN 30,7,7,Keith Toston left guard for 5 yards (tackle by Alterraun Verner and Zach Brown),3.580,3.710
1,1:04,2,5,TEN 25,7,7,Keith Toston left end for no gain (tackle by Derrick Morgan),3.710,3.010
1,0:25,3,5,TEN 25,7,7,"Penalty on Austin Pasztor: False Start, 5 yards (no play)",3.010,2.340
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,TEN 30,13,7,"Chad Henne pass complete short left to Justin Blackmon for 30 yards, touchdown",2.340,7.000
2,15:00,,,TEN 2,14,7,Josh Scobee kicks extra point good,0.000,0.000
2,15:00,,,JAX 35,14,7,"Josh Scobee kicks off 63 yards, returned by Darius Reynaud for 21 yards (tackle by Brandon Marshall)",0.000,-0.480
2,14:46,1,10,TEN 23,14,7,"Jake Locker pass incomplete deep right intended for Kenny Britt. Penalty on Derek Cox: Illegal Contact, 5 yards (no play)",0.480,0.810
2,14:40,1,10,TEN 28,14,7,Chris Johnson left guard for -3 yards (tackle by Jason Babin),0.810,0.810
2,14:10,1,10,TEN 28,14,7,Timeout #1 by Tennessee Titans,0.810,-0.140
2,14:10,2,13,TEN 25,14,7,Jake Locker pass complete short left to Kenny Britt for 10 yards (tackle by Paul Posluszny and Derek Cox),-0.140,0.500
2,13:34,3,3,TEN 35,14,7,Jake Locker pass incomplete short right intended for Kendall Wright,0.500,-1.040
2,13:28,4,3,TEN 35,14,7,"Brett Kern punts 54 yards, returned by Jordan Shipley for 4 yards (tackle by Tommie Campbell)",-1.040,0.220
2,13:19,1,10,JAX 15,14,7,Chad Henne pass complete short left to Justin Blackmon for 5 yards,-0.220,0.080
2,12:48,2,5,JAX 20,14,7,Keith Toston middle for 3 yards (tackle by Al Afalava),0.080,-0.390
2,12:05,3,2,JAX 23,14,7,Chad Henne pass complete short right to Jordan Shipley for 5 yards (tackle by Coty Sensabaugh),-0.390,0.810
2,11:33,1,10,JAX 28,14,7,Chad Henne pass incomplete short left intended for Keith Toston,0.810,0.260
2,11:29,2,10,JAX 28,14,7,Keith Toston right guard for 9 yards (tackle by Al Afalava),0.260,0.760
2,10:47,3,1,JAX 37,14,7,Chad Henne pass incomplete deep middle intended for Justin Blackmon (defended by Jason McCourty),0.760,-0.910
2,10:41,4,1,JAX 37,14,7,"Bryan Anger punts 45 yards, returned by Darius Reynaud for 10 yards (tackle by Kyle Bosworth)",-0.910,-0.810
2,10:30,1,10,TEN 28,14,7,Chris Johnson left end for 19 yards (tackle by Derek Cox),0.810,2.060
2,10:03,1,10,TEN 47,14,7,"Chris Johnson left guard for 7 yards (tackle by Chris Prosinski). Penalty on Brandon Barden: Offensive Holding, 10 yards (no play)",2.060,1.400
2,9:40,1,20,TEN 37,14,7,Jake Locker right end for -7 yards (tackle by Austen Lane and Chris Prosinski),1.400,-0.780
2,9:05,2,27,TEN 30,14,7,Darius Reynaud middle for no gain (tackle by Jeremy Mincey),-0.780,-1.420
2,8:28,3,27,TEN 30,14,7,Jake Locker pass complete short right to Taylor Thompson for 12 yards (tackle by Paul Posluszny),-1.420,-0.590
2,7:50,4,15,TEN 42,14,7,"Brett Kern punts 46 yards, returned by Jordan Shipley for 10 yards (tackle by Patrick Bailey)",-0.590,-0.410
2,7:39,1,10,JAX 22,14,7,Justin Blackmon right end for 11 yards (tackle by Tim Shaw),0.410,1.140
2,7:07,1,10,JAX 33,14,7,Chad Henne sacked by Derrick Morgan and Kamerion Wimbley for -7 yards,1.140,1.140
2,6:27,1,10,JAX 33,14,7,Timeout #1 by Jacksonville Jaguars,1.140,-0.350
2,6:27,2,17,JAX 26,14,7,Chad Henne pass complete short left to Marcedes Lewis for 11 yards (tackle by Alterraun Verner),-0.350,0.430
2,5:43,3,6,JAX 37,14,7,Chad Henne pass complete short right to Justin Blackmon for 12 yards (tackle by Alterraun Verner),0.430,2.190
2,5:10,1,10,JAX 49,14,7,Keith Toston left guard for 4 yards (tackle by Al Afalava),2.190,2.190
2,4:38,2,6,TEN 47,14,7,Chad Henne pass incomplete short right intended for Justin Blackmon (defended by Jarius Wynn),2.190,1.490
2,4:33,3,6,TEN 47,14,7,Chad Henne pass incomplete short middle intended for Justin Blackmon (defended by Zach Brown),1.490,0.130
2,4:26,4,6,TEN 47,14,7,"Bryan Anger punts 36 yards, fair catch by Darius Reynaud",0.130,0.370
2,4:21,1,10,TEN 11,14,7,Chris Johnson middle for no gain (tackle by Terrance Knighton and Paul Posluszny). Penalty on Nate Washington: Illegal Shift (Declined),-0.370,-0.780
2,4:02,2,10,TEN 11,14,7,Jake Locker pass incomplete deep left intended for Kenny Britt,-0.780,-1.420
2,3:57,3,10,TEN 11,14,7,Jake Locker sacked by Paul Posluszny for -8 yards,-1.420,-2.490
2,3:16,4,18,TEN 3,14,7,"Brett Kern punts 55 yards, returned by Jordan Shipley for 7 yards (tackle by Tracy Wilson)",-2.490,-2.190
2,3:04,1,10,JAX 49,14,7,Chad Henne pass complete short left to Keith Toston for 21 yards (tackle by Al Afalava),2.190,3.580
2,2:29,1,10,TEN 30,14,7,Keith Toston right tackle for 9 yards (tackle by Jason McCourty),3.580,4.250
