Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 35,0,0,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,CLE 20,0,0,Peyton Hillis left guard for 1 yard (tackle by Casey Hampton),0.280,-0.130
1,14:31,2,9,CLE 21,0,0,Seneca Wallace sacked by Lawrence Timmons for -2 yards,-0.130,-1.140
1,13:54,3,11,CLE 19,0,0,Seneca Wallace pass complete short left to Josh Cribbs for 10 yards (tackle by Keenan Lewis),-1.140,-1.440
1,13:17,4,1,CLE 29,0,0,"Brad Maynard punts 37 yards, fair catch by Antonio Brown",-1.440,-1.200
1,13:09,1,10,PIT 34,0,0,Ben Roethlisberger pass incomplete short left intended for Hines Ward,1.200,0.660
1,13:04,2,10,PIT 34,0,0,Rashard Mendenhall right guard for no gain (tackle by Chris Gocong),0.660,-0.030
1,12:22,3,10,PIT 34,0,0,"Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders. Penalty on Sheldon Brown: Defensive Holding, 5 yards (no play)",-0.030,1.530
1,12:15,1,10,PIT 39,0,0,Rashard Mendenhall right guard for 4 yards (tackle by Ahtyba Rubin),1.530,1.530
1,11:31,2,6,PIT 43,0,0,Ben Roethlisberger pass complete short right to Hines Ward for 5 yards (tackle by Sheldon Brown),1.530,1.490
1,10:47,3,1,PIT 48,0,0,Isaac Redman left guard for 13 yards (tackle by D'Qwell Jackson),1.490,2.980
1,10:04,1,10,CLE 39,0,0,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace,2.980,2.440
1,9:59,2,10,CLE 39,0,0,Rashard Mendenhall right guard for 7 yards (tackle by Chris Gocong and D'Qwell Jackson),2.440,2.680
1,9:17,3,3,CLE 32,0,0,Ben Roethlisberger pass incomplete short right intended for Jerricho Cotchery,2.680,1.290
1,9:10,4,3,CLE 32,0,0,Ben Roethlisberger pass incomplete short right intended for Isaac Redman,1.290,-1.070
1,9:07,1,10,CLE 32,0,0,Seneca Wallace left end for -3 yards (tackle by Troy Polamalu),1.070,0.120
1,8:42,2,13,CLE 29,0,0,Seneca Wallace pass incomplete short left intended for Josh Cribbs (defended by William Gay),0.120,-0.560
1,8:38,3,13,CLE 29,0,0,Seneca Wallace pass complete short middle to Evan Moore for 8 yards (tackle by James Farrior),-0.560,-0.910
1,7:59,4,5,CLE 37,0,0,"Brad Maynard punts 63 yards, touchback",-0.910,-0.280
1,7:49,1,10,PIT 20,0,0,Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 7 yards (tackle by Scott Paxson),0.280,0.680
1,7:13,2,3,PIT 27,0,0,Rashard Mendenhall right guard for 2 yards (tackle by D'Qwell Jackson),0.680,0.230
1,6:32,3,1,PIT 29,0,0,Isaac Redman up the middle for 2 yards (tackle by Brian Schaefering and Brian Sanford),0.230,1.000
1,5:51,1,10,PIT 31,0,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,1.000,0.460
1,5:46,2,10,PIT 31,0,0,Rashard Mendenhall left guard for 7 yards (tackle by Jabaal Sheard),0.460,0.700
1,5:00,3,3,PIT 38,0,0,Ben Roethlisberger pass complete short right to Isaac Redman for 9 yards (tackle by Buster Skrine),0.700,2.060
1,4:20,1,10,PIT 47,0,0,Rashard Mendenhall right guard for 8 yards (tackle by Kaluka Maiava),2.060,2.600
1,3:37,2,2,CLE 45,0,0,Rashard Mendenhall right guard for 5 yards (tackle by Usama Young and D'Qwell Jackson),2.600,2.920
1,2:52,1,10,CLE 40,0,0,Isaac Redman up the middle for -3 yards (tackle by Usama Young),2.920,1.970
1,2:08,2,13,CLE 43,0,0,Ben Roethlisberger sacked by Ahtyba Rubin for -9 yards,1.970,0.100
1,1:30,3,22,PIT 48,0,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by Sheldon Brown),0.100,-0.190
1,1:25,4,22,PIT 48,0,0,Jeremy Kapinos punts 48 yards,-0.190,0.380
1,1:14,1,10,CLE 4,0,0,Peyton Hillis up the middle for 2 yards (tackle by Brett Keisel and James Harrison),-0.380,-0.630
1,0:39,2,8,CLE 6,0,0,Seneca Wallace pass incomplete short right intended for Peyton Hillis (defended by Troy Polamalu),-0.630,-1.190
1,0:34,3,8,CLE 6,0,0,Seneca Wallace pass incomplete short right intended for Jordan Cameron,-1.190,-2.490
1,0:30,4,8,CLE 6,0,0,Brad Maynard punts 36 yards,-2.490,-2.790
1,0:19,1,10,CLE 42,0,0,Rashard Mendenhall right tackle for 5 yards (tackle by Chris Gocong),2.790,2.920
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CLE 37,0,0,Ben Roethlisberger pass complete short middle to David Johnson for 6 yards (tackle by Eric Hagg),2.920,3.510
2,14:23,1,10,CLE 31,0,0,Isaac Redman up the middle for 3 yards (tackle by Eric Hagg and Ahtyba Rubin),3.510,3.370
2,13:41,2,7,CLE 28,0,0,"Isaac Redman left tackle for 8 yards (tackle by Buster Skrine). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards (no play)",3.370,2.020
2,13:18,2,17,CLE 38,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 2 yards (tackle by Eric Hagg),2.020,1.620
2,12:44,3,15,CLE 36,0,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 14 yards (tackle by Chris Gocong and Mike Adams),1.620,2.140
2,12:03,4,1,CLE 22,0,0,Isaac Redman left guard for 3 yards (tackle by Kaluka Maiava and D'Qwell Jackson),2.140,4.310
2,11:19,1,10,CLE 19,0,0,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Dimitri Patterson),4.310,3.750
2,11:12,2,10,CLE 19,0,0,Ben Roethlisberger pass complete short middle to Isaac Redman for 5 yards (tackle by Ahtyba Rubin),3.750,3.760
2,10:24,3,5,CLE 14,0,0,Ben Roethlisberger sacked by Jabaal Sheard for -13 yards,3.760,1.670
2,10:03,4,18,CLE 27,0,0,Shaun Suisham 45 yard field goal no good,1.670,-1.270
2,9:57,1,10,CLE 35,0,0,Seneca Wallace pass complete short right to Jordan Cameron for 15 yards (tackle by William Gay),1.270,2.260
2,9:34,1,10,,0,0,Peyton Hillis up the middle for 9 yards (tackle by Casey Hampton and Jason Worilds),2.260,2.930
2,9:04,2,1,PIT 41,0,0,Peyton Hillis right guard for 2 yards,2.930,2.980
2,8:29,1,10,PIT 39,0,0,Seneca Wallace pass incomplete deep middle intended for Jordan Cameron,2.980,2.440
2,8:24,2,10,PIT 39,0,0,Peyton Hillis up the middle for 8 yards (tackle by Jason Worilds),2.440,2.810
2,7:45,3,2,PIT 31,0,0,Seneca Wallace up the middle for 27 yards (tackle by Ike Taylor),2.810,6.280
2,6:59,1,4,PIT 4,0,0,Peyton Hillis left guard for -4 yards (tackle by Casey Hampton),6.280,4.570
2,6:18,2,8,PIT 8,0,0,Seneca Wallace pass incomplete short right intended for Mohamed Massaquoi,4.570,3.580
2,6:13,3,8,PIT 8,0,0,Seneca Wallace pass incomplete short right intended for Mohamed Massaquoi. Penalty on Artis Hicks: Ineligible Downfield Pass (Declined),3.580,2.950
2,6:07,4,8,PIT 8,0,3,Phil Dawson 26 yard field goal good,2.950,3.000
2,6:03,,,CLE 35,0,3,"Phil Dawson kicks off 70 yards, returned by Antonio Brown for 23 yards (tackle by Josh Cribbs)",0.000,0.040
2,5:56,1,10,PIT 18,0,3,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 7 yards (tackle by Dimitri Patterson),0.040,0.550
2,5:28,2,3,PIT 25,0,3,Isaac Redman right guard for 4 yards (tackle by Brian Sanford),0.550,0.870
2,4:49,1,10,PIT 29,0,3,Isaac Redman right end for 1 yard (tackle by D'Qwell Jackson),0.870,0.460
2,4:00,2,9,PIT 30,0,3,Ben Roethlisberger pass complete short right to Isaac Redman for 4 yards (tackle by Mike Adams),0.460,0.300
2,3:18,3,5,PIT 34,0,3,Isaac Redman right guard for -1 yards (tackle by Mike Adams and Jabaal Sheard),0.300,-1.180
2,3:11,,,,0,3,Timeout #1 by Cleveland Browns,0.000,-1.180
2,3:11,4,6,PIT 33,0,3,"Jeremy Kapinos punts 36 yards, returned by Josh Cribbs for 2 yards (tackle by Keenan Lewis)",-1.180,-1.140
2,3:02,1,10,CLE 33,0,3,Seneca Wallace pass incomplete short left intended for Mohamed Massaquoi,1.140,0.590
2,2:58,2,10,CLE 33,0,3,Peyton Hillis right guard for 3 yards (tackle by James Harrison),0.590,0.300
2,2:21,3,7,CLE 36,0,3,Seneca Wallace pass complete short left to Josh Cribbs for 23 yards (tackle by Troy Polamalu),0.300,2.850
2,2:00,1,10,PIT 41,0,3,Seneca Wallace pass complete short right to Josh Cribbs for 14 yards (tackle by William Gay),2.850,3.780
2,1:27,1,10,PIT 27,0,3,Seneca Wallace pass incomplete deep right intended for Josh Cribbs,3.780,3.230
2,1:23,2,10,PIT 27,0,3,Seneca Wallace pass incomplete deep right intended for Evan Moore,3.230,2.540
2,1:14,3,10,PIT 27,0,3,Seneca Wallace pass incomplete short right intended for Peyton Hillis,2.540,1.670
2,1:11,4,10,PIT 27,0,6,Phil Dawson 45 yard field goal good,1.670,3.000
2,1:06,,,CLE 35,0,6,"Phil Dawson kicks off 56 yards, returned by Jerricho Cotchery for 19 yards (tackle by Josh Cribbs)",0.000,0.810
2,1:01,1,10,PIT 28,0,6,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 11 yards (tackle by Buster Skrine and Sheldon Brown),0.810,1.530
2,0:42,1,10,PIT 39,0,6,Ben Roethlisberger pass complete short middle to Hines Ward for 7 yards (tackle by Dimitri Patterson),1.530,1.930
2,0:37,,,,0,6,Timeout #1 by Pittsburgh Steelers,0.000,1.930
2,0:37,2,3,PIT 46,0,6,Ben Roethlisberger pass complete deep right to Antonio Brown for 40 yards (tackle by Joe Haden),1.930,4.650
2,0:30,1,10,CLE 14,0,6,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace,4.650,4.000
2,0:26,2,10,CLE 14,0,6,Ben Roethlisberger pass incomplete short left intended for Isaac Redman,4.000,3.110
2,0:21,,,,0,6,Timeout #2 by Pittsburgh Steelers,0.000,3.110
2,0:21,3,10,CLE 14,0,6,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by Dimitri Patterson),3.110,6.970
2,0:11,,,,0,6,Timeout #3 by Pittsburgh Steelers,0.000,6.970
2,0:11,1,1,CLE 1,0,6,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,6.970,5.910
2,0:07,2,1,CLE 1,0,6,Ben Roethlisberger pass incomplete short right intended for Hines Ward,5.910,5.170
2,0:04,,,,0,6,Timeout #2 by Cleveland Browns,0.000,5.170
2,0:04,3,1,CLE 1,3,6,Shaun Suisham 19 yard field goal good,5.170,3.000
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,6,"Phil Dawson kicks off 70 yards, returned by Antonio Brown for 28 yards (tackle by Quinton Spears)",0.000,0.480
3,14:55,1,10,PIT 23,3,6,Isaac Redman left guard for 6 yards (tackle by Jabaal Sheard),0.480,0.740
3,14:24,2,4,PIT 29,3,6,Isaac Redman left guard for 15 yards (tackle by Mike Adams),0.740,1.860
3,14:07,1,10,PIT 44,3,6,John Clay up the middle for 5 yards (tackle by Phil Taylor and Ahtyba Rubin),1.860,1.990
3,13:20,2,5,PIT 49,3,6,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,1.990,1.290
3,13:16,3,5,PIT 49,3,6,Ben Roethlisberger pass complete short middle to Heath Miller for 12 yards (tackle by Usama Young),1.290,2.980
3,12:36,1,10,CLE 39,3,6,Isaac Redman right guard for 5 yards (tackle by Ahtyba Rubin),2.980,3.120
3,11:52,2,5,CLE 34,3,6,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Buster Skrine),3.120,2.410
3,11:45,3,5,CLE 34,3,6,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Joe Haden),2.410,4.040
3,10:58,1,10,CLE 23,3,6,Ben Roethlisberger pass complete short right to Mike Wallace for 11 yards (tackle by D'Qwell Jackson),4.040,4.780
3,10:40,1,10,CLE 12,3,6,Isaac Redman up the middle for 1 yard (tackle by Phil Taylor),4.780,4.270
3,9:57,2,9,CLE 11,3,6,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery (defended by Dimitri Patterson),4.270,3.290
3,9:51,3,9,CLE 11,3,6,Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders,3.290,2.700
3,9:47,4,9,CLE 11,6,6,Shaun Suisham 29 yard field goal good,2.700,3.000
3,9:43,,,PIT 35,6,6,"Shaun Suisham kicks off 44 yards, returned by Josh Cribbs for 8 yards (tackle by Ike Taylor). Penalty on Keenan Lewis: Offside on Free Kick, 5 yards",0.000,1.200
3,9:36,1,10,CLE 34,6,6,Peyton Hillis right guard for 7 yards (tackle by Evander Hood and Ryan Clark),1.200,1.600
3,9:06,2,3,CLE 41,6,6,Peyton Hillis left guard for 1 yard (tackle by Jason Worilds),1.600,1.030
3,8:27,3,2,CLE 42,6,6,Seneca Wallace pass incomplete short right intended for Evan Moore is intercepted by Troy Polamalu at CLE-43,1.030,-2.720
3,8:22,1,10,CLE 43,6,6,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Dimitri Patterson),2.720,3.390
3,7:43,2,1,CLE 34,6,6,Isaac Redman left guard for 10 yards (tackle by Brian Sanford and D'Qwell Jackson),3.390,3.970
3,6:57,1,10,CLE 24,6,6,Isaac Redman up the middle for 1 yard (tackle by Usama Young),3.970,3.570
3,6:23,2,9,CLE 23,6,6,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Joe Haden),3.570,4.780
3,5:37,1,10,CLE 12,6,6,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,4.780,4.100
3,5:37,2,10,CLE 12,6,6,"Penalty on Jabaal Sheard: Neutral Zone Infraction, 5 yards (no play)",4.100,5.020
3,5:32,2,5,CLE 7,12,6,"Isaac Redman right guard for 7 yards, touchdown",5.020,7.000
3,5:32,,,CLE 2,13,6,Shaun Suisham kicks extra point good,0.000,0.000
3,5:27,,,PIT 35,13,6,"Shaun Suisham kicks off 47 yards, returned by Josh Cribbs for 15 yards (tackle by Keenan Lewis). Penalty on Eddie Williams: Offensive Holding, 10 yards",0.000,0.480
3,5:20,1,10,CLE 23,13,6,Seneca Wallace pass complete short middle to Josh Cribbs for 11 yards (tackle by Lawrence Timmons),0.480,1.200
3,4:50,1,10,CLE 34,13,6,Peyton Hillis right guard for 1 yard (tackle by Brett Keisel),1.200,0.790
3,4:10,2,9,CLE 35,13,6,Seneca Wallace pass complete deep middle to Josh Cribbs for 21 yards (tackle by James Farrior),0.790,2.650
3,3:26,1,10,PIT 44,13,6,Seneca Wallace for 20 yards (tackle by James Farrior),2.650,3.970
3,2:48,,,,13,6,Timeout #1 by Cleveland Browns,0.000,3.970
3,2:48,1,10,PIT 24,13,6,Seneca Wallace pass incomplete short right intended for Greg Little (defended by Evander Hood),3.970,3.430
3,2:44,2,10,PIT 24,13,6,Seneca Wallace sacked by Ryan Clark for -7 yards,3.430,1.820
3,2:10,3,17,PIT 31,13,6,Seneca Wallace pass incomplete deep left intended for Jordan Cameron (defended by Lawrence Timmons). Penalty on Shawn Lauvao: Offensive Holding (Declined),1.820,1.320
3,2:04,4,17,PIT 31,13,9,Phil Dawson 49 yard field goal good,1.320,3.000
3,1:59,,,CLE 35,13,9,"Phil Dawson kicks off 66 yards, returned by Antonio Brown for 22 yards (tackle by Josh Cribbs)",0.000,0.340
3,1:52,1,10,PIT 21,13,9,Isaac Redman right tackle for 3 yards (tackle by D'Qwell Jackson),0.340,0.210
3,1:08,2,7,PIT 24,13,9,Ben Roethlisberger pass complete short middle to Hines Ward for 6 yards (tackle by D'Qwell Jackson),0.210,0.300
3,0:30,3,1,PIT 30,13,9,Isaac Redman up the middle for no gain (tackle by Jayme Mitchell and Jabaal Sheard),0.300,-1.370
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,PIT 30,13,9,"Jeremy Kapinos punts 48 yards, returned by Josh Cribbs for 10 yards (tackle by Ryan Mundy). Penalty on Dimitri Patterson: Offensive Holding, 10 yards",-1.370,-0.410
4,14:49,1,10,CLE 22,13,9,Seneca Wallace pass complete short right to Mohamed Massaquoi for 5 yards (tackle by William Gay),0.410,0.540
4,14:22,2,5,CLE 27,13,9,Seneca Wallace pass incomplete short left intended for Greg Little (defended by Brett Keisel),0.540,-0.160
4,14:19,3,5,CLE 27,13,9,"Seneca Wallace pass complete short left to Peyton Hillis for -3 yards (tackle by Brett Keisel). Peyton Hillis fumbles (forced by Brett Keisel), ball out of bounds at CLE-24",-0.160,-1.770
4,14:00,4,8,CLE 24,13,9,"Brad Maynard punts 35 yards, fair catch by Antonio Brown",-1.770,-1.660
4,13:53,1,10,PIT 41,13,9,Ben Roethlisberger pass complete short middle to Hines Ward for -3 yards (tackle by D'Qwell Jackson),1.660,0.720
4,13:03,2,13,PIT 38,13,9,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by Buster Skrine),0.720,2.320
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,12:52,1,10,CLE 49,13,9,"Isaac Redman up the middle for no gain (tackle by Chris Gocong). Isaac Redman fumbles (forced by Chris Gocong), recovered by Eric Hagg at CLE-42. Penalty on PIT: Face Mask (15 Yards), 15 yards",2.320,-2.720
4,12:42,1,10,PIT 43,13,9,Seneca Wallace pass incomplete short right intended for Jordan Cameron,2.720,2.180
4,12:39,2,10,PIT 43,13,9,Montario Hardesty right guard for no gain (tackle by James Harrison),2.180,1.490
4,11:55,3,10,PIT 43,13,9,Seneca Wallace pass complete short left to Mohamed Massaquoi for 11 yards (tackle by William Gay),1.490,3.450
4,11:13,1,10,PIT 32,13,9,Montario Hardesty right guard for -2 yards (tackle by Ryan Clark),3.450,2.630
4,10:29,2,12,PIT 34,13,9,Seneca Wallace pass incomplete short middle intended for Mohamed Massaquoi,2.630,1.950
4,10:23,3,12,PIT 34,13,9,Seneca Wallace pass incomplete short right intended for Greg Little,1.950,1.060
4,10:15,4,12,PIT 34,13,9,"Brad Maynard punts 19 yards, fair catch by Antonio Brown",1.060,0.220
4,10:08,1,10,PIT 15,13,9,"John Clay right guard for 2 yards (tackle by Chris Gocong). Penalty on Weslye Saunders: Offensive Holding, 7 yards (no play)",-0.220,-0.650
4,9:47,1,17,PIT 8,13,9,John Clay right guard for 2 yards (tackle by Auston English),-0.650,-1.150
4,9:07,2,15,PIT 10,13,9,John Clay right guard for 6 yards (tackle by Ahtyba Rubin),-1.150,-1.250
4,8:20,3,9,PIT 16,13,9,"Ben Roethlisberger pass incomplete short right intended for Jerricho Cotchery. Penalty on Buster Skrine: Defensive Pass Interference, 10 yards (no play)",-1.250,0.670
4,8:15,1,10,PIT 26,13,9,John Clay right guard for 3 yards (tackle by Jabaal Sheard),0.670,0.540
4,7:33,2,7,PIT 29,13,9,John Clay right guard for no gain (tackle by Brian Schaefering and Jayme Mitchell),0.540,-0.160
4,6:48,3,7,PIT 29,13,9,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 10 yards (tackle by Mike Adams),-0.160,1.530
4,6:03,1,10,PIT 39,13,9,"Isaac Redman right tackle for 22 yards (tackle by Mike Adams and Joe Haden). Isaac Redman fumbles (forced by Mike Adams), recovered by Joe Haden at CLE-39 (tackle by Marcus Gilbert)",1.530,-1.530
4,5:49,1,10,CLE 39,13,9,Seneca Wallace pass complete short middle to Josh Cribbs for 10 yards (tackle by Lawrence Timmons),1.530,2.190
4,5:21,1,10,CLE 49,13,9,Seneca Wallace pass incomplete short right intended for Mohamed Massaquoi,2.190,1.650
4,5:18,2,10,CLE 49,13,9,Seneca Wallace pass incomplete short left intended for Mohamed Massaquoi (defended by William Gay),1.650,0.960
4,5:13,3,10,CLE 49,13,9,Seneca Wallace pass incomplete short left intended for Greg Little (defended by Ike Taylor),0.960,-0.130
4,5:08,4,10,CLE 49,13,9,Brad Maynard punts 40 yards,-0.130,0.370
4,4:59,1,10,PIT 11,13,9,John Clay right guard for 2 yards (tackle by Ahtyba Rubin),-0.370,-0.630
4,4:17,2,8,PIT 13,13,9,John Clay left guard for 5 yards (tackle by Kaluka Maiava),-0.630,-0.600
4,3:35,3,3,PIT 18,13,9,Ben Roethlisberger pass complete short right to Heath Miller for 11 yards (tackle by D'Qwell Jackson),-0.600,0.870
4,2:50,1,10,PIT 29,13,9,John Clay up the middle for 2 yards (tackle by Ahtyba Rubin),0.870,0.600
4,2:44,,,,13,9,Timeout #3 by Cleveland Browns,0.000,0.600
4,2:44,2,8,PIT 31,13,9,John Clay right guard for 6 yards (tackle by D'Qwell Jackson),0.600,0.700
4,2:00,,,,13,9,Timeout #1 by Pittsburgh Steelers,0.000,0.700
4,2:00,3,2,PIT 37,13,9,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.700,-0.910
4,1:57,4,2,PIT 37,13,9,"Jeremy Kapinos punts 49 yards, returned by Josh Cribbs for 10 yards (tackle by Lawrence Timmons). Josh Cribbs fumbles (forced by Lawrence Timmons), ball out of bounds at CLE-24",-0.910,-0.540
4,1:46,1,10,CLE 24,13,9,Seneca Wallace pass complete short right to Evan Moore for 9 yards (tackle by Lawrence Timmons),0.540,1.210
4,1:22,2,1,CLE 33,13,9,Seneca Wallace pass incomplete short left intended for Josh Cribbs,1.210,0.500
4,1:15,3,1,CLE 33,13,9,Seneca Wallace pass complete short left to Josh Cribbs for 2 yards (tackle by Bryant McFadden),0.500,1.270
4,0:54,1,10,CLE 35,13,9,Seneca Wallace pass incomplete short right intended for Mohamed Massaquoi,1.270,0.720
4,0:47,2,10,CLE 35,13,9,Seneca Wallace pass complete left to Evan Moore for 10 yards (tackle by James Farrior),0.720,1.930
4,0:41,1,10,CLE 45,13,9,Seneca Wallace pass complete deep left to Carlton Mitchell for 19 yards (tackle by Ryan Clark),1.930,3.180
4,0:41,1,10,PIT 36,13,9,Seneca Wallace spiked the ball,3.180,2.640
4,0:22,,,,13,9,Timeout #2 by Pittsburgh Steelers,0.000,2.640
4,0:22,2,10,PIT 36,13,9,Seneca Wallace pass complete short left to Evan Moore for 12 yards (tackle by Lawrence Timmons),2.640,3.970
4,0:05,1,10,PIT 24,13,9,Seneca Wallace spiked the ball,3.970,3.430
4,0:05,,,,13,9,Timeout #3 by Pittsburgh Steelers,0.000,3.430
4,0:05,2,10,PIT 24,13,9,Seneca Wallace pass incomplete short right intended for Greg Little (defended by Troy Polamalu),3.430,2.740
