Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
1,,,,TEN 2,3,7,Dave Rayner kicks extra point good,0.000,0.000
1,,,,BUF 35,3,7,"Dave Rayner kicks off 61 yards, returned by Marc Mariani for 21 yards (tackle by Da'Norris Searcy)",0.000,0.610
1,7:12,1,10,TEN 25,3,7,Chris Johnson right guard for 11 yards (tackle by Spencer Johnson),0.610,1.330
1,6:34,1,10,TEN 36,3,7,Matt Hasselbeck pass complete short right to Damian Williams for 16 yards (tackle by Jairus Byrd),1.330,2.390
1,6:05,1,10,BUF 48,3,7,Matt Hasselbeck pass incomplete short right intended for Damian Williams,2.390,1.850
1,5:58,2,10,BUF 48,9,7,"Chris Johnson right guard for 48 yards, touchdown",1.850,7.000
1,,,,BUF 2,10,7,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 35,10,7,"Rob Bironas kicks off 47 yards, returned by Mike Caussin for 12 yards (tackle by Chris Hawkins)",0.000,0.940
1,5:44,1,10,BUF 30,10,7,C.J. Spiller right tackle for no gain (tackle by Jurrell Casey),0.940,0.390
1,5:11,2,10,BUF 30,10,7,Ryan Fitzpatrick pass incomplete short middle intended for Scott Chandler (defended by Jason Jones),0.390,-0.300
1,5:06,3,10,BUF 30,10,7,Ryan Fitzpatrick pass complete short middle to Brad Smith for 29 yards (tackle by Colin McCarthy),-0.300,2.850
1,4:17,1,10,TEN 41,10,7,"C.J. Spiller left tackle for 1 yard. Penalty on Corey McIntyre: Offensive Holding, 10 yards",2.850,2.260
1,4:08,,,,10,7,Timeout #1 by Buffalo Bills,0.000,2.260
1,4:08,1,19,,10,7,Ryan Fitzpatrick pass complete short left to Lee Smith for 6 yards (tackle by Michael Griffin),2.260,1.900
1,3:31,2,13,TEN 44,10,7,Ryan Fitzpatrick pass complete short right to Lee Smith for 3 yards (tackle by Jason McCourty),1.900,1.620
1,3:01,3,10,TEN 41,10,7,Ryan Fitzpatrick pass complete short middle to Tashard Choice for 7 yards (tackle by Jurrell Casey),1.620,1.090
1,2:17,4,3,TEN 34,10,7,"Ryan Fitzpatrick up the middle for -2 yards (tackle by Colin McCarthy). Ryan Fitzpatrick fumbles (forced by Colin McCarthy), recovered by Colin McCarthy at TEN-43. Penalty on Chris Hairston: Illegal Block Above the Waist (Declined)",1.090,-1.800
1,2:02,1,10,TEN 43,10,7,Chris Johnson right guard for 3 yards (tackle by Kelvin Sheppard and Aaron Williams),1.800,1.660
1,1:24,2,7,TEN 46,10,7,Chris Johnson right tackle for 19 yards (tackle by Aaron Williams),1.660,3.250
1,0:42,1,10,BUF 35,10,7,Matt Hasselbeck pass complete short left to Lavelle Hawkins for 4 yards (tackle by Justin Rogers),3.250,3.240
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,BUF 31,10,7,"Penalty on Arthur Moats: Neutral Zone Infraction, 5 yards (no play)",3.240,3.920
2,14:59,2,1,BUF 26,10,7,Matt Hasselbeck pass complete short right to Damian Williams for 10 yards (tackle by Aaron Williams and Arthur Moats),3.920,4.510
2,14:14,1,10,BUF 16,10,7,Ahmard Hall right tackle for 12 yards (tackle by Kelvin Sheppard),4.510,6.280
2,13:52,1,4,BUF 4,16,7,"Chris Johnson right guard for 4 yards, touchdown",6.280,7.000
2,,,,BUF 2,17,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 35,17,7,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
2,13:48,1,10,BUF 20,17,7,C.J. Spiller right tackle for 2 yards (tackle by Chris Hope),0.280,0.000
2,13:01,2,8,BUF 22,17,7,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 12 yards (tackle by Alterraun Verner),0.000,1.200
2,12:17,1,10,BUF 34,17,7,C.J. Spiller right tackle for 3 yards (tackle by Colin McCarthy),1.200,1.060
2,11:37,2,7,BUF 37,17,7,C.J. Spiller up the middle for 25 yards (tackle by Cortland Finnegan),1.060,3.050
2,11:09,1,10,TEN 38,17,7,Ryan Fitzpatrick pass complete short right to Corey McIntyre for 4 yards (tackle by Chris Hope),3.050,3.050
2,10:30,2,6,TEN 34,17,7,Tashard Choice up the middle for 6 yards (tackle by Colin McCarthy),3.050,3.710
2,9:48,1,10,TEN 28,17,7,Ryan Fitzpatrick pass complete short left to Steve Johnson for 9 yards (tackle by Cortland Finnegan),3.710,4.420
2,9:06,2,1,TEN 19,17,7,Tashard Choice up the middle for 7 yards (tackle by Chris Hope),4.420,4.780
2,8:23,1,10,TEN 12,17,7,Tashard Choice up the middle for 2 yards (tackle by Jurrell Casey),4.780,4.450
2,7:41,2,8,TEN 10,17,7,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,4.450,3.480
2,7:36,3,8,TEN 10,17,7,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 1 yard (tackle by Dave Ball and Michael Griffin),3.480,2.830
2,6:51,4,7,TEN 9,17,10,Dave Rayner 27 yard field goal good,2.830,3.000
2,,,,BUF 35,17,10,"Dave Rayner kicks off 74 yards, touchback",0.000,0.280
2,6:46,1,10,TEN 20,17,10,Matt Hasselbeck pass complete short right to Nate Washington for 10 yards (tackle by Da'Norris Searcy),0.280,0.940
2,6:22,1,10,TEN 30,17,10,"Chris Johnson right tackle for 17 yards (tackle by Jairus Byrd). Chris Johnson fumbles (forced by Jairus Byrd), ball out of bounds at BUF-43",0.940,2.060
2,5:52,1,10,TEN 47,17,10,Chris Johnson left tackle for -1 yards (tackle by Nick Barnett),2.060,1.380
2,5:12,2,11,TEN 46,17,10,"Matt Hasselbeck pass complete short left to Ahmard Hall for 3 yards (tackle by Drayton Florence). Penalty on Ahmard Hall: Unnecessary Roughness (Offsetting), Penalty on Drayton Florence: Unnecessary Roughness (Offsetting)",1.380,1.090
2,4:44,3,8,TEN 49,17,10,Matt Hasselbeck pass incomplete deep middle intended for Nate Washington (defended by Bryan Scott),1.090,-0.130
2,4:39,4,8,TEN 49,17,10,"Brett Kern punts 43 yards, fair catch by Leodis McKelvin",-0.130,0.380
2,4:31,1,10,BUF 8,17,10,C.J. Spiller left guard for 4 yards (tackle by Chris Hawkins),-0.380,-0.490
2,3:51,2,6,BUF 12,17,10,Ryan Fitzpatrick pass complete short left to Lee Smith for 2 yards (tackle by Michael Griffin),-0.490,-0.720
2,3:07,3,4,BUF 14,17,10,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 11 yards (tackle by Cortland Finnegan),-0.720,0.610
,,,,,,,"TEN challenged the pass completion ruling, and the play was upheld.",,
2,2:43,1,10,BUF 25,17,10,Ryan Fitzpatrick pass incomplete deep left intended for Brad Smith,0.610,0.060
2,2:36,2,10,BUF 25,17,10,C.J. Spiller up the middle for 1 yard (tackle by Jordan Babineaux and Derrick Morgan). Penalty on Andy Levitre: Offensive Holding (Declined),0.060,-0.490
2,2:05,3,9,BUF 26,17,10,Ryan Fitzpatrick pass complete short right to Brad Smith for -1 yards (tackle by Akeem Ayers and Cortland Finnegan),-0.490,-1.700
2,1:58,4,10,BUF 25,17,10,"Brian Moorman punts 62 yards, returned by Marc Mariani for 26 yards (tackle by Garrison Sanborn)",-1.700,-1.530
2,1:46,1,10,TEN 39,17,10,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,1.530,0.990
2,1:41,2,10,TEN 39,17,10,Matt Hasselbeck pass complete short left to Javon Ringer for -5 yards (tackle by Jairus Byrd),0.990,-0.360
2,1:35,,,,17,10,Timeout #2 by Buffalo Bills,0.000,-0.360
2,1:35,3,15,TEN 34,17,10,"Penalty on Michael Roos: False Start, 5 yards (no play)",-0.360,-1.020
2,1:33,3,20,TEN 29,17,10,Matt Hasselbeck pass complete short middle to Damian Williams for 18 yards (tackle by Nick Barnett and Da'Norris Searcy),-1.020,-0.260
2,0:44,,,,17,10,Timeout #2 by Tennessee Titans,0.000,-0.260
2,0:44,4,2,TEN 47,17,10,Brett Kern punts 50 yards,-0.260,0.380
2,0:32,1,10,BUF 3,17,10,Ryan Fitzpatrick kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,17,10,"Dave Rayner kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,17,10,Chris Johnson right tackle for no gain (tackle by Chris Kelsay),0.280,-0.270
3,14:25,2,10,TEN 20,17,10,Matt Hasselbeck pass complete short left to Chris Johnson for 4 yards (tackle by Nick Barnett),-0.270,-0.430
3,13:47,3,6,TEN 24,17,10,Matt Hasselbeck sacked by Nick Barnett for -10 yards,-0.430,-2.470
3,13:14,4,16,TEN 14,17,10,"Brett Kern punts 51 yards, returned by Leodis McKelvin for 6 yards (tackle by Jared Cook)",-2.470,-1.660
3,13:04,1,10,BUF 41,17,10,"Ryan Fitzpatrick pass complete short right to Scott Chandler for 22 yards (tackle by SenDerrick Marks). Scott Chandler fumbles (forced by SenDerrick Marks), recovered by Colin McCarthy at TEN-37 (tackle by David Nelson)",1.660,-1.400
3,12:51,1,10,TEN 37,17,10,Chris Johnson left guard for 9 yards (tackle by Jairus Byrd),1.400,2.070
3,12:13,2,1,TEN 46,17,10,Chris Johnson left tackle for 6 yards (tackle by Da'Norris Searcy),2.070,2.390
3,11:38,1,10,BUF 48,17,10,Matt Hasselbeck pass complete short left to Daniel Graham for 21 yards (tackle by Drayton Florence),2.390,3.780
3,10:57,1,10,BUF 27,17,10,Javon Ringer right tackle for no gain (tackle by Da'Norris Searcy and Nick Barnett),3.780,3.230
3,10:17,2,10,BUF 27,17,10,Javon Ringer left tackle for 3 yards (tackle by Nick Barnett),3.230,2.940
3,9:41,3,7,BUF 24,17,10,Matt Hasselbeck pass complete short right to Nate Washington for 6 yards (tackle by Aaron Williams),2.940,2.400
3,8:55,,,,17,10,Timeout #1 by Tennessee Titans,0.000,2.400
3,8:55,4,1,BUF 18,17,10,Ahmard Hall up the middle for 2 yards (tackle by Spencer Johnson and Kelvin Sheppard),2.400,4.510
3,8:17,1,10,BUF 16,17,10,Matt Hasselbeck pass incomplete deep right intended for Nate Washington (defended by Aaron Williams),4.510,3.900
3,8:13,2,10,BUF 16,17,10,"Chris Johnson right guard for no gain (tackle by Kelvin Sheppard). Penalty on Craig Stevens: Offensive Holding, 10 yards (no play)",3.900,2.610
3,7:48,2,20,BUF 26,17,10,Matt Hasselbeck pass complete short right to Nate Washington for 12 yards (tackle by Justin Rogers),2.610,3.370
3,7:20,3,8,BUF 14,17,10,Matt Hasselbeck pass complete short middle to Lavelle Hawkins for 5 yards (tackle by Bryan Scott),3.370,2.930
3,6:48,4,3,BUF 9,20,10,Rob Bironas 27 yard field goal good,2.930,3.000
3,,,,TEN 35,20,10,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
3,6:45,1,10,BUF 20,20,10,C.J. Spiller left tackle for -1 yards (tackle by Will Witherspoon),0.280,-0.460
3,6:22,2,11,BUF 19,20,10,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 6 yards (tackle by Chris Hawkins),-0.460,-0.300
3,5:39,3,5,BUF 25,20,10,Ryan Fitzpatrick sacked by Karl Klug for -6 yards,-0.300,-2.140
3,5:06,4,11,BUF 19,20,10,"Brian Moorman punts 61 yards, returned by Marc Mariani for 24 yards (tackle by Mike Caussin)",-2.140,-1.860
3,4:52,1,10,TEN 44,20,10,Chris Johnson right tackle for 5 yards (tackle by Leodis McKelvin and Spencer Johnson),1.860,1.990
3,4:15,2,5,TEN 49,20,10,Chris Johnson left guard for -2 yards (tackle by Nick Barnett),1.990,1.030
3,3:46,3,7,TEN 47,20,10,Matt Hasselbeck pass incomplete short right intended for Jared Cook,1.030,-0.260
3,3:42,4,7,TEN 47,20,10,"Brett Kern punts 38 yards, fair catch by Leodis McKelvin",-0.260,0.220
3,3:35,1,10,BUF 15,20,10,C.J. Spiller up the middle for 4 yards (tackle by Alterraun Verner and Jordan Babineaux),-0.220,-0.110
3,2:57,2,6,BUF 19,20,10,Ryan Fitzpatrick pass incomplete short middle intended for David Nelson (defended by Karl Klug),-0.110,-0.880
3,2:54,3,6,BUF 19,20,10,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 15 yards (tackle by Colin McCarthy),-0.880,1.200
3,2:11,1,10,BUF 34,20,10,Ryan Fitzpatrick pass complete deep middle to Steve Johnson for 20 yards (tackle by Cortland Finnegan),1.200,2.520
3,1:31,1,10,TEN 46,20,10,Ryan Fitzpatrick up the middle for 4 yards (tackle by SenDerrick Marks),2.520,2.520
3,0:46,2,6,TEN 42,20,10,Ryan Fitzpatrick pass incomplete short left intended for Brad Smith,2.520,1.820
3,0:40,3,6,TEN 42,20,10,Ryan Fitzpatrick pass incomplete short right intended for Naaman Roosevelt,1.820,0.460
3,0:36,4,6,TEN 42,20,10,"Brian Moorman punts 25 yards, fair catch by Marc Mariani",0.460,0.060
3,0:28,1,10,TEN 17,20,10,Chris Johnson up the middle for 2 yards (tackle by Dwan Edwards and Da'Norris Searcy),-0.060,-0.250
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TEN 19,20,10,Matt Hasselbeck pass incomplete deep right intended for Lavelle Hawkins (defended by Leodis McKelvin),-0.250,-1.000
4,14:52,3,8,TEN 19,20,10,Matt Hasselbeck pass complete short left to Nate Washington for 12 yards (tackle by Leodis McKelvin),-1.000,1.000
4,14:14,1,10,TEN 31,20,10,Javon Ringer up the middle for 7 yards (tackle by Nick Barnett),1.000,1.410
4,13:37,2,3,TEN 38,20,10,Chris Johnson for 14 yards,1.410,2.390
4,13:04,1,10,BUF 48,20,10,Matt Hasselbeck pass incomplete deep right intended for Marc Mariani (defended by Leodis McKelvin),2.390,1.850
4,12:58,2,10,BUF 48,20,10,Javon Ringer right guard for no gain (tackle by Kelvin Sheppard and Chris Kelsay),1.850,1.160
4,12:14,3,10,BUF 48,20,10,Matt Hasselbeck pass complete short left to Damian Williams for 18 yards (tackle by Jairus Byrd),1.160,3.580
4,11:30,1,10,BUF 30,20,10,Javon Ringer up the middle for 11 yards (tackle by Da'Norris Searcy),3.580,4.310
4,10:55,1,10,BUF 19,20,10,Chris Johnson up the middle for 1 yard (tackle by Lionel Dotson and Nick Barnett),4.310,3.880
4,10:17,2,9,BUF 18,20,10,Chris Johnson up the middle for -5 yards (tackle by Dwan Edwards and Spencer Johnson),3.880,2.540
4,9:40,3,14,BUF 23,20,10,Matt Hasselbeck pass complete short right to Javon Ringer for -3 yards (tackle by Bryan Scott),2.540,1.740
4,9:00,4,17,BUF 26,23,10,Rob Bironas 44 yard field goal good,1.740,3.000
4,,,,TEN 35,23,10,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,8:55,1,10,BUF 20,23,10,Ryan Fitzpatrick pass complete short middle to Mike Caussin for 8 yards (tackle by Colin McCarthy),0.280,0.810
4,8:18,2,2,BUF 28,23,10,Ryan Fitzpatrick pass incomplete short right intended for C.J. Spiller,0.810,0.100
4,8:14,3,2,BUF 28,23,10,Ryan Fitzpatrick pass complete short right to David Nelson for 17 yards (tackle by Chris Hope),0.100,1.930
4,7:34,1,10,BUF 45,23,10,C.J. Spiller up the middle for no gain (tackle by Will Witherspoon),1.930,1.380
4,6:50,2,10,BUF 45,23,10,Ryan Fitzpatrick pass incomplete short left intended for Brad Smith,1.380,0.700
4,6:50,3,10,BUF 45,23,10,Ryan Fitzpatrick pass complete short left to Brad Smith for 13 yards (tackle by Chris Hawkins),0.700,2.790
4,6:02,1,10,TEN 42,23,10,Ryan Fitzpatrick pass complete deep middle to Steve Johnson for 22 yards (tackle by Michael Griffin),2.790,4.240
4,5:19,1,10,TEN 20,23,10,Ryan Fitzpatrick pass complete short middle to Mike Caussin for 8 yards (tackle by Akeem Ayers),4.240,5.040
4,4:44,2,2,TEN 12,23,10,Ryan Fitzpatrick pass complete short left to Brad Smith for 1 yard (tackle by Cortland Finnegan),5.040,4.590
4,4:37,,,,23,10,Timeout #1 by Buffalo Bills,0.000,4.590
4,4:37,3,1,TEN 11,23,10,Ryan Fitzpatrick up the middle for no gain (tackle by Akeem Ayers),4.590,2.850
4,4:14,4,1,TEN 11,23,10,Tashard Choice right end for 3 yards (tackle by Akeem Ayers),2.850,5.370
4,4:08,1,8,TEN 8,23,10,Ryan Fitzpatrick pass complete short left to Brad Smith for 3 yards (tackle by Chris Hawkins),5.370,5.150
4,3:38,2,5,TEN 5,23,10,Ryan Fitzpatrick pass complete short right to David Nelson for 3 yards (tackle by Alterraun Verner),5.150,4.950
4,3:06,3,2,TEN 2,23,10,Ryan Fitzpatrick pass incomplete short middle intended for C.J. Spiller,4.950,3.250
4,3:01,4,2,TEN 2,23,16,"Ryan Fitzpatrick pass complete short right to Steve Johnson for 2 yards, touchdown",3.250,7.000
4,,,,TEN 2,23,17,Dave Rayner kicks extra point good,0.000,0.000
4,,,,BUF 35,23,17,"Dave Rayner kicks off 65 yards, touchback",0.000,0.280
4,2:58,1,10,TEN 20,23,17,Chris Johnson right end for 4 yards (tackle by Nick Barnett),0.280,0.270
4,2:53,,,,23,17,Timeout #2 by Buffalo Bills,0.000,0.270
4,2:52,2,6,TEN 24,23,17,Chris Johnson left tackle for 7 yards (tackle by Jairus Byrd),0.270,1.000
4,2:10,1,10,TEN 31,23,17,"Penalty on Daniel Graham: False Start, 5 yards (no play)",1.000,0.670
4,2:10,1,15,TEN 26,23,17,Chris Johnson right guard for -3 yards (tackle by Kelvin Sheppard and Kellen Heard),0.670,-0.620
4,2:05,,,,23,17,Timeout #3 by Buffalo Bills,0.000,-0.620
4,2:05,2,18,TEN 23,23,17,Chris Johnson up the middle for 2 yards (tackle by Nick Barnett and Jairus Byrd),-0.620,-1.020
4,2:00,3,16,TEN 25,23,17,Chris Johnson up the middle for 7 yards (tackle by Da'Norris Searcy),-1.020,-1.240
4,1:13,,,,23,17,Timeout #2 by Tennessee Titans,0.000,-1.240
4,1:13,4,9,TEN 32,23,17,"Brett Kern punts 57 yards, returned by Leodis McKelvin for 4 yards (tackle by Anthony Smith)",-1.240,0.220
4,1:02,1,10,BUF 15,23,17,Ryan Fitzpatrick pass complete short middle to Brad Smith for 6 yards (tackle by Colin McCarthy),-0.220,0.210
4,0:42,2,4,BUF 21,23,17,Ryan Fitzpatrick pass complete deep right to Naaman Roosevelt for 25 yards (tackle by Michael Griffin),0.210,1.990
4,0:26,1,10,BUF 46,23,17,Ryan Fitzpatrick spiked the ball,1.990,1.450
4,0:26,2,10,BUF 46,23,17,Ryan Fitzpatrick pass incomplete short middle intended for David Nelson,1.450,0.760
4,0:21,3,10,BUF 46,23,17,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson,0.760,-0.320
4,0:17,4,10,BUF 46,23,17,Ryan Fitzpatrick pass incomplete short right intended for David Nelson (defended by Jason Jones),-0.320,-2.520
4,0:12,1,10,BUF 46,23,17,Matt Hasselbeck kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
