Quarter,Time,Tm,Detail,DET,GNB
1.0,1:45,Lions,Marvin Jones 25 yard pass from Matthew Stafford (Matt Prater kick),7,0
2.0,2:47,Lions,Ameer Abdullah 4 yard rush (Matt Prater kick),14,0
,0:00,Packers,Mason Crosby 35 yard field goal,14,3
3.0,9:06,Lions,Matt Prater 44 yard field goal,17,3
4.0,12:31,Lions,Matt Prater 19 yard field goal,20,3
,9:52,Packers,Brett Hundley 1 yard rush (Mason Crosby kick),20,10
,8:06,Lions,Marvin Jones 11 yard pass from Matthew Stafford (Matt Prater kick),27,10
,1:42,Lions,Matt Prater 31 yard field goal,30,10
,0:00,Packers,Jamaal Williams 1 yard rush (Mason Crosby kick),30,17
