Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2,13:32,1,10,BAL 49,3,3,Joseph Addai left tackle for 1 yard (tackle by Jarret Johnson),2.320,1.920
2,13:00,2,9,BAL 48,3,3,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Jarret Johnson),1.920,1.490
2,12:16,3,7,BAL 46,3,3,Peyton Manning pass incomplete deep right intended for Pierre Garcon,1.490,0.200
2,12:10,4,7,BAL 46,3,3,"Pat McAfee punts 46 yards, touchback",0.200,-0.280
2,11:59,1,10,BAL 20,3,3,Ray Rice middle for 4 yards (tackle by Antoine Bethea and Daniel Muir),0.280,0.270
2,11:23,2,6,BAL 24,3,3,Joe Flacco pass complete short right to Ray Rice for -1 yards (tackle by Daniel Muir and Gary Brackett),0.270,-0.560
2,10:34,3,7,BAL 23,3,3,Joe Flacco sacked by Gary Brackett for -6 yards,-0.560,-2.320
2,10:13,4,13,BAL 17,3,3,"Sam Koch punts 59 yards, returned by T.J. Rushing for 18 yards (tackle by Edgar Jones). Penalty on Tim Jennings: Offensive Holding (Declined), Penalty on Aaron Francisco: Illegal Block Above the , 10 yards",-2.320,-0.610
2,10:00,1,10,IND 25,3,3,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Dannell Ellerbe),0.610,1.400
2,9:29,1,10,IND 37,3,3,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Domonique Foxworth),1.400,2.130
2,8:50,1,10,IND 48,3,3,Donald Brown middle for 4 yards (tackle by Terrell Suggs and Ray Lewis),2.130,2.120
2,8:12,2,6,BAL 48,3,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.120,1.420
2,8:06,3,6,BAL 48,3,3,Peyton Manning pass complete short right to Dallas Clark for 7 yards (tackle by Frank Walker),1.420,2.850
2,7:20,1,10,BAL 41,3,3,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",2.850,2.520
2,7:01,1,15,BAL 46,3,3,Joseph Addai middle for 5 yards (tackle by Terrell Suggs and Haloti Ngata),2.520,2.310
2,6:17,2,10,BAL 41,3,3,Peyton Manning pass complete short left to Joseph Addai for 8 yards (tackle by Dannell Ellerbe),2.310,2.680
2,5:36,3,2,BAL 33,3,3,Joseph Addai right tackle for -2 yards (tackle by Haloti Ngata and Terrell Suggs),2.680,0.980
2,4:58,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,0.980
2,4:58,4,4,BAL 35,3,3,Peyton Manning pass complete short right to Joseph Addai for 4 yards (tackle by Dannell Ellerbe),0.980,3.510
2,4:38,1,10,BAL 31,3,3,Joseph Addai middle for no gain (tackle by Ray Lewis),3.510,2.970
2,4:05,2,10,BAL 31,3,3,Peyton Manning pass complete short middle to Pierre Garcon for 11 yards (tackle by Frank Walker),2.970,4.240
2,3:29,1,10,BAL 20,3,3,Peyton Manning pass complete short left to Mike Hart for 9 yards (tackle by Dannell Ellerbe),4.240,5.260
2,2:48,2,1,BAL 11,3,3,Mike Hart middle for 1 yard (tackle by Ray Lewis),5.260,4.910
2,2:06,1,10,BAL 10,3,9,"Peyton Manning pass complete short left to Austin Collie for 10 yards, touchdown",4.910,7.000
2,,,,BAL 2,3,10,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,3,10,"Pat McAfee kicks off 74 yards, returned by Jalen Parmele for 22 yards (tackle by Freddy Keiaho)",0.000,0.040
2,1:55,1,10,BAL 18,3,10,Ray Rice right guard for 4 yards (tackle by Clint Session),0.040,0.140
2,1:48,,,,3,10,Timeout #1 by Indianapolis Colts,0.000,0.140
2,1:48,2,6,BAL 22,3,10,Joe Flacco pass incomplete deep right intended for Mark Clayton,0.140,-0.660
2,1:43,3,6,BAL 22,3,10,Joe Flacco pass incomplete short right intended for Ray Rice,-0.660,-1.900
2,1:38,4,6,BAL 22,3,10,"Sam Koch punts 53 yards, returned by T.J. Rushing for 11 yards (tackle by Tavares Gooden)",-1.900,-1.330
2,1:26,1,10,IND 36,3,10,Peyton Manning pass complete short right to Donald Brown for 8 yards,1.330,1.870
2,1:20,2,2,IND 44,3,10,Peyton Manning pass complete short right to Dallas Clark for 11 yards (tackle by Dannell Ellerbe),1.870,2.590
2,1:02,1,10,BAL 45,3,10,Peyton Manning pass complete short right to Pierre Garcon for 5 yards (tackle by Frank Walker),2.590,2.720
2,0:55,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,2.720
2,0:55,2,5,BAL 40,3,10,Donald Brown middle for 13 yards (tackle by Chris Carr),2.720,3.780
2,0:34,1,10,BAL 27,3,10,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Domonique Foxworth: Defensive Pass Interfere, 13 yards (no play)",3.780,4.650
2,0:28,,,,3,10,Timeout #2 by Baltimore Ravens,0.000,4.650
2,0:28,1,10,BAL 14,3,10,Peyton Manning pass incomplete short right intended for Pierre Garcon,4.650,4.000
2,0:22,2,10,BAL 14,3,10,"Peyton Manning pass incomplete short left intended for Austin Collie. Penalty on Ray Lewis: Unnecessary Roughness, 7 yards (no play)",4.000,5.600
2,0:17,1,7,BAL 7,3,10,Peyton Manning pass complete short middle to Dallas Clark for 4 yards (tackle by Ray Lewis),5.600,5.530
2,0:11,,,,3,10,Timeout #3 by Indianapolis Colts,0.000,5.530
2,0:11,2,3,BAL 3,3,10,Peyton Manning pass incomplete short right intended for Reggie Wayne,5.530,4.720
2,0:07,,,,3,10,Timeout #3 by Baltimore Ravens,0.000,4.720
2,0:07,3,3,BAL 3,3,16,"Peyton Manning pass complete short left to Reggie Wayne for 3 yards, touchdown",4.720,7.000
2,,,,BAL 2,3,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,3,17,"Pat McAfee kicks off 33 yards, returned by Le'Ron McClain for 9 yards (tackle by Jamie Silva)",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,17,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,3,17,Ray Rice right tackle for 2 yards (tackle by Dwight Freeney),0.280,0.000
3,14:30,2,8,BAL 22,3,17,Joe Flacco pass incomplete short middle intended for Derrick Mason (defended by Melvin Bullitt),0.000,-0.690
3,14:23,,,,3,17,Timeout #1 by Baltimore Ravens,0.000,-0.690
3,14:23,3,8,BAL 22,3,17,Joe Flacco pass complete short right to Ray Rice for 26 yards (tackle by Jacob Lacey),-0.690,2.130
3,13:51,1,10,BAL 48,3,17,"Penalty on Todd Heap: False Start, 5 yards (no play)",2.130,1.800
3,13:26,1,15,BAL 43,3,17,Willis McGahee middle for 5 yards (tackle by Kelvin Hayden and Antoine Bethea),1.800,1.580
3,12:49,2,10,BAL 48,3,17,Joe Flacco pass complete short middle to Willis McGahee for 7 yards (tackle by Daniel Muir),1.580,1.820
3,12:11,3,3,IND 45,3,17,Joe Flacco pass incomplete short right intended for Todd Heap (defended by Raheem Brock),1.820,0.270
3,12:07,4,3,IND 45,3,17,Sam Koch punts 38 yards,0.270,0.380
3,11:56,1,10,IND 7,3,17,Peyton Manning pass complete short right to Donald Brown for 7 yards (tackle by Ray Lewis and Terrell Suggs),-0.380,-0.250
3,11:18,2,3,IND 14,3,17,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Domonique Foxworth and Ray Lewis),-0.250,0.150
3,10:42,1,10,IND 19,3,17,Peyton Manning sacked by Haloti Ngata for -9 yards,0.150,-1.440
3,10:30,2,19,IND 10,3,17,Peyton Manning pass incomplete deep middle intended for Austin Collie,-1.440,-2.470
3,10:23,3,19,IND 10,3,17,Peyton Manning pass incomplete deep right intended for Pierre Garcon,-2.470,-2.490
3,10:17,4,19,IND 10,3,17,"Pat McAfee punts 56 yards, returned by Chris Carr for no gain",-2.490,-1.200
3,10:06,1,10,BAL 34,3,17,Ray Rice right end for 9 yards (tackle by Dwight Freeney),1.200,1.870
3,9:38,2,1,BAL 43,3,17,Le'Ron McClain middle for no gain (tackle by Raheem Brock),1.870,1.160
3,9:08,3,1,BAL 43,3,17,"Penalty on Jared Gaither: False Start, 5 yards (no play)",1.160,0.500
3,8:44,3,6,BAL 38,3,17,Joe Flacco pass complete short left to Todd Heap for 10 yards (tackle by Antoine Bethea),0.500,2.130
3,8:03,1,10,BAL 48,3,17,"Ray Rice left end for 2 yards (tackle by Antonio Johnson). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",2.130,1.470
3,7:38,1,20,BAL 38,3,17,Ray Rice right end for 6 yards (tackle by Daniel Muir),1.470,1.040
3,6:57,2,14,BAL 44,3,17,Joe Flacco pass complete short right to Ray Rice for 11 yards (tackle by Gary Brackett and Raheem Brock),1.040,1.820
3,6:17,3,3,IND 45,3,17,Joe Flacco pass incomplete deep left intended for Ray Rice (defended by Gary Brackett),1.820,0.270
3,6:06,4,3,IND 45,3,17,Joe Flacco pass incomplete short right intended for Demetrius Williams,0.270,-1.930
3,6:01,1,10,IND 45,3,17,"Peyton Manning pass incomplete deep right intended for Pierre Garcon is intercepted by Ed Reed at BAL-35 and returned for 38 yards. Ed Reed fumbles (forced by Pierre Garcon), recovered by Dallas Clark at IND-24 and returned for 4 yards (tackle by Chris Carr)",1.930,0.810
3,5:47,1,10,IND 28,3,17,Donald Brown right end for -3 yards (tackle by Domonique Foxworth),0.810,-0.140
3,4:58,2,13,IND 25,3,17,Peyton Manning pass complete short left to Austin Collie for 14 yards (tackle by Ray Lewis),-0.140,1.530
3,4:24,,,,3,17,Timeout #2 by Baltimore Ravens,0.000,1.530
3,4:24,1,10,IND 39,3,17,Joseph Addai left end for no gain (tackle by Dwan Edwards),1.530,0.990
3,3:50,2,10,IND 39,3,17,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Domonique Foxworth),0.990,1.220
3,3:11,3,3,IND 46,3,17,"Peyton Manning pass incomplete deep middle intended for Dallas Clark is intercepted by Ed Reed at BAL-35 and returned for 54 yards. Penalty on Corey Ivy: Defensive Pass Interfere, 17 yards (no play)",1.220,3.120
3,2:54,1,10,BAL 37,3,17,Joseph Addai right end for 4 yards (tackle by Dannell Ellerbe),3.120,3.110
3,2:20,2,6,BAL 33,3,17,Joseph Addai middle for 2 yards (tackle by Tom Zbikowski),3.110,2.680
3,2:09,3,4,BAL 31,3,17,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Domonique Foxworth),2.680,4.240
3,1:04,1,10,BAL 20,3,17,Peyton Manning pass incomplete deep right intended for Austin Collie,4.240,3.690
3,0:58,2,10,BAL 20,3,17,Peyton Manning pass complete short left to Reggie Wayne for 6 yards (tackle by Domonique Foxworth),3.690,3.890
3,0:18,3,4,BAL 14,3,17,Peyton Manning pass complete short right to Dallas Clark for 5 yards (tackle by Dannell Ellerbe),3.890,5.140
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,BAL 9,3,17,Donald Brown right end for -3 yards (tackle by Corey Ivy),5.140,3.860
4,14:21,2,12,BAL 12,3,17,Peyton Manning sacked by Jarret Johnson for -4 yards,3.860,2.850
4,13:35,3,16,BAL 16,3,17,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.850,2.380
4,13:30,4,16,BAL 16,3,20,Matt Stover 33 yard field goal good,2.380,3.000
4,,,,IND 30,3,20,"Pat McAfee kicks off 67 yards, returned by Jalen Parmele for 26 yards (tackle by Jamie Silva)",0.000,0.870
4,13:19,1,10,BAL 29,3,20,Joe Flacco pass complete short left to Ray Rice for 1 yard (tackle by Robert Mathis),0.870,0.460
4,12:45,2,9,BAL 30,3,20,Joe Flacco pass complete short left to Ray Rice for 4 yards (tackle by Jacob Lacey),0.460,0.300
4,12:07,3,5,BAL 34,3,20,Joe Flacco pass complete short middle to Kelley Washington for 11 yards (tackle by Jerraud Powers),0.300,1.930
4,11:34,1,10,BAL 45,3,20,"Joe Flacco pass complete short right to Todd Heap for 7 yards (tackle by Kelvin Hayden). Todd Heap fumbles (forced by Kelvin Hayden), ball out of bounds at IND-48",1.930,2.330
4,11:12,2,3,IND 48,3,20,"Ray Rice middle for 20 yards (tackle by Raheem Brock). Ray Rice fumbles (forced by Raheem Brock), recovered by Clint Session at IND-20 (tackle by Derrick Mason)",2.330,-0.280
4,10:59,1,10,IND 20,3,20,Mike Hart left end for -1 yards (tackle by Kelly Gregg),0.280,-0.460
4,10:29,2,11,IND 19,3,20,Peyton Manning pass complete short right to Pierre Garcon for 3 yards (tackle by Chris Carr),-0.460,-0.690
4,9:45,3,8,IND 22,3,20,Mike Hart middle for 3 yards (tackle by Terrell Suggs),-0.690,-1.700
4,9:07,4,5,IND 25,3,20,"Pat McAfee punts 52 yards, fair catch by Chris Carr",-1.700,-0.480
4,8:59,1,10,BAL 23,3,20,Ray Rice left tackle for 2 yards (tackle by Robert Mathis and Raheem Brock),0.480,0.200
4,8:21,2,8,BAL 25,3,20,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by Jacob Lacey),0.200,-0.490
4,8:16,3,8,BAL 25,3,20,Joe Flacco pass incomplete short right intended for Kelley Washington,-0.490,-1.700
4,8:11,4,8,BAL 25,3,20,"Sam Koch punts 49 yards, returned by T.J. Rushing for no gain",-1.700,-0.670
4,8:02,1,10,IND 26,3,20,Donald Brown middle for 1 yard (tackle by Ray Lewis and Jarret Johnson),0.670,0.270
4,7:30,2,9,IND 27,3,20,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Domonique Foxworth),0.270,0.630
4,6:46,3,1,IND 35,3,20,Peyton Manning pass incomplete short right intended for Austin Collie,0.630,-1.040
4,6:41,4,1,IND 35,3,20,"Pat McAfee punts 43 yards, returned by Chris Carr for no gain",-1.040,-0.410
4,6:33,1,10,BAL 22,3,20,Joe Flacco pass complete short right to Todd Heap for 11 yards (tackle by Kelvin Hayden),0.410,1.140
4,6:00,1,10,BAL 33,3,20,Joe Flacco pass complete short left to Demetrius Williams for 12 yards (tackle by Jerraud Powers),1.140,1.930
4,5:34,1,10,BAL 45,3,20,Joe Flacco pass complete short left to Ray Rice for 16 yards,1.930,2.980
4,5:07,1,10,IND 39,3,20,Joe Flacco pass incomplete short left intended for Todd Heap,2.980,2.440
4,5:03,2,10,IND 39,3,20,Joe Flacco pass incomplete deep left intended for Derrick Mason is intercepted by Antoine Bethea at IND-2,2.440,0.380
4,4:53,1,10,IND 2,3,20,Mike Hart middle for 2 yards (tackle by Kelly Gregg and Haloti Ngata),-0.380,-0.630
4,4:10,2,8,IND 4,3,20,Mike Hart middle for 3 yards (tackle by Terrell Suggs),-0.630,-0.840
4,3:28,3,5,IND 7,3,20,Donald Brown middle for -2 yards (tackle by Dannell Ellerbe),-0.840,-2.490
4,3:17,,,,3,20,Timeout #3 by Baltimore Ravens,0.000,-2.490
4,3:17,4,7,IND 5,3,20,"Pat McAfee punts 38 yards, fair catch by Chris Carr",-2.490,-2.720
4,3:11,1,10,IND 43,3,20,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Jacob Lacey),2.720,3.390
4,2:45,2,1,IND 34,3,20,Joe Flacco pass complete short left to Todd Heap for 7 yards (tackle by Eric Foster),3.390,3.780
4,2:20,1,10,IND 27,3,20,Joe Flacco pass complete short middle to Ray Rice for no gain,3.780,3.230
4,2:00,2,10,IND 27,3,20,Joe Flacco pass complete short left to Ray Rice for 3 yards (tackle by Robert Mathis),3.230,2.940
4,1:25,3,7,IND 24,3,20,"Joe Flacco pass incomplete short right intended for Mark Clayton. Penalty on Eric Foster: Defensive Offside, 5 yards (no play)",2.940,3.640
4,1:18,3,2,IND 19,3,20,Joe Flacco pass incomplete short right intended for Todd Heap,3.640,2.310
4,1:14,4,2,IND 19,3,20,Joe Flacco pass incomplete short left intended for Ray Rice is intercepted by Jerraud Powers at IND-14,2.310,0.280
4,1:07,1,10,IND 14,3,20,Peyton Manning kneels for -1 yards,-0.280,-0.850
4,0:38,2,11,IND 13,3,20,Peyton Manning kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
