Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 64 yards, returned by Greg Dortch for 17 yards (tackle by Nick Bellore and Ty Okada)",0.000,0.040
1,14:56,1,10,ARI 18,0,0,James Conner up the middle for no gain (tackle by Bobby Wagner and Jordyn Brooks),0.040,-0.490
1,14:15,2,10,ARI 18,0,0,Kyler Murray pass complete short left to Trey McBride for 25 yards (tackle by Quandre Diggs),-0.490,1.800
1,13:30,1,10,ARI 43,0,0,James Conner right tackle for 2 yards (tackle by Dre'Mont Jones),1.800,1.520
1,12:50,2,8,ARI 45,0,0,James Conner up the middle for 7 yards (tackle by Riq Woolen and Darrell Taylor),1.520,1.750
1,12:17,3,1,SEA 48,0,0,Clayton Tune up the middle for 1 yard (tackle by Bobby Wagner),1.750,2.460
1,11:23,1,10,SEA 47,0,0,Kyler Murray pass incomplete deep left intended for Trey McBride (defended by Jordyn Brooks),2.460,1.910
1,11:14,2,10,SEA 47,0,0,Kyler Murray pass incomplete short middle,1.910,1.220
1,11:09,3,10,SEA 47,0,0,"Penalty on Elijah Wilkinson: False Start, 5 yards (accepted) (no play)",1.220,0.560
1,11:09,3,15,ARI 48,0,0,Kyler Murray pass incomplete deep left intended for Trey McBride,0.560,-0.190
1,11:05,4,15,ARI 48,0,0,Blake Gillikin punts 45 yards downed by Zeke Turner,-0.190,0.380
1,10:54,1,10,SEA 7,0,0,Kenneth Walker up the middle for 1 yard (tackle by Budda Baker),-0.380,-0.710
1,10:28,2,9,SEA 8,0,0,Geno Smith pass complete short left to D.K. Metcalf for 10 yards (tackle by Starling Thomas),-0.710,0.040
1,9:54,1,10,SEA 18,0,0,Kenneth Walker up the middle for 12 yards (tackle by Budda Baker),0.040,0.940
1,9:18,1,10,SEA 30,0,0,Geno Smith pass complete short right to Jake Bobo for 9 yards (tackle by Dennis Gardeck and Budda Baker),0.940,1.610
1,8:39,2,1,SEA 39,0,0,Kenneth Walker up the middle for 3 yards (tackle by Budda Baker and Leki Fotu),1.610,1.730
1,8:05,1,10,SEA 42,0,0,Kenneth Walker right tackle for 16 yards (tackle by Andre Chachere),1.730,2.790
1,7:20,1,10,ARI 42,0,0,Geno Smith pass complete short right to Will Dissly for 21 yards (tackle by Dennis Gardeck),2.790,4.170
1,6:35,1,10,ARI 21,0,0,Zach Charbonnet up the middle for 7 yards (tackle by Naquan Jones),4.170,4.740
1,5:58,2,3,ARI 14,0,0,Zach Charbonnet up the middle for -1 yards (tackle by BJ Ojulari),4.740,3.810
1,5:13,3,4,ARI 15,0,0,Geno Smith pass incomplete short right intended for D.K. Metcalf,3.810,2.520
1,5:08,4,4,ARI 15,3,0,Jason Myers 33 yard field goal good,2.520,3.000
1,5:05,,,SEA 35,3,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,5:05,1,10,ARI 25,3,0,James Conner right tackle for 1 yard (tackle by Bobby Wagner and Dre'Mont Jones),0.610,0.200
1,4:26,2,9,ARI 26,3,0,James Conner up the middle for 3 yards (tackle by Bobby Wagner and Cameron Young),0.200,-0.100
1,3:45,3,6,ARI 29,3,0,Kyler Murray pass complete short left to Greg Dortch for 5 yards (tackle by Devon Witherspoon),-0.100,-1.110
1,3:13,4,1,ARI 34,3,0,"Blake Gillikin punts 61 yards, returned by DeeJay Dallas for 15 yards (tackle by Elijah Higgins and Zeke Turner)",-1.110,-0.280
1,2:59,1,10,SEA 20,3,0,Geno Smith pass incomplete short middle intended for D.K. Metcalf (defended by Owen Pappoe),0.280,-0.270
1,2:55,2,10,SEA 20,3,0,Kenneth Walker left tackle for 4 yards (tackle by Zaven Collins and Leki Fotu),-0.270,-0.430
1,2:15,3,6,SEA 24,3,0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 6 yards (tackle by Starling Thomas),-0.430,0.940
1,1:30,1,10,SEA 30,3,0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba,0.940,0.390
1,1:27,2,10,SEA 30,3,0,Geno Smith pass incomplete short right intended for D.K. Metcalf,0.390,-0.300
1,1:22,3,10,SEA 30,3,0,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Antonio Hamilton),-0.300,-1.370
1,1:16,4,10,SEA 30,3,0,"Michael Dickson punts 59 yards, returned by Greg Dortch for 5 yards (tackle by Derick Hall and DeeJay Dallas)",-1.370,0.140
1,1:05,1,10,ARI 16,3,0,Kyler Murray pass complete short left to Rondale Moore for 8 yards (tackle by Coby Bryant),-0.140,0.550
1,0:29,2,2,ARI 24,3,0,James Conner up the middle for 2 yards (tackle by Cameron Young and Leonard Williams),0.550,0.670
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 26,3,0,Kyler Murray pass complete short right to James Conner for 18 yards (tackle by Jordyn Brooks and Myles Adams),0.670,1.860
2,14:15,1,10,ARI 44,3,0,Kyler Murray scrambles left end for 33 yards (tackle by Quandre Diggs),1.860,4.040
2,13:32,1,10,SEA 23,3,0,James Conner left tackle for 20 yards (tackle by Julian Love),4.040,6.510
2,12:44,1,3,SEA 3,3,0,Kyler Murray pass incomplete short left intended for Trey McBride,6.510,5.530
2,12:35,2,3,SEA 3,3,0,James Conner up the middle for 1 yard (tackle by Bobby Wagner and Leonard Williams),5.530,4.950
2,11:54,3,2,SEA 2,3,0,Kyler Murray left end for -3 yards (tackle by Quandre Diggs),4.950,3.010
2,11:10,4,5,SEA 5,3,3,Matt Prater 23 yard field goal good,3.010,3.000
2,11:08,,,ARI 35,3,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
