#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 20,5,1:58,15,Punt
2,1,7:32,NWE 20,3,0:52,7,Punt
3,1,5:05,NWE 40,3,1:57,-6,Punt
4,1,2:23,DEN 22,2,0:34,22,Touchdown
5,2,14:46,NWE 13,2,0:11,0,Interception
6,2,13:46,NWE 24,13,6:44,48,Field Goal
7,2,5:21,NWE 41,3,1:13,5,Interception
8,2,2:27,NWE 12,3,0:41,5,Punt
9,2,0:33,NWE 20,1,0:33,-1,End of Half
10,3,13:15,NWE 33,8,2:49,47,Field Goal
11,3,6:42,NWE 8,3,2:02,-4,Punt
12,3,2:35,NWE 4,6,2:35,20,Punt
13,4,10:02,NWE 20,11,4:06,63,Downs
14,4,4:35,NWE 29,8,2:17,57,Downs
15,4,1:52,,8,1:40,50,Touchdown
