Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,NWE 20,0,0,Tom Brady pass complete short left to Rob Gronkowski for 5 yards (tackle by Danny Trevathan),0.280,0.410
1,14:23,2,5,NWE 25,0,0,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Chris Harris). Penalty on Aqib Talib: Defensive Holding (Declined),0.410,1.140
1,13:57,1,10,NWE 33,0,0,James White left guard for 2 yards (tackle by DeMarcus Ware and T.J. Ward),1.140,0.860
1,13:20,2,8,NWE 35,0,0,Tom Brady pass incomplete short left intended for Julian Edelman,0.860,0.170
1,13:17,3,8,NWE 35,0,0,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.170,-1.040
1,13:12,4,8,NWE 35,0,0,"Ryan Allen punts 47 yards, returned by Jordan Norwood for -1 yards (tackle by Brandon King)",-1.040,0.060
1,13:02,1,10,DEN 17,0,0,Peyton Manning pass incomplete short left intended for Ronnie Hillman,-0.060,-0.580
1,12:58,2,10,DEN 17,0,0,Peyton Manning pass incomplete deep right intended for Vernon Davis (defended by Devin McCourty),-0.580,-1.250
1,12:54,3,10,DEN 17,0,0,Peyton Manning pass complete short right to Emmanuel Sanders for 11 yards (tackle by Malcolm Butler),-1.250,0.810
1,12:16,1,10,DEN 28,0,0,Ronnie Hillman right guard for -1 yards (tackle by Jamie Collins),0.810,0.130
1,11:35,2,11,DEN 27,0,0,Peyton Manning pass complete short right to Jordan Norwood for 13 yards (tackle by Logan Ryan),0.130,1.600
1,11:03,1,10,DEN 40,0,0,C.J. Anderson middle for 2 yards (tackle by Jabaal Sheard),1.600,1.320
1,10:20,2,8,DEN 42,0,0,C.J. Anderson right tackle for 2 yards (tackle by Jamie Collins),1.320,0.890
1,9:47,3,6,DEN 44,0,0,"Peyton Manning pass incomplete short left intended for Demaryius Thomas. Penalty on Logan Ryan: Defensive Pass Interference, 14 yards (no play)",0.890,2.790
1,9:43,1,10,NWE 42,0,0,Ronnie Hillman left tackle for 7 yards (tackle by Jabaal Sheard),2.790,3.190
1,9:03,2,3,NWE 35,0,0,Peyton Manning pass complete short middle to Andre Caldwell for 15 yards (tackle by Justin Coleman),3.190,4.240
1,8:19,1,10,NWE 20,0,0,Ronnie Hillman left guard for -1 yards (tackle by Akiem Hicks),4.240,3.560
1,7:37,2,11,NWE 21,0,6,"Peyton Manning pass complete deep middle to Owen Daniels for 21 yards, touchdown",3.560,7.000
1,7:37,,,NWE 21,0,7,Brandon McManus kicks extra point good,0.000,0.000
1,7:37,,,DEN 35,0,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
1,7:32,1,10,NWE 20,0,7,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Aqib Talib),0.280,0.680
1,6:59,2,3,NWE 27,0,7,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Derek Wolfe),0.680,-0.030
1,6:56,3,3,NWE 27,0,7,Tom Brady pass incomplete short right intended for Rob Gronkowski,-0.030,-1.570
1,6:52,4,3,NWE 27,0,7,"Ryan Allen punts 55 yards, returned by Jordan Norwood for 16 yards (tackle by Michael Williams)",-1.570,-1.200
1,6:40,1,10,DEN 34,0,7,Peyton Manning pass complete short left to Demaryius Thomas for 5 yards (tackle by Justin Coleman),1.200,1.330
1,5:59,2,5,DEN 39,0,7,Ronnie Hillman left tackle for -1 yards (tackle by Patrick Chung),1.330,0.500
1,5:24,3,6,DEN 38,0,7,Peyton Manning pass incomplete short right intended for Bennie Fowler (defended by Justin Coleman),0.500,-0.850
1,5:19,4,6,DEN 38,0,7,"Britton Colquitt punts 50 yards, returned by Danny Amendola for 28 yards (tackle by Britton Colquitt)",-0.850,-1.600
1,5:05,1,10,NWE 40,0,7,"Steven Jackson middle for 5 yards (tackle by Derek Wolfe). Penalty on Bryan Stork: Unnecessary Roughness, 15 yards",1.600,-0.300
1,4:33,2,20,NWE 30,0,7,Tom Brady pass complete short middle to Danny Amendola for 6 yards (tackle by Josh Bush and T.J. Ward),-0.300,-0.160
1,3:53,3,14,NWE 36,0,7,Tom Brady sacked by Derek Wolfe for -2 yards,-0.160,-1.110
1,3:16,4,16,NWE 34,0,7,"Ryan Allen punts 45 yards, fair catch by Jordan Norwood. Penalty on Brandon Bolden: Ineligible Downfield Kick, 5 yards",-1.110,-0.670
1,3:08,1,10,DEN 26,0,7,Ronnie Hillman middle for 2 yards (tackle by Devin McCourty),0.670,0.400
1,2:27,2,8,DEN 28,0,7,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Jonathan Freeny at DEN-22",0.400,-4.110
,,,,,,,"NWE challenged the incomplete pass ruling, and the original play was overturned.",,
1,2:23,1,10,DEN 22,0,7,"Tom Brady pass complete short right to Brandon Bolden for 20 yards (tackle by Von Miller). Penalty on T.J. Ward: Unnecessary Roughness, 1 yards",4.110,6.970
1,1:53,1,1,DEN 1,6,7,"Steven Jackson right guard for 1 yard, touchdown",6.970,7.000
1,1:53,,,DEN 1,6,7,Stephen Gostkowski kicks extra point no good,0.000,-1.000
1,1:53,,,NWE 35,6,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,1:49,1,10,DEN 20,6,7,C.J. Anderson for 3 yards (tackle by Patrick Chung),0.280,0.140
1,1:19,2,7,DEN 23,6,7,Peyton Manning pass complete short right to C.J. Anderson for 3 yards (tackle by Logan Ryan),0.140,-0.160
1,0:46,3,4,DEN 26,6,7,Peyton Manning pass complete deep left to Emmanuel Sanders for 34 yards (tackle by Malcolm Butler),-0.160,2.920
1,0:02,1,10,NWE 40,6,7,Ronnie Hillman left tackle for 1 yard (tackle by Rob Ninkovich and Malcolm Butler),2.920,2.510
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NWE 39,6,7,Peyton Manning pass incomplete short left intended for Virgil Green (defended by Dont'a Hightower),2.510,1.820
2,14:57,3,9,NWE 39,6,7,Peyton Manning pass incomplete short right intended for Demaryius Thomas,1.820,0.660
2,14:53,4,9,NWE 39,6,7,"Britton Colquitt punts 26 yards, fair catch by Danny Amendola",0.660,0.320
2,14:46,1,10,NWE 13,6,7,Tom Brady pass incomplete short right intended for Julian Edelman,-0.320,-0.770
2,14:41,2,10,NWE 13,6,7,Tom Brady pass incomplete short right intended for Rob Gronkowski is intercepted by Von Miller at NWE-20 and returned for 4 yards,-0.770,-4.510
2,14:35,1,10,NWE 16,6,7,Peyton Manning pass incomplete deep middle intended for Emmanuel Sanders,4.510,3.900
2,14:30,2,10,NWE 16,6,7,Ronnie Hillman middle for 4 yards (tackle by Rob Ninkovich),3.900,3.730
2,13:51,3,6,NWE 12,6,13,"Peyton Manning pass complete short right to Owen Daniels for 12 yards, touchdown",3.730,7.000
2,13:51,,,NWE 12,6,14,Brandon McManus kicks extra point good,0.000,0.000
2,13:51,,,DEN 35,6,14,"Brandon McManus kicks off 60 yards, returned by Keshawn Martin for 19 yards (tackle by Andre Caldwell)",0.000,-0.540
2,13:41,1,10,NWE 24,6,14,Tom Brady pass incomplete deep left intended for Brandon Bolden,0.540,0.540
2,13:36,1,10,NWE 24,6,14,Timeout #1 by New England Patriots,0.540,0.000
2,13:36,2,10,NWE 24,6,14,Tom Brady pass complete deep right to Rob Gronkowski for 19 yards (tackle by Josh Bush and T.J. Ward),0.000,1.800
2,12:53,1,10,NWE 43,6,14,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",1.800,1.470
2,12:31,1,15,NWE 38,6,14,James White right guard for 2 yards (tackle by Danny Trevathan),1.470,0.850
2,11:53,2,13,NWE 40,6,14,Tom Brady pass complete short left to Danny Amendola for 4 yards (tackle by Chris Harris),0.850,0.690
2,11:08,3,9,NWE 44,6,14,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on Danny Trevathan: Illegal Contact, 5 yards (no play)",0.690,2.190
2,11:02,1,10,NWE 49,6,14,Brandon Bolden middle for no gain (tackle by Malik Jackson),2.190,1.650
2,10:21,2,10,NWE 49,6,14,Tom Brady pass complete short right to James White for 11 yards (tackle by Darian Stewart and Josh Bush),1.650,2.920
2,9:46,1,10,DEN 40,6,14,Steven Jackson middle for no gain (tackle by Danny Trevathan),2.920,2.370
2,9:03,2,10,DEN 40,6,14,Tom Brady pass incomplete short right intended for James White,2.370,1.680
2,9:00,3,10,DEN 40,6,14,Tom Brady for 11 yards (tackle by Aqib Talib),1.680,3.640
2,8:30,1,10,DEN 29,6,14,Tom Brady pass incomplete short right intended for Julian Edelman,3.640,3.100
2,8:26,2,10,DEN 29,6,14,Tom Brady pass complete short middle to James White for 7 yards (tackle by T.J. Ward and Josh Bush),3.100,3.340
2,7:46,3,3,DEN 22,6,14,Tom Brady sacked by DeMarcus Ware and Von Miller for -6 yards,3.340,1.590
2,7:07,4,9,DEN 28,9,14,Stephen Gostkowski 46 yard field goal good,1.590,3.000
2,7:07,,,NWE 35,9,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,7:02,1,10,DEN 20,9,14,C.J. Anderson left guard for 3 yards (tackle by Akiem Hicks and Jabaal Sheard),0.280,0.140
2,6:21,2,7,DEN 23,9,14,C.J. Anderson right guard for 2 yards (tackle by Malcom Brown),0.140,-0.300
2,5:36,3,5,DEN 25,9,14,Peyton Manning pass incomplete,-0.300,-1.700
