Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
1,7:34,1,1,OAK 1,0,7,Shonn Greene up the middle for no gain (tackle by John Henderson),6.970,5.910
1,7:07,2,1,OAK 1,6,7,"Mark Sanchez right end for 1 yard, touchdown",5.910,7.000
1,,,,OAK 2,7,7,Nick Folk kicks extra point good,0.000,0.000
1,,,,NYJ 35,7,7,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
1,6:37,1,10,OAK 20,7,7,Jason Campbell pass complete short left to Denarius Moore for 9 yards (tackle by Antonio Cromartie),0.280,0.950
1,6:32,2,1,OAK 29,7,7,Darren McFadden left guard for no gain (tackle by Brodney Pool),0.950,0.230
1,6:14,3,1,OAK 29,7,7,Michael Bush up the middle for -1 yards (tackle by Ropati Pitoitua),0.230,-1.500
1,5:27,4,2,OAK 28,7,7,"Shane Lechler punts 49 yards, returned by Jeremy Kerley for 53 yards (tackle by Joe Porter)",-1.500,-3.970
1,4:32,1,10,OAK 24,7,7,Mark Sanchez pass incomplete deep right intended for Derrick Mason is intercepted by Tyvon Branch,3.970,-0.280
1,4:22,1,10,OAK 20,7,7,Jason Campbell pass complete short right to Darren McFadden for -3 yards (tackle by Calvin Pace),0.280,-0.790
1,3:39,2,13,OAK 17,7,7,Darren McFadden right tackle for 3 yards (tackle by Sione Pouha),-0.790,-0.960
1,2:55,3,10,OAK 20,7,7,Jason Campbell pass incomplete short right intended for Derek Hagan,-0.960,-2.030
1,2:49,4,10,OAK 20,7,7,"Shane Lechler punts 57 yards, returned by Jeremy Kerley for -2 yards (tackle by Taiwan Jones)",-2.030,-0.340
1,2:35,1,10,NYJ 21,7,7,"Penalty on Matt Slauson: False Start, 5 yards (no play)",0.340,-0.220
1,2:35,1,15,NYJ 16,7,7,Shonn Greene left end for 12 yards (tackle by Joe Porter),-0.220,0.750
1,2:03,2,3,NYJ 28,7,7,Shonn Greene left guard for 2 yards (tackle by Desmond Bryant and John Henderson),0.750,0.300
1,1:27,3,1,NYJ 30,7,7,Mark Sanchez pass complete deep right to Santonio Holmes for 19 yards (tackle by Tyvon Branch),0.300,2.190
1,0:47,1,10,NYJ 49,7,7,"Mark Sanchez pass incomplete short right intended for Plaxico Burress (defended by Stanford Routt). Penalty on Stanford Routt: Defensive Pass Interference, 15 yards (no play)",2.190,3.180
1,0:41,1,10,OAK 36,7,7,Shonn Greene left end for 9 yards (tackle by Quentin Groves),3.180,3.850
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,OAK 27,7,7,John Conner up the middle for 3 yards (tackle by Lamarr Houston and Tommy Kelly),3.850,3.970
2,14:25,1,10,OAK 24,7,7,Mark Sanchez pass incomplete deep left intended for Jeff Cumberland,3.970,3.430
2,14:15,2,10,OAK 24,7,7,"Mark Sanchez pass incomplete deep middle intended for Santonio Holmes. Penalty on Stanford Routt: Illegal Use of Hands, 5 yards (no play)",3.430,4.310
2,14:10,1,10,OAK 19,7,7,Shonn Greene left tackle for 1 yard (tackle by Trevor Scott and Tyvon Branch),4.310,3.880
2,13:30,2,9,OAK 18,13,7,"Mark Sanchez pass complete short middle to LaDainian Tomlinson for 18 yards, touchdown",3.880,7.000
2,,,,OAK 2,14,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,14,7,"Nick Folk kicks off 61 yards, returned by Taiwan Jones for 9 yards (tackle by Donald Strickland)",0.000,-0.320
2,13:17,1,10,OAK 13,14,7,"Jason Campbell pass incomplete short left intended for Richard Gordon. Penalty on Muhammad Wilkerson: Roughing the Passer (Offsetting), Penalty on Jason Campbell: Intentional Grounding (Offsetting) (no play)",-0.320,-0.320
2,13:10,1,10,OAK 13,14,7,Jason Campbell pass complete short left to Taiwan Jones for -5 yards (tackle by Bryan Thomas),-0.320,-1.150
2,12:38,2,15,OAK 8,14,7,Darren McFadden right tackle for 17 yards (tackle by Jim Leonhard),-1.150,0.610
2,12:31,1,10,OAK 25,14,7,Jason Campbell pass incomplete deep right intended for Denarius Moore,0.610,0.060
2,12:07,2,10,OAK 25,14,7,"Jason Campbell pass incomplete short right intended for Derek Hagan. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",0.060,0.940
2,12:03,1,10,OAK 30,14,7,Darren McFadden right tackle for 15 yards (tackle by Bart Scott),0.940,1.930
2,11:57,1,10,OAK 45,14,7,Taiwan Jones left end for 8 yards (tackle by Eric Smith),1.930,2.460
2,11:28,2,2,NYJ 47,14,7,Michael Bush left guard for 3 yards (tackle by Calvin Pace and Bart Scott),2.460,2.650
2,10:54,1,10,NYJ 44,14,7,Jason Campbell pass incomplete short right intended for Denarius Moore,2.650,2.110
2,10:34,2,10,NYJ 44,14,7,Darren McFadden up the middle for 6 yards (tackle by Bryan Thomas and Calvin Pace),2.110,2.210
2,10:30,3,4,NYJ 38,14,7,Jason Campbell pass incomplete short right intended for Brandon Myers,2.210,0.720
2,10:06,4,4,NYJ 38,14,7,Sebastian Janikowski 56 yard field goal no good,0.720,-1.990
2,10:01,1,10,NYJ 46,14,7,Mark Sanchez pass complete short middle to Shonn Greene for 4 yards (tackle by Rolando McClain),1.990,1.990
2,9:23,2,6,,14,7,Shonn Greene right end for 15 yards (tackle by Matt Giordano),1.990,3.250
2,8:42,1,10,OAK 35,14,7,Mark Sanchez pass complete short left to Derrick Mason for 1 yard (tackle by Joe Porter and Matt Giordano),3.250,2.840
2,7:58,2,9,OAK 34,14,7,Mark Sanchez pass incomplete short right intended for Patrick Turner,2.840,2.150
2,7:50,3,9,OAK 34,14,7,Mark Sanchez pass complete short middle to Derrick Mason for 11 yards (tackle by Joe Porter),2.150,4.040
2,7:45,1,10,OAK 23,14,7,Shonn Greene up the middle for 12 yards (tackle by Quentin Groves and Matt Giordano),4.040,4.840
2,7:08,1,10,OAK 11,14,7,LaDainian Tomlinson up the middle for 7 yards (tackle by Tyvon Branch and Jerome Boyd),4.840,5.470
2,6:31,2,3,OAK 4,14,7,LaDainian Tomlinson up the middle for 1 yard (tackle by Matt Shaughnessy),5.470,4.890
2,5:52,3,2,OAK 3,14,7,Mark Sanchez pass incomplete short middle intended for Matthew Mulligan (defended by Quentin Groves),4.890,3.050
2,5:06,4,2,OAK 3,17,7,Nick Folk 21 yard field goal good,3.050,3.000
2,,,,NYJ 35,17,7,"Nick Folk kicks off 65 yards, returned by Taiwan Jones for 15 yards (tackle by Jamaal Westerman)",0.000,-0.220
2,4:56,1,10,OAK 15,17,7,Darren McFadden left tackle for 1 yard (tackle by Calvin Pace),-0.220,-0.580
2,4:52,2,9,OAK 16,17,7,"Jason Campbell pass incomplete deep left intended for Darrius Heyward-Bey. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",-0.580,0.340
2,4:21,1,10,OAK 21,17,7,Jason Campbell pass complete short right to Chaz Schilens for 9 yards (tackle by Antonio Cromartie),0.340,1.020
2,4:16,2,1,OAK 30,17,13,"Darren McFadden left end for 70 yards, touchdown",1.020,7.000
2,,,,NYJ 2,17,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 35,17,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
2,3:40,1,10,NYJ 20,17,14,Mark Sanchez pass complete short middle to Dustin Keller for 5 yards (tackle by Rolando McClain),0.280,0.410
2,2:57,2,5,NYJ 25,17,14,"Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Kamerion Wimbley: Defensive Holding, 5 yards (no play)",0.410,0.940
2,2:51,1,10,NYJ 30,17,14,Shonn Greene right tackle for 2 yards (tackle by Tommy Kelly and Tyvon Branch),0.940,0.660
2,2:12,2,8,NYJ 32,17,14,Mark Sanchez pass complete short middle to Shonn Greene for 1 yard (tackle by Quentin Groves),0.660,0.100
2,2:00,3,7,NYJ 33,17,14,Mark Sanchez pass incomplete deep left intended for Plaxico Burress,0.100,-1.180
2,1:55,4,7,NYJ 33,17,14,"T.J. Conley punts 50 yards, returned by Denarius Moore for -3 yards (tackle by Isaiah Trufant)",-1.180,0.280
2,1:44,1,10,OAK 14,17,14,Michael Bush up the middle for 9 yards (tackle by Bryan Thomas),-0.280,0.550
2,1:40,2,1,OAK 23,17,14,Jason Campbell pass complete short right to Denarius Moore for 7 yards (tackle by Kyle Wilson and Antonio Cromartie),0.550,0.940
2,1:16,1,10,OAK 30,17,14,Jason Campbell pass complete short right to Michael Bush for 7 yards (tackle by Kyle Wilson),0.940,1.340
2,0:52,,,,17,14,Timeout #1 by Oakland Raiders,0.000,1.340
2,0:52,2,3,OAK 37,17,14,Jason Campbell pass complete short left to Denarius Moore for 5 yards (tackle by Antonio Cromartie),1.340,1.730
2,0:47,1,10,OAK 42,17,14,Jason Campbell pass complete short middle to Kevin Boss for 8 yards (tackle by Donald Strickland),1.730,2.270
2,0:41,,,,17,14,Timeout #2 by Oakland Raiders,0.000,2.270
2,0:41,2,2,,17,14,Jason Campbell pass complete short left to Chaz Schilens for 4 yards (tackle by Kyle Wilson),2.270,2.520
2,0:35,1,10,NYJ 46,17,14,Michael Bush left tackle for 6 yards (tackle by David Harris and Eric Smith),2.520,2.790
2,0:18,,,,17,14,Timeout #3 by Oakland Raiders,0.000,2.790
2,0:18,2,4,NYJ 40,17,14,Jason Campbell pass complete short right to Chaz Schilens for 5 yards (tackle by Antonio Cromartie),2.790,3.250
2,0:18,1,10,NYJ 35,17,14,Jason Campbell spiked the ball,3.250,2.700
2,0:03,2,10,NYJ 35,17,17,Sebastian Janikowski 54 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,17,17,"Sebastian Janikowski kicks off 55 yards, returned by John Conner for 11 yards (tackle by Jerome Boyd)",0.000,0.340
3,14:55,1,10,NYJ 21,17,17,Mark Sanchez pass incomplete short right intended for Derrick Mason (defended by Lamarr Houston),0.340,-0.200
3,14:52,2,10,NYJ 21,17,17,"Shonn Greene right end for no gain (tackle by Tommy Kelly). Shonn Greene fumbles (forced by Tommy Kelly), recovered by Matt Shaughnessy at NYJ-21 (tackle by Shonn Greene). Penalty on Lamarr Houston: Defensive Offside, 5 yards (no play)",-0.200,0.480
3,14:52,2,5,NYJ 26,17,17,Jeremy Kerley right end for -2 yards (tackle by Lamarr Houston),0.480,-0.490
3,14:52,3,7,NYJ 24,17,17,Mark Sanchez pass complete short right to Derrick Mason for 12 yards (tackle by Jerome Boyd),-0.490,1.330
3,14:52,1,10,NYJ 36,17,17,Mark Sanchez sacked by Jarvis Moss for -10 yards,1.330,-0.560
3,13:02,2,20,NYJ 26,17,17,Mark Sanchez pass complete short left to Shonn Greene for 4 yards (tackle by Chimdi Chekwa),-0.560,-0.690
3,12:17,3,16,NYJ 30,17,17,Mark Sanchez pass complete short right to Shonn Greene for 10 yards (tackle by Jerome Boyd),-0.690,-0.720
3,11:50,4,6,NYJ 40,17,17,"T.J. Conley punts 60 yards, touchback",-0.720,-0.280
3,11:38,1,10,OAK 20,17,17,Darren McFadden up the middle for 2 yards (tackle by Eric Smith),0.280,0.000
3,11:02,2,8,OAK 22,17,17,Jason Campbell sacked by David Harris for -7 yards,0.000,-1.860
3,10:28,3,15,OAK 15,17,17,Jason Campbell pass complete short left to Chaz Schilens for 13 yards (tackle by Jim Leonhard),-1.860,-1.500
3,9:50,4,2,OAK 28,17,17,"Shane Lechler punts 50 yards, returned by Jeremy Kerley for 26 yards (tackle by Taiwan Jones)",-1.500,-2.130
3,9:39,1,10,NYJ 48,17,17,LaDainian Tomlinson left end for 4 yards (tackle by Rolando McClain),2.130,2.120
3,9:07,2,6,OAK 48,17,17,Mark Sanchez pass incomplete short left intended for Derrick Mason (defended by Jarvis Moss),2.120,1.420
3,9:03,3,6,OAK 48,17,17,Mark Sanchez sacked by Kamerion Wimbley for -9 yards,1.420,-0.520
3,8:35,4,15,NYJ 43,17,17,"T.J. Conley punts 33 yards, returned by Denarius Moore for 4 yards (tackle by Brodney Pool)",-0.520,-0.810
3,8:25,1,10,OAK 28,17,17,Darren McFadden left end for 2 yards (tackle by Calvin Pace and Ropati Pitoitua),0.810,0.530
3,8:20,2,8,OAK 30,17,17,"Jason Campbell pass incomplete short right intended for Denarius Moore. Penalty on Antonio Cromartie: Defensive Pass Interference, 11 yards (no play)",0.530,1.660
3,7:45,1,10,OAK 41,17,17,Darren McFadden left tackle for no gain (tackle by Mike DeVito),1.660,1.120
3,7:07,2,10,OAK 41,17,17,Jason Campbell pass incomplete short right intended for Derek Hagan,1.120,0.430
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
3,7:02,3,10,OAK 41,17,17,Jason Campbell pass incomplete short middle intended for Rock Cartwright,0.430,-0.650
3,6:56,4,10,OAK 41,17,17,"Shane Lechler punts 59 yards, touchback",-0.650,-0.280
3,6:49,1,10,NYJ 20,17,17,Shonn Greene right tackle for 1 yard (tackle by Rolando McClain),0.280,-0.130
3,6:11,2,9,NYJ 21,17,17,Mark Sanchez sacked by Richard Seymour for -2 yards,-0.130,-1.140
3,5:34,3,11,NYJ 19,17,17,"Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson. Penalty on Stanford Routt: Defensive Holding, 5 yards (no play)",-1.140,0.540
3,5:30,1,10,NYJ 24,17,17,Mark Sanchez pass complete short middle to Shonn Greene for 15 yards (tackle by Kamerion Wimbley),0.540,1.530
3,4:55,1,10,NYJ 39,17,17,Shonn Greene right tackle for 1 yard,1.530,1.120
3,4:06,2,9,NYJ 40,17,17,"Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson. Penalty on Desmond Bryant: Unnecessary Roughness, 15 yards",1.120,2.590
3,4:03,1,10,OAK 45,17,17,Shonn Greene left end for 3 yards (tackle by Jarvis Moss and Joe Porter),2.590,2.450
3,3:25,2,7,OAK 42,17,17,Mark Sanchez pass complete short left to Shonn Greene for 5 yards (tackle by Richard Seymour),2.450,2.410
3,2:38,3,2,OAK 37,17,17,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Quentin Groves),2.410,0.790
3,2:31,4,2,OAK 37,17,17,Mark Sanchez pass incomplete short left intended for Plaxico Burress (defended by Chimdi Chekwa),0.790,-1.400
3,2:27,1,10,OAK 37,17,17,Jason Campbell pass incomplete deep right intended for Darrius Heyward-Bey,1.400,0.860
3,2:21,2,10,OAK 37,17,17,Jason Campbell pass complete short middle to Derek Hagan for 13 yards,0.860,2.260
3,1:43,1,10,,17,17,Darren McFadden left end for 27 yards (tackle by Bryan Thomas and David Harris),2.260,4.040
3,1:17,1,10,NYJ 23,17,23,"Denarius Moore left end for 23 yards, touchdown",4.040,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,NYJ 2,17,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 35,17,24,"Sebastian Janikowski kicks off 65 yards, returned by Antonio Cromartie for no gain. Antonio Cromartie fumbles (forced by Bruce Davis), recovered by Taiwan Jones at NYJ-13 (tackle by Antonio Cromartie)",0.000,-4.710
3,0:34,1,10,NYJ 13,17,24,Darren McFadden left tackle for 12 yards (tackle by Eric Smith and Antonio Cromartie),4.710,6.970
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,NYJ 1,17,30,"Michael Bush up the middle for 1 yard, touchdown",6.970,7.000
4,,,,NYJ 2,17,31,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,17,31,"Sebastian Janikowski kicks off 74 yards, returned by Antonio Cromartie for 29 yards (tackle by Rock Cartwright)",0.000,0.280
4,14:51,1,10,NYJ 20,17,31,LaDainian Tomlinson right guard for 5 yards (tackle by John Henderson),0.280,0.410
4,14:48,2,5,NYJ 25,17,31,Shonn Greene right tackle for no gain (tackle by Lamarr Houston and Rolando McClain),0.410,-0.300
4,13:35,3,5,NYJ 25,17,31,Mark Sanchez pass complete short right to Derrick Mason for 6 yards,-0.300,1.000
4,13:00,1,10,NYJ 31,17,31,Mark Sanchez sacked by Tommy Kelly and Jarvis Moss for -9 yards,1.000,-0.760
4,12:23,2,19,NYJ 22,17,31,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 5 yards (tackle by Rolando McClain),-0.760,-0.760
4,11:45,3,14,NYJ 27,17,31,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 12 yards (tackle by Rolando McClain and Matt Giordano),-0.760,-0.780
4,11:05,4,2,NYJ 39,17,31,"T.J. Conley punts 54 yards, returned by Denarius Moore for 14 yards (tackle by Brodney Pool)",-0.780,-0.340
4,10:53,1,10,OAK 21,17,31,Darren McFadden right tackle for 1 yard (tackle by Sione Pouha and Muhammad Wilkerson),0.340,-0.070
4,10:08,,,,17,31,Timeout #1 by Oakland Raiders,0.000,-0.070
4,10:08,2,9,OAK 22,17,31,"Penalty on Kevin Boss: False Start, 5 yards (no play)",-0.070,-0.860
4,10:08,2,14,OAK 17,17,31,Darren McFadden up the middle for 4 yards (tackle by Bart Scott and Bryan Thomas),-0.860,-0.890
4,9:21,3,10,OAK 21,17,31,Jason Campbell pass complete short right to Darrius Heyward-Bey for 5 yards (tackle by Antonio Cromartie and Calvin Pace). Penalty on Chaz Schilens: Illegal Shift (Declined),-0.890,-1.630
4,8:45,4,5,OAK 26,17,31,Shane Lechler punts 67 yards,-1.630,0.380
4,8:39,1,10,NYJ 7,17,31,LaDainian Tomlinson up the middle for 20 yards (tackle by Chimdi Chekwa),-0.380,0.740
4,8:21,1,10,NYJ 27,17,31,Mark Sanchez pass complete deep left to Plaxico Burress for 24 yards (tackle by Matt Giordano). Penalty on Chris Johnson: Defensive Pass Interference (Declined),0.740,2.320
4,8:03,1,10,OAK 49,17,31,Mark Sanchez pass incomplete short right intended for Derrick Mason (defended by Stanford Routt),2.320,1.780
4,7:58,2,10,OAK 49,17,31,Mark Sanchez pass incomplete short left intended for LaDainian Tomlinson,1.780,1.090
4,7:55,3,10,OAK 49,17,31,Mark Sanchez pass complete short left to Dustin Keller for 13 yards (tackle by Tyvon Branch and Rolando McClain),1.090,3.180
4,7:27,1,10,OAK 36,17,31,LaDainian Tomlinson up the middle for 1 yard (tackle by Tommy Kelly),3.180,2.770
4,6:58,2,9,OAK 35,17,31,Mark Sanchez pass complete short right to Derrick Mason for 10 yards (tackle by Stanford Routt),2.770,3.910
4,6:31,1,10,OAK 25,17,31,Mark Sanchez pass complete short middle to Shonn Greene for 8 yards (tackle by Tyvon Branch),3.910,4.550
4,6:26,2,2,OAK 17,17,31,Shonn Greene up the middle for 1 yard (tackle by Rolando McClain and Richard Seymour),4.550,4.060
4,5:38,3,1,OAK 16,23,31,"Mark Sanchez pass complete deep left to Plaxico Burress for 16 yards, touchdown",4.060,7.000
4,,,,OAK 2,24,31,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,24,31,"Nick Folk kicks off 66 yards, touchback",0.000,0.280
4,5:33,1,10,OAK 20,24,31,Jason Campbell right end for 10 yards (tackle by Bryan Thomas),0.280,0.940
4,4:42,1,10,OAK 30,24,31,Darren McFadden left end for 2 yards (tackle by Bart Scott),0.940,0.660
4,3:58,2,8,OAK 32,24,31,"Jason Campbell pass incomplete deep right intended for Darrius Heyward-Bey. Penalty on Calvin Pace: Defensive Holding, 5 yards (no play)",0.660,1.400
4,3:51,1,10,OAK 37,24,31,Michael Bush up the middle for 3 yards (tackle by David Harris),1.400,1.260
4,3:06,2,7,OAK 40,24,31,Jason Campbell pass complete deep left to Michael Bush for 28 yards (tackle by Bryan Thomas),1.260,3.450
4,2:54,,,,24,31,Timeout #1 by New York Jets,0.000,3.450
4,2:54,1,10,NYJ 32,24,31,Michael Bush right tackle for no gain (tackle by Calvin Pace and Sione Pouha),3.450,2.900
4,2:48,,,,24,31,Timeout #2 by New York Jets,0.000,2.900
4,2:48,2,10,NYJ 32,24,31,Michael Bush left guard for 1 yard (tackle by Bart Scott),2.900,2.340
4,2:43,,,,24,31,Timeout #3 by New York Jets,0.000,2.340
4,2:43,3,9,NYJ 31,24,31,Jason Campbell pass incomplete deep right intended for Darrius Heyward-Bey,2.340,1.320
4,2:37,4,9,NYJ 31,24,34,Sebastian Janikowski 49 yard field goal good,1.320,3.000
4,,,,OAK 35,24,34,"Sebastian Janikowski kicks off 73 yards, returned by Joe McKnight for 50 yards (tackle by Taiwan Jones)",0.000,1.730
4,2:23,1,10,NYJ 42,24,34,Mark Sanchez pass incomplete short middle intended for Santonio Holmes (defended by Kamerion Wimbley),1.730,1.190
4,2:19,2,10,NYJ 42,24,34,Mark Sanchez pass complete short middle to Dustin Keller for 11 yards (tackle by Rolando McClain),1.190,2.460
4,2:00,1,10,OAK 47,24,34,Mark Sanchez pass complete short right to Derrick Mason for 5 yards (tackle by Stanford Routt and Tyvon Branch),2.460,2.590
4,1:53,2,5,OAK 42,24,34,Mark Sanchez pass complete deep middle to Dustin Keller for 33 yards (tackle by Rolando McClain),2.590,5.140
4,1:32,1,9,OAK 9,24,34,Mark Sanchez pass incomplete short left intended for Plaxico Burress (defended by Chimdi Chekwa),5.140,4.380
4,1:15,2,9,OAK 9,24,34,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Jerome Boyd),4.380,3.360
4,1:11,3,9,OAK 9,24,34,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 7 yards (tackle by Tyvon Branch),3.360,3.250
4,0:52,4,2,OAK 2,24,34,Mark Sanchez up the middle for 1 yard (tackle by Richard Seymour),3.250,0.380
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,0:49,1,10,OAK 2,24,34,Jason Campbell up the middle for 1 yard,-0.380,-0.710
4,0:07,2,9,OAK 3,24,34,Jason Campbell kneels for -1 yards,-0.710,-1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
