Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
1,6:52,3,10,,0,0,Tim Tebow pass complete short middle to Eddie Royal for 7 yards (tackle by Kevin Burnett). Penalty on Ryan Clady: Illegal Formation (Declined),1.030,0.400
1,6:36,4,3,MIA 43,0,0,"Britton Colquitt punts 30 yards, fair catch by Davone Bess",0.400,0.320
1,6:28,1,10,MIA 13,0,0,Matt Moore pass incomplete short right intended for Davone Bess,-0.320,-0.770
1,6:21,2,10,MIA 13,0,0,Reggie Bush left guard for 4 yards (tackle by Andre' Goodman),-0.770,-0.940
1,5:40,3,6,MIA 17,0,0,Matt Moore sacked by Brian Dawkins for -11 yards,-0.940,-2.490
1,5:08,4,17,MIA 6,0,0,"Brandon Fields punts 37 yards, returned by Quan Cosby for 2 yards (tackle by Koa Misi)",-2.490,-2.850
1,4:57,1,10,MIA 41,0,0,Willis McGahee up the middle for 3 yards (tackle by Karlos Dansby),2.850,2.710
1,4:25,2,7,MIA 38,0,0,Willis McGahee right tackle for 12 yards (tackle by Cameron Wake),2.710,3.840
1,3:44,1,10,MIA 26,0,0,Willis McGahee right tackle for -2 yards (tackle by Paul Soliai),3.840,3.030
1,3:06,2,12,MIA 28,0,0,Tim Tebow pass complete short middle to Knowshon Moreno for 1 yard (tackle by Karlos Dansby),3.030,2.480
1,2:19,3,11,MIA 27,0,0,Tim Tebow sacked by Jared Odrick for -4 yards,2.480,1.320
1,1:45,4,15,MIA 31,0,0,Matt Prater 49 yard field goal no good,1.320,-1.530
1,1:40,1,10,MIA 39,0,0,Matt Moore pass complete short left to Brandon Marshall for 9 yards (tackle by Wesley Woodyard),1.530,2.200
1,1:13,2,1,MIA 48,0,0,Matt Moore pass complete short right to Brian Hartline for 14 yards (tackle by Jonathan Wilhite),2.200,3.050
1,0:47,1,10,DEN 38,0,0,Matt Moore pass complete short left to Brandon Marshall for 8 yards,3.050,3.590
1,0:33,2,2,DEN 30,0,0,Daniel Thomas right guard for 5 yards (tackle by D.J. Williams),3.590,3.910
1,0:07,1,10,DEN 25,0,0,Matt Moore pass incomplete short left intended for Davone Bess,3.910,3.360
1,0:01,2,10,DEN 25,0,0,Matt Moore pass complete short left to Davone Bess for 5 yards (tackle by Jonathan Wilhite),3.360,3.340
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,DEN 20,0,0,"Penalty on Ryan McBean: Encroachment, 5 yards (no play)",3.340,4.580
2,15:00,1,10,DEN 15,0,0,Matt Moore pass complete short left to Daniel Thomas for -5 yards (tackle by Ryan McBean),4.580,3.350
2,14:29,2,15,DEN 20,0,0,Matt Moore pass incomplete short middle intended for Daniel Thomas,3.350,2.680
2,14:23,3,15,DEN 20,0,0,Matt Moore pass incomplete short middle intended for Daniel Thomas,2.680,2.120
2,14:18,4,15,DEN 20,0,3,Dan Carpenter 38 yard field goal good,2.120,3.000
2,,,,MIA 35,0,3,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
2,14:14,1,10,DEN 20,0,3,Willis McGahee right tackle for 4 yards (tackle by Kevin Burnett and Paul Soliai),0.280,0.270
2,13:35,2,6,DEN 24,0,3,Tim Tebow pass complete short left to Spencer Larsen for 16 yards (tackle by Jimmy Wilson),0.270,1.600
2,12:54,1,10,DEN 40,0,3,Willis McGahee left guard for 12 yards (tackle by Will Allen),1.600,2.390
2,12:18,1,10,MIA 48,0,3,Knowshon Moreno left tackle for 13 yards (tackle by Tyrone Culver),2.390,3.250
2,11:51,1,10,MIA 35,0,3,Knowshon Moreno right tackle for 6 yards (tackle by Kevin Burnett),3.250,3.510
2,11:16,2,4,MIA 29,0,3,Willis McGahee right end for 3 yards (tackle by Yeremiah Bell),3.510,3.200
2,10:39,3,1,MIA 26,0,3,Willis McGahee right guard for no gain (tackle by Tony McDaniel),3.200,1.890
2,9:49,4,1,MIA 26,0,3,Matt Prater 43 yard field goal no good,1.890,-1.140
2,9:43,1,10,MIA 33,0,3,Reggie Bush left tackle for 5 yards (tackle by Jason Hunter and D.J. Williams),1.140,1.270
2,9:17,2,5,MIA 38,0,3,Reggie Bush left end for 12 yards (tackle by Von Miller),1.270,2.260
2,8:47,1,10,,0,3,Reggie Bush left end for no gain (tackle by Ryan McBean),2.260,1.710
2,8:16,2,10,,0,3,Matt Moore pass complete short middle to Reggie Bush for -2 yards (tackle by Von Miller),1.710,0.760
2,7:28,,,,0,3,Timeout #1 by Miami Dolphins,0.000,0.760
2,7:28,3,12,MIA 48,0,3,Matt Moore pass complete short right to Davone Bess for 6 yards (tackle by Jonathan Wilhite),0.760,0.200
2,7:04,4,6,DEN 46,0,3,"Brandon Fields punts 36 yards, fair catch by Quan Cosby",0.200,0.380
2,6:55,1,10,DEN 10,0,3,Willis McGahee left tackle for no gain (tackle by Will Allen),-0.380,-0.780
2,6:17,2,10,DEN 10,0,3,Tim Tebow pass incomplete deep left intended for Eddie Royal,-0.780,-1.420
2,6:09,,,,0,3,Timeout #2 by Miami Dolphins,0.000,-1.420
2,6:09,3,10,DEN 10,0,3,"Tim Tebow pass incomplete short middle intended for Demaryius Thomas. Penalty on Yeremiah Bell: Roughing the Passer, 15 yards (no play)",-1.420,0.610
2,6:03,1,10,DEN 25,0,3,"Willis McGahee left tackle for 8 yards (tackle by Tyrone Culver). Willis McGahee fumbles (forced by Tyrone Culver), recovered by Yeremiah Bell at DEN-40",0.610,-2.920
2,5:54,1,10,DEN 40,0,3,Reggie Bush left end for 3 yards (tackle by Champ Bailey and Von Miller),2.920,2.780
2,5:14,2,7,DEN 37,0,3,Daniel Thomas left tackle for 14 yards (tackle by Quinton Carter),2.780,4.040
2,4:36,1,10,DEN 23,0,3,Daniel Thomas right tackle for no gain (tackle by Brodrick Bunkley),4.040,3.500
2,3:59,2,10,DEN 23,0,3,Matt Moore pass complete short right to Brandon Marshall for 7 yards (tackle by Champ Bailey),3.500,3.850
2,3:18,3,3,DEN 16,0,3,"Matt Moore for no gain. Marlon Moore fumbles, recovered by Marlon Moore at DEN-18",3.850,2.300
2,2:46,4,5,DEN 18,0,6,Dan Carpenter 36 yard field goal good,2.300,3.000
2,,,,MIA 35,0,6,"Dan Carpenter kicks off 74 yards, touchback. Penalty on Marvin Mitchell: Offside on Free Kick, 5 yards",0.000,0.610
2,2:41,1,10,DEN 25,0,6,"Tim Tebow pass incomplete short left intended for Knowshon Moreno. Penalty on Zane Beadles: Ineligible Downfield Pass, 5 yards (no play)",0.610,0.280
2,2:35,1,15,DEN 20,0,6,Willis McGahee left guard for 5 yards (tackle by Randy Starks),0.280,0.060
2,2:00,2,10,DEN 25,0,6,"Tim Tebow pass complete short left to Eric Decker for no gain. Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",0.060,-1.430
2,1:52,2,20,DEN 15,0,6,Tim Tebow right guard for 21 yards (tackle by Karlos Dansby),-1.430,1.330
2,0:59,1,10,DEN 36,0,6,Tim Tebow sacked by Yeremiah Bell for -8 yards,1.330,-0.290
2,0:51,,,,0,6,Timeout #1 by Denver Broncos,0.000,-0.290
2,0:51,2,18,DEN 28,0,6,Tim Tebow right tackle for 4 yards (tackle by Jason Taylor),-0.290,-0.430
2,0:41,3,14,DEN 32,0,6,"Tim Tebow left guard for -6 yards (tackle by Kendall Langford). Tim Tebow fumbles (forced by Kendall Langford), recovered by Matt Willis at DEN-26",-0.430,-1.630
2,0:25,,,,0,6,Timeout #3 by Miami Dolphins,0.000,-1.630
2,0:25,4,20,DEN 26,0,6,"Britton Colquitt punts 38 yards, fair catch by Davone Bess",-1.630,-1.330
2,0:17,1,10,MIA 36,0,6,Reggie Bush right end for 4 yards (tackle by Brian Dawkins and Wesley Woodyard),1.330,1.330
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,0,6,"Dan Carpenter kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,0,6,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,0.280,-0.270
3,14:53,2,10,DEN 20,0,6,Willis McGahee up the middle for 5 yards (tackle by Karlos Dansby),-0.270,-0.300
3,14:16,3,5,DEN 25,0,6,Tim Tebow sacked by Cameron Wake for -4 yards,-0.300,-1.960
3,13:41,4,9,DEN 21,0,6,"Britton Colquitt punts 50 yards, returned by Reggie Bush for 14 yards (tackle by Chris Harris)",-1.960,-1.800
3,13:27,1,10,MIA 43,0,6,Matt Moore pass incomplete short middle intended for Davone Bess,1.800,1.250
3,13:23,2,10,MIA 43,0,6,Matt Moore sacked by Von Miller for -3 yards,1.250,0.170
3,12:42,3,13,MIA 40,0,6,Matt Moore pass complete short right to Davone Bess for 7 yards (tackle by Jonathan Wilhite),0.170,-0.260
3,12:05,4,6,MIA 47,0,6,Brandon Fields punts 50 yards,-0.260,0.380
3,11:55,1,10,DEN 3,0,6,"Willis McGahee left tackle for 7 yards (tackle by Sean Smith). Penalty on Willis McGahee: Face Mask (15 Yards), 5 yards",-0.380,-0.300
3,11:15,1,8,DEN 5,0,6,Willis McGahee right end for 1 yard (tackle by Sean Smith),-0.300,-0.560
3,10:52,2,7,DEN 6,0,6,Willis McGahee left tackle for 2 yards (tackle by Koa Misi and Karlos Dansby),-0.560,-0.840
3,10:13,3,5,DEN 8,0,6,Tim Tebow up the middle for 4 yards (tackle by Jared Odrick),-0.840,-2.490
3,9:25,4,1,DEN 12,0,6,"Britton Colquitt punts 62 yards, returned by Reggie Bush for 16 yards (tackle by Wesley Woodyard)",-2.490,-1.730
3,9:11,1,10,MIA 42,0,6,Daniel Thomas left tackle for 4 yards (tackle by Andre' Goodman and D.J. Williams),1.730,1.730
3,8:28,2,6,MIA 46,0,6,Daniel Thomas right end for no gain (tackle by Wesley Woodyard),1.730,1.030
3,7:44,3,6,MIA 46,0,6,Matt Moore pass incomplete short right intended for Brandon Marshall,1.030,-0.320
3,7:40,4,6,MIA 46,0,6,"Brandon Fields punts 54 yards, touchback",-0.320,-0.280
3,7:30,1,10,DEN 20,0,6,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,0.280,-0.270
3,7:24,2,10,DEN 20,0,6,Knowshon Moreno up the middle for 2 yards (tackle by Paul Soliai),-0.270,-0.690
3,6:41,3,8,DEN 22,0,6,Tim Tebow pass incomplete deep left intended for Eric Decker,-0.690,-1.900
3,6:34,4,8,DEN 22,0,6,"Penalty on Dante Rosario: False Start, 5 yards (no play)",-1.900,-2.320
3,6:34,4,13,DEN 17,0,6,"Britton Colquitt punts 55 yards, fair catch by Davone Bess",-2.320,-0.810
3,6:25,1,10,MIA 28,0,6,Matt Moore pass complete short left to Reggie Bush for 6 yards (tackle by Jonathan Wilhite),0.810,1.070
3,5:46,2,4,MIA 34,0,6,Reggie Bush left tackle for 3 yards (tackle by Mitch Unrein),1.070,0.760
3,5:05,,,,0,6,Timeout #1 by Miami Dolphins,0.000,0.760
3,5:05,3,1,MIA 37,0,6,Matt Moore pass complete short right to Davone Bess for 4 yards (tackle by Jonathan Wilhite),0.760,1.660
3,4:23,1,10,MIA 41,0,6,Matt Moore pass complete short middle to Davone Bess for 12 yards (tackle by Quinton Carter),1.660,2.460
3,3:37,1,10,DEN 47,0,6,Daniel Thomas left guard for 6 yards (tackle by Joe Mays),2.460,2.720
3,2:59,2,4,DEN 41,0,6,Daniel Thomas up the middle for -2 yards (tackle by Brodrick Bunkley),2.720,1.750
3,2:17,3,6,DEN 43,0,6,Matt Moore pass complete short middle to Brandon Marshall for 12 yards (tackle by Jonathan Wilhite),1.750,3.510
3,1:36,1,10,DEN 31,0,6,Daniel Thomas right tackle for no gain (tackle by Brian Dawkins),3.510,2.970
3,0:55,2,10,DEN 31,0,6,Matt Moore pass complete short left to Davone Bess for 13 yards (tackle by Jonathan Wilhite),2.970,4.370
3,0:15,1,10,DEN 18,0,6,Daniel Thomas right tackle for 2 yards (tackle by Marcus Thomas),4.370,4.090
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DEN 16,0,12,"Matt Moore pass complete short right to Anthony Fasano for 16 yards, touchdown",4.090,7.000
4,,,,,0,12,"Two Point Attempt: Matt Moore pass incomplete intended for Brandon Marshall, conversion fails",1.000,-1.000
4,,,,MIA 35,0,12,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,14:54,1,10,DEN 20,0,12,Knowshon Moreno up the middle for 6 yards (tackle by Yeremiah Bell),0.280,0.540
4,14:24,2,4,DEN 26,0,12,Lance Ball left guard for 5 yards (tackle by Kendall Langford and Tony McDaniel),0.540,1.000
4,13:45,1,10,DEN 31,0,12,Tim Tebow pass incomplete deep left intended for Dante Rosario,1.000,0.460
4,13:38,2,10,DEN 31,0,12,Knowshon Moreno up the middle for -1 yards (tackle by Will Allen),0.460,-0.360
4,12:56,3,11,DEN 30,0,12,Tim Tebow pass incomplete deep right intended for Eddie Royal,-0.360,-1.370
4,12:49,4,11,DEN 30,0,12,Britton Colquitt punts 45 yards,-1.370,-0.610
4,12:39,1,10,MIA 25,0,12,Daniel Thomas right tackle for 2 yards (tackle by Joe Mays),0.610,0.330
4,11:57,2,8,MIA 27,0,12,Matt Moore pass complete short left to Charles Clay for 29 yards (tackle by Joe Mays),0.330,2.650
4,11:11,1,10,DEN 44,0,12,Daniel Thomas up the middle for 3 yards (tackle by Elvis Dumervil),2.650,2.520
4,10:29,2,7,DEN 41,0,12,Matt Moore pass incomplete short right intended for Daniel Thomas,2.520,1.820
4,10:24,3,7,DEN 41,0,12,Matt Moore pass complete short middle to Brian Hartline for 15 yards (tackle by Andre' Goodman),1.820,3.840
4,9:39,1,10,DEN 26,0,12,Reggie Bush right guard for 2 yards (tackle by Robert Ayers and Ryan McBean),3.840,3.570
4,8:55,2,8,DEN 24,0,12,Daniel Thomas left tackle for 2 yards (tackle by Joe Mays),3.570,3.140
4,8:08,3,6,DEN 22,0,12,Matt Moore sacked by Brian Dawkins for -3 yards,3.140,1.800
4,7:39,4,9,DEN 25,0,15,Dan Carpenter 43 yard field goal good,1.800,3.000
4,,,,MIA 35,0,15,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,7:34,1,10,DEN 20,0,15,Tim Tebow pass incomplete short left intended for Demaryius Thomas,0.280,-0.270
4,7:28,2,10,DEN 20,0,15,Tim Tebow pass complete short middle to Eric Decker for 16 yards (tackle by Sean Smith),-0.270,1.330
4,7:03,1,10,DEN 36,0,15,Tim Tebow pass incomplete deep left intended for Daniel Fells,1.330,0.790
4,6:56,2,10,DEN 36,0,15,Tim Tebow pass incomplete short middle intended for Daniel Fells,0.790,0.100
4,6:48,3,10,DEN 36,0,15,Tim Tebow sacked by Cameron Wake for -5 yards,0.100,-1.310
4,6:04,4,15,DEN 31,0,15,"Britton Colquitt punts 51 yards, returned by Davone Bess for 15 yards (tackle by David Bruton)",-1.310,-1.140
4,5:50,1,10,MIA 33,0,15,Daniel Thomas right guard for no gain (tackle by Joe Mays),1.140,0.590
4,5:45,,,,0,15,Timeout #1 by Denver Broncos,0.000,0.590
4,5:45,2,10,MIA 33,0,15,Daniel Thomas right guard for 3 yards (tackle by Brodrick Bunkley),0.590,0.300
4,5:39,,,,0,15,Timeout #2 by Denver Broncos,0.000,0.300
4,5:38,3,7,MIA 36,0,15,Daniel Thomas left tackle for no gain (tackle by Brodrick Bunkley and Ryan McBean),0.300,-0.980
4,5:34,,,,0,15,Timeout #3 by Denver Broncos,0.000,-0.980
4,5:34,4,7,MIA 36,0,15,"Brandon Fields punts 64 yards, touchback",-0.980,-0.280
4,5:23,1,10,DEN 20,0,15,Tim Tebow pass complete short right to Demaryius Thomas for 15 yards (tackle by Sean Smith),0.280,1.270
4,5:06,1,10,DEN 35,0,15,Tim Tebow pass complete short middle to Knowshon Moreno for 9 yards (tackle by Kevin Burnett),1.270,1.940
4,4:43,2,1,DEN 44,0,15,Tim Tebow pass incomplete deep left intended for Demaryius Thomas (defended by Cameron Wake),1.940,1.220
4,4:35,3,1,DEN 44,0,15,Lance Ball right tackle for 2 yards (tackle by Jared Odrick),1.220,1.990
4,4:07,1,10,DEN 46,0,15,Tim Tebow pass complete deep middle to Matt Willis for 42 yards (tackle by Tyrone Culver),1.990,4.780
4,3:26,1,10,MIA 12,0,15,Tim Tebow sacked by Jason Taylor for -6 yards,4.780,3.310
4,3:04,2,16,MIA 18,0,15,Tim Tebow right end for 13 yards (tackle by Karlos Dansby),3.310,4.610
4,2:52,3,3,MIA 5,6,15,"Tim Tebow pass complete short right to Demaryius Thomas for 5 yards, touchdown",4.610,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,MIA 2,7,15,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,7,15,"Matt Prater kicks onside 9 yards, recovered by Virgil Green (onside kick successful)",0.000,1.860
4,2:41,1,10,DEN 44,7,15,Tim Tebow pass complete short left to Demaryius Thomas for 7 yards (tackle by Sean Smith),1.860,2.260
4,2:18,2,3,MIA 49,7,15,Knowshon Moreno right guard for 2 yards (tackle by Kevin Burnett),2.260,1.820
4,2:00,3,1,MIA 47,7,15,Tim Tebow right tackle for 4 yards (tackle by Yeremiah Bell),1.820,2.720
4,1:40,1,10,MIA 43,7,15,Tim Tebow pass incomplete short right intended for Demaryius Thomas,2.720,2.180
4,1:32,2,10,MIA 43,7,15,Tim Tebow pass complete short left to Eddie Royal for 7 yards (tackle by Sean Smith),2.180,2.410
4,1:07,3,3,MIA 36,7,15,Tim Tebow pass complete short right to Eric Decker for 5 yards (tackle by Sean Smith),2.410,3.510
4,1:02,1,10,MIA 31,7,15,Tim Tebow pass incomplete short right intended for Matt Willis,3.510,2.970
4,0:56,2,10,MIA 31,7,15,Tim Tebow pass complete deep middle to Daniel Fells for 28 yards (tackle by Kevin Burnett),2.970,6.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:29,1,3,MIA 3,7,15,Tim Tebow pass incomplete short right intended for Demaryius Thomas,6.510,5.530
4,0:25,2,3,MIA 3,13,15,"Tim Tebow pass complete short right to Daniel Fells for 3 yards, touchdown",5.530,7.000
4,0:17,,,,13,15,Timeout #3 by Miami Dolphins,0.000,0.000
4,,,,,15,15,"Two Point Attempt: Tim Tebow right tackle, conversion succeeds",1.000,1.000
4,,,,DEN 35,15,15,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,0:17,1,10,MIA 20,15,15,Matt Moore kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
,,,,,,,"Dolphins won the coin toss, Dolphins to receive the overtime kickoff.",,
OT,,,,DEN 35,15,15,"Matt Prater kicks off 72 yards, touchback",0.000,0.280
OT,15:00,1,10,MIA 20,15,15,Matt Moore pass incomplete short right intended for Brandon Marshall (defended by Chris Harris),0.280,-0.270
OT,14:55,2,10,MIA 20,15,15,Matt Moore pass complete short right to Brandon Marshall for 9 yards (tackle by Champ Bailey),-0.270,0.230
OT,14:16,3,1,MIA 29,15,15,Daniel Thomas right guard for no gain (tackle by Marcus Thomas),0.230,-1.440
OT,13:37,4,1,MIA 29,15,15,"Brandon Fields punts 48 yards, returned by Quan Cosby for 22 yards (tackle by Marlon Moore)",-1.440,-1.930
OT,13:25,1,10,DEN 45,15,15,Lance Ball left guard for 5 yards (tackle by Kevin Burnett),1.930,2.060
OT,12:59,2,5,,15,15,Knowshon Moreno up the middle for no gain (tackle by Karlos Dansby),2.060,1.360
OT,12:35,3,5,,15,15,Tim Tebow sacked by Randy Starks for -3 yards,1.360,-0.260
OT,11:58,4,8,DEN 47,15,15,"Britton Colquitt punts 38 yards, fair catch by Davone Bess",-0.260,0.220
OT,11:48,1,10,MIA 15,15,15,Matt Moore pass incomplete deep middle intended for Davone Bess (defended by Chris Harris),-0.220,-0.710
OT,11:41,2,10,MIA 15,15,15,Matt Moore pass complete deep middle to Brandon Marshall for 16 yards (tackle by Champ Bailey),-0.710,1.000
OT,11:04,1,10,MIA 31,15,15,Daniel Thomas right guard for 8 yards (tackle by Brian Dawkins),1.000,1.540
OT,10:29,2,2,MIA 39,15,15,Daniel Thomas up the middle for 4 yards (tackle by D.J. Williams),1.540,1.800
OT,9:53,1,10,MIA 43,15,15,"Matt Moore sacked by D.J. Williams for -8 yards. Marlon Moore fumbles (forced by D.J. Williams), recovered by D.J. Williams at MIA-36 (tackle by Marlon Moore)",1.800,-3.180
OT,9:30,1,10,MIA 36,15,15,Lance Ball right tackle for 1 yard (tackle by Koa Misi),3.180,2.770
OT,8:53,2,9,MIA 35,15,15,Lance Ball left guard for 1 yard (tackle by Paul Soliai),2.770,2.210
OT,8:13,3,8,MIA 34,15,15,Lance Ball right end for no gain (tackle by Cameron Wake),2.210,1.060
OT,7:29,,,,15,15,Timeout #1 by Miami Dolphins,0.000,1.060
OT,7:29,4,8,MIA 34,18,15,Matt Prater 52 yard field goal good,1.060,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
