#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:25,CHI 22,6,3:48,18,Punt
2,1,4:21,CHI 32,1,0:09,0,Interception
3,1,2:19,CHI 29,3,1:36,1,Punt
4,2,12:00,CHI 20,7,3:48,80,Touchdown
5,2,1:51,CHI 20,7,1:02,73,Field Goal
6,3,15:00,CHI 26,3,1:33,-9,Punt
7,3,11:55,CHI 21,3,0:54,-2,Punt
8,3,6:32,CHI 20,3,0:49,-8,Punt
9,3,4:05,CHI 2,6,3:02,16,Punt
10,4,12:49,CHI 17,2,0:47,15,Interception
11,4,11:56,GNB 32,1,0:10,32,Touchdown
12,4,9:27,CHI 45,3,2:22,-16,Punt
13,4,3:55,CHI 32,5,1:40,20,Downs
14,4,0:51,CHI 10,3,0:51,25,End of Game
