Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
1,8:20,4,29,NOR 34,0,0,"Steve Weatherford punts 40 yards, returned by Devin Hester for 14 yards (tackle by Mark Simoneau)",-1.110,-1.600
1,8:06,1,10,CHI 40,0,0,Thomas Jones right guard for 1 yard (tackle by Brian Young),1.600,1.190
1,7:32,2,9,CHI 41,0,0,Rex Grossman pass incomplete deep left intended for Bernard Berrian (defended by Fred Thomas),1.190,0.500
1,7:25,3,9,CHI 41,0,0,Rex Grossman pass incomplete short left intended for Muhsin Muhammad,0.500,-0.650
1,7:20,4,9,CHI 41,0,0,"Brad Maynard punts 39 yards, returned by Reggie Bush for 8 yards (tackle by Patrick Mannelly)",-0.650,-0.810
1,7:12,1,10,NOR 28,0,0,Deuce McAllister left guard for -1 yards (tackle by Lance Briggs),0.810,0.130
1,6:36,2,11,NOR 27,0,0,Drew Brees pass complete short left to Billy Miller for 9 yards (tackle by Charles Tillman),0.130,0.630
1,6:03,,,,0,0,Timeout #1 by New Orleans Saints,0.000,0.630
1,6:03,3,2,NOR 36,0,0,Drew Brees pass complete short left to Reggie Bush for 6 yards (tackle by Lance Briggs),0.630,1.730
1,5:38,1,10,NOR 42,0,0,"Drew Brees pass complete short middle to Marques Colston for 8 yards (tackle by Chris Harris). Marques Colston fumbles (forced by Chris Harris), recovered by Nathan Vasher at 50 and returned for 14 yards (tackle by Jon Stinchcomb)",1.730,-3.180
1,5:25,1,10,NOR 36,0,0,Cedric Benson left end for 5 yards (tackle by Brian Young and Scott Fujita),3.180,3.310
1,4:51,2,5,NOR 31,0,0,Cedric Benson left guard for 2 yards (tackle by Scott Shanle and Josh Bullocks),3.310,2.870
1,4:16,3,3,NOR 29,0,0,Rashied Davis left end for 16 yards (tackle by Will Smith),2.870,4.710
1,3:48,1,10,NOR 13,0,0,Cedric Benson right tackle for 5 yards (tackle by Mark Simoneau),4.710,4.960
1,3:12,2,5,NOR 8,0,0,Rex Grossman pass complete short right to Jason McKie for 4 yards (tackle by Scott Shanle),4.960,5.010
1,2:46,3,1,NOR 4,0,0,Cedric Benson right tackle for no gain (tackle by Jay Bellamy),5.010,3.040
1,2:16,,,,0,0,Timeout #1 by Chicago Bears,0.000,3.040
1,2:16,4,1,NOR 4,0,0,Cedric Benson right guard for 1 yard (tackle by Danny Clark and Hollis Thomas),3.040,6.510
1,1:28,1,3,NOR 3,0,0,Rex Grossman pass incomplete short middle intended for Desmond Clark,6.510,5.530
1,1:23,2,3,NOR 3,0,0,Cedric Benson right guard for 2 yards (tackle by Jay Bellamy and Hollis Thomas),5.530,5.170
1,0:49,3,1,NOR 1,0,0,Rex Grossman pass incomplete short left intended for Jason McKie (defended by Danny Clark),5.170,3.550
1,0:44,4,1,NOR 1,0,3,Robbie Gould 19 yard field goal good,3.550,3.000
1,,,,CHI 30,0,3,"Robbie Gould kicks off 64 yards, returned by Michael Lewis for 21 yards (tackle by Adrian Peterson). Michael Lewis fumbles (forced by Adrian Peterson), recovered by Danieal Manning at NOR-30",0.000,-3.580
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
1,0:33,1,10,NOR 30,0,3,Rex Grossman pass complete short left to John Gilmore for 3 yards (tackle by Scott Shanle),3.580,3.440
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 27,0,3,Cedric Benson right end for 5 yards (tackle by Josh Bullocks),3.440,3.400
2,14:25,3,2,NOR 22,0,3,Cedric Benson right guard for -3 yards (tackle by Brian Young),3.400,1.850
2,13:45,4,5,NOR 25,0,6,Robbie Gould 43 yard field goal good,1.850,3.000
2,,,,CHI 30,0,6,"Robbie Gould kicks off 67 yards, returned by Michael Lewis for 21 yards (tackle by Israel Idonije)",0.000,0.540
2,13:36,1,10,NOR 24,0,6,"Drew Brees pass complete short right to Terrance Copper for 7 yards (tackle by Nathan Vasher). Penalty on Terrance Copper: Offensive Pass Interfere, 10 yards (no play)",0.540,-0.500
2,13:16,1,20,NOR 14,0,6,Drew Brees pass incomplete short left intended for Marques Colston,-0.500,-1.470
2,13:13,2,20,NOR 14,0,6,Reggie Bush right guard for 1 yard (tackle by Brian Urlacher and Ian Scott),-1.470,-2.250
2,12:33,3,19,NOR 15,0,6,Drew Brees pass incomplete deep middle intended for Marques Colston,-2.250,-2.440
2,12:27,4,19,NOR 15,0,6,"Steve Weatherford punts 44 yards, returned by Devin Hester for 10 yards (tackle by Kevin Houser)",-2.440,-2.320
2,12:17,1,10,NOR 49,0,6,Cedric Benson right end for no gain (tackle by Scott Shanle),2.320,1.780
2,11:47,2,10,NOR 49,0,6,Rex Grossman pass complete deep right to Desmond Clark for 30 yards (tackle by Jay Bellamy),1.780,4.310
2,11:03,1,10,NOR 19,0,6,Cedric Benson right guard for 7 yards (tackle by Scott Shanle),4.310,4.920
2,10:28,2,3,NOR 12,0,6,Cedric Benson right guard for 4 yards (tackle by Jay Bellamy and Mark Simoneau),4.920,5.370
2,9:52,1,8,NOR 8,0,6,Cedric Benson right tackle for 2 yards (tackle by Brian Young and Bryan Scott),5.370,4.950
2,9:05,2,6,NOR 6,0,6,Rex Grossman pass incomplete short right intended for Thomas Jones,4.950,4.040
2,9:01,3,6,NOR 6,0,6,Rex Grossman pass incomplete short right intended for Bernard Berrian,4.040,2.990
2,8:55,4,6,NOR 6,0,9,Robbie Gould 24 yard field goal good,2.990,3.000
2,,,,CHI 30,0,9,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
2,8:52,1,10,NOR 20,0,9,Deuce McAllister right tackle for 5 yards (tackle by Tank Johnson),0.280,0.410
2,8:09,2,5,NOR 25,0,9,Drew Brees pass incomplete short right intended for Deuce McAllister,0.410,-0.300
2,8:04,3,5,NOR 25,0,9,Drew Brees right end for 8 yards (tackle by Danieal Manning),-0.300,1.140
2,7:26,1,10,NOR 33,0,9,Drew Brees pass complete short middle to Reggie Bush for 2 yards (tackle by Brian Urlacher),1.140,0.860
2,6:47,2,8,NOR 35,0,9,Drew Brees pass complete short middle to Deuce McAllister for 5 yards (tackle by Hunter Hillenmeyer),0.860,0.830
2,6:05,3,3,NOR 40,0,9,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Charles Tillman),0.830,-0.720
2,6:00,4,3,NOR 40,0,9,Steve Weatherford punts 29 yards,-0.720,-1.000
2,5:51,1,10,CHI 31,0,9,Thomas Jones left guard for 14 yards (tackle by Jay Bellamy),1.000,1.930
2,5:20,1,10,CHI 45,0,9,Thomas Jones right tackle for 2 yards (tackle by Mark Simoneau),1.930,1.650
2,4:46,2,8,CHI 47,0,9,"Thomas Jones right tackle for 33 yards (tackle by Mike McKenzie). Thomas Jones fumbles (forced by Mike McKenzie), ball out of bounds at NOR-20",1.650,4.240
2,4:14,1,10,NOR 20,0,9,Thomas Jones right tackle for 7 yards (tackle by Josh Bullocks),4.240,4.830
2,3:38,2,3,NOR 13,0,9,Thomas Jones right guard for 2 yards (tackle by Scott Fujita and Brian Young),4.830,4.590
2,3:03,3,1,NOR 11,0,9,Thomas Jones right tackle for 2 yards (tackle by Scott Fujita and Hollis Thomas),4.590,5.140
2,2:21,1,9,NOR 9,0,9,Thomas Jones right guard for 7 yards (tackle by Jay Bellamy),5.140,5.720
2,2:00,2,2,NOR 2,0,15,"Thomas Jones right tackle for 2 yards, touchdown",5.720,7.000
2,,,,NOR 2,0,16,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,0,16,"Robbie Gould kicks off 60 yards, returned by Michael Lewis for 17 yards (tackle by Adrian Peterson)",0.000,0.740
2,1:50,1,10,NOR 27,0,16,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Brian Urlacher),0.740,0.200
2,1:46,2,10,NOR 27,0,16,Drew Brees pass incomplete short left intended for Reggie Bush,0.200,-0.490
2,1:37,3,10,NOR 27,0,16,Drew Brees pass complete deep middle to Marques Colston for 29 yards (tackle by Chris Harris),-0.490,2.650
2,1:15,1,10,CHI 44,0,16,Drew Brees pass complete deep middle to Devery Henderson for 17 yards (tackle by Chris Harris),2.650,3.780
2,1:06,,,,0,16,Timeout #3 by New Orleans Saints,0.000,3.780
2,1:06,1,10,CHI 27,0,16,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Ricky Manning),3.780,3.910
2,1:02,2,5,CHI 22,0,16,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",3.910,3.230
2,1:02,2,10,CHI 27,0,16,Drew Brees pass incomplete deep left intended for Devery Henderson,3.230,2.540
2,0:56,3,10,CHI 27,0,16,Drew Brees pass complete short left to Terrance Copper for 14 yards (tackle by Nathan Vasher),2.540,4.710
2,0:51,1,10,CHI 13,6,16,"Drew Brees pass complete short right to Marques Colston for 13 yards, touchdown",4.710,7.000
2,,,,CHI 2,7,16,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,,,"Billy Cundiff kicks off 55 yards, returned by Devin Hester for 19 yards (tackle by Jamal Jones)",,
2,0:40,1,10,CHI 34,7,16,Thomas Jones left end for 4 yards (tackle by Fred Thomas),1.200,1.200
2,0:16,2,6,CHI 38,7,16,Rex Grossman pass incomplete short left intended for Bernard Berrian,1.200,0.500
2,0:12,3,6,CHI 38,7,16,Rex Grossman kneels for -1 yards,0.500,-0.910
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,7,16,"Billy Cundiff kicks off 61 yards, returned by Devin Hester for 15 yards (tackle by Bryan Scott)",0.000,0.540
3,14:53,1,10,CHI 24,7,16,Rex Grossman pass complete deep left to Bernard Berrian for 17 yards (tackle by Jay Bellamy),0.540,1.660
3,14:15,1,10,CHI 41,7,16,Rex Grossman pass incomplete deep left intended for Bernard Berrian,1.660,1.120
3,14:08,2,10,CHI 41,7,16,Thomas Jones left tackle for 2 yards (tackle by Brian Young and Josh Bullocks),1.120,0.700
3,13:32,3,8,CHI 43,7,16,Rex Grossman pass incomplete short left intended for Muhsin Muhammad,0.700,-0.520
3,13:27,4,8,CHI 43,7,16,"Brad Maynard punts 48 yards, returned by Michael Lewis for 34 yards (tackle by Brendon Ayanbadejo). Penalty on Bryan Scott: Illegal Block Above the , 7 yards",-0.520,0.380
3,13:13,1,10,NOR 7,7,16,Drew Brees pass complete short left to Terrance Copper for 5 yards (tackle by Charles Tillman),-0.380,-0.420
3,12:35,2,5,NOR 12,13,16,"Drew Brees pass complete deep left to Reggie Bush for 88 yards, touchdown",-0.420,7.000
3,,,,CHI 2,14,16,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,14,16,Billy Cundiff kicks off 60 yards,0.000,1.600
3,12:20,1,10,CHI 40,14,16,Thomas Jones left tackle for -2 yards (tackle by Will Smith),1.600,0.780
3,11:47,2,12,CHI 38,14,16,Rex Grossman pass incomplete short middle intended for Thomas Jones,0.780,0.100
3,11:43,3,12,CHI 38,14,16,Rex Grossman pass incomplete short middle intended for Muhsin Muhammad,0.100,-0.850
3,11:37,4,12,CHI 38,14,16,"Brad Maynard punts 44 yards, returned by Reggie Bush for no gain",-0.850,-0.040
3,11:25,1,10,NOR 18,14,16,Deuce McAllister left guard for 6 yards (tackle by Ian Scott and Adewale Ogunleye),0.040,0.410
3,10:42,2,4,NOR 24,14,16,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Charles Tillman),0.410,-0.400
3,10:36,3,4,NOR 24,14,16,Drew Brees pass complete short left to Mike Karney for 9 yards (tackle by Nathan Vasher),-0.400,1.140
3,9:58,1,10,NOR 33,14,16,Drew Brees pass complete short middle to Mark Campbell for 5 yards (tackle by Brian Urlacher),1.140,1.270
3,9:21,2,5,NOR 38,14,16,Drew Brees pass complete short right to Deuce McAllister for 15 yards (tackle by Brian Urlacher),1.270,2.460
3,8:37,1,10,CHI 47,14,16,Drew Brees pass complete short left to Deuce McAllister for 7 yards (tackle by Ian Scott and Hunter Hillenmeyer),2.460,2.860
3,7:59,2,3,CHI 40,14,16,Mike Karney right guard for 11 yards (tackle by Chris Harris and Alex Brown),2.860,3.640
3,7:20,1,10,CHI 29,14,16,Drew Brees pass incomplete short right intended for Terrance Copper (defended by Brian Urlacher),3.640,3.100
3,7:13,2,10,CHI 29,14,16,Drew Brees pass incomplete deep right intended for Terrance Copper,3.100,2.410
3,7:07,3,10,CHI 29,14,16,Drew Brees pass incomplete short left intended for Devery Henderson,2.410,1.500
3,7:02,4,10,CHI 29,14,16,Billy Cundiff 47 yard field goal no good,1.500,-1.400
3,6:57,1,10,CHI 37,14,16,Rex Grossman pass incomplete deep left intended for Rashied Davis,1.400,0.860
3,6:52,2,10,CHI 37,14,16,Cedric Benson right guard for -3 yards (tackle by Will Smith),0.860,-0.230
3,6:16,3,13,CHI 34,14,16,Rex Grossman pass complete short right to Bernard Berrian for 10 yards (tackle by Mike McKenzie),-0.230,-0.460
3,5:45,4,3,CHI 44,14,16,Brad Maynard punts 51 yards,-0.460,0.380
3,5:37,1,10,NOR 5,14,16,Drew Brees pass incomplete short right intended for Marques Colston,-0.380,-0.780
3,5:32,2,10,NOR 5,14,18,"Drew Brees pass incomplete intended for Mark Campbell, safety. Penalty on Drew Brees: Intentional Grounding, 5 yards",-0.780,-2.000
3,,,,NOR 20,14,18,"Steve Weatherford kicks off 49 yards, returned by Devin Hester for 5 yards (tackle by Steve Gleason)",0.000,1.330
3,5:23,1,10,CHI 36,14,18,Cedric Benson left tackle for 3 yards (tackle by Brian Young),1.330,1.200
3,4:51,2,7,CHI 39,14,18,Cedric Benson left guard for -5 yards (tackle by Will Smith),1.200,-0.160
3,4:13,3,12,CHI 34,14,18,Rex Grossman pass incomplete intended for Thomas Jones. Penalty on John Tait: Offensive Holding (Declined),-0.160,-1.110
3,4:08,4,12,CHI 34,14,18,"Brad Maynard punts 66 yards, touchback",-1.110,-0.280
3,3:58,1,10,NOR 20,14,18,Reggie Bush right tackle for 12 yards (tackle by Chris Harris),0.280,1.070
3,3:23,1,10,NOR 32,14,18,"Penalty on Billy Miller: False Start, 5 yards (no play)",1.070,0.740
3,3:07,1,15,NOR 27,14,18,Drew Brees pass complete short right to Mark Campbell for 1 yard (tackle by Nathan Vasher and Chris Harris),0.740,-0.010
3,2:31,2,14,NOR 28,14,18,Drew Brees pass complete short left to Billy Miller for 12 yards (tackle by Chris Harris),-0.010,0.890
3,2:05,3,2,NOR 40,14,18,Drew Brees pass incomplete short right intended for Mike Karney,0.890,-0.720
3,1:59,4,2,NOR 40,14,18,Steve Weatherford punts 45 yards,-0.720,0.220
3,1:47,1,10,CHI 15,14,18,Rex Grossman pass complete short left to Bernard Berrian for 13 yards (tackle by Fred Thomas),-0.220,0.810
3,1:22,1,10,CHI 28,14,18,Thomas Jones left end for 7 yards (tackle by Will Smith),0.810,1.210
3,0:46,2,3,CHI 35,14,18,Rex Grossman pass complete deep right to Muhsin Muhammad for 20 yards (tackle by Mike McKenzie),1.210,2.590
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 45,14,18,Rex Grossman pass complete short left to Bernard Berrian for 12 yards (tackle by Fred Thomas),2.590,3.380
4,14:32,1,10,NOR 33,14,24,"Rex Grossman pass complete deep left to Bernard Berrian for 33 yards, touchdown",3.380,7.000
4,,,,NOR 2,14,25,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,14,25,"Robbie Gould kicks off 55 yards, returned by Michael Lewis for 13 yards (tackle by Rod Wilson)",0.000,0.810
4,14:19,1,10,NOR 28,14,25,Deuce McAllister right guard for 2 yards (tackle by Alex Brown),0.810,0.530
4,13:45,2,8,NOR 30,14,25,"Drew Brees sacked by Adewale Ogunleye for -4 yards. Drew Brees fumbles (forced by Adewale Ogunleye), recovered by Adewale Ogunleye at NOR-26 (tackle by Drew Brees)",0.530,-3.840
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,13:41,1,10,NOR 26,14,25,"Cedric Benson left end for -6 yards (tackle by Hollis Thomas). Penalty on Brian Young: Defensive Offside, 5 yards (no play)",3.840,4.570
4,13:38,1,5,NOR 21,14,25,Cedric Benson right guard for 4 yards (tackle by Mark Simoneau),4.570,4.640
4,12:57,2,1,NOR 17,14,25,Cedric Benson left tackle for 2 yards (tackle by Scott Fujita),4.640,4.580
4,12:25,1,10,NOR 15,14,25,Rex Grossman pass complete short right to Jason McKie for 3 yards (tackle by Scott Fujita),4.580,4.450
4,11:43,2,7,NOR 12,14,31,"Cedric Benson left guard for 12 yards, touchdown",4.450,7.000
4,,,,NOR 2,14,32,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,14,32,"Robbie Gould kicks off 59 yards, returned by Michael Lewis for 15 yards (tackle by Cameron Worrell)",0.000,0.670
4,11:33,1,10,NOR 26,14,32,Drew Brees pass complete short middle to Reggie Bush for 5 yards (tackle by Lance Briggs),0.670,0.810
4,11:13,2,5,NOR 31,14,32,Drew Brees pass incomplete deep left intended for Billy Miller is intercepted by Nathan Vasher at CHI-38,0.810,-1.470
4,11:06,1,10,CHI 38,14,32,Cedric Benson right guard for 3 yards (tackle by Scott Fujita),1.470,1.330
4,10:23,2,7,CHI 41,14,32,Cedric Benson left guard for 4 yards (tackle by Scott Shanle),1.330,1.160
4,9:39,3,3,CHI 45,14,32,Thomas Jones right guard for 1 yard (tackle by Scott Fujita),1.160,-0.320
4,9:00,4,2,CHI 46,14,32,Brad Maynard punts 46 yards,-0.320,0.380
4,8:52,1,10,NOR 8,14,32,Drew Brees pass incomplete short right intended for Reggie Bush,-0.380,-0.780
4,8:47,2,10,NOR 8,14,32,Drew Brees pass complete short left to Reggie Bush for 13 yards (tackle by Chris Harris),-0.780,0.340
4,8:25,1,10,NOR 21,14,32,Drew Brees pass complete short middle to Reggie Bush for 12 yards (tackle by Ricky Manning),0.340,1.140
4,8:02,1,10,NOR 33,14,32,Drew Brees pass complete short right to Billy Miller for 7 yards (tackle by Lance Briggs),1.140,1.540
4,7:38,2,3,NOR 40,14,32,Drew Brees pass incomplete short middle intended for Marques Colston,1.540,0.830
4,7:33,3,3,NOR 40,14,32,"Drew Brees pass incomplete intended for Reggie Bush. Penalty on Drew Brees: Intentional Grounding, 10 yards",0.830,-1.370
4,7:28,4,13,NOR 30,14,32,Drew Brees pass incomplete deep middle intended for Marques Colston,-1.370,-3.580
4,7:21,1,10,NOR 30,14,32,"Penalty on Desmond Clark: False Start, 5 yards (no play)",3.580,3.250
4,7:21,1,15,NOR 35,14,32,Thomas Jones left guard for 5 yards (tackle by Will Smith),3.250,3.030
4,6:40,2,10,NOR 30,14,32,Rex Grossman pass complete short right to Jason McKie for -1 yards (tackle by Scott Fujita),3.030,2.210
4,5:55,3,11,NOR 31,14,32,Thomas Jones right guard for 12 yards (tackle by Josh Bullocks),2.210,4.310
4,5:11,1,10,NOR 19,14,32,Thomas Jones right tackle for 4 yards (tackle by Mark Simoneau),4.310,4.350
4,4:28,2,6,NOR 15,14,38,"Thomas Jones right end for 15 yards, touchdown",4.350,7.000
4,,,,NOR 2,14,39,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,14,39,"Robbie Gould kicks off 62 yards, returned by Michael Lewis for 25 yards (tackle by Brendon Ayanbadejo)",0.000,1.140
4,4:13,1,10,NOR 33,14,39,Drew Brees pass complete short left to Billy Miller for 3 yards (tackle by Nathan Vasher),1.140,1.000
4,3:44,2,7,NOR 36,14,39,Drew Brees pass complete short left to Reggie Bush for 6 yards,1.000,1.090
4,3:38,3,1,NOR 42,14,39,Drew Brees pass incomplete short right intended for Billy Miller (defended by Lance Briggs),1.090,-0.590
4,3:31,4,1,NOR 42,14,39,Reggie Bush left tackle for no gain (tackle by Adewale Ogunleye),-0.590,-2.790
4,3:24,1,10,NOR 42,14,39,Cedric Benson left tackle for 3 yards (tackle by Scott Fujita and Josh Cooper),2.790,2.650
4,2:41,2,7,NOR 39,14,39,Cedric Benson right tackle for 4 yards (tackle by Antwan Lake),2.650,2.480
4,2:00,3,3,NOR 35,14,39,Cedric Benson right guard for -1 yards (tackle by Scott Fujita),2.480,0.890
4,1:16,4,4,NOR 36,14,39,Cedric Benson left end for 4 yards (tackle by Willie Whitehead and Jay Bellamy),0.890,3.450
4,0:37,1,10,NOR 32,14,39,Rex Grossman kneels for -2 yards,3.450,2.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
