Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
3,10:58,,,CAR 35,10,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,10:58,1,10,TAM 25,10,17,Jameis Winston pass complete short right to Alan Cross for 3 yards (tackle by Captain Munnerlyn),0.610,0.470
3,10:22,2,7,TAM 28,10,17,Jameis Winston pass incomplete short middle intended for Adam Humphries,0.470,-0.230
3,10:19,3,7,TAM 28,10,17,"Jameis Winston pass incomplete deep right intended for Mike Evans. Penalty on James Bradberry: Defensive Pass Interference, 12 yards (no play)",-0.230,1.600
3,10:15,1,10,TAM 40,10,17,"Peyton Barber left end for no gain (tackle by Shaq Thompson). Penalty on Cameron Brate: Offensive Holding, 10 yards (no play)",1.600,0.940
3,9:54,1,20,TAM 30,10,17,Jameis Winston pass complete short left to Adam Humphries for 5 yards (tackle by Captain Munnerlyn),0.940,0.380
3,9:15,2,15,TAM 35,10,17,Jameis Winston left end for 4 yards (tackle by Efe Obada),0.380,0.230
3,8:36,3,11,TAM 39,10,17,Jameis Winston pass complete deep right to Chris Godwin for 18 yards (tackle by Donte Jackson),0.230,2.720
3,8:01,1,10,CAR 43,10,17,"Peyton Barber up the middle for no gain (tackle by Kawann Short and Julius Peppers). Penalty on Caleb Benenoch: Offensive Holding, 10 yards (no play)",2.720,2.060
3,7:39,1,20,TAM 47,10,17,"Jameis Winston pass incomplete deep middle intended for Bobo Wilson. Penalty on Donte Jackson: Defensive Pass Interference, 52 yards (no play)",2.060,6.970
3,7:29,1,1,CAR 1,10,23,"Peyton Barber up the middle for 1 yard, touchdown",6.970,7.000
3,7:23,,,CAR 15,10,24,Cairo Santos kicks extra point good,0.000,0.000
3,7:23,,,TAM 35,10,24,"Cairo Santos kicks off 66 yards, muffed catch by Kenjon Barner returned by Kenjon Barner for no gain (tackle by Justin Watson)",0.000,-0.380
3,7:17,1,10,CAR 8,10,24,Christian McCaffrey left guard for 3 yards (tackle by Lavonte David),-0.380,-0.560
3,6:51,2,7,CAR 11,10,24,Cam Newton pass incomplete short right,-0.560,-1.070
3,6:44,3,7,CAR 11,10,24,Cam Newton pass complete short middle to Christian McCaffrey for 15 yards (tackle by Lavonte David),-1.070,0.670
3,6:13,1,10,CAR 26,10,24,Cam Newton pass complete short left to D.J. Moore for 11 yards (tackle by Isaiah Johnson),0.670,1.400
3,5:34,1,10,CAR 37,10,24,Cam Newton pass complete short left to Ian Thomas for 11 yards (tackle by Ryan Smith),1.400,2.130
3,4:54,1,10,CAR 48,10,24,Cam Newton pass complete short middle to Jarius Wright for 11 yards (tackle by Lavonte David),2.130,2.850
3,4:16,1,10,TAM 41,10,24,Christian McCaffrey left end for 18 yards (tackle by Isaiah Johnson),2.850,4.040
3,3:44,1,10,TAM 23,10,24,Curtis Samuel right end for 8 yards (tackle by Jordan Whitehead),4.040,4.750
3,3:09,2,2,TAM 15,10,24,Cam Newton pass complete short left to D.J. Moore for 5 yards (tackle by Javien Elliott),4.750,4.910
3,2:29,1,10,TAM 10,16,24,"Cam Newton pass complete short left to Devin Funchess for 10 yards, touchdown",4.910,7.000
3,2:24,,,TAM 15,17,24,Graham Gano kicks extra point good,0.000,0.000
3,2:24,,,CAR 35,17,24,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,2:24,1,10,TAM 25,17,24,Ronald Jones left end for -1 yards (tackle by Luke Kuechly),0.610,-0.070
3,1:42,2,11,TAM 24,17,24,Jameis Winston sacked by Dontari Poe for -6 yards,-0.070,-1.720
3,0:59,3,17,TAM 18,17,24,Jameis Winston pass complete deep left to Cameron Brate for 18 yards (tackle by Donte Jackson and Luke Kuechly),-1.720,1.330
3,0:22,1,10,TAM 36,17,24,Ronald Jones right guard for -3 yards (tackle by Luke Kuechly),1.330,0.390
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,TAM 33,17,24,Jameis Winston up the middle for 18 yards (tackle by Luke Kuechly),0.390,2.320
4,14:15,1,10,CAR 49,17,24,Jameis Winston pass incomplete short right intended for Justin Watson (defended by Efe Obada),2.320,1.780
4,14:11,2,10,CAR 49,17,24,"Jameis Winston pass complete short right to Adam Humphries for 2 yards (tackle by Luke Kuechly). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",1.780,0.430
4,13:54,2,20,TAM 41,17,24,"Jameis Winston pass complete short left to Adam Humphries for 13 yards (tackle by Eric Reid). Penalty on Caleb Benenoch: Offensive Holding, 10 yards",0.430,0.840
4,13:14,2,17,TAM 44,17,24,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by Captain Munnerlyn),0.840,1.750
4,12:36,3,5,CAR 44,17,24,Jameis Winston pass incomplete deep left intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference (Declined),1.750,0.330
4,12:31,4,5,CAR 44,17,24,"Bryan Anger punts 31 yards, fair catch by Kenjon Barner at CAR-13",0.330,0.320
4,12:24,1,10,CAR 13,17,24,Cam Newton pass complete short left to Christian McCaffrey for -1 yards (tackle by Javien Elliott),-0.320,-0.850
4,11:57,2,11,CAR 12,17,24,Cam Newton pass complete short right to Curtis Samuel for 31 yards (tackle by Jordan Whitehead),-0.850,1.800
4,11:25,1,10,CAR 43,17,24,D.J. Moore right end for 13 yards (tackle by Jordan Whitehead),1.800,2.650
4,10:49,1,10,TAM 44,17,24,Cam Newton pass short left intended for Jarius Wright is intercepted by Andrew Adams at TB-29 and returned for no gain,2.650,-0.870
4,10:43,1,10,TAM 29,17,24,Jameis Winston pass complete short middle to Adam Humphries for 11 yards (tackle by Mike Adams),0.870,1.600
4,10:10,1,10,TAM 40,17,24,Peyton Barber right guard for -2 yards (tackle by Dontari Poe),1.600,0.780
4,9:39,2,12,TAM 38,17,24,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Luke Kuechly),0.780,0.100
4,9:36,3,12,TAM 38,17,24,Jameis Winston pass complete short left to Cameron Brate for 9 yards (tackle by Captain Munnerlyn and Thomas Davis),0.100,-0.260
4,8:54,4,3,TAM 47,17,24,"Bryan Anger punts 53 yards, touchback.",-0.260,-0.280
4,8:44,1,10,CAR 20,17,24,Christian McCaffrey up the middle for 2 yards (tackle by Jason Pierre-Paul and Vita Vea),0.280,0.000
4,8:14,2,8,CAR 22,17,24,Cam Newton pass complete short middle to Christian McCaffrey for 2 yards (tackle by Lavonte David),0.000,-0.430
4,7:34,3,6,CAR 24,17,24,Cam Newton pass complete deep left to Curtis Samuel for 24 yards (tackle by Javien Elliott),-0.430,2.130
4,7:09,1,10,CAR 48,17,24,Cam Newton pass incomplete short right intended for Curtis Samuel (defended by De'Vante Harris),2.130,1.580
4,7:04,2,10,CAR 48,17,24,"Cam Newton pass complete short middle to D.J. Moore for 6 yards (tackle by Jordan Whitehead). Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",1.580,2.260
4,6:36,2,5,TAM 47,17,24,Cam Newton pass complete short middle to Curtis Samuel for 10 yards (tackle by Lavonte David),2.260,3.120
4,5:58,1,10,TAM 37,17,24,Cam Newton right end for 5 yards (tackle by De'Vante Harris),3.120,3.250
4,5:19,2,5,TAM 32,17,24,Cam Newton pass deep middle intended for Curtis Samuel is intercepted by Andrew Adams at TB-14 and returned for 5 yards,3.250,-0.150
4,5:11,1,10,TAM 19,17,24,Peyton Barber right tackle for 5 yards (tackle by Mike Adams and Shaq Thompson),0.150,0.340
4,4:25,2,5,TAM 24,17,24,Jameis Winston pass incomplete short left intended for Adam Humphries,0.340,-0.420
4,4:22,3,5,TAM 24,17,24,Jameis Winston pass incomplete short right intended for Cameron Brate,-0.420,-1.770
4,4:17,4,5,TAM 24,17,24,"Bryan Anger punts 55 yards, returned by Kenjon Barner for no gain (tackle by Bobo Wilson)",-1.770,-0.340
4,4:07,1,10,CAR 21,17,24,Cam Newton pass complete short right to Christian McCaffrey for 5 yards (tackle by Adarius Taylor),0.340,0.480
4,4:02,2,5,CAR 26,17,24,Christian McCaffrey up the middle for 5 yards (tackle by Javien Elliott and Lavonte David),0.480,1.000
4,3:34,1,10,CAR 31,17,24,Cam Newton pass complete deep right to Ian Thomas for 20 yards,1.000,2.320
4,3:27,1,10,TAM 49,17,24,Cam Newton pass complete short right to Christian McCaffrey for 5 yards (tackle by Lavonte David),2.320,2.460
4,2:57,2,5,TAM 44,17,24,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Adarius Taylor),2.460,1.750
4,2:51,,,,,,Timeout #1 by Carolina Panthers,,
4,2:51,3,5,TAM 44,17,24,Cam Newton sacked by Jason Pierre-Paul for -4 yards,1.750,0.070
4,2:25,,,,,,Timeout #2 by Carolina Panthers,,
4,2:25,4,9,TAM 48,17,24,Cam Newton pass incomplete deep middle intended for Devin Funchess,0.070,-2.130
4,2:21,1,10,TAM 48,17,24,Peyton Barber up the middle for no gain (tackle by Thomas Davis),2.130,1.580
4,2:13,,,,,,Timeout #3 by Carolina Panthers,,
4,2:13,2,10,TAM 48,17,24,Peyton Barber up the middle for 3 yards (tackle by Shaq Thompson),1.580,1.290
4,2:00,3,7,CAR 49,17,24,Peyton Barber left tackle for no gain (tackle by Kawann Short),1.290,0.000
4,1:13,4,7,CAR 49,17,24,"Penalty on TAM: Delay of Game, 5 yards (no play)",0.000,-0.320
4,1:13,4,12,TAM 46,17,24,Bryan Anger punts 28 yards downed by Jacquizz Rodgers,-0.320,-0.670
4,1:05,1,10,CAR 26,17,24,Cam Newton pass complete short right to Ian Thomas for 9 yards (tackle by Javien Elliott),0.670,1.350
4,0:44,2,1,CAR 35,17,24,Cam Newton pass complete short right to Christian McCaffrey for no gain (tackle by Lavonte David),1.350,0.630
4,0:22,3,1,CAR 35,17,24,Cam Newton pass complete short right to Curtis Samuel for 3 yards,0.630,1.470
4,0:20,1,10,CAR 38,17,24,Cam Newton pass complete short right to Ian Thomas for 6 yards (tackle by Andrew Adams),1.470,1.730
4,0:13,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,0:13,2,4,CAR 44,17,24,Cam Newton pass incomplete deep right intended for D.J. Moore,1.730,1.020
4,0:06,3,4,CAR 44,17,24,"Cam Newton pass incomplete deep middle intended for Devin Funchess (defended by De'Vante Harris). Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",1.020,2.190
4,0:00,1,10,CAR 49,17,24,Taylor Heinicke pass incomplete deep right intended for D.J. Moore (defended by De'Vante Harris),2.190,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
