Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
1,8:08,4,5,TAM 19,0,3,Tyler Bass 37 yard field goal good,2.240,3.000
1,8:04,,,BUF 35,0,3,"Tyler Bass kicks off 63 yards, returned by Deven Thompkins for 18 yards (tackle by Josh Norman)",0.000,0.280
1,7:58,1,10,TAM 20,0,3,Chris Godwin left end for 14 yards (tackle by Jordan Poyer),0.280,1.200
1,7:19,1,10,TAM 34,0,3,Rachaad White left guard for 2 yards (tackle by Taron Johnson and Terrel Bernard),1.200,0.930
1,6:38,2,8,TAM 36,0,3,Baker Mayfield pass complete short right to Rachaad White for 3 yards (tackle by Terrel Bernard),0.930,0.630
1,5:56,3,5,TAM 39,0,3,"Baker Mayfield pass incomplete deep middle intended for Cade Otton. Penalty on Taylor Rapp: Defensive Pass Interference, 21 yards (accepted) (no play)",0.630,2.920
1,5:52,1,10,BUF 40,0,3,Ke'Shawn Vaughn right end for 1 yard (tackle by Gregory Rousseau and Jordan Poyer),2.920,2.510
1,5:11,2,9,BUF 39,0,3,"Baker Mayfield fumbles, recovered by Baker Mayfield at BUF-44 Baker Mayfield pass incomplete short right",2.510,1.820
1,5:06,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,5:06,3,9,BUF 39,0,3,Baker Mayfield pass complete short right to Mike Evans for 7 yards (tackle by Christian Benford),1.820,1.300
1,4:26,4,2,BUF 32,0,3,Chase McLaughlin 50 yard field goal no good blocked by Shaq Lawson,1.300,-1.600
1,4:21,1,10,BUF 40,0,3,Josh Allen pass complete short middle to Stefon Diggs for 17 yards (tackle by Carlton Davis),1.600,2.720
1,3:35,1,10,TAM 43,0,3,"Josh Allen pass complete to Gabriel Davis for no gain. Penalty on Trent Sherfield: Offensive Holding, 10 yards (accepted) (no play)",2.720,2.060
1,3:11,1,20,BUF 47,0,3,Josh Allen pass complete short right to Gabriel Davis for 9 yards (tackle by Jamel Dean),2.060,2.040
1,2:52,2,11,TAM 44,0,3,Josh Allen pass complete short left to James Cook for 6 yards (tackle by Shaquil Barrett and Lavonte David),2.040,2.150
1,2:32,3,5,TAM 38,0,3,Josh Allen pass complete deep right to Khalil Shakir for 30 yards (tackle by Ryan Neal),2.150,5.370
1,1:49,1,8,TAM 8,0,3,James Cook right guard for 4 yards (tackle by Jamel Dean),5.370,5.340
1,1:07,2,4,TAM 4,0,3,Josh Allen pass complete short middle to Dalton Kincaid for 3 yards (tackle by Lavonte David),5.340,5.170
1,0:38,3,1,TAM 1,0,3,Latavius Murray up the middle for no gain (tackle by Lavonte David and Shaquil Barrett),5.170,3.550
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,TAM 1,0,3,Josh Allen pass incomplete short left intended for Dalton Kincaid (defended by Jamel Dean),3.550,0.380
2,14:57,1,10,TAM 1,0,3,Chase Edmonds up the middle for 2 yards (tackle by Shaq Lawson),-0.380,-0.630
2,14:17,2,8,TAM 3,0,3,Baker Mayfield pass incomplete short middle intended for Chase Edmonds (defended by Jordan Phillips),-0.630,-1.190
2,14:09,3,8,TAM 3,0,3,Baker Mayfield pass incomplete short middle intended for Trey Palmer (defended by Terrel Bernard),-1.190,-2.490
2,14:04,4,8,TAM 3,0,3,"Jake Camarda punts 44 yards, returned by Deonte Harty for 24 yards (tackle by Josh Hayes)",-2.490,-4.040
2,13:48,1,10,TAM 23,0,3,James Cook right guard for 8 yards (tackle by Deadrin Senat and Ryan Neal),4.040,4.750
2,13:09,2,2,TAM 15,0,3,James Cook right guard for 1 yard (tackle by Anthony Nelson),4.750,4.280
2,12:33,3,1,TAM 14,0,3,Josh Allen left guard for 3 yards (tackle by Lavonte David and Ryan Neal),4.280,4.840
2,11:54,1,10,TAM 11,0,3,Josh Allen sacked by YaYa Diaby for -2 yards,4.840,3.830
2,11:10,2,12,TAM 13,0,9,"Josh Allen up the middle for 13 yards, touchdown",3.830,7.000
2,11:03,,,TAM 15,0,10,Tyler Bass kicks extra point good,0.000,0.000
2,11:03,,,BUF 35,0,10,"Tyler Bass kicks off 60 yards,",0.000,0.610
2,11:03,1,10,TAM 25,0,10,Rachaad White left guard for 3 yards (tackle by Shaq Lawson),0.610,0.470
2,10:33,2,7,TAM 28,0,10,Rachaad White left guard for 1 yard (tackle by Tyrel Dodson and A.J. Epenesa),0.470,-0.100
2,9:54,3,6,TAM 29,0,10,Baker Mayfield pass complete short right to Chris Godwin for 31 yards (tackle by Taylor Rapp),-0.100,2.920
2,9:14,1,10,BUF 40,0,10,"Rachaad White left end for 7 yards (tackle by Micah Hyde). Penalty on Trey Palmer: Offensive Holding, 10 yards (accepted)",2.920,2.720
2,8:52,1,13,BUF 43,0,10,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",2.720,2.390
2,8:36,1,18,BUF 48,0,10,Baker Mayfield pass incomplete short left intended for Rakim Jarrett,2.390,1.290
2,8:28,2,18,BUF 48,0,10,Baker Mayfield pass complete short left to Chris Godwin for 9 yards (tackle by Tyrel Dodson and Jordan Poyer),1.290,1.820
2,7:53,3,9,BUF 39,0,10,Baker Mayfield pass incomplete short left intended for Mike Evans,1.820,0.660
2,7:45,4,9,BUF 39,3,10,Chase McLaughlin 57 yard field goal good,0.660,3.000
2,7:40,,,TAM 35,3,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
2,7:40,1,10,BUF 25,3,10,Josh Allen pass short middle (defended by Antoine Winfield) intended for Dalton Kincaid is intercepted by William Gholston at BUF-23 and returned for no gain (tackle by Mitch Morse),0.610,-4.040
2,7:33,1,10,BUF 23,3,10,Baker Mayfield pass complete short left to Rachaad White for 20 yards (tackle by Christian Benford and Jordan Poyer),4.040,6.510
2,6:51,1,3,BUF 3,9,10,"Baker Mayfield pass complete short middle to Chris Godwin for 3 yards, touchdown",6.510,7.000
2,6:46,,,BUF 15,10,10,Chase McLaughlin kicks extra point good,0.000,0.000
2,6:46,,,TAM 35,10,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
2,6:46,1,10,BUF 25,10,10,James Cook right end for 18 yards (tackle by Ryan Neal and Devin White),0.610,1.800
2,6:10,1,10,BUF 43,10,10,Josh Allen pass complete short left to Gabriel Davis for 14 yards (tackle by Carlton Davis),1.800,2.720
2,5:35,1,10,TAM 43,10,10,Josh Allen pass complete short left to Gabriel Davis for 2 yards (tackle by Jamel Dean),2.720,2.450
2,5:04,2,8,TAM 41,10,10,James Cook right guard for 5 yards (tackle by Ryan Neal),2.450,2.480
2,4:37,3,2,TAM 36,10,10,James Cook for 4 yards (tackle by Ryan Neal),2.480,3.450
2,3:59,1,10,TAM 32,10,10,Josh Allen pass complete short left to Stefon Diggs for 12 yards (tackle by Ryan Neal),3.450,4.240
2,3:29,1,10,TAM 20,10,10,Josh Allen pass incomplete short left intended for Gabriel Davis,4.240,3.690
2,3:27,2,10,TAM 20,10,10,James Cook left guard for -2 yards (tackle by Lavonte David and Antoine Winfield),3.690,2.740
2,2:46,3,12,TAM 22,10,16,"Josh Allen pass complete short right to Dalton Kincaid for 22 yards, touchdown",2.740,7.000
2,2:40,,,TAM 15,10,17,Tyler Bass kicks extra point good,0.000,0.000
2,2:40,,,BUF 35,10,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,2:40,1,10,TAM 25,10,17,Rachaad White left guard for 15 yards (tackle by Jordan Poyer),0.610,1.600
2,2:19,1,10,TAM 40,10,17,Baker Mayfield pass complete short right to Rachaad White for 7 yards (tackle by Terrel Bernard),1.600,2.000
2,2:00,2,3,TAM 47,10,17,Rachaad White left tackle for no gain (tackle by Ed Oliver and Gregory Rousseau),2.000,1.290
2,1:21,3,3,TAM 47,10,17,Baker Mayfield pass complete short right to Chris Godwin for 5 yards (tackle by Dane Jackson),1.290,2.390
2,0:57,1,10,BUF 48,10,17,Baker Mayfield pass complete short middle to Rachaad White for 6 yards (tackle by Terrel Bernard),2.390,2.660
2,0:47,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:47,2,4,BUF 42,10,17,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",2.660,1.980
2,0:47,2,9,BUF 47,10,17,Baker Mayfield sacked by Ed Oliver for -6 yards,1.980,0.500
2,0:39,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:39,3,15,TAM 47,10,17,Baker Mayfield pass complete short right to Cade Otton for 12 yards (tackle by Dane Jackson),0.500,0.530
2,0:19,,,,,,Timeout #1 by Buffalo Bills,,
2,0:19,4,3,BUF 41,10,17,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",0.530,0.200
2,0:19,4,8,BUF 46,10,17,"Jake Camarda punts 46 yards, touchback.",0.200,-0.280
2,0:11,1,10,BUF 20,10,17,Josh Allen kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,17,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,10,17,Josh Allen pass complete short left to Dalton Kincaid for 18 yards (tackle by Carlton Davis and Antoine Winfield),0.610,1.800
3,14:28,1,10,BUF 43,10,17,Josh Allen pass complete short middle to Khalil Shakir for 9 yards (tackle by Lavonte David and Ryan Neal),1.800,2.470
3,14:04,2,1,TAM 48,10,17,James Cook right guard for 4 yards (tackle by Jamel Dean),2.470,2.650
3,13:39,1,10,TAM 44,10,17,"Josh Allen scrambles right tackle for 8 yards (tackle by Jamel Dean). Penalty on Ryan Neal: Defensive Holding, 5 yards (accepted)",2.650,3.510
3,13:26,1,10,TAM 31,10,17,Josh Allen pass complete short right to Gabriel Davis for 11 yards (tackle by Lavonte David and Devin White),3.510,4.240
3,12:46,1,10,TAM 20,10,17,Josh Allen pass complete short right to Stefon Diggs for 3 yards (tackle by Devin White),4.240,4.120
3,12:11,2,7,TAM 17,10,17,Josh Allen pass complete short right to Gabriel Davis for 14 yards (tackle by Shaquil Barrett),4.120,6.510
3,11:27,1,3,TAM 3,10,17,Latavius Murray left tackle for -1 yards (tackle by Anthony Nelson),6.510,5.340
3,10:46,2,4,TAM 4,10,23,"Josh Allen pass complete short left to Gabriel Davis for 4 yards, touchdown",5.340,7.000
3,10:40,,,TAM 15,10,24,Tyler Bass kicks extra point good,0.000,0.000
3,10:40,,,BUF 35,10,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,10:40,1,10,TAM 25,10,24,Baker Mayfield left guard for 11 yards (tackle by Gregory Rousseau),0.610,1.330
3,9:57,1,10,TAM 36,10,24,Rachaad White up the middle for 2 yards (tackle by Leonard Floyd and Poona Ford),1.330,1.060
3,9:14,2,8,TAM 38,10,24,Rachaad White left guard for 3 yards (tackle by Leonard Floyd and Taron Johnson),1.060,0.760
3,8:35,3,5,TAM 41,10,24,Baker Mayfield left guard for 2 yards (tackle by Terrel Bernard),0.760,-0.520
3,7:40,4,3,TAM 43,10,24,"Jake Camarda punts 48 yards, returned by Deonte Harty for 9 yards (tackle by Ko Kieft and K.J. Britt). Penalty on Josh Hayes: Illegal Touch Kick, 5 yards (accepted)",-0.520,-0.480
3,7:40,1,10,BUF 23,10,24,Latavius Murray right guard for 2 yards (tackle by Lavonte David),0.480,0.200
3,7:06,2,8,BUF 25,10,24,Josh Allen pass complete short right to Latavius Murray for 4 yards (tackle by Ryan Neal and Devin White),0.200,0.040
3,6:31,3,4,BUF 29,10,24,Josh Allen pass complete short left to Dalton Kincaid for 15 yards (tackle by Lavonte David),0.040,1.860
3,5:49,1,10,BUF 44,10,24,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Jamel Dean),1.860,1.990
3,5:13,2,5,BUF 49,10,24,Josh Allen pass incomplete deep left intended for Stefon Diggs,1.990,1.290
3,5:07,3,5,BUF 49,10,24,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Carlton Davis),1.290,-0.130
3,5:03,4,5,BUF 49,10,24,Sam Martin punts 48 yards out of bounds,-0.130,0.380
3,4:53,1,10,TAM 3,10,24,Chase Edmonds left end for 2 yards (tackle by Poona Ford and Tyrel Dodson),-0.380,-0.630
3,4:11,2,8,TAM 5,10,24,Chase Edmonds up the middle for 1 yard (tackle by Taron Johnson),-0.630,-1.070
3,3:34,3,7,TAM 6,10,24,Baker Mayfield pass complete short left to Chris Godwin for 6 yards (tackle by Jordan Poyer and Micah Hyde),-1.070,-2.490
3,2:32,4,1,TAM 12,10,24,"Jake Camarda punts 61 yards, returned by Deonte Harty for no gain (tackle by SirVocea Dennis). Penalty on Siran Neal: Offensive Holding, 10 yards (accepted)",-2.490,0.060
3,2:32,1,10,BUF 17,10,24,Josh Allen pass complete short left to Gabriel Davis for 8 yards (tackle by Ryan Neal),-0.060,0.620
3,2:09,2,2,BUF 25,10,24,James Cook right guard for 3 yards (tackle by William Gholston and Greg Gaines),0.620,0.810
3,1:36,1,10,BUF 28,10,24,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Carlton Davis),0.810,1.470
3,1:08,1,10,BUF 38,10,24,Josh Allen pass incomplete deep left intended for Gabriel Davis,1.470,0.920
3,1:05,2,10,BUF 38,10,24,Josh Allen pass incomplete short right intended for Stefon Diggs,0.920,0.230
3,1:02,3,10,BUF 38,10,24,"Penalty on Calijah Kancey: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.230,0.890
3,1:02,3,5,BUF 43,10,24,Josh Allen left guard for 9 yards (tackle by Antoine Winfield),0.890,2.390
3,0:29,1,10,TAM 48,10,24,James Cook up the middle for 9 yards (tackle by Ryan Neal),2.390,3.060
3,0:05,2,1,TAM 39,10,24,Josh Allen sacked by Anthony Nelson for -10 yards,3.060,1.030
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,TAM 49,10,24,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by Lavonte David and Devin White),1.030,0.460
4,14:12,4,4,TAM 42,10,24,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",0.460,0.130
4,14:12,4,9,TAM 47,10,24,Sam Martin punts 43 yards downed by Reggie Gilliam,0.130,0.380
4,14:02,1,10,TAM 4,10,24,Baker Mayfield pass incomplete short middle,-0.380,-0.780
4,13:56,2,10,TAM 4,10,24,Baker Mayfield right end for 6 yards (tackle by Dane Jackson),-0.780,-0.720
4,13:14,3,4,TAM 10,10,24,Baker Mayfield pass incomplete short middle intended for Chris Godwin (defended by Jordan Poyer),-0.720,-2.490
4,13:08,4,4,TAM 10,10,24,"Jake Camarda punts 63 yards, returned by Deonte Harty for 16 yards (tackle by Josh Hayes). Penalty on Cameron Lewis: Offensive Holding, 10 yards (accepted)",-2.490,-1.140
4,12:58,1,10,BUF 33,10,24,James Cook right tackle for 1 yard (tackle by William Gholston and Christian Izien),1.140,0.730
4,12:23,2,9,BUF 34,10,24,Josh Allen pass complete short right to Khalil Shakir for 14 yards (tackle by Ryan Neal),0.730,2.130
4,11:44,1,10,BUF 48,10,24,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by Lavonte David),2.130,1.720
4,11:10,2,9,BUF 49,10,24,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Jamel Dean) (defended by William Gholston),1.720,1.020
4,11:00,3,9,BUF 49,10,24,Josh Allen pass complete short right to Dalton Kincaid for 7 yards (tackle by Ryan Neal),1.020,0.330
4,10:14,4,2,TAM 44,10,24,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",0.330,0.000
4,10:14,4,7,TAM 49,10,24,"Sam Martin punts 41 yards, recovered by Deven Thompkins at TB-8",0.000,0.380
4,10:05,1,10,TAM 8,10,24,"Penalty on Luke Goedeke: False Start, 4 yards (accepted) (no play)",-0.380,-0.530
4,10:05,1,14,TAM 4,10,24,Baker Mayfield pass incomplete short left intended for Trey Palmer,-0.530,-1.070
4,10:01,2,14,TAM 4,10,24,Baker Mayfield pass complete short middle to Rachaad White for 20 yards (tackle by Taron Johnson),-1.070,0.540
4,9:19,1,10,TAM 24,10,24,"Baker Mayfield pass complete deep left to Mike Evans for no gain. Penalty on Cody Mauch: Offensive Holding, 10 yards (accepted) (no play)",0.540,-0.500
4,8:53,1,20,TAM 14,10,24,Baker Mayfield pass complete short right to Chase Edmonds for 9 yards (tackle by Tyrel Dodson and Terrel Bernard),-0.500,-0.140
4,8:14,2,11,TAM 23,10,24,Baker Mayfield pass complete short left to Chase Edmonds for 7 yards (tackle by Tyrel Dodson),-0.140,0.100
4,7:30,3,4,TAM 30,10,24,Baker Mayfield pass complete short right to Rachaad White for 9 yards (tackle by Terrel Bernard),0.100,1.530
4,7:05,1,10,TAM 39,10,24,Baker Mayfield pass complete short right to Rakim Jarrett for 9 yards,1.530,2.200
4,6:47,2,1,TAM 48,10,24,Baker Mayfield pass complete short right to Cade Otton for 6 yards (tackle by Christian Benford),2.200,2.520
4,6:34,1,10,BUF 46,10,24,Baker Mayfield pass complete short left to Trey Palmer for 7 yards (tackle by Taron Johnson and Dane Jackson),2.520,2.920
4,5:44,2,3,BUF 39,10,24,Baker Mayfield sacked by A.J. Epenesa for -6 yards,2.920,1.420
4,5:07,3,9,BUF 45,10,24,Baker Mayfield sacked by Taron Johnson for -1 yards,1.420,0.200
4,4:13,4,10,BUF 46,10,24,"Baker Mayfield pass incomplete short right intended for Chris Godwin. Penalty on Taron Johnson: Illegal Contact, 5 yards (accepted) (no play)",0.200,2.850
4,4:07,1,10,BUF 41,10,24,Baker Mayfield pass incomplete deep middle intended for Payne Durham (defended by Micah Hyde),2.850,2.310
4,4:01,2,10,BUF 41,10,24,Baker Mayfield pass complete short right to Cade Otton for 2 yards (tackle by Micah Hyde),2.310,1.880
4,3:21,3,8,BUF 39,10,24,Baker Mayfield pass incomplete short right intended for Rakim Jarrett,1.880,0.660
4,3:11,4,8,BUF 39,10,24,"Baker Mayfield sacked by Jordan Phillips for no gain. Penalty on Jordan Phillips: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.660,3.970
4,3:04,1,10,BUF 24,10,24,Baker Mayfield pass incomplete deep right intended for Mike Evans,3.970,3.430
4,2:59,2,10,BUF 24,10,24,Baker Mayfield pass incomplete short middle intended for Cade Otton (defended by Christian Benford),3.430,2.740
4,2:56,3,10,BUF 24,10,24,Baker Mayfield pass incomplete short right intended for Chris Godwin (defended by Christian Benford),2.740,1.870
4,2:51,,,,,,Timeout #1 by Buffalo Bills,,
4,2:51,4,10,BUF 24,16,24,"Baker Mayfield pass complete deep left to Mike Evans for 24 yards, touchdown",1.870,7.000
4,2:44,,,BUF 2,18,24,Two Point Attempt: Baker Mayfield pass complete to to Cade Otton for no gain,1.000,1.000
4,2:44,,,TAM 35,18,24,"Penalty on Nick Leverett: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,2:44,,,TAM 20,18,24,"Jake Camarda kicks off 66 yards, returned by Khalil Shakir for 9 yards (tackle by Josh Hayes)",0.000,0.480
4,2:41,1,10,BUF 23,18,24,James Cook left guard for 4 yards (tackle by Joe Tryon-Shoyinka and Lavonte David),0.480,0.470
4,2:36,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:36,2,6,BUF 27,18,24,Josh Allen right end for 1 yard (tackle by Shaquil Barrett),0.470,-0.100
4,2:23,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:23,3,5,BUF 28,18,24,Josh Allen pass complete short left to Stefon Diggs for 15 yards (tackle by Antoine Winfield),-0.100,1.800
4,2:12,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:12,1,10,BUF 43,18,24,James Cook left guard for 5 yards (tackle by Anthony Nelson),1.800,1.930
4,2:00,2,5,BUF 48,18,24,James Cook up the middle for 3 yards (tackle by Devin White and Lavonte David),1.930,1.620
4,1:16,3,2,TAM 49,18,24,Latavius Murray right guard for 1 yard (tackle by Devin White and Lavonte David),1.620,0.070
4,0:31,,,,,,Timeout #2 by Buffalo Bills,,
4,0:31,4,1,TAM 48,18,24,"Sam Martin punts 48 yards, touchback.",0.070,-0.280
4,0:21,1,10,TAM 20,18,24,Baker Mayfield pass complete short right to Cade Otton for 7 yards,0.280,0.680
4,0:16,,,,,,Timeout #3 by Buffalo Bills,,
4,0:16,2,3,TAM 27,18,24,Baker Mayfield pass complete short right to Rachaad White for 5 yards (tackle by Jordan Poyer),0.680,1.070
4,0:08,1,10,TAM 32,18,24,Baker Mayfield pass complete short right to Mike Evans for 8 yards,1.070,1.610
4,0:04,2,2,TAM 40,18,24,"Penalty on Von Miller: Defensive Offside, 5 yards (accepted) (no play)",1.610,1.930
4,0:04,1,10,TAM 45,18,24,Baker Mayfield pass incomplete deep middle,1.930,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
