Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
1,7:16,4,17,MIA 37,3,0,Michael Palardy punts 38 yards out of bounds,,
1,7:08,1,10,BAL 25,3,0,Lamar Jackson pass complete short right to Devin Duvernay for 11 yards (tackle by Byron Jones),,
1,6:22,1,10,BAL 36,3,0,Devonta Freeman left tackle for 8 yards (tackle by Jevon Holland),,
1,5:44,2,2,BAL 44,3,0,Devonta Freeman right guard for 4 yards (tackle by Christian Wilkins),,
1,5:08,1,10,BAL 48,3,0,Lamar Jackson pass complete short middle to Mark Andrews for 15 yards (tackle by Jevon Holland),,
1,4:22,1,10,MIA 37,3,0,Lamar Jackson right guard for 2 yards (tackle by Christian Wilkins and Elandon Roberts),,
1,3:42,2,8,MIA 35,3,0,Devonta Freeman right tackle for -2 yards (tackle by Emmanuel Ogbah and Christian Wilkins),,
1,2:58,3,10,MIA 37,3,0,"Lamar Jackson pass complete short left to Marquise Brown for 7 yards. Marquise Brown fumbles (forced by Eric Rowe), recovered by Rashod Bateman at MIA-30 (tackle by Eric Rowe)",,
1,2:05,4,3,MIA 30,3,0,Justin Tucker 48 yard field goal no good,,
1,2:01,1,10,MIA 38,3,0,Jacoby Brissett pass incomplete short right,,
1,1:55,2,10,MIA 38,3,0,Myles Gaskin left end for -1 yards (tackle by Odafe Oweh and Marlon Humphrey),,
1,1:13,3,11,MIA 37,3,0,Jacoby Brissett pass incomplete short left intended for Mike Gesicki (defended by Marlon Humphrey),,
1,1:07,4,11,MIA 37,3,0,"Michael Palardy punts 40 yards, fair catch by Devin Duvernay at BAL-23",,
1,0:59,1,10,BAL 23,3,0,Lamar Jackson pass incomplete deep left intended for Marquise Brown (defended by Jevon Holland),,
1,0:53,2,10,BAL 23,3,0,Lamar Jackson pass complete short left to Marquise Brown for 5 yards (tackle by Byron Jones and Elandon Roberts),,
1,0:07,3,5,BAL 28,3,0,Lamar Jackson sacked by and Andrew Van Ginkel for -9 yards and Jaelan Phillips for -9 yards,,
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,14,BAL 19,3,0,"Sam Koch punts 45 yards, returned by Jaylen Waddle for 6 yards (tackle by Tyus Bowser)",,
2,14:49,1,10,MIA 42,3,0,Albert Wilson left end for 5 yards (tackle by Calais Campbell),,
2,14:14,2,5,MIA 47,3,0,Albert Wilson sacked by Josh Bynes for -1 yards,,
2,13:28,3,6,MIA 46,3,0,Jacoby Brissett pass incomplete short left intended for Mike Gesicki,,
2,13:25,4,6,MIA 46,3,0,Michael Palardy punts 38 yards downed by Noah Igbinoghene,,
2,13:14,1,10,BAL 16,3,0,Devonta Freeman left tackle for no gain (tackle by Elandon Roberts and Zach Sieler),,
2,12:29,2,10,BAL 16,3,0,Lamar Jackson pass incomplete short right intended for Marquise Brown,,
2,12:23,3,10,BAL 16,3,0,Lamar Jackson pass complete short right to Devonta Freeman for 6 yards (tackle by Xavien Howard and Eric Rowe),,
2,11:39,4,4,BAL 22,3,0,"Sam Koch punts 37 yards, fair catch by Jevon Holland at MIA-41",,
2,11:32,1,10,MIA 41,3,0,Jacoby Brissett pass complete short middle to Salvon Ahmed for 9 yards (tackle by Patrick Queen),,
2,10:59,2,1,MIA 50,3,0,Salvon Ahmed left guard for 4 yards (tackle by Marlon Humphrey and Patrick Queen),,
2,10:22,1,10,BAL 46,3,0,Jacoby Brissett pass complete short right to Jaylen Waddle for 11 yards (tackle by Marlon Humphrey),,
2,9:37,1,10,BAL 35,3,0,Salvon Ahmed up the middle for 2 yards (tackle by Justin Madubuike and Chris Board),,
2,9:05,2,8,BAL 33,3,0,Jacoby Brissett pass complete short right to Isaiah Ford for 7 yards (tackle by Chris Board),,
2,8:21,3,1,BAL 26,3,0,Jacoby Brissett pass complete deep middle to Adam Shaheen for 21 yards (tackle by Chuck Clark),,
2,7:37,1,5,BAL 5,3,0,"Jacoby Brissett sacked by. Penalty on Durham Smythe: Offensive Holding, 10 yards (accepted) (no play)",,
2,7:13,1,15,BAL 15,3,0,Jacoby Brissett pass incomplete short middle intended for Mike Gesicki (defended by Chuck Clark),,
2,7:08,2,15,BAL 15,3,0,Jacoby Brissett pass complete short right to Adam Shaheen for 2 yards (tackle by Justin Houston),,
2,6:27,3,13,BAL 13,3,0,Jacoby Brissett pass incomplete short right intended for Preston Williams,,
2,6:22,4,13,BAL 13,3,3,Jason Sanders 31 yard field goal good,,
2,6:18,,,MIA 35,3,3,"Jason Sanders kicks off 66 yards, returned by Devin Duvernay for 21 yards (tackle by Andrew Van Ginkel)",,
2,6:13,1,10,BAL 20,3,3,Lamar Jackson pass complete short left to Mark Andrews for 13 yards (tackle by Brandon Jones),,
2,5:32,1,10,BAL 33,3,3,Le'Veon Bell left guard for no gain (tackle by Christian Wilkins),,
2,4:49,2,10,BAL 33,3,3,Lamar Jackson pass incomplete short right intended for Marquise Brown (defended by Emmanuel Ogbah),,
2,4:45,3,10,BAL 33,3,3,Lamar Jackson pass complete short right to Marquise Brown for 3 yards (tackle by Xavien Howard),,
2,4:03,4,7,BAL 36,3,3,"Sam Koch punts 53 yards, fair catch by Jevon Holland at MIA-11",,
2,3:56,1,10,MIA 11,3,3,Jacoby Brissett scrambles left end for 4 yards (tackle by Josh Bynes),,
2,3:24,2,6,MIA 15,3,3,Jacoby Brissett pass incomplete short left intended for Jaylen Waddle,,
2,3:21,3,6,MIA 15,3,3,Jacoby Brissett pass complete short right to Jaylen Waddle for 6 yards (tackle by Brandon Stephens),,
2,2:59,1,10,MIA 21,3,3,Myles Gaskin left guard for 2 yards (tackle by Patrick Queen),,
2,2:32,2,8,MIA 23,3,3,Myles Gaskin left guard for 1 yard (tackle by Odafe Oweh and Calais Campbell),,
2,2:00,3,7,MIA 24,3,3,Jacoby Brissett pass incomplete deep right intended for Jaylen Waddle,,
2,1:55,4,7,MIA 24,3,3,"Michael Palardy punts 49 yards, fair catch by Devin Duvernay at BAL-27",,
2,1:47,1,10,BAL 27,3,3,Lamar Jackson pass complete short right to Marquise Brown for 11 yards (tackle by Justin Coleman),,
2,1:41,1,10,BAL 38,3,3,Lamar Jackson up the middle for 5 yards (tackle by Adam Butler and Brandon Jones),,
2,1:06,2,5,BAL 43,3,3,Lamar Jackson pass incomplete short right intended for Marquise Brown (defended by Jevon Holland),,
2,1:03,3,5,BAL 43,3,3,Devonta Freeman right end for 2 yards (tackle by Jerome Baker),,
2,0:58,,,,,,Timeout #1 by Miami Dolphins,,
2,0:58,4,3,BAL 45,3,3,"Sam Koch punts 43 yards, fair catch by Jevon Holland at MIA-12",,
2,0:51,1,10,MIA 12,3,3,Jacoby Brissett pass incomplete short right,,
2,0:48,2,10,MIA 12,3,3,Jacoby Brissett pass complete deep right to Isaiah Ford for 19 yards (tackle by Anthony Averett),,
2,0:41,,,,,,Timeout #2 by Miami Dolphins,,
2,0:41,1,10,MIA 31,3,3,Jacoby Brissett pass complete short right to Patrick Laird for 2 yards (tackle by Anthony Averett),,
2,0:34,2,9,MIA 33,3,3,Jacoby Brissett pass complete deep right to Isaiah Ford for 52 yards (tackle by Geno Stone),,
2,0:25,,,,,,Timeout #3 by Miami Dolphins,,
2,0:25,1,10,BAL 15,3,3,Jacoby Brissett pass complete short right to Adam Shaheen for 11 yards (tackle by Geno Stone),,
2,0:12,1,4,BAL 4,3,3,Jacoby Brissett pass incomplete short right intended for Preston Williams (defended by Anthony Averett),,
2,0:09,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:09,2,4,BAL 4,3,3,Jacoby Brissett pass incomplete short right intended for Adam Shaheen,,
2,0:05,3,4,BAL 4,3,6,Jason Sanders 22 yard field goal good,,
2,0:03,,,MIA 35,3,6,"Jason Sanders kicks off 65 yards, touchback.",,
2,0:03,1,10,BAL 25,3,6,Lamar Jackson kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,3,6,"Justin Tucker kicks off 65 yards, touchback.",,
3,15:00,1,10,MIA 25,3,6,Myles Gaskin left guard for -1 yards (tackle by Patrick Queen and Kahlil McKenzie),,
3,14:24,2,11,MIA 24,3,6,Jacoby Brissett pass incomplete short left intended for Myles Gaskin,,
3,14:20,3,11,MIA 24,3,6,"Jacoby Brissett sacked by Justin Houston for -9 yards. Jacoby Brissett fumbles (forced by Justin Houston), recovered by Liam Eichenberg at MIA-15 (tackle by Justin Houston)",,
3,14:05,4,20,MIA 15,3,6,"Michael Palardy punts 44 yards, returned by Devin Duvernay for 9 yards (tackle by Noah Igbinoghene)",,
3,13:55,1,10,MIA 50,3,6,Lamar Jackson scrambles up the middle for 11 yards (tackle by Brandon Jones),,
3,13:19,1,10,MIA 39,3,6,Le'Veon Bell right guard for no gain (tackle by Andrew Van Ginkel),,
3,12:46,2,10,MIA 39,3,6,Lamar Jackson sacked by Adam Butler for -5 yards,,
3,12:05,3,15,MIA 44,3,6,Lamar Jackson pass incomplete deep right intended for Marquise Brown (defended by Justin Coleman),,
3,11:56,4,15,MIA 44,3,6,Sam Koch punts 39 yards downed by Tylan Wallace,,
3,11:47,1,10,MIA 5,3,6,Myles Gaskin right guard for 4 yards (tackle by Chuck Clark),,
3,11:10,2,6,MIA 9,3,6,Tua Tagovailoa pass complete short right to Jaylen Waddle for 9 yards (tackle by Marlon Humphrey),,
3,10:30,1,10,MIA 18,3,6,Myles Gaskin left guard for 1 yard (tackle by Odafe Oweh),,
3,9:43,2,9,MIA 19,3,6,Tua Tagovailoa pass incomplete short middle intended for Mike Gesicki,,
3,9:40,3,9,MIA 19,3,6,Tua Tagovailoa pass incomplete short left intended for Mike Gesicki,,
3,9:36,4,9,MIA 19,3,6,"Penalty on Blake Ferguson: False Start, 5 yards (accepted) (no play)",,
3,9:36,4,14,MIA 14,3,6,"Michael Palardy punts 40 yards, fair catch by Devin Duvernay at BAL-46",,
3,9:29,1,10,BAL 46,3,6,Lamar Jackson pass complete short middle to Devonta Freeman for 9 yards (tackle by Andrew Van Ginkel and Christian Wilkins),,
3,8:48,2,1,MIA 45,3,6,Devonta Freeman left tackle for -4 yards (tackle by Zach Sieler),,
3,8:11,3,5,MIA 49,3,6,Lamar Jackson pass complete short left to Rashod Bateman for 9 yards (tackle by Byron Jones),,
3,7:33,1,10,MIA 40,3,6,Lamar Jackson sacked by Elandon Roberts for -7 yards,,
3,6:49,2,17,MIA 47,3,6,Le'Veon Bell up the middle for 1 yard (tackle by Andrew Van Ginkel),,
3,6:09,3,16,MIA 46,3,6,Lamar Jackson scrambles right end for 3 yards (tackle by Jaelan Phillips),,
3,5:38,4,13,MIA 43,3,6,Sam Koch punts 24 yards out of bounds,,
3,5:30,1,10,MIA 19,3,6,Tua Tagovailoa pass complete short middle to Albert Wilson for 1 yard (tackle by Tavon Young),,
3,4:49,2,9,MIA 20,3,6,Tua Tagovailoa pass complete short right to Albert Wilson for 6 yards (tackle by Anthony Averett),,
3,4:04,3,3,MIA 26,3,6,Tua Tagovailoa pass incomplete deep right intended for Albert Wilson,,
3,4:00,4,3,MIA 26,3,6,"Michael Palardy punts 52 yards, fair catch by Devin Duvernay at BAL-22",,
3,3:52,1,10,BAL 22,3,6,Lamar Jackson pass complete short right to Mark Andrews for 11 yards (tackle by Elandon Roberts),,
3,3:07,1,10,BAL 33,3,6,Lamar Jackson up the middle for 1 yard (tackle by Jerome Baker),,
3,2:24,2,9,BAL 34,3,6,"Lamar Jackson pass complete short left to Mark Andrews for 14 yards (tackle by Elandon Roberts) MIA challenged the pass completion ruling, and the original play was overturned. Lamar Jackson pass incomplete short left intended for Mark Andrews",,
3,2:21,3,9,BAL 34,3,6,Lamar Jackson sacked by Jevon Holland for -7 yards,,
3,1:49,4,16,BAL 27,3,6,"Sam Koch punts 41 yards, returned by Jevon Holland for 4 yards (tackle by Anthony Levine)",,
3,1:39,1,10,MIA 36,3,6,Tua Tagovailoa pass complete short left to Myles Gaskin for 14 yards (tackle by Josh Bynes),,
3,0:53,1,10,MIA 50,3,6,"Tua Tagovailoa pass complete short right to Myles Gaskin for no gain (tackle by Marlon Humphrey). Penalty on Austin Reiter: Offensive Holding, 10 yards (accepted) (no play)",,
3,0:20,1,20,MIA 40,3,6,Tua Tagovailoa pass complete deep left to Jaylen Waddle for 35 yards (tackle by Brandon Stephens),,
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 25,3,6,Albert Wilson left end for 14 yards (tackle by Anthony Averett),,
4,14:10,,,,,,Timeout #1 by Miami Dolphins,,
4,14:10,1,10,BAL 11,3,6,"Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Marlon Humphrey). Penalty on Marlon Humphrey: Defensive Pass Interference, 10 yards (accepted) (no play)",,
4,14:05,1,1,BAL 1,3,6,Myles Gaskin left tackle for no gain (tackle by Josh Bynes and Chris Board),,
4,13:20,2,1,BAL 1,3,6,Tua Tagovailoa pass incomplete short middle intended for Mike Gesicki (defended by Josh Bynes),,
4,13:16,3,1,BAL 1,3,6,"Penalty on Austin Jackson: False Start, 5 yards (accepted) (no play)",,
4,13:16,3,6,BAL 6,3,6,"Tua Tagovailoa pass incomplete short left intended for Mike Gesicki. Penalty on Liam Eichenberg: Offensive Holding, 10 yards (offset) . Penalty on Anthony Averett: Face Mask (15 Yards), 15 yards (offset) (no play)",,
4,13:11,3,6,BAL 6,3,6,"Tua Tagovailoa pass complete short right to Robert Hunt for no gain. Penalty on Robert Hunt: Illegal Touch Pass, 5 yards (accepted) (no play)",,
4,12:42,3,11,BAL 11,3,6,Tua Tagovailoa pass incomplete short left intended for Mack Hollins,,
4,12:38,4,11,BAL 11,3,9,Jason Sanders 29 yard field goal good,,
4,12:34,,,MIA 35,3,9,"Jason Sanders kicks off 65 yards, touchback.",,
4,12:34,1,10,BAL 25,3,9,"Lamar Jackson pass incomplete deep left intended for Marquise Brown. Penalty on Xavien Howard: Defensive Pass Interference, 17 yards (accepted) (no play)",,
4,12:27,1,10,BAL 42,3,9,Lamar Jackson pass incomplete deep right intended for Marquise Brown,,
4,12:21,2,10,BAL 42,3,9,Lamar Jackson pass complete short middle to Devin Duvernay for no gain (tackle by Brandon Jones and Jevon Holland),,
4,11:40,3,10,BAL 42,3,15,"Lamar Jackson pass complete short middle to Sammy Watkins for 7 yards. Sammy Watkins fumbles (forced by Xavien Howard), recovered by Xavien Howard at BAL-49 and returned for 49 yards, touchdown",,
4,11:23,,,BAL 2,3,15,Two Point Attempt: Tua Tagovailoa pass incomplete intended for intended for Mack Hollins,,
4,11:23,,,MIA 35,3,15,"Jason Sanders kicks off 65 yards, touchback.",,
4,11:23,1,10,BAL 25,3,15,Lamar Jackson left tackle for 11 yards (tackle by Brandon Jones and Jaelan Phillips),,
4,11:01,1,10,BAL 36,3,15,Lamar Jackson pass incomplete deep left intended for Sammy Watkins,,
4,10:56,2,10,BAL 36,3,15,Lamar Jackson pass incomplete short right intended for Josh Oliver (defended by Eric Rowe),,
4,10:53,3,10,BAL 36,3,15,Lamar Jackson pass incomplete short right intended for Marquise Brown,,
4,10:50,4,10,BAL 36,3,15,Sam Koch punts 39 yards out of bounds,,
4,10:42,1,10,MIA 25,3,15,Tua Tagovailoa pass complete short left to Durham Smythe for 23 yards (tackle by Marlon Humphrey),,
4,10:01,1,10,MIA 48,3,15,"Tua Tagovailoa sacked by Patrick Queen for -6 yards. Tua Tagovailoa fumbles (forced by Patrick Queen), recovered by Liam Eichenberg at MIA-40",,
4,9:17,2,18,MIA 40,3,15,Myles Gaskin left tackle for 11 yards (tackle by Justin Ellis and Brandon Stephens),,
4,8:36,3,7,BAL 49,3,15,Tua Tagovailoa pass complete short middle to Isaiah Ford for 6 yards (tackle by Chris Westry),,
4,7:49,4,1,BAL 43,3,15,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",,
4,7:49,4,6,BAL 48,3,15,Michael Palardy punts 47 yards downed by Mack Hollins,,
4,7:40,1,10,BAL 1,3,15,Penalty on BAL: Delay of Game (accepted) (no play),,
4,7:40,1,10,BAL 1,3,15,Lamar Jackson pass complete short left to Marquise Brown for 7 yards (tackle by Byron Jones),,
4,7:09,2,3,BAL 8,3,15,"Lamar Jackson pass incomplete short right intended for Devin Duvernay. Penalty on Jerome Baker: Roughing the Passer, 15 yards (accepted) (no play)",,
4,7:04,1,10,BAL 23,3,15,Lamar Jackson pass complete short left to Devin Duvernay for 8 yards (tackle by Byron Jones),,
4,6:36,2,2,BAL 31,3,15,Lamar Jackson right end for 5 yards (tackle by Eric Rowe),,
4,5:57,1,10,BAL 36,3,15,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by Eric Rowe),,
4,5:36,2,6,BAL 40,3,15,"Lamar Jackson pass complete short left to Rashod Bateman for 8 yards (tackle by Byron Jones). Penalty on Jevon Holland: Roughing the Passer, 15 yards (accepted)",,
4,5:26,1,10,MIA 37,3,15,Lamar Jackson pass incomplete short left intended for Rashod Bateman,,
4,5:23,2,10,MIA 37,3,15,Devonta Freeman left guard for 7 yards (tackle by Emmanuel Ogbah),,
4,4:52,3,3,MIA 30,3,15,"Lamar Jackson pass incomplete short left intended for Marquise Brown. Penalty on Justin Coleman: Defensive Holding, 5 yards (accepted) (no play)",,
4,4:47,1,10,MIA 25,3,15,Lamar Jackson pass complete short left to Rashod Bateman for 20 yards (tackle by Byron Jones and Justin Coleman),,
4,4:16,1,5,MIA 5,9,15,"Lamar Jackson pass complete short middle to Mark Andrews for 5 yards, touchdown",,
4,4:12,,,MIA 15,10,15,Justin Tucker kicks extra point good,,
4,4:12,,,BAL 35,10,15,"Justin Tucker kicks off 65 yards, touchback.",,
4,4:12,1,10,MIA 25,10,15,Myles Gaskin up the middle for no gain (tackle by Calais Campbell),,
4,3:29,2,10,MIA 25,10,15,Tua Tagovailoa pass complete deep left to Albert Wilson for 64 yards (tackle by Chuck Clark),,
4,2:40,1,10,BAL 11,10,15,Myles Gaskin up the middle for no gain (tackle by Marlon Humphrey) (no play),,
4,2:41,1,5,BAL 6,10,15,Myles Gaskin left guard for 1 yard (tackle by Justin Madubuike),,
4,2:37,,,,,,Timeout #1 by Baltimore Ravens,,
4,2:37,2,4,BAL 5,10,15,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",,
4,2:37,2,9,BAL 10,10,15,Myles Gaskin left tackle for 7 yards (tackle by Brandon Stephens),,
4,2:30,,,,,,Timeout #2 by Baltimore Ravens,,
4,2:30,3,2,BAL 3,10,15,Myles Gaskin left guard for 2 yards (tackle by Marlon Humphrey),,
4,2:24,,,,,,Timeout #3 by Baltimore Ravens,,
4,2:24,1,1,BAL 1,10,21,"Tua Tagovailoa up the middle for 1 yard, touchdown",,
4,2:19,,,BAL 15,10,22,Jason Sanders kicks extra point good,,
4,2:19,,,MIA 35,10,22,"Jason Sanders kicks off 65 yards, touchback.",,
4,2:19,1,10,BAL 25,10,22,Lamar Jackson pass complete short middle to Devonta Freeman for 8 yards (tackle by Jerome Baker),,
4,2:00,2,2,BAL 33,10,22,Lamar Jackson pass complete deep left to Rashod Bateman for 30 yards (tackle by Byron Jones),,
4,1:39,1,10,MIA 37,10,22,Lamar Jackson spiked the ball,,
4,1:38,2,10,MIA 37,10,22,Lamar Jackson pass complete short left to Rashod Bateman for 6 yards (tackle by Jerome Baker),,
4,1:20,3,4,MIA 31,10,22,Lamar Jackson pass complete short middle to Devin Duvernay for 9 yards (tackle by Brandon Jones),,
4,1:08,1,10,MIA 22,10,22,Lamar Jackson spiked the ball,,
4,1:07,2,10,MIA 22,10,22,Lamar Jackson pass complete short right to Mark Andrews for 15 yards (tackle by Justin Coleman),,
4,0:59,1,7,MIA 7,10,22,Lamar Jackson pass incomplete short left intended for Devonta Freeman,,
4,0:54,2,7,MIA 7,10,22,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Andrew Van Ginkel),,
4,0:47,3,7,MIA 7,10,22,Lamar Jackson pass short right intended for Rashod Bateman is intercepted by Justin Coleman in end zone and returned for no gain,,
4,0:43,1,10,MIA 20,10,22,Tua Tagovailoa kneels for -1 yards,,
4,0:20,2,11,MIA 19,10,22,Tua Tagovailoa kneels for no gain,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
