Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Kevin Zeitler,G,73,100%,0,0%,3,9%
Tyre Phillips,G,73,100%,0,0%,3,9%
Alejandro Villanueva,T,73,100%,0,0%,3,9%
Ben Powers,G,73,100%,0,0%,3,9%
Bradley Bozeman,C,73,100%,0,0%,0,0%
Lamar Jackson,QB,73,100%,0,0%,0,0%
Mark Andrews,TE,57,78%,0,0%,0,0%
Marquise Brown,WR,55,75%,0,0%,0,0%
Devin Duvernay,WR,44,60%,0,0%,14,44%
Devonta Freeman,RB,42,58%,0,0%,0,0%
Rashod Bateman,WR,40,55%,0,0%,0,0%
Patrick Ricard,FB,37,51%,0,0%,6,19%
Le'Veon Bell,RB,31,42%,0,0%,0,0%
Sammy Watkins,WR,23,32%,0,0%,0,0%
Eric Tomlinson,TE,15,21%,0,0%,13,41%
Miles Boykin,WR,11,15%,0,0%,20,63%
Josh Oliver,TE,10,14%,0,0%,8,25%
Marlon Humphrey,CB,0,0%,69,100%,5,16%
Chuck Clark,SS,0,0%,69,100%,4,13%
Brandon Stephens,FS,0,0%,67,97%,12,38%
Anthony Averett,CB,0,0%,67,97%,10,31%
Calais Campbell,DE,0,0%,51,74%,10,31%
Josh Bynes,LB,0,0%,51,74%,5,16%
Tyus Bowser,LB,0,0%,48,69%,12,38%
Odafe Oweh,LB,0,0%,45,65%,0,0%
Justin Ellis,DT,0,0%,37,54%,7,22%
Justin Houston,LB,0,0%,37,54%,0,0%
Patrick Queen,LB,0,0%,36,52%,4,13%
Chris Board,LB,0,0%,35,51%,29,91%
Tavon Young,CB,0,0%,31,45%,0,0%
Justin Madubuike,DT,0,0%,29,42%,7,22%
Pernell McPhee,LB,0,0%,25,36%,0,0%
Geno Stone,SS,0,0%,17,25%,25,78%
Chris Westry,CB,0,0%,17,25%,18,56%
Broderick Washington Jr.,DT,0,0%,14,20%,6,19%
Jimmy Smith,CB,0,0%,10,14%,4,13%
Kahlil McKenzie,G,0,0%,5,7%,0,0%
Kristian Welch,LB,0,0%,0,0%,29,91%
Anthony Levine,SS,0,0%,0,0%,29,91%
Tylan Wallace,WR,0,0%,0,0%,22,69%
Sam Koch,P,0,0%,0,0%,11,34%
Nick Moore,LS,0,0%,0,0%,11,34%
Justin Tucker,K,0,0%,0,0%,6,19%
Ty'Son Williams,RB,0,0%,0,0%,6,19%
James Carpenter,G,0,0%,0,0%,3,9%
Cedric Ogbuehi,T,0,0%,0,0%,3,9%
