Quarter,Time,Tm,Detail,PIT,CIN
1.0,12:57,Steelers,Rashard Mendenhall 1 yard rush (Jeff Reed kick),7,0
,7:46,Steelers,Jeff Reed 25 yard field goal,10,0
2.0,8:46,Bengals,Terrell Owens 19 yard pass from Carson Palmer (Mike Nugent kick),10,7
,2:07,Steelers,Hines Ward 8 yard pass from Ben Roethlisberger (Jeff Reed kick),17,7
,0:05,Steelers,Jeff Reed 53 yard field goal,20,7
4.0,14:50,Steelers,Mike Wallace 39 yard pass from Antwaan Randle El (Jeff Reed kick),27,7
,13:12,Bengals,Terrell Owens 27 yard pass from Carson Palmer (Mike Nugent kick),27,14
,9:05,Bengals,Cedric Benson 1 yard rush (Mike Nugent kick),27,21
