Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
1,9:12,2,5,NOR 16,0,6,"Matt Ryan pass complete deep middle to Roddy White for 16 yards, touchdown",4.370,7.000
1,,,,NOR 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,ATL 30,0,7,"Michael Koenen kicks off 67 yards, returned by Courtney Roby for 20 yards (tackle by Kroy Biermann)",0.000,0.480
1,9:00,1,10,NOR 23,0,7,Deuce McAllister up the middle for 6 yards (tackle by Michael Boley),0.480,0.740
1,8:26,2,4,NOR 29,0,7,Drew Brees pass incomplete short right intended for Lance Moore (defended by Domonique Foxworth),0.740,0.040
1,8:19,3,4,NOR 29,0,7,Drew Brees pass complete deep left to Marques Colston for 16 yards (tackle by Erik Coleman),0.040,1.930
1,7:38,1,10,NOR 45,0,7,Aaron Stecker left end for 12 yards (tackle by Curtis Lofton and Erik Coleman),1.930,2.720
1,7:00,1,10,ATL 43,0,7,Deuce McAllister right end for 1 yard (tackle by Curtis Lofton),2.720,2.310
1,6:18,2,9,ATL 42,0,7,Drew Brees pass complete deep right to Marques Colston for 19 yards (tackle by Chris Houston),2.310,4.040
1,5:37,1,10,ATL 23,0,7,Deuce McAllister right tackle for 7 yards (tackle by Lawyer Milloy),4.040,4.560
1,4:59,2,3,ATL 16,0,7,Deuce McAllister right tackle for 1 yard (tackle by Jonathan Babineaux),4.560,4.050
1,4:17,3,2,ATL 15,0,7,Drew Brees for 4 yards (tackle by Kindal Moorehead),4.050,4.840
1,3:42,1,10,ATL 11,0,7,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Domonique Foxworth),4.840,4.140
1,3:36,2,10,ATL 11,0,7,Aaron Stecker right tackle for 3 yards (tackle by Michael Boley and Domonique Foxworth),4.140,3.760
1,2:57,3,7,ATL 8,0,7,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by Lawyer Milloy),3.760,2.990
1,2:18,4,5,ATL 6,3,7,Garrett Hartley 24 yard field goal good,2.990,3.000
1,,,,NOR 30,3,7,"Garrett Hartley kicks off 70 yards, touchback",0.000,0.280
1,2:15,1,10,ATL 20,3,7,Michael Turner up the middle for -1 yards (tackle by Scott Shanle and Sedrick Ellis),0.280,-0.460
1,1:41,2,11,ATL 19,3,7,Michael Turner left tackle for 6 yards (tackle by Roman Harper),-0.460,-0.300
1,0:57,3,5,ATL 25,3,7,"Matt Ryan pass complete short middle to Jerious Norwood for 4 yards (tackle by Roman Harper). Penalty on Will Smith: Defensive Offside, 5 yards (no play)",-0.300,0.940
1,0:35,1,10,ATL 30,3,7,Jerious Norwood left tackle for 1 yard (tackle by Sedrick Ellis),0.940,0.530
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ATL 31,3,7,Jerious Norwood left end for 4 yards (tackle by Jonathan Vilma),0.530,0.370
2,14:21,3,5,ATL 35,3,7,Matt Ryan pass complete short right to Roddy White for 15 yards (tackle by Mike McKenzie),0.370,2.260
2,14:00,1,10,,3,7,Matt Ryan pass complete short left to Michael Jenkins for 11 yards (tackle by Aaron Glenn),2.260,2.980
2,13:34,1,10,NOR 39,3,7,"Penalty on Kendrick Clancy: Encroachment, 5 yards (no play)",2.980,3.710
2,13:13,1,5,NOR 34,3,7,Michael Turner up the middle for no gain (tackle by Jeff Charleston and Brian Young),3.710,3.120
2,12:33,2,5,NOR 34,3,7,Matt Ryan pass complete deep left to Michael Jenkins for 32 yards (tackle by Aaron Glenn),3.120,6.740
2,12:08,1,2,NOR 2,3,13,"Michael Turner left tackle for 2 yards, touchdown",6.740,7.000
2,,,,NOR 2,3,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,3,14,"Michael Koenen kicks off 67 yards, returned by Courtney Roby for 20 yards (tackle by Ovie Mughelli)",0.000,0.480
2,11:58,1,10,NOR 23,3,14,Devery Henderson left end for 30 yards (tackle by Curtis Lofton),0.480,2.460
2,11:33,1,10,ATL 47,3,14,Pierre Thomas left tackle for 8 yards (tackle by Jason Jefferson),2.460,2.990
2,10:50,2,2,ATL 39,3,14,Drew Brees pass complete short middle to Lance Moore for 11 yards (tackle by Lawyer Milloy),2.990,3.710
2,10:12,1,10,ATL 28,3,14,Drew Brees pass complete short left to Deuce McAllister for 8 yards (tackle by Curtis Lofton),3.710,4.250
2,9:42,2,2,ATL 20,3,14,Pierre Thomas up the middle for no gain (tackle by Grady Jackson),4.250,3.530
2,9:03,3,2,ATL 20,3,14,Drew Brees sacked by John Abraham for -6 yards,3.530,1.740
2,8:37,4,8,ATL 26,6,14,Garrett Hartley 44 yard field goal good,1.740,3.000
2,,,,NOR 30,6,14,"Garrett Hartley kicks off 67 yards, returned by Jerious Norwood for 18 yards (tackle by Courtney Roby)",0.000,0.340
2,8:27,1,10,ATL 21,6,14,Jerious Norwood left end for 8 yards (tackle by Randall Gay),0.340,0.880
2,7:54,2,2,ATL 29,6,14,Matt Ryan pass complete short right to Roddy White for 12 yards,0.880,1.660
2,7:20,1,10,ATL 41,6,14,Michael Turner up the middle for 7 yards (tackle by Kendrick Clancy and Scott Fujita),1.660,2.070
2,6:38,2,3,ATL 48,6,14,Michael Turner up the middle for 2 yards (tackle by Scott Fujita),2.070,1.620
2,5:57,3,1,,6,14,Michael Turner left end for 20 yards (tackle by Kevin Kaesviharn),1.620,3.580
2,5:25,1,10,NOR 30,6,14,Matt Ryan pass incomplete deep right intended for Roddy White,3.580,3.030
2,5:20,2,10,NOR 30,6,14,Jerious Norwood up the middle for 1 yard (tackle by Brian Young and Jonathan Vilma),3.030,2.480
2,4:48,3,9,NOR 29,6,14,Matt Ryan pass complete short left to Jerious Norwood for 21 yards (tackle by Roman Harper). Penalty on Kevin Kaesviharn: Illegal Contact (Declined),2.480,5.370
2,4:20,1,8,NOR 8,6,14,Michael Turner right tackle for -2 yards (tackle by Scott Fujita and Sedrick Ellis),5.370,4.190
2,3:38,2,10,NOR 10,6,14,Matt Ryan pass complete short left to Brian Finneran for 6 yards (tackle by Scott Shanle),4.190,4.490
2,3:14,3,4,NOR 4,6,14,Matt Ryan pass incomplete short right intended for Roddy White (defended by Randall Gay),4.490,3.030
2,3:09,4,4,NOR 4,6,17,Jason Elam 22 yard field goal good,3.030,3.000
2,,,,ATL 30,6,17,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,3:05,1,10,NOR 20,6,17,Drew Brees pass complete deep middle to Marques Colston for 19 yards (tackle by Michael Boley),0.280,1.530
2,2:39,1,10,NOR 39,6,17,Drew Brees pass incomplete short left intended for Aaron Stecker (defended by John Abraham),1.530,0.990
2,2:36,2,10,NOR 39,6,17,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by Michael Boley),0.990,1.090
2,2:10,,,,6,17,Timeout #1 by New Orleans Saints,0.000,1.090
2,2:10,3,4,NOR 45,6,17,Drew Brees pass complete short left to Jeremy Shockey for 10 yards (tackle by Keith Brooking),1.090,2.590
2,2:00,1,10,ATL 45,6,17,"Drew Brees pass complete deep right to Marques Colston for 18 yards (tackle by Keith Brooking). Penalty on Matt Lehr: Offensive Holding, 10 yards (no play)",2.590,1.930
2,1:52,1,20,NOR 45,6,17,Aaron Stecker right end for 6 yards (tackle by Lawyer Milloy),1.930,1.500
2,1:44,,,,6,17,Timeout #2 by New Orleans Saints,0.000,1.500
2,1:44,2,14,ATL 49,6,17,Drew Brees pass complete short right to Lance Moore for 15 yards,1.500,3.310
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:36,1,10,ATL 34,6,17,Drew Brees left end for 6 yards,3.310,3.580
2,1:14,2,4,ATL 28,6,17,Drew Brees pass incomplete,3.580,2.870
2,1:08,,,,6,17,Timeout #1 by Atlanta Falcons,0.000,2.870
2,1:08,3,4,ATL 28,6,17,Drew Brees pass incomplete short left intended for Lance Moore (defended by Chauncey Davis),2.870,1.650
2,1:04,4,4,ATL 28,6,17,Drew Brees pass incomplete short left intended for Lance Moore (defended by Chris Houston),1.650,-0.810
2,0:59,1,10,ATL 28,6,17,"Jerious Norwood left end for 3 yards (tackle by Jonathan Vilma). Penalty on Justin Peelle: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,0:52,1,20,ATL 18,6,17,Matt Ryan kneels for -1 yards,-0.040,-1.360
2,0:25,2,21,ATL 17,6,17,Matt Ryan kneels for -1 yards,-1.360,-2.420
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,6,17,"Garrett Hartley kicks off 69 yards, returned by Jerious Norwood for 55 yards (tackle by Garrett Hartley)",0.000,2.650
3,14:51,1,10,NOR 44,6,17,Matt Ryan pass complete short left to Michael Turner for no gain,2.650,2.110
3,14:07,2,10,NOR 44,6,17,Roddy White left end for 2 yards (tackle by Randall Gay),2.110,1.690
3,13:38,3,8,NOR 42,6,17,Matt Ryan pass incomplete short left intended for Brian Finneran,1.690,0.460
3,13:34,4,8,NOR 42,6,17,"Michael Koenen punts 33 yards, fair catch by Lance Moore",0.460,0.380
3,13:26,1,10,NOR 9,6,17,Pierre Thomas right end for 9 yards (tackle by Curtis Lofton and Lawyer Milloy),-0.380,0.140
3,12:43,2,1,NOR 18,6,17,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Domonique Foxworth),0.140,0.610
3,12:01,1,10,NOR 25,6,17,Drew Brees pass complete short left to Pierre Thomas for 9 yards (tackle by Michael Boley),0.610,1.280
3,11:32,2,1,NOR 34,6,17,Pierre Thomas up the middle for -3 yards (tackle by Keith Brooking and Jonathan Babineaux),1.280,0.170
3,10:51,3,4,NOR 31,6,17,Drew Brees pass incomplete deep left intended for Marques Colston,0.170,-1.310
3,10:44,4,4,NOR 31,6,17,Glenn Pakulak punts 38 yards,-1.310,-1.000
3,10:36,1,10,ATL 31,6,17,Michael Turner left tackle for 4 yards (tackle by Scott Fujita),1.000,1.000
3,9:50,,,,6,17,Timeout #1 by Atlanta Falcons,0.000,1.000
3,9:50,2,6,ATL 35,6,17,Michael Turner left tackle for 5 yards (tackle by Sedrick Ellis),1.000,0.960
3,9:11,3,1,ATL 40,6,17,Michael Turner up the middle for 2 yards (tackle by Sedrick Ellis),0.960,1.730
,,,,,,,"NOR challenged the first down ruling, and the play was upheld.",,
3,8:43,1,10,ATL 42,6,17,Michael Turner left tackle for 8 yards (tackle by Randall Gay),1.730,2.270
3,8:01,2,2,,6,17,Jerious Norwood right tackle for 4 yards (tackle by Scott Shanle),2.270,2.520
3,7:17,1,10,NOR 46,6,17,Michael Turner left tackle for no gain (tackle by Bobby McCray and Kevin Kaesviharn),2.520,1.980
3,6:33,2,10,NOR 46,6,17,Matt Ryan pass complete short right to Justin Peelle for 14 yards (tackle by Roman Harper),1.980,3.450
3,5:47,1,10,NOR 32,6,17,Michael Turner up the middle for 4 yards (tackle by Kevin Kaesviharn and Will Smith),3.450,3.440
3,5:02,2,6,NOR 28,6,17,Michael Turner left end for 13 yards (tackle by Kevin Kaesviharn),3.440,4.580
3,4:15,1,10,NOR 15,6,17,Michael Turner up the middle for -5 yards (tackle by Randall Gay),4.580,3.350
3,3:30,2,15,NOR 20,6,17,Matt Ryan pass complete short middle to Michael Jenkins for 9 yards (tackle by Scott Fujita),3.350,3.780
3,2:46,3,6,NOR 11,6,17,Matt Ryan pass complete short right to Michael Jenkins for 2 yards (tackle by Mike McKenzie),3.780,2.900
3,2:09,4,4,NOR 9,6,20,Jason Elam 27 yard field goal good,2.900,3.000
3,,,,ATL 30,6,20,"Michael Koenen kicks off 74 yards, returned by Courtney Roby for 41 yards (tackle by Michael Koenen)",0.000,1.400
3,1:59,1,10,NOR 37,6,20,Drew Brees pass incomplete short middle intended for Pierre Thomas,1.400,0.860
3,1:53,2,10,NOR 37,6,20,Drew Brees pass incomplete short left intended for Marques Colston,0.860,0.170
3,1:49,3,10,NOR 37,6,20,Drew Brees pass incomplete short left intended for Jeremy Shockey,0.170,-0.910
3,1:44,4,10,NOR 37,6,20,"Glenn Pakulak punts 51 yards, returned by Harry Douglas for 8 yards (tackle by Marvin Mitchell)",-0.910,-0.280
3,1:32,1,10,ATL 20,6,20,Michael Turner up the middle for 1 yard (tackle by Will Smith),0.280,-0.130
3,0:52,2,9,ATL 21,6,20,Michael Turner right end for 1 yard (tackle by Scott Fujita and Scott Shanle),-0.130,-0.690
3,0:10,3,8,ATL 22,6,20,Matt Ryan pass complete short left to Roddy White for 11 yards (tackle by Usama Young),-0.690,1.140
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 33,6,20,Matt Ryan pass incomplete deep right intended for Roddy White,1.140,0.590
4,14:53,2,10,ATL 33,6,26,"Matt Ryan pass complete short right to Jerious Norwood for 67 yards, touchdown",0.590,7.000
4,,,,NOR 2,6,27,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,6,27,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
4,14:40,1,10,NOR 20,6,27,Drew Brees pass incomplete short right intended for Jeremy Shockey (defended by Michael Boley),0.280,-0.270
4,14:35,2,10,NOR 20,6,27,Drew Brees pass complete short left to Pierre Thomas for 9 yards (tackle by Keith Brooking),-0.270,0.230
4,13:56,3,1,NOR 29,6,27,Drew Brees pass incomplete short middle intended for Pierre Thomas (defended by Michael Boley),0.230,-1.440
4,13:49,4,1,NOR 29,6,27,Pierre Thomas up the middle for 3 yards (tackle by Erik Coleman),-1.440,1.070
4,13:23,1,10,NOR 32,6,27,Drew Brees pass incomplete deep middle intended for Lance Moore (defended by Chevis Jackson),1.070,0.530
4,13:16,2,10,NOR 32,6,27,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Chevis Jackson),0.530,-0.160
4,13:08,3,10,NOR 32,6,27,Drew Brees pass complete short middle to Devery Henderson for 13 yards (tackle by Erik Coleman),-0.160,1.930
4,12:38,1,10,NOR 45,6,27,Drew Brees pass complete deep middle to Billy Miller for 23 yards (tackle by Lawyer Milloy),1.930,3.450
4,12:09,1,10,ATL 32,6,27,"Penalty on Carl Nicks: False Start, 5 yards (no play)",3.450,3.120
4,11:48,1,15,ATL 37,6,27,Drew Brees pass complete short right to Marques Colston for 21 yards (tackle by Domonique Foxworth),3.120,4.510
4,11:08,1,10,ATL 16,6,27,Drew Brees pass complete short middle to Pierre Thomas for 6 yards (tackle by Keith Brooking),4.510,4.970
4,10:29,2,4,ATL 10,6,27,"Penalty on Matt Lehr: False Start, 5 yards (no play)",4.970,4.050
4,10:27,2,9,ATL 15,6,27,Drew Brees pass incomplete short left intended for Devery Henderson,4.050,3.220
4,10:01,3,9,ATL 15,12,27,"Drew Brees pass complete short right to Deuce McAllister for 15 yards, touchdown",3.220,7.000
4,,,,ATL 2,13,27,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,,13,27,"Garrett Hartley kicks onside 9 yards. Penalty on Garrett Hartley: Short Free Kick, 5 yards (no play)",0.000,0.000
4,,,,NOR 25,13,27,Garrett Hartley kicks off 25 yards,0.000,2.260
4,9:54,1,10,NOR 50,13,27,Michael Turner up the middle for 4 yards (tackle by Scott Fujita),2.260,2.250
4,9:16,2,6,NOR 46,13,27,Michael Turner up the middle for 3 yards (tackle by Scott Fujita and Kevin Kaesviharn),2.250,1.950
4,8:22,3,3,NOR 43,13,27,Matt Ryan pass incomplete short right intended for Brian Finneran,1.950,0.400
4,8:18,4,3,NOR 43,13,27,"Michael Koenen punts 33 yards, fair catch by Lance Moore",0.400,0.380
4,8:10,1,10,NOR 10,13,27,Drew Brees pass complete short right to Pierre Thomas for 7 yards (tackle by Michael Boley),-0.380,-0.090
4,7:43,2,3,NOR 17,13,27,Drew Brees pass incomplete deep right intended for Jeremy Shockey,-0.090,-0.600
4,7:38,3,3,NOR 17,13,27,Pierre Thomas up the middle for 9 yards (tackle by Lawyer Milloy),-0.600,0.670
4,7:12,1,10,NOR 26,13,27,Drew Brees pass incomplete deep middle intended for David Patten,0.670,0.130
4,7:06,2,10,NOR 26,13,27,Drew Brees pass complete deep right to David Patten for 16 yards (tackle by Domonique Foxworth),0.130,1.730
4,6:49,1,10,NOR 42,13,27,Drew Brees pass complete short left to Billy Miller for 2 yards (tackle by Keith Brooking),1.730,1.460
4,6:20,2,8,NOR 44,13,27,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by Coy Wire),1.460,1.160
4,5:51,3,5,NOR 47,13,27,Drew Brees pass incomplete short right intended for Lance Moore,1.160,-0.260
4,5:47,4,5,NOR 47,13,27,Drew Brees pass complete short middle to David Patten for 19 yards (tackle by Chris Houston),-0.260,3.310
4,5:16,1,10,ATL 34,13,27,Drew Brees pass complete deep middle to Billy Miller for 23 yards (tackle by Keith Brooking),3.310,4.840
4,4:41,1,10,ATL 11,13,27,Drew Brees pass incomplete short right intended for Lance Moore,4.840,4.140
4,4:36,2,10,ATL 11,13,27,"Drew Brees pass incomplete short right intended for Pierre Thomas. Penalty on Carl Nicks: Offensive Pass Interference, 10 yards (no play)",4.140,2.940
4,4:29,2,20,ATL 21,13,27,Drew Brees pass incomplete deep middle intended for Lance Moore is intercepted by Chris Houston at ATL-0,2.940,-0.280
4,4:21,1,10,ATL 20,13,27,Michael Turner up the middle for 9 yards (tackle by Scott Fujita and Bobby McCray),0.280,0.950
4,3:35,2,1,ATL 29,13,27,Michael Turner left tackle for 1 yard (tackle by Kendrick Clancy),0.950,0.940
4,3:28,,,,13,27,Timeout #2 by New Orleans Saints,0.000,0.940
4,3:28,1,10,ATL 30,13,27,Michael Turner left tackle for 3 yards (tackle by Scott Fujita and Kevin Kaesviharn),0.940,0.800
4,3:21,,,,13,27,Timeout #3 by New Orleans Saints,0.000,0.800
4,3:21,2,7,ATL 33,13,27,Jerious Norwood right end for -1 yards (tackle by Kevin Kaesviharn),0.800,-0.030
4,2:36,3,8,ATL 32,13,27,Matt Ryan pass incomplete short left intended for Roddy White,-0.030,-1.240
4,2:32,4,8,ATL 32,13,27,"Michael Koenen punts 44 yards, fair catch by Lance Moore",-1.240,-0.540
4,2:23,1,10,NOR 24,13,27,Drew Brees pass incomplete short right intended for Billy Miller,0.540,0.000
4,2:18,2,10,NOR 24,13,27,Drew Brees pass complete short middle to Marques Colston for 10 yards (tackle by Erik Coleman),0.000,1.200
4,2:00,1,10,NOR 34,13,27,"Drew Brees pass complete deep left to Marques Colston for 48 yards (tackle by Erik Coleman). Marques Colston fumbles (forced by Erik Coleman), ball out of bounds at ATL-16",1.200,4.370
4,1:38,1,10,ATL 18,13,27,Drew Brees pass complete short left to Lance Moore for 10 yards (tackle by Erik Coleman),4.370,5.370
4,1:30,1,8,ATL 8,13,33,"Drew Brees pass incomplete short left intended for Devery Henderson is intercepted by Chevis Jackson at ATL-5 and returned for 95 yards, touchdown. Penalty on Billy Miller: Offensive Pass Interference (Declined)",5.370,-7.000
4,,,,NOR 2,13,34,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,13,34,"Michael Koenen kicks off 59 yards, returned by Courtney Roby for 20 yards (tackle by Kroy Biermann)",0.000,1.000
4,1:09,1,10,NOR 31,13,34,Drew Brees pass incomplete short middle intended for Pierre Thomas,1.000,0.460
4,1:04,2,10,NOR 31,13,34,Drew Brees pass complete deep left to Devery Henderson for 20 yards (tackle by Chris Houston),0.460,2.320
4,0:45,1,10,ATL 49,13,34,Drew Brees spiked the ball,2.320,1.780
4,0:44,2,10,ATL 49,13,34,Drew Brees pass complete short middle to Billy Miller for 12 yards (tackle by Keith Brooking),1.780,3.120
4,0:23,1,10,ATL 37,13,34,Drew Brees pass complete short right to Billy Miller for 5 yards (tackle by Domonique Foxworth),3.120,3.250
4,0:15,2,5,ATL 32,13,34,Drew Brees pass incomplete deep right intended for David Patten (defended by Lawyer Milloy),3.250,2.540
4,0:06,3,5,ATL 32,19,34,"Drew Brees pass complete deep right to Lance Moore for 32 yards, touchdown",2.540,7.000
4,,,,ATL 2,20,34,Garrett Hartley kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
