Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
1,9:21,1,10,BAL 40,0,7,Kenyan Drake right end for 6 yards (tackle by Raekwon Davis and Nik Needham),1.600,1.860
1,8:42,2,4,BAL 46,0,7,Mike Davis left guard for 3 yards (tackle by Christian Wilkins and Zach Sieler),1.860,1.550
1,7:58,3,1,BAL 49,0,7,Patrick Ricard left guard for 5 yards (tackle by Duke Riley),1.550,2.520
1,7:16,1,10,MIA 46,0,7,Lamar Jackson pass complete short middle to Rashod Bateman for 9 yards (tackle by Elandon Roberts and Xavien Howard),2.520,3.190
1,6:41,2,1,MIA 37,0,7,Mike Davis up the middle for no gain (tackle by Christian Wilkins),3.190,2.480
1,6:00,3,1,MIA 37,0,7,Mike Davis right guard for no gain (tackle by Samuel Eguavoen and Elandon Roberts),2.480,0.790
1,5:16,4,1,MIA 37,0,7,Mark Andrews up the middle for 3 yards (tackle by Christian Wilkins),0.790,3.310
1,4:26,1,10,MIA 34,0,7,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",3.310,2.980
1,4:08,1,15,MIA 39,0,7,Lamar Jackson pass complete short left to Isaiah Likely for 4 yards (tackle by Brandon Jones),2.980,2.640
1,3:28,2,11,MIA 35,0,7,"Penalty on MIA: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",2.640,3.310
1,3:04,2,6,MIA 30,0,7,"Lamar Jackson pass complete short middle to Mark Andrews for 16 yards (tackle by Brandon Jones). Penalty on Nik Needham: Defensive Holding, 5 yards (declined)",3.310,4.650
1,2:35,1,10,MIA 14,0,7,Kenyan Drake left tackle for no gain (tackle by Brandon Jones and Raekwon Davis),4.650,4.000
1,1:56,2,10,MIA 14,0,7,Lamar Jackson scrambles right end for 10 yards (tackle by Duke Riley),4.000,6.280
1,1:21,1,4,MIA 4,0,7,"Kenyan Drake left tackle for no gain (tackle by Jerome Baker). Penalty on Melvin Ingram: Face Mask (15 Yards), 2 yards (accepted) (no play)",6.280,6.740
1,1:05,1,2,MIA 2,0,7,Mike Davis right guard for 1 yard (tackle by Emmanuel Ogbah and Jerome Baker),6.740,5.910
1,0:35,2,1,MIA 1,0,7,Mike Davis right guard for no gain (tackle by Zach Sieler and Samuel Eguavoen),5.910,5.170
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,14:56,3,1,MIA 1,0,7,"Lamar Jackson for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Lamar Jackson right tackle for no gain (tackle by Samuel Eguavoen)",5.170,3.550
2,14:47,4,1,MIA 1,0,7,"Lamar Jackson aborted snap, recovered by Mike Davis at MIA-6",3.550,0.380
2,14:43,1,10,MIA 6,0,7,Raheem Mostert left end for -3 yards (tackle by Broderick Washington and Malik Harrison),-0.380,-1.000
2,14:11,2,13,MIA 3,0,7,Tua Tagovailoa pass complete deep middle to Jaylen Waddle for 59 yards (tackle by Chuck Clark),-1.000,3.050
2,13:11,1,10,BAL 38,0,7,Tua Tagovailoa pass complete short left to Tyreek Hill for 15 yards (tackle by Chuck Clark),3.050,4.040
2,12:25,1,10,BAL 23,0,7,Tua Tagovailoa pass complete short middle to Trent Sherfield for 12 yards (tackle by Marcus Williams and Marlon Humphrey),4.040,4.840
2,11:45,,,,,,Timeout #2 by Miami Dolphins,,
2,11:45,1,10,BAL 11,0,7,Tua Tagovailoa pass complete short left to Durham Smythe for 5 yards (tackle by Marlon Humphrey),4.840,5.080
2,10:58,2,5,BAL 6,6,7,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 6 yards, touchdown",5.080,7.000
2,10:54,,,BAL 15,7,7,Jason Sanders kicks extra point good,0.000,0.000
2,10:54,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:54,1,10,BAL 25,7,13,"Lamar Jackson pass complete short middle to Rashod Bateman for 75 yards, touchdown",0.610,7.000
2,10:44,,,MIA 15,7,14,Justin Tucker kicks extra point good,0.000,0.000
2,10:44,,,BAL 35,7,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,10:44,1,10,MIA 25,7,14,Tua Tagovailoa pass complete short left to Tyreek Hill for 5 yards (tackle by Kyle Hamilton),0.610,0.740
2,10:03,2,5,MIA 30,7,14,Chase Edmonds left tackle for 3 yards (tackle by Michael Pierce and Calais Campbell),0.740,0.430
2,9:18,3,2,MIA 33,7,14,Tua Tagovailoa pass complete short left to Tyreek Hill for 1 yard (tackle by Damarion Williams),0.430,-1.110
2,8:32,4,1,MIA 34,7,14,Alec Ingold up the middle for 1 yard (tackle by Michael Pierce and Calais Campbell),-1.110,1.270
2,7:50,1,10,MIA 35,7,14,Tua Tagovailoa pass incomplete short middle intended for Chase Edmonds,1.270,0.720
2,7:45,2,10,MIA 35,7,14,Tua Tagovailoa sacked by Justin Houston for -8 yards,0.720,-1.020
2,7:03,3,18,MIA 27,7,14,"Tua Tagovailoa pass incomplete short right intended for Chase Edmonds (defended by Kyle Hamilton). Penalty on Robert Hunt: Ineligible Downfield Pass, 5 yards (declined)",-1.020,-1.570
2,6:57,4,18,MIA 27,7,14,"Thomas Morstead punts 44 yards, returned by Devin Duvernay for 5 yards (tackle by Andrew Van Ginkel)",-1.570,-1.200
2,6:46,1,10,BAL 34,7,14,Lamar Jackson right tackle for 4 yards (tackle by Christian Wilkins),1.200,1.200
2,6:13,2,6,BAL 38,7,14,Lamar Jackson pass complete short left to Rashod Bateman for 7 yards (tackle by Xavien Howard),1.200,1.930
2,5:38,1,10,BAL 45,7,14,Justice Hill right end for 5 yards (tackle by Emmanuel Ogbah and Duke Riley),1.930,2.060
2,4:53,2,5,BAL 50,7,14,"Lamar Jackson scrambles for 19 yards (tackle by Christian Wilkins). Penalty on Xavien Howard: Defensive Holding, 5 yards (accepted)",2.060,3.840
2,4:23,1,10,MIA 26,7,14,"Lamar Jackson pass complete to Mark Andrews for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Lamar Jackson pass complete deep middle to Mark Andrews for 25 yards (tackle by Keion Crossen and Jevon Holland)",3.840,6.970
2,4:07,1,1,MIA 1,7,20,"Lamar Jackson pass complete short left to Mark Andrews for 1 yard, touchdown",6.970,7.000
2,4:03,,,MIA 15,7,21,Justin Tucker kicks extra point good,0.000,0.000
2,4:03,,,BAL 35,7,21,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,4:03,1,10,MIA 25,7,21,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill,0.610,0.060
2,3:56,2,10,MIA 25,7,21,Tua Tagovailoa pass complete short middle to Raheem Mostert for 11 yards (tackle by Jalyn Armour-Davis),0.060,1.330
2,3:16,1,10,MIA 36,7,21,Raheem Mostert left end for 5 yards (tackle by Michael Pierce),1.330,1.470
2,2:38,2,5,MIA 41,7,21,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Jalyn Armour-Davis),1.470,0.760
2,2:32,3,5,MIA 41,7,21,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 4 yards (tackle by Marlon Humphrey) MIA challenged the first down ruling, and the play was upheld.",0.760,-0.390
2,2:00,4,1,MIA 45,7,21,Tua Tagovailoa up the middle for 1 yard (tackle by Justin Madubuike),-0.390,1.990
2,1:31,1,10,MIA 46,7,21,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle,1.990,1.450
2,1:21,2,10,MIA 46,7,21,"Tua Tagovailoa pass incomplete intended for Jaylen Waddle Replay Assistant challenged the pass interception ruling, and the original play was overturned. Tua Tagovailoa pass deep left intended for Jaylen Waddle is intercepted by Marcus Williams at BAL-20 and returned for no gain (tackle by Jaylen Waddle)",1.450,-0.280
2,1:20,1,10,BAL 20,7,21,Lamar Jackson up the middle for 6 yards (tackle by Jerome Baker),0.280,0.540
2,1:00,2,4,BAL 26,7,21,Lamar Jackson pass complete deep right to Isaiah Likely for 34 yards (tackle by Jevon Holland),0.540,2.920
2,0:52,1,10,MIA 40,7,21,Justice Hill left end for 13 yards (tackle by Xavien Howard),2.920,3.780
2,0:46,1,10,MIA 27,7,21,"Lamar Jackson pass incomplete intended for Devin Duvernay. Penalty on Melvin Ingram: Defensive Offside, 5 yards (accepted) (no play)",3.780,4.510
2,0:43,1,5,MIA 22,7,21,Lamar Jackson pass complete short middle to Mark Andrews for 10 yards (tackle by Eric Rowe),4.510,4.780
2,0:38,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:38,1,10,MIA 12,7,21,Lamar Jackson pass incomplete short right intended for Demarcus Robinson,4.780,4.100
2,0:33,2,10,MIA 12,7,27,"Lamar Jackson pass complete short middle to Demarcus Robinson for 12 yards, touchdown",4.100,7.000
2,0:29,,,MIA 15,7,28,Justin Tucker kicks extra point good,0.000,0.000
2,0:29,,,BAL 35,7,28,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:29,1,10,MIA 25,7,28,Raheem Mostert left end for 3 yards (tackle by Kyle Hamilton and Justin Madubuike),0.610,0.470
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,7,28,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,7,28,Tua Tagovailoa pass complete short middle to Tyreek Hill for 3 yards (tackle by Marcus Williams),0.610,0.470
3,14:28,2,7,MIA 28,7,28,Raheem Mostert left guard for 11 yards (tackle by Kyle Hamilton and Marcus Williams),0.470,1.530
3,13:52,1,10,MIA 39,7,28,Tua Tagovailoa pass complete short left to Raheem Mostert for 13 yards (tackle by Marcus Williams),1.530,2.390
3,13:06,1,10,BAL 48,7,28,Raheem Mostert right end for 9 yards (tackle by Marlon Humphrey and Kyle Hamilton),2.390,3.060
3,12:23,2,1,BAL 39,7,28,Chase Edmonds right tackle for 4 yards (tackle by Odafe Oweh),3.060,3.250
3,11:45,1,10,BAL 35,7,28,Chase Edmonds left end for -4 yards (tackle by Odafe Oweh),3.250,2.160
3,11:00,2,14,BAL 39,7,28,"Tua Tagovailoa pass complete to Tyreek Hill for no gain. Penalty on Connor Williams: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",2.160,0.810
3,10:27,2,24,BAL 49,7,28,Tua Tagovailoa pass complete short middle to Tyreek Hill for 14 yards (tackle by Damarion Williams),0.810,2.010
3,9:40,3,10,BAL 35,7,28,"Tua Tagovailoa pass complete short right to Jaylen Waddle for 11 yards. Penalty on Odafe Oweh: Defensive Offside, 5 yards (declined)",2.010,3.970
3,9:21,1,10,BAL 24,7,28,Tua Tagovailoa pass complete short left to Alec Ingold for 13 yards (tackle by Chuck Clark),3.970,4.840
3,8:43,1,10,BAL 11,7,28,Tua Tagovailoa pass complete short right to Trent Sherfield for -3 yards (tackle by Jalyn Armour-Davis),4.840,3.690
3,8:01,2,13,BAL 14,7,28,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,3.690,3.030
3,7:57,3,13,BAL 14,13,28,"Tua Tagovailoa pass complete short middle to Mike Gesicki for 14 yards, touchdown",3.030,7.000
3,7:52,,,BAL 15,14,28,Jason Sanders kicks extra point good,0.000,0.000
3,7:52,,,MIA 35,14,28,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,7:51,1,10,BAL 25,14,28,Lamar Jackson pass incomplete short left intended for Rashod Bateman,0.610,0.060
3,7:48,2,10,BAL 25,14,28,Lamar Jackson pass complete short right to Isaiah Likely for 3 yards (tackle by Kader Kohou),0.060,-0.230
3,7:13,3,7,BAL 28,14,28,Lamar Jackson pass complete short middle to Mark Andrews for 6 yards (tackle by Eric Rowe),-0.230,-1.110
3,6:26,4,1,BAL 34,14,28,"Jordan Stout punts 45 yards, returned by Jevon Holland for 8 yards (tackle by Justice Hill)",-1.110,-0.870
3,6:20,1,10,MIA 29,14,28,Raheem Mostert up the middle for 7 yards (tackle by Patrick Queen),0.870,1.270
3,5:43,2,3,MIA 36,14,28,Raheem Mostert left guard for 1 yard (tackle by Marlon Humphrey),1.270,0.700
3,4:59,3,2,MIA 37,14,28,Tua Tagovailoa pass complete short middle to Tyreek Hill for 10 yards (tackle by Marcus Williams),0.700,2.060
3,4:15,1,10,MIA 47,14,28,Tua Tagovailoa pass complete short middle to Raheem Mostert for 4 yards (tackle by Patrick Queen),2.060,2.060
3,3:28,2,6,BAL 49,14,28,"Tua Tagovailoa scrambles for no gain. Penalty on Chase Edmonds: Tripping / Offense, 10 yards (accepted) (no play)",2.060,0.710
3,3:02,2,16,MIA 41,14,28,Tua Tagovailoa pass complete short middle to Chase Edmonds for 8 yards (tackle by Patrick Queen),0.710,1.090
3,2:17,3,8,MIA 49,14,28,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle (defended by Marcus Peters),1.090,-0.130
3,2:11,4,8,MIA 49,14,28,Thomas Morstead punts 38 yards downed by Blake Ferguson,-0.130,0.320
3,2:01,1,10,BAL 13,14,28,Lamar Jackson pass complete short left to Mark Andrews for 9 yards (tackle by Eric Rowe),-0.320,0.490
3,1:23,2,1,BAL 22,14,28,Kenyan Drake right guard for -1 yards (tackle by Christian Wilkins),0.490,-0.470
3,0:38,3,2,BAL 21,14,34,"Lamar Jackson right guard for 79 yards, touchdown",-0.470,7.000
3,0:26,,,MIA 15,14,35,Justin Tucker kicks extra point good,0.000,0.000
3,0:26,,,BAL 35,14,35,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:26,1,10,MIA 25,14,35,Tua Tagovailoa pass complete deep middle to Jaylen Waddle for 33 yards (tackle by Jalyn Armour-Davis and Geno Stone),0.610,2.790
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 42,14,35,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 12 yards (tackle by Damarion Williams),2.790,3.580
4,14:14,,,,,,Timeout #1 by Miami Dolphins,,
4,14:14,1,10,BAL 30,14,35,Raheem Mostert up the middle for 4 yards (tackle by Odafe Oweh),3.580,3.570
4,13:37,2,6,BAL 26,14,35,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 16 yards (tackle by Marcus Peters),3.570,4.910
4,12:59,1,10,BAL 10,14,35,Tua Tagovailoa pass complete short left to Mike Gesicki for 8 yards (tackle by Patrick Queen),4.910,5.720
4,12:22,2,2,BAL 2,14,35,Tua Tagovailoa pass incomplete short middle intended for River Cracraft (defended by Damarion Williams),5.720,4.950
4,12:18,3,2,BAL 2,20,35,"Tua Tagovailoa pass complete short middle to River Cracraft for 2 yards, touchdown",4.950,7.000
4,12:12,,,BAL 15,21,35,Jason Sanders kicks extra point good,0.000,0.000
4,12:12,,,MIA 35,21,35,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,12:12,1,10,BAL 25,21,35,Lamar Jackson pass complete deep middle to Devin Duvernay for 26 yards (tackle by Elandon Roberts),0.610,2.320
4,11:24,1,10,MIA 49,21,35,Lamar Jackson pass complete short left to Mark Andrews for 6 yards (tackle by Eric Rowe),2.320,2.590
4,10:39,2,4,MIA 43,21,35,Kenyan Drake left end for 1 yard (tackle by Jaelan Phillips),2.590,2.020
4,10:05,3,3,MIA 42,21,35,Lamar Jackson right guard for 2 yards (tackle by Zach Sieler and Christian Wilkins),2.020,0.590
4,9:18,4,1,MIA 40,21,35,Lamar Jackson left end for -1 yards (tackle by Elandon Roberts and Trey Flowers),0.590,-1.660
4,9:11,1,10,MIA 41,21,35,Tua Tagovailoa pass complete short left to Mike Gesicki for 7 yards (tackle by Justin Houston and Damarion Williams),1.660,2.070
4,8:37,2,3,MIA 48,21,35,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Marcus Peters),2.070,2.390
4,8:02,1,10,BAL 48,21,35,Tua Tagovailoa pass incomplete short middle intended for Cedrick Wilson,2.390,1.850
4,7:59,2,10,BAL 48,21,35,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,1.850,1.160
4,7:54,3,10,BAL 48,27,35,"Tua Tagovailoa pass complete deep middle to Tyreek Hill for 48 yards, touchdown",1.160,7.000
4,7:47,,,BAL 15,28,35,Jason Sanders kicks extra point good,0.000,0.000
4,7:47,,,MIA 35,28,35,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,7:47,1,10,BAL 25,28,35,"Lamar Jackson pass incomplete intended for Isaiah Likely. Penalty on Kader Kohou: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
4,7:42,1,10,BAL 30,28,35,Justice Hill right end for -2 yards (tackle by Christian Wilkins and Melvin Ingram),0.940,0.120
4,7:06,2,12,BAL 28,28,35,Lamar Jackson pass incomplete short left intended for Rashod Bateman (defended by Xavien Howard),0.120,-0.560
4,7:02,3,12,BAL 28,28,35,Lamar Jackson pass incomplete deep middle intended for Isaiah Likely,-0.560,-1.220
4,6:54,3,22,BAL 28,28,35,Jordan Stout punts 36 yards out of bounds,-1.220,-1.330
4,6:46,1,10,MIA 36,28,35,Chase Edmonds left guard for 2 yards (tackle by Broderick Washington),1.330,1.060
4,6:10,2,8,MIA 38,28,35,Tua Tagovailoa pass complete short middle to Alec Ingold for 2 yards (tackle by Chuck Clark),1.060,0.630
4,5:27,3,6,MIA 40,34,35,"Tua Tagovailoa pass complete deep left to Tyreek Hill for 60 yards, touchdown",0.630,7.000
4,5:19,,,BAL 15,35,35,Jason Sanders kicks extra point good,0.000,0.000
4,5:19,,,MIA 35,35,35,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,5:19,1,10,BAL 25,35,35,Lamar Jackson pass complete short right to Mark Andrews for 16 yards (tackle by Eric Rowe),0.610,1.660
4,4:30,1,10,BAL 41,35,35,"Lamar Jackson pass incomplete intended for Isaiah Likely. Penalty on Brandon Jones: Defensive Pass Interference, 9 yards (accepted) (no play)",1.660,2.260
4,4:23,1,10,BAL 50,35,35,Lamar Jackson pass complete short middle to Devin Duvernay for 16 yards (tackle by Jevon Holland),2.260,3.310
4,3:58,1,10,MIA 34,35,35,Kenyan Drake left tackle for -1 yards (tackle by Melvin Ingram),3.310,2.640
4,3:13,2,11,MIA 35,35,35,Lamar Jackson pass complete short right to Isaiah Likely for 2 yards (tackle by Brandon Jones and Xavien Howard),2.640,2.210
4,2:29,3,9,MIA 33,35,35,Lamar Jackson pass incomplete deep middle intended for Mark Andrews,2.210,1.150
4,2:23,4,9,MIA 33,35,38,"Justin Tucker 51 yard field goal good. Penalty on Justin Bethel: Defensive Offside, 5 yards (declined)",1.150,3.000
4,2:18,,,BAL 35,35,38,"Justin Tucker kicks off 51 yards, returned by Durham Smythe for 18 yards (tackle by Josh Ross and Raleigh Webb)",0.000,1.070
4,2:12,1,10,MIA 32,35,38,Tua Tagovailoa pass complete short right to Jaylen Waddle for 3 yards (tackle by Marcus Peters),1.070,0.930
4,2:00,2,7,MIA 35,35,38,Tua Tagovailoa pass complete short middle to Tyreek Hill for 21 yards (tackle by Marcus Williams),0.930,2.650
4,1:34,1,10,BAL 44,35,38,Tua Tagovailoa pass complete short middle to Tyreek Hill for 9 yards (tackle by Chuck Clark),2.650,3.330
4,0:47,2,1,BAL 35,35,38,Chase Edmonds up the middle for 28 yards (tackle by Marcus Williams),3.330,5.600
4,0:24,,,,,,Timeout #2 by Miami Dolphins,,
4,0:24,1,7,BAL 7,35,38,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle (defended by Damarion Williams),5.600,4.760
4,0:19,2,7,BAL 7,41,38,"Tua Tagovailoa pass complete short middle to Jaylen Waddle for 7 yards, touchdown",4.760,7.000
4,0:14,,,BAL 15,42,38,Jason Sanders kicks extra point good,0.000,0.000
4,0:14,,,MIA 35,42,38,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,0:14,1,10,BAL 25,42,38,Lamar Jackson pass complete short middle to Mark Andrews for 15 yards (tackle by Eric Rowe),0.610,1.600
4,0:09,,,,,,Timeout #1 by Baltimore Ravens,,
4,0:09,1,10,BAL 40,42,38,Lamar Jackson pass incomplete short middle intended for Tylan Wallace (defended by Melvin Ingram),1.600,1.050
4,0:08,2,10,BAL 40,42,38,Lamar Jackson pass complete short middle to Tylan Wallace for 9 yards (tackle by Kader Kohou),1.050,1.550
4,0:04,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:04,3,1,BAL 49,42,38,Lamar Jackson pass incomplete deep left intended for Rashod Bateman,1.550,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
