Quarter,Time,Tm,Detail,PIT,BAL
1.0,0:22,Steelers,Chris Boswell 30 yard field goal,3,0
2.0,7:25,Steelers,Chris Boswell 49 yard field goal,6,0
,3:24,Steelers,Le'Veon Bell 1 yard rush (Chris Boswell kick),13,0
,0:38,Steelers,JuJu Smith-Schuster 11 yard pass from Ben Roethlisberger (pass failed),19,0
3.0,12:32,Ravens,Justin Tucker 42 yard field goal,19,3
,6:02,Ravens,Mike Wallace 16 yard pass from Joe Flacco (run failed),19,9
4.0,2:26,Steelers,Le'Veon Bell 1 yard rush (Chris Boswell kick),26,9
